@relation 'bugzilla-weka.filters.unsupervised.attribute.Remove-R1,2'

@attribute ns numeric
@attribute nm numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute pd numeric
@attribute npt numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute bug {1,0}

@data
2,2,2,0.997772,0.0288,0.0288,312.5,1,32,2,0.5,169,169,163,1
2,3,12,0.896511,0.009996,0.015211,383.5,1,35,86,0.75,157,157,151,1
2,2,2,0.961237,0.020833,0.009259,216,1,29,106,1,26,26,26,1
1,1,1,0,0.008547,0,234,1,29,0,1,22,22,16,0
1,1,1,0,0.00431,0.00431,232,1,29,6,1,19,19,13,1
1,1,1,0,0.038961,0.012987,231,1,28,82,1,45,45,29,1
1,1,1,0,0.004444,0.004444,225,1,27,2,1,821,304,686,1
1,1,1,0,0.035242,0,227,1,27,103,1,114,101.5,95,1
1,1,2,0.918296,0.000929,0.001857,538.5,1,31,16,1,15,13,13,0
1,1,2,0.845351,0.004062,0.004874,615.5,1,28,2,0.5,585,192.1,526,0
1,1,2,0.970951,0.002435,0.001623,616,1,28,10,1,18,14.5,16,1
1,1,1,0,0.004386,0.004386,228,1,25,23,1,1,1,1,0
2,3,15,0.782394,0.028754,0.030152,333.866667,1,31,1270,0.4,180,164,178,1
2,2,11,0.830697,0.02069,0.021165,382.272727,1,29,98,0.454545,61,61,60,1
2,3,14,0.586405,0.051572,0.090776,340.714286,1,28,609,0.785714,47,47,47,1
1,1,1,0,0.002045,0.002045,489,1,24,7,1,6,6,6,1
2,2,7,0.811836,0.01687,0.030303,457.285714,1,27,174,1,38,27.5,38,1
2,2,6,0.14826,0.011752,0.10203,312,1,25,68,0.833333,474,381,459,1
1,1,1,0,0.002033,0.004065,492,1,22,8,1,648,648,574,0
1,1,4,0.68814,0.022472,0.004494,333.75,1,26,122,1,645,645,571,1
1,1,1,0,0.00616,0,487,1,21,16,1,360,253.066667,340,0
1,1,1,0,0.002058,0.002058,486,1,21,2,1,422,368.5,368,1
1,1,4,0.76059,0.040719,0.01137,945.5,1,25,10,0.75,602,602,539,1
2,2,12,0.89533,0.043937,0.00703,569,1,26,138,0.833333,598,598,583,1
1,1,2,0.347817,0,0.05905,389.5,1,24,6,1,318,271.583333,300,0
1,1,2,0.959687,0.05522,0.003451,579.5,1,24,35,1,395,352,351,1
1,1,3,0.772507,0.014625,0.007313,547,1,23,3,0.666667,295,256.083333,279,1
1,1,1,0,0.005226,0.001742,574,1,21,1,1,431,431,396,0
1,1,2,0.721928,0.002843,0.000711,703.5,1,23,2,0.5,365,338,332,0
1,1,1,0,0.001748,0.006993,572,1,21,0,1,257,224.833333,243,0
2,2,5,0.791644,0.020937,0.038219,601.8,1,23,9,0.4,245,214.416667,245,1
1,1,3,0.932788,0.008637,0.00802,540.333333,1,23,7,0.666667,237,206.416667,227,1
3,3,29,0.847648,0.048911,0.027498,458.965517,1,26,1464,0.793103,271,245.5,269,1
1,1,1,0,0.020134,0.015101,596,1,21,2,1,218,189.083333,211,0
1,1,1,0,0.015025,0.136895,599,1,21,14,1,205,176.083333,198,0
1,1,1,0,0.018519,0.033951,648,1,20,4,1,226,226,219,0
1,1,1,0,0.004559,0.00304,658,1,20,3,1,99,79,96,1
1,1,9,0.866108,0.008624,0.008624,554,1,22,322,0.888889,199,199,192,1
1,1,2,0.811278,0,0.005185,771.5,1,22,28,1,186,186,179,0
1,1,1,0,0.00312,0.00312,641,1,20,7,1,18,12.333333,18,1
1,1,1,0,0.00156,0.00624,641,0,20,1,1,193,166.333333,186,1
1,1,7,0.660439,0.017544,0.00135,635.142857,1,21,43,0.857143,170,146.333333,163,1
1,1,1,0,0.036179,0.023155,691,1,19,0,1,145,121.333333,139,1
1,1,1,0,0.055474,0.157664,685,1,19,2,1,143,119.333333,137,1
1,1,1,0,0.004032,0.358871,744,1,19,1,1,128,104.333333,124,0
1,1,1,0,0.001135,0.001135,881,1,19,15,1,390,283.833333,367,0
1,1,1,0,0.001135,0.001135,881,1,19,0,1,83,69.5,81,1
1,1,1,0,0.031782,0.021566,881,1,19,0,1,82,68.5,80,1
1,1,2,0,0.000954,0.000954,524,1,19,2,1,79,65.5,77,1
1,1,1,0,0.076747,0.013746,873,1,19,0,1,75,61.5,73,1
1,1,3,0.74804,0.041207,0.03076,574.333333,1,21,77,1,74,60.5,72,1
2,2,9,0.761166,0.125592,0.017265,399,1,21,174,0.888889,388,310,381,1
1,1,4,0.238137,0.185658,0.215373,1018,1,21,75,1,62,55.5,60,1
2,2,7,0.970836,0.003639,0.003639,353.285714,1,21,76,0.428571,377,309,370,1
1,1,5,0.699936,0.014052,0.022639,512.4,1,22,112,1,30,30,29,1
1,1,7,0.846076,0.016013,0.001434,597.714286,1,21,144,0.571429,23,23,22,1
1,1,2,0.79449,0.064423,0.005804,861.5,1,21,8,0.5,49,49,47,1
1,1,6,0.781191,0.007042,0.017354,662.666667,1,21,167,1,46,46,44,1
1,1,1,0,0.001182,0.001182,846,1,19,3,1,4,4,4,0
1,1,1,0,0.017815,0,842,1,18,12,1,307,271,290,0
1,1,1,0,0.002398,0.002398,834,1,18,0,1,13,13,13,0
1,1,1,0,0.001199,0.001199,834,0,18,18,1,12,12,12,0
1,1,1,0,0.001199,0.001199,834,1,17,0,1,32,32,30,0
1,1,1,0,0.001199,0.001199,834,1,17,3,1,116,116,108,0
1,1,1,0,0.010526,0.002339,855,1,16,5,1,102,102,94,0
1,1,1,0,0.003529,0.002353,850,1,16,2,1,35,27.5,35,0
1,1,1,0,0.009423,0,849,1,16,0,1,160,154,153,1
1,1,1,0,0.004728,0.001182,846,1,16,1,1,31,23.5,31,0
1,1,1,0,0.003559,0.002372,843,1,16,0,1,77,77,72,0
1,1,1,0,0.002375,0.002375,842,1,16,1,1,75,75,70,0
1,1,1,0,0.08076,0.061758,842,1,16,0,1,156,150,149,1
1,1,1,0,0.013301,0,827,1,16,0,1,74,74,69,0
1,1,1,0,0.006061,0.006061,825,1,16,5,1,6,5.5,6,1
1,1,1,0,0.003636,0.003636,825,1,15,7,1,20,20,19,0
1,1,1,0,0.003636,0.003636,825,1,15,18,1,18,18,17,0
1,1,3,0.318637,0.023268,0.001034,644.666667,1,16,105,1,22,14.5,22,1
1,1,1,0,0.004969,0.001242,805,1,14,6,1,149,149,142,1
1,1,5,0.870282,0.020588,0.002941,816,1,17,40,1,8,8,8,1
1,1,1,0,0.0125,0.00875,800,1,14,4,1,3,3,3,0
1,1,1,0,0.003755,0.001252,799,1,13,3,1,129,129,124,1
1,1,5,0.74494,0.015965,0.003104,451,1,17,706,1,44,44,43,1
1,1,4,0.850016,0.047009,0.015568,819,1,16,52,1,123,123,118,1
1,1,1,0,0.002618,0.002618,764,1,13,10,1,39,39,38,0
1,1,6,0.782406,0.043526,0.016047,758.166667,1,15,115,0.833333,37,37,36,1
1,1,1,0,0.007833,0,766,1,13,5,1,106,106,101,0
2,2,10,0.737504,0.078744,0.031159,414,1,15,254,0.7,105,105,103,1
1,1,3,0.78712,0.005297,0.003178,629.333333,1,15,57,1,95,95,91,1
1,1,1,0,0.002635,0.001318,759,1,13,1,1,74,74,70,1
1,1,1,0,0.002635,0.002635,759,1,13,11,1,24,24,23,0
1,1,2,0.99403,0.011921,0.003506,713,1,15,2,1,70,70,66,0
1,1,1,0,0.001314,0.001314,761,1,13,4,1,68,68,64,0
1,1,3,0.806853,0.074176,0.041896,485.333333,1,15,86,0.666667,53,35.5,53,1
1,1,1,0,0.004076,0,736,1,11,2,1,32,32,30,0
1,1,2,0.804252,0.064209,0.003567,420.5,1,11,166,1,29,29,27,1
1,1,1,0,0.017882,0.013755,727,1,10,0,1,55,43.5,53,0
1,1,1,0,0.009669,0.005525,724,1,10,15,1,134,91.5,117,1
1,1,1,0,0.001385,0,722,1,10,1,1,122,93,106,0
1,1,1,0,0.002774,0.002774,721,0,10,0,1,121,92,105,1
1,1,1,0,0.001387,0.001387,721,0,10,1,1,120,91,104,0
1,1,1,0,0.061026,0.034674,721,1,10,36,1,111,82,95,1
1,1,1,0,0.004237,0.001412,708,1,10,85,1,29,25,27,0
1,1,1,0,0.024079,0.015581,706,0,10,35,1,102,99,86,0
1,1,2,0.979869,0.00411,0.002936,851.5,1,12,20,1,100,100,84,1
1,1,4,0.534773,0.149399,0.033772,436.75,1,12,49,1,96,96,80,1
1,1,1,0,0.001587,0.001587,630,1,10,3,1,20,20,18,1
1,1,1,0,0,0.003175,630,1,10,14,1,18,18,17,0
1,1,1,0,0.001585,0.001585,631,1,9,81,1,55,55,41,0
1,1,1,0,0.004754,0,631,1,9,24,1,27,19.5,27,0
1,1,1,0,0.007924,0,631,1,8,11,1,8,8,8,0
1,1,1,0,0.001592,0.001592,628,1,7,1,1,68,68,66,0
1,1,1,0,0.004777,0,628,1,7,8,1,8,8,8,0
1,1,5,0.313993,0.033827,0.027484,283.8,1,8,0,0.2,20,12.5,20,1
1,1,5,0.318271,0.297487,0.028054,342.2,1,8,625,1,5,5,5,1
1,1,1,0,0.001597,0.001597,626,1,5,7,1,66,66,64,0
1,1,1,0,0.009585,0.001597,626,1,5,13,1,473,422,469,1
1,1,1,0,0.004823,0.001608,622,0,5,3,1,454,413,450,0
1,1,6,0.849977,0.00566,0.002177,382.833333,1,8,253,0.833333,436,395.5,432,1
1,1,1,0,0.003226,0.003226,620,1,5,11,1,429,388.5,425,0
1,1,5,0.806465,0.023015,0.03644,521.4,0,7,39,0.8,427,388.5,423,1
1,1,2,0.749595,0.010949,0.001825,548,0,6,1,1,420,384,416,1
1,1,7,0.817785,0.022057,0.002126,537.571429,1,7,34,0.857143,412,376,408,1
1,1,1,0,0.006504,0.006504,615,0,5,0,1,399,363,395,0
1,1,14,0.841068,0.134058,0.031228,414,1,7,270,0.928571,394,358,390,1
1,1,1,0,0.005128,0.003419,585,1,5,8,1,379,343,375,1
1,1,2,1,0.029064,0.018299,464.5,0,7,24,1,375,341.5,371,0
1,1,4,0.336743,0.251002,0.136248,686.25,1,7,5,0.75,357,325,353,1
1,1,8,0.580566,0.025872,0.052907,430,1,8,10,0.75,346,314,342,1
1,1,1,0,0.007018,0.005263,570,0,5,0,1,336,304,332,1
1,1,4,0.823483,0.015666,0.003264,383,1,7,16,1,335,303,331,1
1,1,2,0.958712,0.0134,0.004188,597,1,5,0,1,313,281,309,1
1,1,3,0.685893,0.023622,0.003028,550.333333,1,7,1,0.666667,307,275,303,1
1,1,8,0.755958,0.06466,0.007747,419.5,1,7,13,0.75,298,267,294,1
1,1,1,0,0.001783,0.001783,561,0,5,2,1,289,258,285,1
1,1,3,0.77022,0.064944,0.01676,477.333333,0,5,0,0.333333,278,247,274,1
1,1,3,0.890518,0.011364,0.022727,322.666667,0,6,9,0.666667,270,239,266,1
1,1,1,0,0.003717,0.003717,538,0,5,3,1,264,233,260,0
1,1,1,0,0.003717,0.001859,538,0,5,0,1,254,223,250,1
1,1,31,0.626948,0.060207,0.010184,215.387097,1,8,1164,0.419355,252,221,248,1
1,1,4,0.858843,0.022585,0.005019,199.25,1,7,186,0.75,210,179,206,1
1,1,1,0,0.002387,0.002387,419,0,5,12,1,185,154.5,181,0
1,1,3,0.88653,0.08167,0.009982,367.333333,1,7,26,1,181,151,177,1
1,1,2,0.991076,0.00978,0.001222,409,0,7,39,1,177,151,173,1
1,1,1,0,0.004854,0.002427,412,0,5,0,1,49,49,48,0
1,1,5,0.755221,0.096357,0.007638,340.4,1,7,137,0.4,48,48,47,1
2,2,43,0.999466,0.088657,0.076881,171.813953,0,8,3412,0.72093,43,43,43,0
1,1,1,0,0.002646,0.002646,378,1,4,0,1,160,160,157,0
1,1,5,0.943204,0.036455,0,356.6,1,6,48,0.8,159,159,156,1
1,1,1,0,0.002667,0.002667,375,1,4,2,1,108,108,105,0
1,1,2,1,0.01182,0.007092,211.5,1,4,44,1,107,107,104,1
1,1,4,0.938694,0.003815,0.003815,458.75,1,7,44,1,99,99,97,0
1,1,5,0.92133,0.013793,0.005747,174,1,5,489,0.8,95,95,93,1
1,1,1,0,0.00266,0.00266,376,0,4,3,1,75,75,75,1
1,1,2,0.881291,0.009103,0.003901,384.5,1,6,53,1,74,74,74,1
1,1,2,0.985228,0.037997,0.010363,289.5,1,5,21,1,58,58,58,1
1,1,1,0,0.018717,0,374,0,4,17,1,54,54,54,0
1,1,4,0.900169,0.100535,0.034225,233.75,1,5,281,1,39,39,39,1
1,1,1,0,0.01497,0.005988,334,0,4,12,1,32,32,32,0
1,1,1,0,0.006024,0.003012,332,0,4,5,1,25,25,25,0
1,1,1,0,0.006154,0.030769,325,1,3,2,1,231,189.5,231,1
1,1,1,0,0.00339,0.00339,295,1,3,11,1,214,176,214,0
1,1,11,0.907145,0.077909,0.030241,177.363636,1,2,565,0.636364,205,183.5,205,1
1,1,17,0.765513,0.112656,0.127955,126.882353,1,3,66,0.117647,129,129,129,1
1,1,1,0,0.010417,0,288,1,1,27,1,92,92,92,1
1,1,1,0,0.031469,0.013986,286,1,1,24,1,84,84,84,0
1,1,20,0.73456,0.553304,0.514097,113.5,0,1,236,0.6,63,63,63,1
1,1,16,0.681956,0.120644,0.06257,166.8125,0,3,1431,0.6875,82,82,82,0
1,1,16,0.838065,0.643862,0.422987,159.875,0,3,969,0.6875,51,51,51,0
1,1,3,0.839601,0.190789,0.116228,304,0,2,75,1,3,3,3,0
1,1,25,0.748275,0.109917,0.076758,130.28,0,4,2487,0.64,26,26,26,0
1,1,18,0.710737,0.044518,0.02795,385.611111,1,12,1088,0.611111,130,130,126,0
1,1,11,0.65891,0.066723,0.056911,324.272727,0,11,665,0.727273,91,91,87,0
1,1,1,0,0.889036,0.34214,757,0,9,62,1,15,15,11,0
1,1,1,0,0.002494,0.002494,802,1,20,287,1,20,14.333333,20,0
1,1,2,0.995727,0.007601,0.004751,1052.5,1,21,540,1,4,4,4,0
1,1,1,0,0.01861,0,806,1,18,111,1,308,272,291,0
1,1,1,0,0,0.002323,861,1,17,12,1,216,203,205,0
2,2,23,0.506396,0.114865,0.129962,544.304348,0,21,4666,0.73913,844,743.75,805,0
2,2,14,0.754187,0.043115,0.016088,555,0,22,3107,0.785714,723,623.25,687,0
1,1,14,0.260322,0.048509,0.126441,538.928571,0,21,870,0.714286,267,169,256,0
2,2,24,0.812655,0.080295,0.081552,463.916667,1,20,2328,0.666667,180,84.666667,175,0
2,2,19,0.447378,0.120863,0.1579,507.315789,0,21,3810,0.894737,821,720.75,782,0
1,1,8,0.879713,0.003621,0.004345,690.5,1,21,677,0.875,14,14,13,0
1,1,1,0,0.002367,0.00355,845,1,18,83,1,634,534.25,602,0
2,2,11,0.905516,0.014106,0.010294,476.909091,0,20,776,0.727273,335,235.25,327,0
1,1,15,0.746359,0.023342,0.024019,591.2,1,19,588,0.866667,195,98.75,185,0
1,1,27,0.809883,0.058407,0.051712,481.296296,1,20,2007,0.814815,283,268,269,0
1,1,1,0,0.007862,0.001572,636,1,28,972,1,486,134.049603,432,0
1,1,7,0.935044,0.007909,0.007909,289,1,31,4456,0.571429,621,199.85,555,0
1,1,1,0,0.004747,0.001582,632,1,27,620,1,612,190.85,546,0
1,1,1,0,0.001585,0.001585,631,1,25,518,1,2,2,2,0
1,1,1,0,0.001585,0.001585,631,1,24,342,1,63,63,41,0
1,1,1,0,0.019017,0.034865,631,1,20,64,1,227,227,220,0
1,1,1,0,0.00312,0.00312,641,1,20,26,1,19,13.333333,19,0
1,1,1,0,0.008666,0.005199,577,1,21,51,1,350,350,328,0
1,1,7,0.439005,0.025909,0.037401,683.714286,0,24,385,1,268,268,258,0
1,1,10,0.436527,0.05792,0.216542,455.8,1,25,1008,0.9,251,251,243,0
1,1,11,0.801568,0.025648,0.02747,648.636364,0,24,514,1,229,229,222,0
1,1,12,0.742505,0.007223,0.003483,646.083333,1,24,599,0.916667,218,218,211,0
1,1,12,0.798559,0.013512,0.00997,635.25,0,24,515,0.916667,80,80,80,0
1,1,2,0.203074,0.039449,0,798.5,0,23,36,1,33,33,33,0
1,1,3,0.429215,0.004646,0.063298,574,1,24,44,1,19,19,19,0
1,1,3,0.45112,0.016845,0.048494,653,0,23,114,1,14,14,14,0
1,1,7,0.893704,0.023004,0.02674,726.571429,1,25,177,1,8,8,8,0
1,1,8,0.87583,0.005135,0.00077,486.875,0,24,319,1,157,157,151,0
1,1,1,0,0.037037,0.012346,243,1,31,488,1,314,314,199,0
1,1,1,0,0.012552,0.008368,239,1,29,291,1,27,27,20,0
1,1,2,0.721928,0.031175,0.016787,208.5,1,29,576,0.5,268,205.5,214,0
1,1,1,0,0.008475,0,236,1,29,287,1,21,21,15,0
1,1,1,0,0.004274,0.004274,234,1,29,287,1,20,20,14,0
1,1,1,0,0.038627,0.012876,233,1,28,213,1,46,46,30,0
1,1,1,0,0.046154,0.015385,195,1,31,99,1,313,313,198,0
1,1,3,0,0.018605,0.004651,71.666667,0,1,4,0.666667,34,34,34,0
1,1,4,0.670804,0.075799,0.012785,273.75,1,5,143,0.75,132,132,129,1
1,1,10,0.810774,0.037963,0.007407,216,1,6,167,0.7,122,122,119,1
1,1,3,0.982141,0.005529,0.005529,422,1,5,128,1,87,87,87,1
1,1,1,0,0.031746,0.015873,63,0,3,41,1,61,61,61,0
1,1,3,0.709254,0.253425,0.03653,292,1,5,24,1,43,43,43,1
1,1,3,0.649924,0.065898,0.002471,404.666667,0,4,25,0.666667,217,178.5,217,1
1,1,2,0.954434,0.028689,0.004098,244,1,2,27,1,187,165.5,187,1
1,1,1,0,0.238806,0,67,0,2,75,1,176,176,176,1
1,1,2,0.993171,0.200295,0.011782,339.5,0,3,6,1,145,145,145,1
1,1,2,0.764205,0.021563,0.002695,185.5,0,3,43,1,143,143,143,0
1,1,2,0.988699,0.019068,0.014831,236,0,2,71,1,132,132,132,1
1,1,2,0,0,0,0,0,2,0,0.5,66,34.333333,49,0
1,1,2,0.956073,3.553191,0,23.5,0,2,900,1,64,32.333333,47,0
1,1,1,0,0,0,0,1,1,0,1,25,25,18,0
1,1,1,0,0.136364,0,44,0,2,0,1,129,90.583333,98,0
1,1,2,0.789749,0.375,0.1,40,0,2,0,0.5,124,87.166667,94,0
1,1,2,0.92312,0.93617,0.510638,23.5,1,2,0,0.5,53,29.833333,40,0
1,1,1,0,0.027778,0,36,1,1,0,1,42,42,31,0
1,1,1,0,0.03125,0.03125,32,1,1,0,1,32,32,25,0
1,1,1,0,0.125,0.0625,32,1,1,0,1,30,30,23,0
1,1,2,0.99403,0.153846,0.128205,19.5,1,1,0,0.5,27,27,20,0
1,1,1,0,0,0,0,1,1,0,1,25,25,18,0
1,1,1,0,0.076923,0,39,0,2,0,1,128,89.583333,97,0
1,1,2,0.503258,0.170213,0.021277,23.5,1,1,0,0.5,41,41,30,0
1,1,1,0,0.090909,0,11,0,1,0,1,39,39,28,0
1,1,1,0,0.2,0.1,10,0,1,0,1,35,35,27,0
1,1,1,0,0.111111,0,9,0,1,0,1,31,31,24,0
1,1,2,0.574636,0.564103,0.564103,19.5,0,1,0,0.5,29,29,22,0
1,1,2,0.941665,3.540541,0,18.5,0,1,0,0.5,25,25,18,0
2,2,8,0.725672,0.064589,0.018959,389,1,8,61,0.75,59,59,58,1
1,1,1,0,0.356968,0.264059,409,1,1,0,1,141,141,138,1
1,1,2,0.510788,0.084906,0.018868,212,1,6,68,1,2,2,2,1
1,1,1,0,0.002874,0.002874,348,1,3,1,1,130,130,130,0
2,2,18,0.832761,0.008436,0.008436,355.611111,1,33,1584,0.722222,648,206.5,618,1
2,2,2,1,0.009804,0.009804,102,1,5,6,0.5,254,241,249,0
2,2,9,0.851602,0.003439,0.003439,452.333333,0,14,1034,0.888889,21,21,21,0
2,2,2,1,0.162791,0,86,1,2,154,0.5,40,32.5,40,1
2,3,3,1,0.00974,0.00974,102.666667,1,8,231,0.666667,157,157,156,1
2,2,2,1,0.007576,0.030303,132,1,7,330,0.5,532,215.333333,509,1
