@relation 'ant-1.5_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
0,1.5,1,0,0.960784,1,2,3,53,11,4,0
1,1.083333,0,0,0,0.207692,0,0,35.461538,2,1,0
0,2,0,0,0,0.75,0,0,21.75,4,1.5,0
0,0.648352,1,4,0,0.314815,0,0,13.592593,6,1.5185,0
0,0.52381,1,0,0.848485,0.47619,2,5,38.714286,4,1.1429,0
0,2,0,0,0,1,0,0,0,1,1,0
0,0.5,1,0,0.8,0.5,1,3,48.8,11,2.8,0
0,0.618182,1,0,0.770833,0.238095,0,0,47,20,3.4167,0
0,0.75,1,3,0.2,0.220779,0,0,7.272727,1,0.7273,0
2,0.78,1,5,0.862069,0.186508,3,7,36.571429,9,1.5238,0
0,0.7875,1,0,0.795918,0.285714,3,4,32.666667,16,2.1905,0
0,0,1,1,0.962264,0.5,2,2,33.333333,5,2,0
0,0.6,1,2,0.880952,0.333333,2,2,34.5,1,0.8333,0
0,0.736842,1,1,0,0.284211,0,0,17.45,3,1.15,0
0,0.833333,0.5,0,0.909091,0.583333,0,0,16,3,1.5,0
0,0.571429,1,0,0.823529,0.375,2,5,19.5,4,1.125,0
11,0.485714,1,1,0.513889,0.0875,2,2,7.333333,6,1.1944,0
1,0.870445,1,2,0.587302,0.212963,2,2,32.333333,13,1.7037,0
0,0.5,1,0,0,0.7,0,0,4.6,1,0.8,0
0,2,0,0,0.987179,0.666667,0,0,4.5,1,0.5,0
0,0,1,0,0,0.666667,0,0,5,1,0.6667,0
0,0.6,1,0,0.804348,0.4,1,1,11.5,1,0.9,0
0,0.333333,1,0,0,0.583333,0,0,42,3,1.25,0
0,2,0,0,0.857143,0.666667,0,0,12.333333,1,0.6667,0
1,0.25,1,0,0,0.533333,0,0,9.6,1,0.6,0
0,0.583333,1,1,0.869919,0.264706,4,7,16.352941,4,1.2353,0
0,1,0,0,0,0.3,0,0,18.166667,2,1,0
0,0.791667,1,0,0.822222,0.355556,1,1,35.444444,11,2,1
0,0.8,0.5,0,0.880952,0.266667,1,1,37.166667,1,0.8333,1
0,0.555556,1,0,0.848485,0.47619,2,5,20,4,1.1429,0
0,2,1,0,0.958333,1,0,0,31.5,1,0.5,0
0,0.555556,1,0,0.848485,0.47619,2,4,14.714286,4,1.1429,0
8,0.71256,1,9,0,0.230159,0,0,45.105263,30,4.2632,1
0,0.333333,1,0,0.842105,0.875,1,1,13.5,5,1.75,0
0,0.810714,0.9,2,0,0.317241,0,0,18.206897,11,1.3793,0
9,0.666667,1,1,0.928571,0.5,0,0,4.25,1,0.5,0
0,2,0,0,0,1,0,0,0,1,1,0
3,0.87619,0.857143,0,0,0.285714,0,0,19.4375,8,1.6875,0
0,0.674074,1,2,0.580645,0.25,2,8,32.25,1,0.8125,0
0,2,0,0,0,1,0,0,0,1,1,0
0,0,1,1,0.9375,0.666667,1,1,6.5,1,0.5,0
0,0.666667,1,0,0,0.533333,0,0,11.2,1,0.8,0
0,0.85,1,1,0.68,0.296296,1,1,30.444444,2,1,0
0,0.75,1,0,0.9625,0.4,4,9,20.142857,2,1,1
0,2,0,0,0.987179,0.666667,0,0,4.5,1,0.5,0
0,0.708333,1,0,0.848485,0.47619,2,5,16.428571,5,1.2857,0
0,0.785714,1,0,0,0.85,0,0,26.090909,3,1.7273,0
0,1.2,0,0,0,0.722222,0,0,0,1,1,0
4,0.666667,1,1,0.692308,0.228571,1,2,13.7,1,0.8,0
0,0.823864,0.909091,8,0.516129,0.25,2,4,67,2,1,0
0,0.703704,1,1,0,0.375,0,0,6.3,2,1.1,0
0,0.638889,1,0,0.755102,0.320513,1,6,31.384615,4,1.8462,0
0,0.5,1,0,0.6,0.416667,0,0,14.222222,1,0.6667,1
0,0.6,1,0,0.880952,0.555556,1,1,208.666667,2,1,0
10,0,1,1,0,0.45,0,0,5.4,2,1,0
0,2,0,0,0.980392,1,1,2,26.5,4,2,0
5,0,1,0,0.346154,0.114583,0,0,5.055556,1,0.9444,0
0,0.69697,1,0,0.736842,0.3,2,5,24.166667,7,1.3333,0
0,0.333333,1,1,0,0.9,0,0,27.2,5,2.2,0
1,0.921717,0.777778,2,0.627119,0.207729,3,3,27.26087,26,2.3913,1
0,2,0,0,0.9,0.555556,1,1,65,6,2.3333,0
0,0.384615,1,1,0.65,0.333333,1,2,9.785714,2,0.6429,0
0,1,0,0,0.764706,0.5,0,0,25.4,1,0.8,0
0,0.859375,0.761905,1,0.138889,0.257576,1,1,126.333333,32,5.6061,0
0,1.037037,0.666667,0,0,0.266667,0,0,25.857143,4,1.1429,0
0,2,0,0,0.969697,1,0,0,15.5,1,0.5,0
0,2,0,0,0,0.108359,0,0,0,1,1,0
0,0.714286,1,0,0.840909,0.75,0,0,12.625,4,1.75,0
0,0.7,1,0,0.880952,0.416667,3,3,21.166667,1,0.8333,0
0,0.970476,0.6,4,0,0.105495,0,0,25.56044,6,1.4945,0
0,0.633333,1,0,0,0.242188,0,0,21.3125,5,1.75,0
0,0.964006,1,6,0.52349,0.206349,1,1,11.125,8,1.4722,0
0,0.916667,0.25,2,0.886364,0.25,2,2,58.909091,2,1,1
0,1.5,0,0,0,0.666667,0,0,0,1,1,0
0,0.583333,1,0,0,0.714286,0,0,6.285714,2,0.8571,0
0,2,0,0,0,1,0,0,0,1,1,0
0,1,0,0,0.866667,0.5,0,0,48.666667,1,0.6667,0
0,0.8,1,0,0.924242,0.444444,1,5,10.166667,3,1.5,0
0,0.666667,0,0,0.863636,0.342857,2,5,35.714286,8,3,0
0,0.6,1,0,0.6,0.272109,1,1,28.809524,9,3,0
0,2,0,0,0,0.333333,0,0,47.75,1,0.75,0
0,0.82,1,2,0.552239,0.16129,1,3,20.387097,2,1.0323,1
0,0,1,2,0,0.666667,0,0,86.333333,13,5,0
26,0.714286,1,0,0,0.6875,0,0,9.625,5,1.5,0
0,0.666667,1,0,0.925,0.5,0,0,10.5,1,0.75,0
0,0.785714,0.5,0,0,0.166667,0,0,45.875,3,1.25,0
4,0.045455,1,0,0.614035,0.093822,0,0,6.73913,4,1.2609,0
0,0.8819,0.684211,1,0.478873,0.176829,1,5,31.142857,12,1.9286,0
0,0.628571,1,1,0.840909,0.325,0,0,37.75,1,0.875,0
0,0.666667,1,0,0.925,0.75,1,1,36.75,1,0.75,0
0,0.693878,0.571429,0,0.844444,0.25,1,4,43.75,19,5.375,0
0,0.683333,1,0,0,0.232323,0,0,15.727273,1,0.9091,0
0,0.9,0.6,0,0.804348,0.285714,0,0,73.8,7,2.1,0
0,0.8,0.5,0,0,0.2,0,0,20.166667,3,1.3333,0
0,0.793651,1,0,0.804348,0.45,0,0,35.2,2,1.1,0
2,0.555556,1,0,0.804348,0.5,0,0,15,4,1.2,0
0,0.75,0.5,0,0.638298,0.294737,2,2,25.157895,5,2,0
0,2,0,0,0.988636,0.666667,3,4,8,2,0.6667,0
1,0.863636,1,0,0.709091,0.142045,4,4,49.647059,4,1.1471,1
0,0.666667,1,1,0.769231,0.3,1,1,15.3,3,1.4,0
0,0.166667,1,0,0.925,0.625,0,0,34,2,1,0
0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,0.833333,0.666667,0,0.896552,0.466667,2,4,32,1,0.6,0
1,0.869231,1,2,0.587302,0.166667,0,0,20.925926,3,1.1481,1
0,2,0,0,1,1,0,0,4,0,0,0
0,0.7,1,0,0,0.555556,0,0,10.666667,1,0.8333,0
0,0.7,1,0,0.842105,0.428571,0,0,18,1,0.8571,0
0,0.75,0,0,0.924528,0.44,2,2,15,5,2,0
0,0.896842,1,4,0.757282,0.221154,3,4,32.153846,3,1.1538,1
0,0.866071,0.285714,1,0,0.163399,1,1,31.647059,8,1.5294,0
0,0.458333,1,2,0.853659,0.392857,1,3,27.142857,4,2.1429,0
0,0.714286,1,0,0,0.142857,0,0,10,2,0.875,0
0,0.733333,1,0,0,0.180556,1,1,22.625,4,1.1563,0
0,0.65,1,0,0.91,0.327273,2,10,13.909091,3,1.2727,1
0,0.818182,0,0,0,0.15,0,0,37.583333,4,1.8333,0
0,0.823232,0.909091,1,0.672727,0.305263,2,3,43.105263,12,2.2105,1
0,0.805195,1,1,0,0.261905,0,0,11.416667,4,1.25,0
0,2,0,0,0.958333,1,0,0,15.5,1,0.5,0
0,0.733333,1,0,0.880952,0.5,0,0,14.333333,1,0.8333,0
0,0,1,0,0.818182,0.666667,0,0,8.333333,1,0.6667,0
0,0.729167,1,0,0.840909,0.3125,1,1,22.111111,6,1.4444,0
0,0.5,0,0,0,0.666667,0,0,153.285714,2,0.8571,0
0,0.849265,1,0,0.782051,0.188889,4,4,41.333333,1,0.9444,1
0,0.542857,1,1,0,0.34375,0,0,16,5,1.625,0
0,0.5,1,0,0.818182,0.666667,0,0,8.333333,1,0.6667,0
0,0.641975,1,0,0,0.197531,0,0,20.392857,16,2.25,0
0,2,0,0,0.969697,1,2,3,11.333333,2,1.3333,0
0,0.683333,1,2,0.6,0.22619,1,3,33.095238,4,1.9048,1
0,0.571429,1,0,0.823529,0.375,2,5,21,4,1.125,0
0,2,0,0,0.923077,0.666667,0,0,14.5,1,0.5,0
0,2,0,0,0,0.45,0,0,33.25,7,2.75,0
0,0.813725,0.882353,0,0,0.141414,0,0,88.631579,11,2.5263,1
0,2,0,0,0,1,0,0,0,1,1,0
0,0.535714,1,0,0,0.541667,0,0,12,3,1.25,0
0,0.5,1,0,0.948718,0.666667,1,1,26,1,0.6667,0
0,2,0,0,0.888889,0.407407,3,8,10.555556,2,1.6667,0
0,2,0,0,0,1,0,0,0,1,1,0
0,0.694444,1,1,0.804348,0.45,1,1,22.2,2,1.4,0
0,0.75,1,0,0.902439,0.533333,0,0,12.6,1,0.8,0
0,0.866667,1,0,0,0.5,0,0,21,5,1.75,0
0,0.8,0.666667,2,0.882353,0.6,0,0,14.333333,3,1.3333,0
0,0.94,0.966667,10,0.318966,0.1375,3,3,25.777778,13,1.6543,1
0,2,0,0,1,1,0,0,3,0,0,0
0,2,0,0,0,0.444444,0,0,0,1,1,0
2,0.5,1,0,0.882353,0.833333,1,1,7,3,1.3333,0
1,2,0,0,0.96875,0.555556,1,1,16.333333,3,1.6667,0
0,0.666667,1,0,0.902439,0.533333,1,1,18.2,1,0.8,0
0,0.714286,1,0,0.840909,0.325,1,1,33.75,4,1.25,0
0,0.666667,1,1,0,0.75,0,0,13.25,1,0.75,0
0,0,1,0,0.928571,0.75,2,4,20.5,1,0.5,0
1,0.752525,1,2,0,0.257576,0,0,32.911765,23,2.5,0
0,0.75,0.333333,0,0.921569,0.466667,0,0,19.6,2,1,1
0,0.458333,1,2,0.853659,0.392857,1,3,26.857143,5,2.5714,0
0,0,1,0,0,0.533333,0,0,12.6,3,1.2,0
0,0.910256,1,1,0.74,0.595238,1,2,27,2,1,0
0,0.75,0.5,0,0,0.666667,0,0,33,1,0.6667,0
0,2,0,0,0.96875,0.555556,1,1,16.333333,3,1.6667,0
0,0.857143,0.142857,1,0,0.259259,0,0,32.666667,1,0.8889,0
2,0.666667,1,0,0,0.615385,0,0,7.230769,1,0.7692,1
0,0.714286,1,0,0.847826,0.277778,0,0,43.733333,1,0.9333,0
0,0.809524,1,1,0,0.309091,0,0,16.045455,8,1.7273,0
0,0,1,0,0.666667,0.125,1,1,7.375,1,0.9375,0
0,2,0,0,0,0.875,0,0,3,1,0.75,0
0,0.84,0.5,0,0.791667,0.215909,1,4,33.636364,8,2.7273,0
0,0.75,1,3,0,0.2125,0,0,31.1,6,1.5,1
0,0,1,0,0.642857,0.444444,1,1,6.333333,1,0.8333,0
52,0.818182,1,4,0.290323,0.246377,1,3,9.73913,4,1.1739,0
0,2,0,0,0.958333,1,1,1,123,1,0.5,0
0,0.866667,1,0,0.880952,0.444444,0,0,38,1,0.8333,0
0,1,0,0,0.884615,0.5,0,0,47.5,10,3,0
0,1.242424,1,0,0.888889,0.5,1,3,79.333333,12,5.6667,0
0,2,0,0,0.875,0.75,1,1,9,1,0.5,0
0,0.708333,0.5,0,0.863636,0.342857,1,4,29.142857,9,2.8571,0
3,0.8,1,2,0,0.226667,0,0,22.25,14,2.0625,0
0,0.666667,1,0,0,0.714286,0,0,4.714286,1,0.8571,0
0,0.914783,0.36,0,0,0.322981,0,0,48.083333,17,1.9167,0
0,1,0,0,0.92,0.5,0,0,48.333333,1,0.6667,0
2,2,0,0,0.988636,0.666667,3,4,8,2,0.6667,0
0,0,1,0,0.75,0.555556,0,0,9.333333,1,0.6667,0
0,0,1,0,0.818182,0.666667,0,0,9.666667,1,0.6667,0
0,0.333333,1,0,0.953846,0.4375,1,1,19.5,5,2,0
0,0.571429,1,1,0.416667,0.3,1,1,18.875,2,1,0
0,2,0,0,0.625,0.5,0,0,16.75,1,0.75,0
0,0,1,0,0,0.428571,1,1,11.571429,4,1,0
0,2,0,0,0,1,0,0,0,1,1,0
2,0.714286,1,0,0.840909,0.4375,1,1,16.875,1,0.875,0
0,0.7,1,2,0.75,0.287879,1,1,24.545455,3,1.9091,0
5,0.333333,1,1,0.921053,0.4375,0,0,3.25,1,0.75,0
0,0.6,1,0,0,0.666667,0,0,7.666667,1,0.8333,0
0,2,0,0,0.980392,1,1,2,32,4,2,0
0,2,0,0,0,0.333333,1,1,29,8,5,0
0,2,0,0,0,0.5,0,0,5.666667,2,1,0
0,0.781057,0.787234,1,0.225,0.20625,1,1,60.46875,26,4.0938,0
0,0.928571,0.8,0,0,0.278571,0,0,45.310345,29,2.6207,1
0,0.946302,0.952381,4,0.624,0.154167,3,3,15.5625,7,1.375,0
0,0,1,1,0.714286,0.666667,1,1,20.333333,1,0.6667,0
1,0.918193,0.952381,2,0.486842,0.194444,0,0,19.85,8,1.6,1
0,2,0,0,1,1,0,0,5,0,0,0
0,2,0,0,0,0.444444,0,0,28.333333,1,0.6667,0
0,0.5,1,0,0,0.7,0,0,6.2,1,0.6,0
0,0.93254,1,1,0,0.342857,0,0,38.733333,10,2.7333,1
0,2,0,0,0.967742,0.75,0,0,13,2,1,0
0,0.3125,0.75,1,0,0.583333,0,0,12,3,0.6,0
0,2,0,0,0.958333,1,0,0,21,1,0.5,0
0,2,0,0,0,0.875,0,0,4,1,0.75,0
0,2,0,0,1,1,0,0,3,0,0,0
1,0.5,1,0,0,0.9,0,0,25.2,4,1.8,0
0,0.333333,1,0,0,0.875,0,0,4.75,1,0.75,0
0,0.776812,0.933333,6,0,0.13834,0,0,27.875,7,1.75,1
2,0.796429,1,1,0.434783,0.076352,1,3,15.853659,5,1.6585,0
1,0.946429,1,3,0,0.223214,0,0,10.866667,4,1.0667,0
0,0.75,1,1,0.787234,0.327273,1,1,27.272727,21,3,0
0,0.892308,0.615385,1,0,0.3,0,0,30.636364,5,2.1818,0
0,0,1,0,0.928571,0.75,2,4,31,1,0.5,0
0,0.5,1,0,0,0.533333,0,0,20.2,3,1.4,0
0,0.666667,1,0,0.860465,0.342857,2,2,35.571429,1,0.8571,0
0,0,1,0,0.928571,0.75,0,0,8.5,1,0.5,1
0,2,0,0,0.952381,0.6,4,6,116.4,18,5.8,0
0,0.333333,0,0,0,0.714286,0,0,12.571429,7,1.4286,0
0,0.5,1,0,0,0.5,0,0,28.333333,1,0.3333,0
0,0.7,1,0,0.880952,0.555556,0,0,10.833333,1,0.8333,0
5,0.4,1,0,0.857143,0.5,0,0,5.333333,3,1.3333,0
1,2,0,0,0.96875,0.555556,1,1,16.333333,3,1.6667,0
0,0.886364,0.727273,2,0.649123,0.232143,1,1,30.333333,3,1.0476,1
0,0.65625,1,0,0,0.518519,0,0,8.333333,1,0.8889,0
1,0.872727,1,2,0.606557,0.24,0,0,19.307692,7,1.1923,0
0,0.333333,1,0,0.914286,0.75,0,0,22.25,1,0.75,0
0,0.631818,0.818182,0,0,0.293651,0,0,27.857143,3,0.8571,0
0,2,0,0,0,0,0,0,2052,0,0,0
13,0.666667,1,1,0.5,0.266667,0,0,13.3,3,1.2,0
1,0.75,1,0,0.822222,0.271605,2,2,49.222222,5,1.3333,1
0,2,0,0,0,0.75,0,0,0,1,1,0
0,2,0,0,0,1,0,0,0,1,1,0
0,0.9,1,1,0,0.26,0,0,64.818182,47,8.4545,0
0,0,1,2,0,0.6,0,0,90.5,10,5,0
0,0.806818,0.875,0,0.547619,0.140909,0,0,18.73913,5,1.4783,0
0,0.428571,1,0,0.833333,0.3125,1,1,21.375,5,2,0
0,0.896552,1,3,0.578125,0.204167,0,0,22.566667,7,1.4667,0
0,2,0,0,0,0.271429,0,0,0,1,1,0
0,0.849817,1,3,0.787879,0.309091,2,2,36.454545,5,1.2273,1
0,0.666667,1,0,0,0.346939,0,0,56.625,11,3.875,0
1,2,0,0,0,0.5,0,0,14.5,1,0.75,0
0,0.533333,1,0,0.880952,0.833333,0,0,13.166667,1,0.8333,1
0,0.697917,1,0,0,0.708333,0,0,22.076923,36,3.4615,0
0,2,0,0,0.969697,1,0,0,10.5,1,0.5,0
0,1,0,0,0.866667,0.5,0,0,29.666667,1,0.6667,0
1,0.75,1,0,0,0.7,0,0,5,1,0.8,0
0,0.555556,1,0,0,0.47619,0,0,14.428571,4,1.4286,0
0,2,0,0,0.985507,0.75,1,1,4,1,0.5,0
0,0.786667,1,2,0.711538,0.25,2,2,28.375,4,1.4375,0
0,0.722222,1,1,0.804348,0.4,2,4,13.1,2,1.3,0
2,0.583333,1,1,0.454545,0.464286,1,1,11.571429,1,0.8571,0
0,2,0,0,0.958333,1,1,1,65,1,0.5,0
0,2,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0.342857,1,1,19.857143,4,1,0
0,2,0,0,0,0.625,0,0,0,1,1,0
0,2,0,0,0,1,0,0,0,1,1,0
0,0.333333,1,0,0.75,0.5,0,0,16,1,0.75,0
