@relation 'xalan-2.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11,14,16-17,19-20'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute amc numeric
@attribute bug {1,0}

@data
1,2,0,0,0.625,24,0
0,2,0,0,0.555556,7.333333,0
0,0.444444,0,2,0.5625,36.25,0
0,0.333333,1,0,0.4,9.75,0
0,2,0,0,0.533333,31.166667,1
0,2,0,0,0.444444,25.666667,0
0,1.456897,0.896552,0,0.5,174,0
0,2,0,0,0.75,35,0
0,0.75,1,1,0.333333,27.4,0
0,0.909091,0,0,0.25,38.583333,1
0,0.894661,1,6,0.131488,48.5,0
0,2,0,0,0.348485,3,0
2,0.733333,0.4,2,0.180108,34.16129,0
0,2,0,0,0,0,0
9,2,0,0,0.5,12.75,0
0,0.785714,1,5,0.293333,9.6,0
0,0.666667,1,2,0.25,19.5,0
0,2,0,0,0.666667,17,0
1,0.666667,1,0,0.45,6.25,0
0,0.65,1,2,0.466667,63.6,0
0,0.5,0,2,0.407407,6.222222,0
0,0.142857,1,2,0.270833,15.625,0
0,0.5,1,1,0.555556,11,0
0,2,0,0,0.191892,0,0
0,2,0,0,1,0,0
0,2,0,0,0.4,9.75,0
0,2,0,0,0.75,31.5,0
0,1.211538,0.051282,1,0.375,69.4,0
12,1.223684,0,0,0.416667,80,0
0,0.4,1,2,0.361111,32.166667,0
0,2,0,0,0.466667,86,0
0,2,0,0,0.4,46,0
2,0.96875,0,6,0.173611,17,1
6,2,0,0,0.555556,1,0
0,0.86031,1,9,0.136298,55.571429,0
0,2,0.015625,0,1,3,0
0,0.65,1,3,0.305556,58.5,0
0,2,0,0,0.35,60,0
0,0.285714,1,1,0.270833,13.5,0
0,0.783972,1,2,0.23545,9.238095,0
0,2,0,1,1,12,0
0,2,0,0,0.555556,7,0
0,2,0,0,0.444444,42.666667,0
0,0.75,0.5,0,0.571429,69.714286,0
0,1.030769,0.3,0,0.207143,55.785714,0
0,2,0,0,1,0,0
0,0.722222,0,0,0.333333,82.857143,1
2,0.907407,1,3,0.190789,16,0
0,2,0,0,1,0,0
0,0.329412,1,0,0.685185,45,0
0,2,0,0,0.75,5.5,0
0,0.333333,1,2,0.305556,34,0
3,0.840909,1,1,0.236111,6.666667,0
0,0.714286,1,1,0.267857,21,0
2,0.942857,0.8,4,0.181818,6.681818,0
0,0.644444,1,2,0.3,64.3,0
0,2,0,0,0.333333,0,0
0,0.52381,1,0,0.199301,31.454545,1
2,0.75,1,1,0.259259,16.222222,0
0,0.5,0,0,1,203.333333,0
0,2,0,0,0.314815,20.666667,1
0,0.425,1,0,0.515152,19.909091,0
0,0.628571,1,1,0.416667,24.875,0
0,2,0,0,1,12,0
0,0.185185,1,2,0.257143,58.7,0
0,1.027778,0,0,0.27027,0,0
0,2,0,0,1,0,0
1,0.625,1,2,0.171171,17.621622,1
0,0.834921,1,3,0.215873,25.111111,0
2,0.88172,1,2,0.180556,19.25,0
0,0.285714,0,0,0.34375,13.75,0
0,0.53125,1,1,0.253968,33.111111,0
0,0.6,1,0,0.666667,4.166667,0
1,0.4375,1,2,0.165775,15.411765,0
0,0.852381,1,4,0.140496,20.590909,0
1,2,0,4,1,21,0
0,1.095238,0,0,0.666667,10.75,0
0,2,0,0,1,0,0
0,0.25,1,0,0.366667,24.6,0
0,0.888889,1,0,0.4,3.8,0
0,1.015345,0.086957,0,0.411765,20.833333,0
0,0.5,1,1,0.265306,27.142857,0
0,0.660714,1,0,0.339286,47.875,0
0,1.111111,0,0,0.55,0,0
0,0.5,1,0,0.8,4.6,0
0,0.25,1,1,0.333333,24.4,0
0,2,0,0,1,4,0
0,0.5,0,0,1,140.666667,0
0,0.733333,0,0,0.458333,75,0
0,0.583333,1,2,0.3125,55.111111,0
0,0.5,0,0,1,203.333333,0
0,0.7,1,1,0.233766,19.454545,0
0,0,0,0,0.875,12,0
0,0,1,0,0.464286,21,0
0,2,0,0,1,3,1
0,2,0,0,0.7,6.8,0
0,2,0,0,0.555556,7,0
0,2,0,0,1,3,0
0,0,0,1,0.4,15.2,0
0,1.142857,0,0,0.225,17.375,1
0,0.583333,1,2,0.238095,17.428571,0
0,2,0,0,0.625,0,0
0,0.6,1,0,0.444444,7,0
0,0,1,1,0.444444,15.666667,0
0,2,0,0,0.833333,4.5,0
0,0.863946,0.785714,2,0.153101,23.930233,0
0,2,0,0,0.555556,7.333333,0
0,0.844444,1,0,0.263889,6.4,0
1,0.858333,0.166667,0,0.404762,18.190476,1
0,0.941176,0,0,0.235294,13.277778,1
0,0,1,1,0.285714,19.285714,0
0,2,0,0,0.5,15.666667,0
0,0.375,0,1,0.238095,23,0
0,0.833333,1,0,0.416667,30.25,0
7,0.375,0,1,0.355556,12.555556,0
1,0.703704,0,2,0.333333,8.6,1
0,0.6,1,2,0.2,33.9375,1
0,0.633333,1,2,0.222222,31.181818,0
0,0.97076,0.210526,3,0.475,21.8,1
0,2,0,0,0.625,12.5,0
0,0.666667,1,3,0.309091,23.090909,0
0,0.5,1,0,0.75,25,0
0,0.5,0,0,1,190.333333,0
0,2,0,0,0.833333,5,0
0,0.666667,1,1,0.416667,17.25,0
1,0.541667,0.5,0,0.269231,18.615385,0
0,0.472222,1,2,0.4,16.8,0
0,0.833333,1,1,0.361111,20.333333,0
0,2,0,0,0.6,20.4,0
0,1.269231,0,1,0.833333,12.5,0
0,0.833333,0,2,0.466667,25,0
0,2,0,0,0.6,17.666667,0
4,0.166667,1,1,0.428571,15.857143,0
4,0.375,0,1,0.355556,12.666667,0
0,2,0,0,0.444444,68,0
0,0.680272,0.857143,4,0.180952,41.545455,0
0,2,0,0,0.625,4.666667,0
0,0.5,1,0,0.4,10.6,0
0,0,1,0,0.555556,38.333333,0
1,0.861111,0.75,2,0.571429,11.428571,0
0,0.447368,0,2,0.258333,8.2,0
0,2,0,0,0.666667,14,0
0,0.901042,1,1,0.217593,30.96,1
0,0.566667,1,1,0.340909,9.636364,0
1,0.8,1,0,0.309091,28.909091,0
0,0.925,0.375,1,0.3,36.363636,1
0,2,0,0,0.833333,13,0
0,2,0,0,0.466667,12.8,0
1,0.936207,0.793103,11,0.069318,14.617284,1
0,0.3,0,0,0.6,10.166667,0
0,2,0,0,1,0,0
0,0.7875,0.03125,0,0.444444,436,1
0,0.5,1,0,0.75,115,0
0,0.518519,1,2,0.242857,28.9,0
0,2,0,0,0.583333,57.666667,0
0,0.1,0,2,0.4,14.833333,0
0,2,0,0,0.533333,11.333333,0
0,0.75,1,2,0.416667,22.8,0
1,0.6,0.2,3,0.184211,16.421053,1
3,2,0,0,0.52381,79.666667,0
0,2,0,0,0.6,21,0
0,0.741667,1,1,0.453125,14.8125,0
0,0.962585,0.166667,2,0.328042,43.465116,1
0,0.571429,1,0,0.325,8.125,0
0,0.583333,1,0,0.266667,24.8,0
0,0.361111,1,0,0.410256,11.076923,0
0,0,1,1,0.5,20,0
0,2,0,0,0.75,20.5,0
0,2,0,0,0.625,24,0
0,0.895161,0.870968,3,0.106918,21.132075,0
0,0.59,1,0,0.261905,15.761905,0
0,1,1,3,0.5,10,0
0,0.902778,1,0,0.152727,21.12,0
0,2,0,0,0.6,29.5,0
0,2,0,1,1,12,0
0,2,0,0,0.75,5.5,0
0,0.798319,0,1,0.185808,7.466667,0
0,0.948113,0.916667,6,0.101307,34,1
0,2,0,0,0.555556,7.333333,0
0,0.333333,1,0,0.4,27.5,0
0,0.821429,1,0,0.16,12.866667,0
0,2,0,0,1,3,0
0,0.817582,0.923077,2,0.176623,24.027778,0
1,0.733333,1,4,0.392857,44.142857,0
5,2,0,0,0.203297,2.076923,0
0,0.619048,1,1,0.190476,20.466667,1
0,0.55,1,4,0.361111,86.833333,1
0,0.929143,0.52,9,0.142593,21.388889,0
0,2,0,0,0.75,13,0
12,2,0,0,0.9,2.8,0
0,2,0,0,0.555556,9.333333,0
0,0.25,1,1,0.333333,49.4,0
0,0.8,1,0,0.333333,114.333333,1
0,2,0,0,1,9,0
0,0.916667,1,0,0.225,10.727273,0
0,2,0,0,0.4375,15,0
0,1.041667,0,0,0.34,0,0
0,2,0,0,1,3,0
0,0.628571,1,2,0.311111,9.2,0
0,0.333333,1,0,0.4,9.75,0
0,1,0,1,0.666667,13.8,0
0,0.708333,0,1,0.4,14.555556,0
0,0.642857,0,0,0.666667,15,0
23,0.848958,0.9375,4,0.13141,74.12,1
0,0.111111,0,1,0.28,6.7,0
0,2,0,0,0.45,9.4,1
0,0.777778,1,0,0.375,5,0
0,2,0,0,1,2.333333,0
0,0.653409,0.818182,0,0.291667,34.882353,0
0,0.4,1,0,0.444444,8.833333,0
0,2,0,0,0.555556,5,0
0,2,0,0,0.75,6.5,0
1,0.888889,1,0,0.5625,6.9375,0
0,0.833333,0,0,0.5,14,0
0,0.625,0.5,0,0.340659,25.384615,0
0,2,0,0,1,4,0
0,0.083333,1,1,0.306122,39,0
0,0.769231,1,0,0.206349,37.642857,0
0,2,0,0,0.5,2,0
0,0.783333,1,1,0.207692,49.615385,0
1,0.739394,0.833333,1,0.160714,13.875,0
0,0.611111,0.5,3,0.3125,79.9,1
3,0.8,1,0,0.5,12.625,0
0,0.9,1,1,0.305556,16,0
0,0.562963,0.8,0,0.285714,24.964286,0
1,0.746667,0.8,1,0.1875,20.9375,0
0,0.681818,0.5,2,0.409091,28.583333,0
0,0,1,1,0.285714,19.285714,0
0,0.634483,0.6,0,0.2,14.166667,0
0,0.9,1,0,0.21875,7.384615,0
0,2,0,0,1,4,0
0,0.142857,1,1,0.270833,29,0
2,2,0,0,0.306122,0.857143,0
0,1,1,1,0.5,3,0
0,0.75,1,2,0.18125,15.0625,0
0,0.8,0.8,2,0.215909,44.6875,0
0,0.5,0.5,0,0.150538,28.032258,1
0,2,0,0,0.555556,7,0
7,2,0,0,0.285714,4.666667,0
0,2,0,0,0.30303,0,0
0,0.875,0.5,1,0.44,38.2,0
0,0.4,1,1,0.305556,29.333333,0
0,1.111111,0,0,0.4,0,0
3,0.25,1,2,0.366667,28.4,0
0,2,0,0,0.245,13.4,0
0,2,0,0,0.388889,8.666667,0
0,0.9,0,2,0.194595,47.473684,0
0,0.833333,0.5,0,0.233333,25.714286,0
0,1.025,0,1,0.351852,28.666667,1
0,0.5,0,0,1,165,0
0,2,0,0,1,3,0
29,0.913655,0.75,3,0.090336,14.083333,1
0,2,0,0,0.8,13.3,1
0,2,0,0,0.27381,0,0
0,0.629167,0.875,0,0.219262,22.639344,0
1,0.933784,1,9,0.093333,41.893333,1
0,0.84755,1,6,0.1625,96.8,0
1,0.382353,1,0,0.916667,24.222222,1
0,2,0,0,0.6,38.6,1
1,0.666667,1,0,0.666667,93,1
0,0.083333,1,4,0.458333,138.5,1
7,0.95393,0.111111,0,0.120879,9.857143,0
0,2,0,0,0.5,72.75,1
2,0.6,0,1,0.35,81.8,0
0,2,0,0,0.75,6.5,0
0,0.666667,1,0,0.5,5.25,0
0,0.65,0.4,0,0.4375,48.6,0
0,0.333333,1,0,0.333333,58,0
0,2,0,0,1,2.5,0
0,0.25,1,2,0.4,23.8,0
28,0.807692,1,0,0.404762,8.571429,0
1,0.79321,0.722222,3,0.289189,20.243243,1
2,2,0,0,0.4375,0.75,0
0,1.095238,0.428571,3,0.428571,87.25,0
0,0,0,1,0.416667,4.75,0
0,2,0,0,0.444444,24,0
0,0.952899,0.043478,7,0.266667,150.846154,1
0,0.86,0.4,1,0.666667,46,0
0,2,0,0,1,9,0
0,0.939909,0.944444,11,0.07913,18.44,0
0,2,0,0,0.5,8.75,0
0,0,1,0,0.45,8,0
0,0.625,1,0,0.25,30,0
0,2,0,0,0.111111,6.666667,0
0,0.833333,1,1,0.333333,4.428571,0
0,2,0,0,0.666667,18.5,0
0,0.571429,0,1,0.3,11,0
1,0.735294,0.5,1,0.136752,26.111111,1
0,0.76,0.4,0,0.375,82.333333,1
0,1.015385,0,0,0.277056,0,0
0,0.710938,1,2,0.341176,20.588235,1
3,0.942857,0.8,0,0.339286,9.75,1
0,0.65,1,0,0.444444,7.833333,0
0,2,0,0,1,0,0
1,2,0,0,0.6,4.5,0
0,2,0,3,1,71,0
0,2,0,0,1,0,0
0,2,0,0,0.380952,21.571429,0
0,1,1,0,1,18,0
0,2,0,0,0.475,66.875,1
1,0.392857,0,0,0.311111,22.666667,0
0,0.5,0.5,1,0.380952,23,1
0,0.45,1,0,0.606061,24.636364,0
0,0,1,1,0.444444,19.333333,0
0,2,0,0,0.363636,6.181818,0
0,0.5,1,1,0.333333,49.4,0
0,0.916667,1,0,0.325,6.6,0
0,2,0,0,1,0,0
0,0,1,1,0.305556,15.666667,0
0,0.4875,1,0,0.264706,16.647059,0
0,1,1,1,0.4,97.6,0
0,0.428571,0.5,1,0.34375,11.875,0
0,2,0,0,0.533333,11.333333,0
0,0.8,0,0,0.444444,6,0
1,0.583333,1,2,0.230769,28.692308,0
0,2,0,0,0.75,4,0
0,2,0,0,0.4,38.25,0
0,0.25,1,1,0.464286,60.142857,0
0,0.857143,0.875,4,0.232804,98.181818,0
0,0.972789,0.142857,0,0.227513,101.136364,0
0,2,0,0,0,0,0
1,0.941667,0.96,14,0.151442,19.463918,0
0,0.730769,1,2,0.234694,10.357143,0
0,2,0,0,0.5,36.2,0
0,0.883142,1,1,0.211111,100.5,1
0,2,0,0,1,0,0
0,0.879252,0.857143,1,0.344828,25.241379,0
0,2,0,0,0.25,371.5,1
0,2,0,0,0.75,18.5,0
1,0.884444,0.888889,6,0.22,41.692308,0
0,2,0,0,1,0,0
0,0,1,0,0.777778,14.666667,0
0,1,1,0,0.466667,6.666667,0
0,2,0,0,0.625,5.5,0
0,2,0,0,0.6,14.5,0
0,0.5,1,1,0.285714,15.571429,0
0,2,0,0,0.5,2,0
0,2,0,0,0.75,20,0
0,2,0,0,0.75,10.5,0
0,1.02381,0,0,0.168605,29.651163,1
0,0.825,1,0,0.340909,9,0
0,0.666667,1,1,0.35,10.7,0
1,0.333333,1,0,0.5,39.142857,0
0,0.64,1,3,0.204545,33.090909,0
0,0.887195,1,2,0.190476,12.428571,1
0,1,1,0,0.5,21.666667,0
0,2,0,0,1,0,0
3,0.828571,0.8,2,0.168182,16.181818,1
0,2,0,0,1,15,0
0,2,0,0,0.4,22,0
0,0.2,1,0,0.333333,7,0
0,0.5,0,0,1,197,0
0,2,0,0,0.5,10.6,0
0,0.891667,1,1,0.185455,18.36,0
0,0.5,1,0,0.555556,19.666667,0
0,0.836735,1,0,0.333333,28,0
1,2,0,0,0.298611,1.166667,0
0,0.667917,0.923077,1,0.125397,19.52381,0
0,0.825,0.5,2,0.191919,13.909091,0
0,0.62963,0.666667,2,0.269841,34.6,0
0,0.693333,1,2,0.258242,6.769231,1
15,0.3,0,1,0.345455,9.181818,0
0,0.568182,0.6,1,0.175926,25.4,1
0,0.513889,1,0,0.394737,12.263158,1
0,0.7375,0.85,12,0.151562,34.169231,0
0,0,0,1,0.5625,15.25,0
0,0.472222,1,1,0.4,16.6,0
0,0.596154,0.05,0,0.162393,51.5,0
0,2,0,0,0.5,49.666667,0
0,0.888889,1,1,0.309524,32.428571,0
1,0.428571,0,1,0.375,25.625,1
0,2,0,0,0,88,0
0,2,0,0,0.5,19.25,0
0,0,0,1,0.4,15.2,0
0,2,0,0,0.47619,55.333333,0
0,0.78125,0.25,6,0.269841,41.666667,0
0,1,0,0,0.5,19,0
2,0.966051,0.913043,4,0.073443,14.040541,0
0,1.5,1,0,0.533333,108.333333,1
2,2,0,0,0.5,21,0
0,0,1,1,0.555556,18.333333,0
0,0.25,1,1,0.314286,15.4,0
0,0.076923,1,1,0.295918,11.357143,0
0,0.5,1,3,0.285714,46.5,0
0,0,1,0,0.583333,50.5,0
0,2,0,0,0.305556,60.5,0
0,0.75,0,2,0.158508,13.030303,0
1,2,0,0,0.19107,5.056075,0
0,2,0,0,1,0,0
0,2,0,0,0.583333,9,0
0,0.666667,1,0,0.466667,5.75,0
0,1.02,0,0,0.181373,40.823529,1
0,2,0,0,1,0,0
0,0,0,1,0.666667,9.333333,0
5,0.911765,1,6,0.163993,16.884615,0
0,2,0,0,0.20202,17.666667,0
0,2,0,0,0.833333,13,0
0,2,0,0,0.555556,4.333333,0
0,0.553571,1,1,0.383333,30.933333,0
0,0.679426,0.454545,2,0.163793,58.793103,1
0,2,0,0,0.611111,0,0
0,0.820513,0.692308,5,0.126116,25.453125,1
0,0.966667,0,0,0.190217,4.195652,0
0,2,0,0,0.2,16,0
1,0.333333,0.666667,1,0.475,42.4,0
1,0.333333,1,1,0.5,39.25,0
0,1,1,2,0.583333,57,0
0,1.125,0,0,0.555556,0,0
0,1,0,0,0.6,20.2,0
0,0.588235,1,0,0.238095,48.777778,1
0,0.625,1,4,0.309524,20.285714,0
0,2,0,0,0.75,5.5,0
0,2,0,0,0.555556,6.333333,0
0,0.939696,0.714286,18,0.05765,25.162602,1
0,0.694444,0,1,0.4,11.692308,0
0,2,0,0,0.25,5,0
0,0.166667,1,0,0.342857,15.714286,0
0,2,0,0,0.333333,21.666667,0
21,0.838235,1,3,0.285714,12,0
1,0.625,0.5,1,0.5,20,0
0,0.454545,1,1,0.533333,10.5,0
0,0.6,1,2,0.361111,51,0
1,0.8,1,0,0.327273,10.272727,0
0,0.571429,1,1,0.4375,23.875,1
0,0,1,4,0.444444,61.333333,0
0,2,0,0,0.75,16.5,0
0,0.166667,1,1,0.75,17.5,0
2,2,0,0,0.666667,1,0
0,2,0,0,0.666667,0,1
0,2,0,0,0.625,4,0
0,1,1,0,0.4,6,0
0,0.979798,0,0,0.25,137.652174,0
0,0.911111,0.866667,0,0.351852,76.142857,1
0,0.559524,1,1,0.25,19.363636,0
0,0.520833,0.5,1,0.253333,5.36,0
0,0.066667,0.866667,6,1,133,1
1,0.666667,0,0,0.307692,18.923077,0
0,0.619048,1,0,0.215909,19.5,0
0,0.484848,0.333333,0,0.25,11.083333,0
4,0.888889,1,2,0.288889,6.9,0
0,1.5,1,0,0.333333,40,0
0,2,0,0,1,5,0
5,0.4,1,1,0.366667,9.666667,1
1,0.214286,1,0,0.5,11.875,0
0,0.416667,0,0,0.182692,22.538462,1
0,2,0,0,0.833333,5,1
0,0.333333,1,0,0.5,4.5,0
0,2,0,0,0.20202,13.555556,0
0,2,0,0,0.238095,20.428571,1
0,0,1,1,0.75,11,0
0,0.5,0,0,1,198.333333,0
0,0.5,0,0,1,197,0
0,2,0,0,0.75,17,0
0,0.269231,1,1,0.410714,22.571429,0
0,0.62963,0.0625,1,0.242798,58.285714,1
0,2,0,0,0.75,16,0
0,0.918293,0.4,0,0.233062,23.428571,1
0,2,0,0,0.555556,6.666667,0
0,0.780488,1,0,0.226481,47.333333,1
0,2,0,0,0.555556,7.333333,0
2,2,0,0,0.371429,22.285714,0
0,0.375,1,1,0.333333,34,0
0,2,0,0,0,0,0
0,2,0,0,0.5,71.5,0
0,2,0,0,0.666667,34.666667,0
0,0.944444,1,2,0.269231,18.923077,0
0,2,0,0,1,0,0
0,0.5,1,0,0.4375,58.5,0
0,0,0,1,0.666667,7.5,0
0,0.333333,1,1,0.211538,21.384615,1
0,0.839286,1,0,0.47619,10.5,0
0,0.5,0,0,1,193,0
0,0.777778,1,0,0.4,9.1,0
11,0.821429,1,2,0.348148,17.533333,0
0,0.428571,1,1,0.3,19.375,0
1,2,0,0,0.642857,105.5,0
0,0.5,1,1,0.36,45.4,0
1,0.422414,1,0,0.4,29.966667,0
0,2,0,0,1,0,0
0,2,0,0,1,0,0
0,0.964286,1,1,0.143939,13.681818,1
0,0.111111,0,1,0.325,4.7,0
0,2,0,0,0.5,0,0
0,0.5,0,0,1,103.333333,0
3,0.416667,1,2,0.357143,19.571429,0
1,0.638889,0.666667,3,0.188034,25.846154,0
0,2,0,0,0.75,5.5,0
0,0.74026,1,1,0.309524,83,0
0,0,0,0,0.4,5.6,0
2,0.956012,1,2,0.286458,10.25,1
0,0,1,2,0.444444,34.333333,0
0,0.809524,1,3,0.3,33.125,0
0,0,1,1,0.625,10,0
0,0.333333,1,0,0.5,8.75,0
0,2,0,0,0.5,80.666667,0
0,2,0,0,1,0,0
0,0.6,1,0,0.333333,46.833333,0
2,0.706349,0.833333,4,0.272727,36.045455,0
0,2,0,0,0.75,5.5,0
0,2,0,0,0.666667,0,0
0,0.714286,0,0,0.285714,15.625,1
0,2,0,0,0.75,21,0
0,0.083333,0,1,0.230769,27.307692,0
0,2,0,0,0.6,12,0
0,0.75,1,3,0.296296,7.444444,0
0,0.5,0,0,1,165,0
0,0.868056,0.625,5,0.086934,35.536585,0
0,2,0,0,0.75,34,0
2,2,0,0,1,2.333333,0
0,0.333333,1,1,0.4,28.6,0
0,0.625,1,0,0.416667,49,0
0,0.5,0,0,0.555556,42,0
0,2,0,0,0.625,27.5,0
8,2,0,0,0.55,22.5,0
0,0.784722,1,0,0.218045,19.368421,1
0,2,0,0,0.6,11.4,1
0,0,1,0,0.666667,6,0
0,1,0,0,0.375,12.166667,0
0,0.166667,0,1,0.367347,21.142857,0
0,0.602273,1,4,0.319444,18.75,0
0,2,0,0,0.75,35.5,0
0,2,0,0,0.75,14,0
0,0.6875,1,1,0.311111,63.888889,1
0,0.607143,1,2,0.361111,39.222222,1
0,0.869779,0.545455,1,0.142857,41.552632,1
0,0.943807,0.666667,8,0.119839,15.627273,0
0,0.333333,1,2,0.238095,68.416667,0
0,2,0,0,0,0,0
0,2,0,0,1,7,0
0,2,0,0,0.75,7,0
0,2,0,0,1,3,0
0,0.75,1,2,0.185185,12.333333,0
0,0.5,1,1,0.36,62.6,0
0,0.941327,0.75,6,0.108036,17.478873,1
0,0.5,1,0,0.466667,6.8,0
0,2,0,0,1,9,0
0,2,0,0,0.230769,16.65,1
0,2,0,0,0.555556,7,0
