@relation 'zxing1.6_golden-weka.filters.unsupervised.attribute.Remove-R1-2,54-weka.filters.unsupervised.attribute.Remove-R12,15,20,24,31-32,37-40,45-weka.filters.unsupervised.attribute.Remove-R9-20,34-35-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.228SumCyclomatic-0.228SumCyclomaticStrict-0.226SumCyclomaticModified-0.224CountStmt-0.221CountStmtExe... numeric
@attribute '0.321AvgCyclomaticStrict+0.299AvgCyclomatic+0.29 AvgCyclomaticModified+0.265AvgEssential+0.249AvgLineBlank...' numeric
@attribute -0.598RatioCommentToCode-0.498CountLineComment-0.331AvgLineComment-0.329CountLineCodeDecl-0.177CountLine... numeric
@attribute '-0.588RatioCommentToCode+0.371CountLineCodeDecl+0.26 AvgLineCode+0.253AvgLine-0.252SumEssential...' numeric
@attribute -0.581AvgLineBlank-0.357CountLineBlank+0.357CountLineCodeDecl-0.292RatioCommentToCode+0.222CountLineComment... numeric
@attribute -0.478AvgLineBlank-0.383AvgEssential-0.332CountLineCodeDecl-0.31CountLineBlank-0.297SumEssential... numeric
@attribute '0.5  AvgLineComment+0.486AvgEssential+0.332SumEssential-0.325MaxCyclomatic-0.318MaxCyclomaticModified...' numeric
@attribute -0.58AvgLineComment+0.422AvgEssential+0.322AvgLineCode+0.309RatioCommentToCode+0.175AvgLine... numeric
@attribute isDefective {TRUE,FALSE}

@data
-13.456881,13.991304,-3.111827,-0.135734,0.565732,2.759398,1.043132,-4.788804,FALSE
3.053389,-0.048249,-0.006248,-0.219484,0.226242,-0.155903,0.0445,-0.192177,FALSE
0.777489,-0.956034,0.092775,-0.174011,-0.076204,0.34848,0.036305,0.093641,TRUE
2.84115,-0.152762,0.281722,0.028526,0.275334,-0.21531,0.130943,-0.259839,FALSE
-0.216836,1.294519,-0.572635,-0.182917,-0.39931,0.202892,-0.832662,-0.307731,FALSE
2.643577,-0.274179,0.354423,0.007834,0.417112,-0.128658,0.21288,-0.217027,FALSE
3.053389,-0.048249,-0.006248,-0.219484,0.226242,-0.155903,0.0445,-0.192177,FALSE
3.053389,-0.048249,-0.006248,-0.219484,0.226242,-0.155903,0.0445,-0.192177,FALSE
-3.485043,-2.911064,-0.102278,-1.646688,0.397112,-0.187468,-0.147846,-0.687554,FALSE
2.358541,0.793241,0.258472,0.269436,0.371305,0.276235,-0.097183,0.101368,FALSE
-0.308204,-0.629426,-1.085736,-0.519804,-0.155199,0.417795,-0.081597,-0.155899,TRUE
-0.226162,-0.14315,0.212445,-0.532467,0.493271,0.252538,-0.887947,-0.260824,TRUE
2.273246,0.294537,-0.414959,0.54988,-0.149426,0.517503,0.437357,0.082134,FALSE
2.939954,-0.08628,0.232956,0.075495,0.275841,-0.203831,0.093104,-0.244836,FALSE
-1.710301,-0.620764,0.776774,0.668157,0.011862,0.843157,-0.430875,0.539371,FALSE
2.029448,-0.51506,0.445769,-0.092916,0.231095,-0.395142,0.073097,-0.339425,TRUE
-9.939133,0.732523,1.037856,-1.567038,0.885309,-0.643215,1.717968,1.151252,TRUE
2.049674,-0.676741,-0.924466,-1.027257,-0.142845,-0.056634,-0.142052,0.081548,FALSE
-8.037573,0.851815,1.505878,-0.913875,0.464613,-0.383577,0.88637,1.273059,FALSE
-16.281351,-1.032983,2.383815,-0.967439,0.05798,-0.323545,-1.132921,0.333668,FALSE
-12.849152,-6.435267,0.54571,-0.99758,-0.398591,-0.657178,1.513,-0.856985,FALSE
-0.819372,-0.900857,0.367834,-0.097768,-0.062413,0.340295,-0.25418,0.128115,TRUE
2.196011,-0.339731,0.427823,-0.041936,0.272965,-0.197517,0.009587,-0.309742,TRUE
0.998147,-0.351724,0.557292,0.478755,0.012539,0.353893,-0.067431,0.214608,FALSE
2.505391,0.102134,-0.122941,0.391241,-0.03521,0.274755,0.094241,0.323992,FALSE
-3.573621,0.963514,1.361004,0.338242,0.4301,1.773437,-0.855763,0.741339,FALSE
-0.406804,0.141152,-1.288234,-0.823324,-0.660532,0.035738,-0.931399,0.15215,TRUE
-10.06026,5.678458,-0.374323,-0.146198,-1.288325,-1.551638,2.052843,0.935299,FALSE
-2.468325,-3.306401,0.172346,-1.035339,-0.091687,-0.512353,0.343107,-0.577648,FALSE
-1.388562,0.765981,-1.711588,-1.322142,0.393258,0.529425,0.984156,-0.42469,FALSE
2.570056,-0.28505,0.310314,0.087138,0.186369,-0.220737,0.16944,-0.200053,FALSE
-10.724353,1.368953,1.355624,0.526904,-2.329951,-0.668723,-0.914933,0.300149,TRUE
-2.934003,1.307623,0.067097,-0.728044,0.09675,-0.179887,-0.949339,-0.340408,TRUE
-22.366819,13.540846,-1.162143,2.762056,-1.181104,-0.48294,-2.8762,1.093196,TRUE
2.81729,-0.175648,0.278955,0.028574,0.245619,-0.244317,0.125835,-0.267703,FALSE
1.97596,0.511253,-0.43465,-0.612287,0.200476,0.29069,-0.439541,0.156706,FALSE
1.757547,-0.558967,0.496758,-0.144326,0.23778,-0.417907,-0.092062,-0.409038,FALSE
2.791134,-0.041214,0.234963,0.219384,0.219621,-0.056122,0.12298,-0.105618,FALSE
3.20849,0.135122,0.225839,0.057596,0.374504,-0.060609,0.094481,-0.231647,FALSE
2.045122,-0.316035,0.371641,0.087888,0.380611,-0.161952,-0.057749,-0.206468,TRUE
3.077443,0.190971,0.217583,0.187956,0.305387,0.041178,0.115573,-0.110798,FALSE
-0.233794,2.840997,0.792482,-0.759284,0.689597,-1.35755,0.565521,1.153438,FALSE
-2.868937,-2.222185,-0.048413,-1.330441,0.43368,0.067843,-0.185986,-0.467764,FALSE
3.059233,0.017317,0.243324,0.024697,0.324114,-0.177289,0.110387,-0.260833,FALSE
-3.077019,-0.034149,0.748803,-0.206322,0.500538,0.88117,-1.320232,0.051548,TRUE
-2.220856,0.74587,-0.629063,-1.337528,0.961675,0.767346,-1.413241,-0.857574,TRUE
1.38963,-0.926541,-2.11888,-1.828383,-0.619654,0.005403,-0.494601,0.395697,TRUE
-5.713322,-1.599993,0.380984,-0.666919,-0.545936,-0.266369,-1.375044,-1.133322,TRUE
1.125257,-2.051003,-4.921886,-2.551532,-1.26084,-0.320062,-0.669396,0.819462,TRUE
-1.000085,0.932402,-0.739382,0.635151,0.043919,1.461152,0.483647,-0.418734,FALSE
-5.713341,9.781832,0.4463,0.040577,-0.831616,-2.531926,0.765004,2.931512,FALSE
2.637466,0.23959,0.124089,0.431354,-0.438151,-0.620746,-0.04108,-0.26468,FALSE
1.961986,0.73467,-0.205697,0.992259,-2.006933,-1.578638,-0.340805,-0.331158,FALSE
2.180127,0.129993,0.111906,0.313622,-0.520801,-0.623673,-0.182779,-0.267797,FALSE
-2.329838,0.346535,0.732844,-0.301974,0.553746,1.052033,-1.283015,0.129898,FALSE
2.781907,0.43154,0.093149,0.4872,-0.438976,-0.520524,-0.046406,-0.206693,FALSE
1.366889,-0.728281,0.231963,0.26276,0.018411,0.057257,0.037007,0.061577,TRUE
2.439858,-0.452878,0.382551,-0.076983,0.197889,-0.391775,0.209555,-0.318302,FALSE
0.918627,1.274232,-0.037173,2.381208,-1.39282,0.969436,0.258717,1.553398,FALSE
1.447226,0.614749,-0.014978,0.403764,0.102653,0.436321,-0.281486,0.416522,FALSE
-2.842971,-4.139139,0.783799,0.316127,-2.102995,-2.892783,0.226771,-0.664596,FALSE
-1.370256,-3.004229,-0.092121,0.134749,-1.863949,-2.377226,0.065979,-0.553569,FALSE
2.699043,0.159786,0.29135,0.164591,0.363702,0.080865,-0.007143,-0.123333,FALSE
2.856638,-0.136851,0.279681,0.035511,0.30922,-0.187023,0.135064,-0.247807,FALSE
2.259773,-0.493505,-0.305522,-0.160471,-0.00238,-0.047618,0.085607,0.101083,FALSE
2.127687,-0.455438,0.398449,0.037843,0.203669,-0.242548,0.024728,-0.264027,FALSE
-0.032129,-1.577236,0.118735,-0.523796,0.207324,-0.240637,-0.083384,-0.279757,TRUE
-0.79397,-2.143375,-1.790189,-0.112603,0.113083,-0.210202,0.039002,0.390987,FALSE
2.921351,0.224372,0.216874,0.306369,0.18697,0.115314,0.146556,0.004231,FALSE
-4.277944,-3.13712,0.18668,1.576243,-1.413871,0.406499,-0.374279,0.740698,FALSE
-0.010619,2.184013,-0.248235,0.333032,-0.184283,-0.003586,0.452524,-0.078964,TRUE
2.297626,0.090989,-0.256551,0.079694,-0.01141,0.163121,0.249777,-0.378141,FALSE
-4.951368,-2.760297,1.81383,0.017641,-0.1346,1.053986,-0.458017,0.098094,TRUE
0.839601,-0.872518,0.392623,0.25295,0.08135,-0.048984,-0.08174,-0.028455,TRUE
0.850514,0.546555,0.586085,-0.239124,0.663161,-0.277274,0.129003,0.380432,FALSE
-0.34807,0.21691,-0.813421,1.9705,-2.742086,-1.019895,0.21652,-0.464138,FALSE
-3.677799,-2.731718,1.023187,-0.929779,0.204893,0.110056,-0.215963,-0.432885,TRUE
-3.253382,-4.185103,-0.231523,0.386755,-0.873843,0.931305,1.784008,0.41814,TRUE
1.540303,1.214785,0.335806,0.202552,-0.119324,-0.699913,0.208177,0.38513,FALSE
2.734802,-0.216455,0.317951,0.035455,0.373123,-0.137191,0.176258,-0.219663,FALSE
1.784295,-0.295602,0.441658,-0.002723,0.446616,-0.154306,-0.242061,-0.29742,TRUE
-4.956021,-3.960693,1.42951,0.574172,-0.762322,0.296337,0.397871,0.533377,TRUE
1.662546,0.041023,-0.68623,0.520685,-0.316798,0.752718,0.879778,-0.203773,TRUE
2.149029,-0.308311,0.091559,0.296378,0.023282,0.106471,0.204652,0.180693,TRUE
3.014639,-0.25086,-2.056516,-1.992986,-0.613684,0.383285,-0.402139,0.731629,FALSE
0.829993,-1.005966,0.646655,0.002589,-0.00828,-0.100875,0.029026,-0.194754,TRUE
2.852202,0.169441,0.1983,0.376991,0.234213,0.15882,0.132782,0.047962,FALSE
-1.136623,2.560462,1.262683,-1.634664,1.780924,-0.831675,0.137811,0.90541,FALSE
1.52541,1.127313,0.512888,-0.264649,0.750275,-0.211024,0.157022,0.316351,FALSE
2.987211,-0.040329,0.243936,0.070068,0.328832,-0.138262,0.10767,-0.230547,TRUE
-0.081825,2.283659,-0.304457,0.598426,-0.281789,0.140971,0.578016,0.14002,TRUE
-1.620751,-2.56192,1.140356,-0.132149,-0.187558,-0.22676,0.130948,-0.309217,FALSE
-4.855809,2.465313,-0.533613,-0.697891,0.494127,-0.316996,0.67724,1.641486,TRUE
1.586897,-0.587158,0.608724,-0.312773,0.194685,-0.463608,-0.078682,-0.513848,FALSE
-3.087397,-0.899318,1.101496,0.140064,0.266661,0.710165,-0.591365,0.213077,TRUE
2.550639,-0.137243,0.303593,0.263548,0.159597,0.046403,0.196116,-0.023999,TRUE
-1.783711,5.620592,-0.837924,-0.642985,1.298542,-0.219216,4.480771,1.48733,FALSE
3.068109,0.182337,0.21441,0.187222,0.291595,0.022628,0.118619,-0.110314,FALSE
2.143577,-0.689185,0.38922,-0.00845,0.171139,-0.442329,0.213564,-0.282842,FALSE
2.536702,-0.036675,0.366325,0.017799,0.302677,-0.066768,0.017503,-0.239754,FALSE
0.253243,0.156733,0.558011,0.390603,-0.565513,-0.286599,-0.574341,-0.153535,FALSE
-16.203999,0.391662,1.191986,-3.00321,1.952487,-0.64132,4.602416,0.530456,TRUE
2.46444,0.882897,-0.187766,-0.035754,0.366673,0.329317,0.151335,-0.350569,FALSE
0.732648,0.97703,0.467977,0.520663,0.267712,0.240954,0.302472,0.998789,FALSE
1.160113,1.491763,0.158798,-0.161631,0.676529,0.220693,0.513361,0.24265,FALSE
-13.799998,-3.588906,4.593865,-3.982444,-0.587712,-3.303497,1.466171,-0.421653,FALSE
2.921351,0.224372,0.216874,0.306369,0.18697,0.115314,0.146556,0.004231,TRUE
2.422092,-0.31634,0.348,0.178785,0.1308,-0.064874,0.211649,-0.097733,TRUE
2.865513,-0.131337,0.277063,0.029218,0.305911,-0.201947,0.127816,-0.258591,FALSE
1.654542,-0.663233,0.354848,0.462087,0.102867,-0.007296,0.322823,0.18468,TRUE
-0.836145,-0.93496,1.058548,-0.455225,0.235578,-0.063719,-0.286945,-0.343251,FALSE
-11.199402,6.098522,-3.974132,1.38236,-2.828622,0.061404,3.444629,-3.497089,FALSE
-0.584437,-0.559272,0.487082,0.370324,-0.637497,-0.448482,-0.413938,-0.120801,TRUE
1.576638,-0.950153,-0.776262,-0.95051,-0.154849,-0.21607,-0.026662,0.00584,FALSE
-9.095367,6.299353,1.235002,-1.908887,1.570242,-0.597972,0.540261,0.667228,FALSE
1.814489,0.141709,0.029884,0.79118,-0.63047,-0.427258,-0.187436,0.058652,TRUE
1.180655,1.132804,0.414884,-0.107992,0.627724,-0.048436,0.117655,0.508751,FALSE
0.435754,1.152083,-0.694763,-0.239161,1.063866,-0.192778,-0.19576,0.871082,FALSE
1.998534,-0.486885,0.292966,0.442899,0.158909,0.014735,0.244901,0.127593,TRUE
1.883523,-0.559261,0.222773,-0.044111,0.2173,-0.213675,0.029149,-0.164091,FALSE
2.695818,0.050259,0.25081,0.329587,0.165901,0.102492,0.165975,0.021132,TRUE
2.530626,0.221635,-0.107265,0.282622,-0.592769,-0.494205,-0.051734,-0.099905,FALSE
3.068109,0.182337,0.21441,0.187222,0.291595,0.022628,0.118619,-0.110314,FALSE
3.068109,0.182337,0.21441,0.187222,0.291595,0.022628,0.118619,-0.110314,FALSE
2.558068,-0.360319,0.356046,-0.024489,0.244814,-0.283343,0.199732,-0.270708,FALSE
1.882847,0.575556,0.075492,0.862152,-1.300456,-0.95987,-0.284695,-0.220521,FALSE
0.750628,1.481734,0.085308,1.133382,-1.830146,-1.160029,-0.789188,-0.166513,FALSE
2.990698,-0.041881,0.237314,0.058424,0.304829,-0.183008,0.097347,-0.250097,FALSE
2.934048,-0.072139,0.283073,-0.004508,0.325196,-0.196228,0.140856,-0.269327,FALSE
2.426468,-0.381664,0.369155,0.074445,0.209411,-0.164103,0.22475,-0.174531,FALSE
2.213626,-0.632029,0.407461,-0.061892,0.154903,-0.449702,0.218158,-0.318867,FALSE
1.707321,-0.463686,0.320842,0.594916,0.05803,0.16987,0.341613,0.324345,TRUE
1.661439,-0.699726,0.548518,-0.01739,0.142104,-0.191397,0.13623,-0.241658,TRUE
2.151905,1.043871,-0.093488,0.332592,0.194501,0.588634,0.254684,-0.093396,FALSE
1.799811,-0.430945,0.226651,0.403153,-0.708317,-0.986602,-0.000581,-0.335789,FALSE
3.214867,0.140302,0.211946,0.068075,0.396221,-0.070059,0.090683,-0.224859,FALSE
3.199379,0.124391,0.213986,0.06109,0.362335,-0.098346,0.086562,-0.236891,FALSE
2.998148,-0.037847,0.241776,0.039034,0.277118,-0.208208,0.098483,-0.266004,FALSE
-0.927733,-0.628139,0.249002,0.287267,-0.486294,-0.595666,-0.768121,-0.234729,TRUE
2.548376,-0.291865,0.333085,0.1143,0.229311,-0.110302,0.199252,-0.151703,FALSE
-0.234421,0.716609,0.717379,-0.261189,0.753615,-0.348213,-0.147497,0.389329,FALSE
1.93908,0.493201,-0.658166,0.241112,0.032019,0.525411,0.524644,-0.561609,TRUE
0.290826,-1.980376,-0.447233,-0.241751,-0.379476,-0.594904,0.365262,0.019578,FALSE
2.753991,-0.273595,-0.52829,-0.646518,-0.041313,-0.045715,-0.012496,0.061347,FALSE
1.479261,-0.825411,-0.146895,-0.376403,0.095588,-0.021578,-0.064704,-0.050726,TRUE
-3.660676,0.863005,-0.186387,0.585787,-0.445765,0.299457,0.511536,0.334398,TRUE
-1.858278,5.173532,0.463695,-0.056983,1.251401,0.561511,0.770117,2.128044,FALSE
-3.481825,-1.411506,-0.13864,3.637128,-0.842716,2.672537,0.781711,2.594612,FALSE
0.089287,-0.019499,0.435798,0.42048,0.02822,0.557142,-0.442937,0.286493,FALSE
2.9264,-0.154682,0.304673,-0.126534,0.352197,-0.352419,0.133802,-0.380906,TRUE
1.54897,-0.963205,-0.567827,-0.76378,-0.11018,-0.266567,-0.011424,-0.051,FALSE
-0.1442,2.570219,0.12514,-0.506032,0.315535,-0.621353,0.372604,0.378713,FALSE
-1.227236,2.419932,0.78876,-1.29868,1.405899,-0.599571,0.793207,1.351124,FALSE
3.048435,0.162938,0.214047,0.183754,0.259795,-0.006019,0.114005,-0.120262,FALSE
1.988471,-0.092204,0.015816,-0.052046,0.084538,0.205014,-0.154907,0.052853,FALSE
2.479056,0.19154,0.166664,-0.007288,0.262999,0.042774,-0.094838,-0.149769,FALSE
2.251832,-0.138358,0.28473,0.508069,0.030418,0.198641,0.228088,0.189209,FALSE
3.048435,0.162938,0.214047,0.183754,0.259795,-0.006019,0.114005,-0.120262,FALSE
1.528314,0.042779,0.187609,0.877257,-1.59609,-1.011346,-0.02516,-0.167764,FALSE
1.949312,-0.415826,-0.752858,-0.797229,-0.022681,0.039016,-0.335141,0.08229,TRUE
3.072295,0.185824,0.216814,0.183705,0.28951,0.022987,0.119113,-0.112398,FALSE
3.20849,0.135122,0.225839,0.057596,0.374504,-0.060609,0.094481,-0.231647,FALSE
1.326406,0.53557,-0.576292,1.205723,-1.137677,0.420965,0.793971,-0.172953,FALSE
2.921351,0.224372,0.216874,0.306369,0.18697,0.115314,0.146556,0.004231,TRUE
0.877584,0.367086,0.243316,0.857127,-0.66863,-0.171588,-0.36871,0.179746,FALSE
-6.160737,2.620164,-0.038878,0.413715,-0.035304,-4.806106,-1.268754,1.382324,FALSE
-15.108065,-4.002298,0.386836,-1.215002,0.304665,0.585568,1.233704,-0.672719,TRUE
-6.630453,0.766066,0.32009,-1.021642,1.458161,0.641041,1.446871,-0.416511,TRUE
-1.481947,-0.301166,0.690913,-1.278566,0.920441,-0.380633,-0.424208,-0.086835,FALSE
0.734205,-1.63929,0.210333,0.054965,-0.094286,-0.350016,0.388378,0.025159,TRUE
-2.413393,-0.915737,0.799185,0.318334,0.098383,0.271963,0.017673,0.857846,FALSE
-17.473282,-0.441523,-1.841782,0.088893,1.262607,3.700412,-1.995433,-2.4808,TRUE
2.869224,0.02452,0.235465,0.19062,0.25432,-0.051039,0.122007,-0.122565,TRUE
2.796329,0.371595,-0.202009,0.232735,0.064365,0.312481,0.444348,-0.274861,TRUE
2.551021,0.286059,-0.168952,0.052237,0.208975,0.284626,0.298497,-0.389196,FALSE
0.081922,1.049871,0.269034,0.605519,-0.424042,-0.027038,-0.686009,0.171488,FALSE
-5.097376,-3.435738,1.308246,-0.140517,-0.419763,0.743888,0.346715,0.260145,FALSE
-2.579403,-1.864557,0.276966,0.751146,-0.037074,0.634741,-0.247273,0.603221,TRUE
-1.16879,-1.485796,-0.107195,1.14981,-0.791302,1.49723,1.088003,0.193897,FALSE
-4.054975,0.379628,0.092618,0.616656,-0.653761,0.665308,-0.865809,-0.60841,FALSE
1.874078,-0.450336,0.348358,0.043447,0.351749,-0.213381,-0.045415,-0.207448,TRUE
2.494481,0.154768,-0.252109,-0.482564,0.188636,0.152843,-0.208216,-0.04685,FALSE
1.148767,0.872811,-0.325587,-1.246598,0.580985,-0.090821,-0.00479,0.428047,FALSE
3.140985,0.160254,0.216169,0.126649,0.341799,-0.019488,0.099297,-0.173045,FALSE
3.140985,0.160254,0.216169,0.126649,0.341799,-0.019488,0.099297,-0.173045,FALSE
-1.910948,-2.100734,-1.485766,2.903754,0.777431,-0.086767,0.186055,1.356789,FALSE
-10.68069,2.887852,0.112972,-1.611569,-0.922398,-2.243727,-1.597546,-1.193836,FALSE
0.682468,1.043301,0.264108,0.719856,-1.042522,-0.768404,-0.819938,-0.226216,FALSE
-3.115259,1.446443,1.16642,-0.526528,1.115712,0.462548,-1.5222,0.343317,TRUE
2.571734,-0.418367,-0.65803,-0.764264,-0.072305,-0.023745,0.004292,0.111288,FALSE
2.936411,-0.342005,-2.45726,-2.310137,-0.7891,0.44807,-0.479825,0.888001,FALSE
1.578932,-0.808112,0.530706,-0.143825,0.101846,-0.31145,0.143819,-0.318042,TRUE
1.705368,-0.68826,0.420839,-0.109189,0.038723,-0.229135,0.122542,-0.227685,TRUE
-0.31617,-1.726424,0.963606,-0.218514,-0.048377,-0.187689,0.081995,-0.311471,FALSE
1.793589,0.000015,-0.690967,0.189953,-0.879416,-0.208652,0.346329,-0.227061,FALSE
3.277782,-1.379675,-0.620737,0.671686,0.235798,-0.092104,-0.46217,-0.464239,TRUE
3.04972,0.016316,0.238404,0.068829,0.40023,-0.097067,0.11119,-0.220254,FALSE
-0.588149,0.518862,0.168034,0.542933,0.073948,0.998771,-0.209262,0.111833,TRUE
-4.714383,-0.27276,0.311487,0.745087,-0.442907,0.581171,-1.590032,-0.223936,TRUE
3.20849,0.135122,0.225839,0.057596,0.374504,-0.060609,0.094481,-0.231647,FALSE
-2.885824,1.634203,0.788242,-0.758449,1.088524,0.436543,-0.253482,0.08525,TRUE
3.20849,0.135122,0.225839,0.057596,0.374504,-0.060609,0.094481,-0.231647,FALSE
3.20849,0.135122,0.225839,0.057596,0.374504,-0.060609,0.094481,-0.231647,FALSE
2.162741,-0.40624,0.449458,-0.060073,0.266424,-0.234419,0.078506,-0.295247,FALSE
0.050102,0.912311,-0.102847,-0.13183,0.352453,0.624214,-0.786213,0.272226,FALSE
0.310246,1.944264,0.449389,-0.025939,0.065413,-0.444232,-0.398032,0.341987,FALSE
2.217298,-0.7029,-0.75579,-0.880984,-0.155164,-0.17191,0.04748,0.07468,FALSE
3.933009,-0.789629,0.081233,0.34198,0.08205,0.161055,-0.232009,-0.790417,FALSE
1.403448,-0.630794,-0.830045,-0.151303,-0.214961,0.395199,0.922632,-0.533362,TRUE
3.135837,0.155107,0.2154,0.122398,0.325922,-0.03768,0.102837,-0.174644,FALSE
1.692508,-0.674725,0.552512,-0.03793,0.139291,-0.199221,0.135859,-0.256867,TRUE
0.663116,-0.080918,0.301212,-0.128245,0.183551,0.16249,-0.387574,-0.068146,FALSE
-0.020261,1.028418,0.415011,0.400563,0.308406,0.736649,-0.717481,0.406366,TRUE
2.819307,0.391844,-0.231509,0.20092,0.07832,0.351174,0.442077,-0.250341,FALSE
1.189975,1.469664,0.101403,-0.321243,0.698956,0.127731,0.365786,0.009745,FALSE
1.78678,1.043911,0.458468,-0.303074,0.763306,-0.293297,0.218573,0.245041,FALSE
2.034268,-0.125963,0.361782,0.206277,0.201672,-0.014244,-0.160319,-0.140763,FALSE
-10.665602,-0.821523,1.951131,-1.639748,1.537576,1.493447,-1.629577,-1.123947,TRUE
-1.390934,3.290722,0.462832,0.628252,-1.155258,-0.638279,-1.971079,-0.217115,FALSE
-0.871967,-0.669365,-0.496254,-0.147391,0.761145,-0.132735,-0.493915,-0.493582,TRUE
2.161784,-0.303154,0.376027,-0.005234,0.420249,-0.234293,-0.073961,-0.291377,TRUE
0.802331,0.150919,0.458034,0.242299,0.25663,0.116117,-0.639066,-0.087917,TRUE
-2.507087,-1.304698,1.084289,0.715607,-1.097589,0.325661,-0.317423,0.305052,FALSE
-7.198808,1.629415,-0.645748,-1.190881,0.838311,-0.086355,1.091657,0.311893,FALSE
1.645551,-0.543029,0.378587,0.128531,0.291359,-0.121556,-0.030181,-0.135803,TRUE
2.636432,-0.313449,0.316133,0.018114,0.21412,-0.280426,0.153187,-0.269402,FALSE
-0.150758,0.832533,0.769541,-0.167101,0.664998,0.424541,-1.085224,-0.21149,FALSE
1.629534,0.54393,0.324792,0.413514,0.247792,0.318622,-0.234349,0.183712,FALSE
1.48815,-0.957571,0.213572,-0.034694,-0.088748,-0.444286,0.000375,-0.225591,FALSE
0.937786,-0.726747,0.127659,-0.072748,0.056173,0.190732,-0.202446,0.006401,FALSE
2.188711,-0.571142,0.407189,0.074805,0.12883,-0.230772,0.240692,-0.183484,FALSE
2.54727,-0.374204,0.353064,-0.034249,0.209704,-0.326915,0.18787,-0.291439,FALSE
1.956806,0.126499,-0.099288,0.109211,0.141392,0.264321,0.280929,-0.410647,TRUE
-1.911242,-2.873192,0.465887,1.483135,-0.727196,0.154272,-0.263961,0.649566,FALSE
1.600451,-0.442921,0.422495,-0.056544,0.383136,-0.226776,-0.228857,-0.307385,TRUE
-11.593215,-1.240514,0.446678,-0.570574,0.337683,2.966848,-1.205343,-0.347799,FALSE
2.83956,0.23717,0.210845,0.377305,0.143159,0.15761,0.149833,0.061653,FALSE
-16.594842,-4.233396,2.911851,-0.165591,-2.010922,-2.060289,-1.692132,0.415671,FALSE
3.072295,0.185824,0.216814,0.183705,0.28951,0.022987,0.119113,-0.112398,TRUE
