@relation 'lucene-2.2_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.375wmc-0.373rfc-0.322npm-0.316loc-0.31ce... numeric
@attribute -0.387mfa-0.378ic+0.376ca-0.355dit-0.342cbm... numeric
@attribute -0.438max_cc-0.412avg_cc-0.393amc-0.305loc+0.248cbm... numeric
@attribute 0.482dam-0.476lcom3-0.289dit-0.283max_cc-0.278mfa... numeric
@attribute -0.462noc+0.373moa-0.357ca-0.287avg_cc+0.267lcom3... numeric
@attribute -0.437dit-0.355mfa+0.354cbm-0.346cam-0.289noc... numeric
@attribute -0.42npm+0.405amc+0.354moa+0.342ce+0.303cbo... numeric
@attribute 0.722noc-0.336ca+0.277cbm-0.27cbo+0.217lcom3... numeric
@attribute '0.486amc-0.459moa-0.345cam+0.3  lcom3-0.283max_cc...' numeric
@attribute -0.557cam-0.478cbm+0.342moa+0.243dit-0.225dam... numeric
@attribute '-0.48ce+0.476ic+0.41 lcom+0.376amc+0.234cam...' numeric
@attribute bug {1,0}

@data
-1.458451,4.217443,2.11026,-1.715611,-3.916648,1.133661,2.057696,-3.876215,-1.648413,-0.55465,0.863646,1
0.873478,0.591211,-0.719173,2.238234,-0.092628,-0.805048,-0.007005,0.026891,-0.386417,-0.947641,0.3165,0
-0.523243,-1.654013,1.405662,0.521326,-1.34487,0.328418,0.359133,-0.666733,-0.915143,0.437228,0.357472,1
1.511219,-0.483865,0.021619,0.419005,-0.409527,-1.908606,-0.494876,-0.018609,0.79151,0.007081,-0.100106,1
2.926026,1.079619,1.680025,-3.174629,0.130061,-2.356216,0.400852,-1.52604,-0.202126,-0.618259,0.030244,0
-0.82368,-2.496606,1.082985,0.228979,-0.391487,0.117835,0.414531,0.169101,0.569815,-1.359457,-0.126965,1
1.903453,-1.165787,0.299673,-1.923413,0.349761,0.621171,0.606336,0.527532,-0.016456,-0.230342,-0.030368,0
-2.02647,3.21389,1.392167,0.311203,-1.791289,-0.029107,-0.361664,-0.76794,0.15524,0.056385,-0.260547,1
-2.660322,-0.346171,-3.731734,0.148541,-1.232017,0.788953,-1.965482,-0.262443,0.274157,0.307088,-0.526929,1
-3.086309,3.28905,1.999823,0.060827,-1.22163,-0.158413,-0.236574,-0.59011,0.09466,0.004436,-1.146539,1
1.999457,-1.702672,0.679351,-2.459396,0.569544,-0.734039,0.28912,-0.18768,0.433334,1.028644,-0.520091,1
2.084254,2.942765,0.08093,-0.74035,-0.810352,-0.013395,0.234121,2.091295,0.477209,0.269721,-0.065623,1
1.069658,-0.442186,0.020201,1.143096,-0.018805,-1.224941,-1.004018,-0.597405,-0.099009,-0.511466,-0.196216,1
-0.760854,-1.299486,0.716289,0.736754,-0.419314,0.019655,-0.253966,0.390222,0.225405,-0.609706,0.338904,0
-0.254463,0.389174,-0.870599,1.859955,-0.060033,0.459928,-0.567017,-0.356072,0.183841,0.259545,-0.412164,0
0.457593,-1.4103,0.752255,0.322496,-0.669128,0.411075,-0.761847,0.316455,0.242018,-0.0312,0.381247,0
0.584472,0.457043,-0.053144,0.798327,-0.393042,1.087263,-0.623324,-0.091081,-0.892164,0.044799,0.600804,0
0.144381,-2.444658,1.099911,-1.000895,-0.379538,0.444588,0.391642,0.018356,-0.48479,0.696745,0.343895,1
0.857443,0.575397,-1.214322,1.755317,-0.173948,-0.458949,-0.277061,0.215857,-0.275176,-0.593284,0.281659,0
2.885601,1.913625,-0.743217,-0.850495,1.099529,0.477186,-0.497205,0.512633,-0.702209,-0.901167,0.148074,1
2.841286,-1.255773,1.082624,-2.240742,0.650849,-0.985989,-0.152575,0.365869,0.409895,0.786673,0.111722,0
1.040393,-1.428608,1.172491,-1.843067,0.139181,1.59425,0.701126,0.518064,0.047488,0.518119,0.215314,1
-0.281238,0.058072,0.015133,1.577772,-0.444956,0.907173,-0.615295,-0.107031,-1.005516,0.31921,0.3421,0
2.962147,1.731776,-0.853026,-0.748328,1.25789,0.508658,-0.625415,0.674243,-0.64618,-0.846135,0.135623,1
1.829521,2.278329,-0.388708,-0.824957,0.105815,1.038159,0.592652,-0.565048,0.049295,-0.03253,-0.151762,0
0.96764,-1.794534,1.043841,0.019302,-0.296226,-1.232651,-0.187308,-0.514169,-0.163319,0.011499,-0.384062,0
0.419008,0.621571,-0.873284,1.594459,-0.656853,0.38765,-1.004827,-0.063971,0.137376,0.176858,-0.358334,1
1.453356,1.410474,0.333221,-0.722308,-0.24365,1.508583,0.15585,1.428418,0.243858,0.641502,0.1581,1
0.197396,0.324609,-0.848286,1.933534,-0.410804,0.73675,-1.02115,-0.516663,0.338183,0.417775,-0.328382,0
2.627036,1.124702,-0.257121,-0.093863,0.99678,-0.194678,-0.604181,-0.035757,-0.410066,-0.55212,0.341707,1
1.158483,-1.691286,-0.741335,-1.841357,-0.274679,-0.258765,-0.273248,-0.344314,0.059925,0.802457,0.331442,1
-4.709131,0.367205,-1.05216,2.065655,2.396974,-1.433368,3.76367,0.310245,0.105884,-0.534795,-0.673662,1
-0.76232,0.759533,-0.477046,2.174593,0.383461,0.005421,-0.010918,0.214746,-0.254254,0.814791,-0.17825,0
0.574638,0.656931,-0.720516,0.60922,1.002483,0.559368,1.360893,0.587105,-2.317,1.144865,1.316808,0
2.865817,1.85907,-0.716503,-0.825658,1.175514,0.388546,-0.267912,0.556962,-0.752058,-0.968636,-0.041926,0
0.40343,-1.551795,0.795176,0.775856,-0.11773,-0.162777,-0.176622,0.174525,-0.679946,-0.371106,0.398731,0
-0.505212,-1.757656,-0.160677,0.501405,-0.714328,0.459166,-0.236323,-0.129555,0.594868,-0.443682,0.324574,1
0.953653,0.411901,-1.843835,0.670427,-0.082002,0.891624,-0.241636,-0.186065,0.439596,0.34988,-0.177266,0
0.62004,-1.454302,0.978854,1.072811,-0.751633,-0.346676,-0.948996,0.134975,-0.595113,0.203603,0.34033,1
1.684559,-0.464455,0.083346,1.074895,-0.014628,-1.725139,-1.129868,-0.532262,-0.659305,-0.961663,0.004317,1
-0.494792,1.428216,-0.542643,0.618374,0.693187,0.781686,-0.521011,-0.241802,-0.256839,0.661071,0.072715,1
-2.124533,3.909292,1.941373,-0.033588,-2.432723,0.1682,0.434157,-1.971819,-0.20108,0.06056,-0.446995,1
-1.00384,-2.435484,-0.096316,-0.35204,-0.649201,-0.132045,-0.263959,0.03497,0.106634,-0.328397,0.099924,0
0.960515,2.243426,0.020694,0.503566,-1.107608,-0.264556,-0.172499,0.759815,0.220529,-0.254957,0.230256,1
-0.840973,-2.420811,1.353088,0.26141,-0.677537,0.26845,-0.459154,-0.292477,-0.217827,0.962883,0.114972,0
1.463633,1.831921,-0.178438,0.678546,-0.277491,0.12121,0.080286,-0.261821,-0.740524,-0.124999,0.165563,1
1.204952,-1.341408,0.824232,-2.078798,0.666269,0.145388,1.100848,0.300907,0.392079,-0.253581,-0.608102,1
1.949985,0.044168,0.526997,0.846564,-0.72151,-1.837059,-0.906255,0.560595,-0.011741,-0.184621,-0.125937,1
1.838929,0.879276,-0.946535,0.602984,0.506681,1.187067,-0.285905,-0.073478,0.127652,0.64317,-0.158837,0
0.517531,-1.043073,0.824914,0.635925,-1.14057,-0.293967,-0.539581,-0.939408,-0.368135,0.233876,0.19217,1
0.070996,0.490795,-0.529899,2.238442,0.127229,0.141672,-0.570675,-0.294904,-0.49796,0.257181,-0.240121,1
1.513902,1.746475,-0.370524,1.043228,-0.904522,-0.621097,-0.530379,1.633286,0.20487,-0.300524,0.533636,0
-1.976619,0.663555,-0.712643,1.839998,1.134805,0.032033,0.155416,0.138296,-0.330872,0.711961,-0.185686,1
0.059849,2.198505,0.225547,-0.936519,0.876323,1.761495,-1.390777,-0.2103,0.643978,0.703105,-0.374452,1
-1.593185,0.714842,-0.600267,1.990973,1.207718,-0.562044,1.330399,0.111013,-1.014627,0.430409,-0.607799,1
1.773051,1.441885,-0.744374,0.15611,0.959183,0.887944,0.045565,0.176001,-0.545904,0.625614,-0.02957,1
-0.581261,-2.469114,1.539361,0.493201,-1.076083,-0.292498,-0.249512,-0.076712,-0.483228,0.857233,0.198217,0
2.08903,1.181167,-1.502359,-0.511242,0.609388,1.164786,0.101575,0.189645,0.235573,0.307592,-0.233658,0
0.142374,-1.951629,0.727648,0.521937,-0.49845,0.49912,-0.212755,0.077014,-0.014608,-0.252265,0.301957,1
0.57289,-0.713323,0.139628,1.214827,-0.551018,-0.037335,-0.328115,0.131047,-0.16511,0.334585,0.430713,1
2.811465,1.754185,-0.754413,-0.777425,1.29829,0.442823,-0.446322,0.665142,-0.683284,-0.922308,-0.057409,0
1.157078,0.914798,-0.844459,1.025773,0.446992,0.667449,-0.125682,-0.152599,-0.132132,0.344899,0.000779,1
2.667779,0.050903,0.290914,-1.713486,1.093811,0.141688,-0.585827,0.731949,-0.597118,-0.598482,0.590114,0
0.898131,-0.735212,0.374484,0.683106,-0.091739,-1.457365,-1.208528,-0.898534,0.217978,0.083365,-0.466189,1
-0.873194,0.472261,-1.034811,1.704649,0.023748,0.396809,-1.12279,-0.253962,-0.179616,0.363642,-0.232018,0
1.658192,-0.560938,0.71554,-1.643051,0.618988,0.914587,-0.246738,0.355882,0.308538,0.310554,0.12704,0
-0.903791,-2.556648,-0.025126,-0.105214,-1.493073,0.817182,-0.294758,-0.064735,-0.46731,0.090555,0.307186,1
1.697844,0.6801,0.80112,1.080322,-1.883004,-2.834458,-0.644197,1.811317,-0.245928,0.120016,0.232313,1
1.966694,-1.364669,-0.39023,-2.350156,-0.045965,0.398756,0.618046,0.457639,-0.292034,-0.343109,0.121621,0
2.362819,1.60466,-0.86267,-0.657798,1.193477,0.667578,-0.259175,0.498541,-0.206488,-0.613401,-0.093443,1
0.723806,-0.309316,0.664387,0.603436,0.47915,-0.574836,-0.374594,-0.620123,0.382126,0.29849,-1.033943,1
-0.5057,-1.564102,0.697276,0.589758,-0.395539,0.665373,-0.532615,-0.108351,0.262443,0.187814,0.195091,1
3.6178,-0.773108,1.026419,-2.682064,1.411957,-2.594752,-0.712433,-0.437969,0.411363,0.094835,-0.149883,0
1.710451,2.653411,0.00309,-1.081747,0.077886,1.014805,0.184169,-0.604164,-0.288856,-0.179636,-0.203147,0
0.488587,0.870502,-1.154036,1.113784,0.812203,0.175961,0.862498,0.045663,-1.02862,0.709354,-0.082295,0
-1.623251,0.819292,-0.322981,1.811208,0.781125,-0.17455,0.932472,0.264823,-0.023699,0.473352,-0.787783,0
-1.498149,-1.508375,1.599603,0.110457,0.228584,0.49553,-0.647615,0.587943,-0.361102,-1.097884,0.035402,1
-1.446225,-2.065879,1.001464,0.195498,-0.977312,1.140227,-0.244904,-0.045346,-0.015268,0.052878,0.096778,1
2.607037,0.346124,0.050709,-1.190699,1.301503,-0.287213,-0.185629,0.177871,0.304726,0.084417,-0.57271,0
-0.492675,0.266256,-1.005882,1.723161,-0.164151,0.381941,-0.876175,-0.396738,0.417502,-0.256406,-0.407576,1
1.183998,-1.751902,-0.777938,-1.807301,-0.221892,-0.248274,-0.315984,-0.290443,0.078602,0.820801,0.327292,0
-0.171996,0.542314,-1.453255,1.359704,0.918623,-0.085155,1.543007,-0.160733,0.433732,-0.12904,0.351596,1
-0.802568,-1.508822,0.740725,0.752522,-0.280646,0.575171,-0.203406,0.03472,0.119935,-0.016466,-0.248155,1
-1.130071,3.233316,0.942615,0.351879,-2.615876,-0.16052,-0.424228,-0.085592,0.796801,0.257157,0.121144,1
2.117206,3.315196,0.207405,-1.462868,-0.203445,0.002158,0.243973,0.277525,-0.680771,-1.10491,0.216138,1
2.026134,-1.216934,0.614927,-1.960594,0.838671,-0.678243,1.027752,-0.108303,0.784084,0.125821,0.090086,0
-0.953243,-1.545428,-1.556306,0.869766,-1.367302,0.078547,-0.106254,-0.702288,0.022636,0.068713,0.226939,1
2.523821,1.495786,-0.766724,-0.440166,1.090981,0.986497,-0.305966,0.466039,-0.146433,-0.060913,-0.303078,0
0.495521,-1.610459,0.920197,-0.252357,-0.285097,0.939669,0.192852,0.077022,-0.406333,0.349168,0.529846,1
0.184993,-1.607664,0.609467,0.91016,-0.181865,-0.163513,-0.112267,0.096525,-0.538734,-0.395325,0.544562,0
1.640227,-1.097626,0.390182,0.880613,0.211701,-2.407169,-0.770275,-0.70065,-0.524713,-0.368457,-0.136521,1
-3.385716,0.570171,-0.243648,1.90736,1.067284,0.379215,-0.844266,-0.036497,0.231701,0.532301,-0.797636,1
1.31667,-0.823778,0.207579,-0.084377,0.109171,0.44535,-0.426175,-0.253598,-0.129259,0.446068,0.661251,0
-1.337473,-0.786194,0.347938,0.783302,1.067899,0.115125,1.462493,0.349906,-0.78579,1.014505,0.350048,1
0.061286,-3.104088,-1.977667,-1.486594,-1.080137,-1.389291,0.412431,-1.001195,0.510321,1.115885,0.672274,0
1.235536,-0.6385,-0.418392,0.247065,0.008886,-0.964045,-0.423987,-0.501714,-0.326287,0.44862,-0.590502,0
-2.074992,-2.156394,1.370385,0.322149,-0.534083,1.266984,-0.059058,0.322408,-0.506914,0.319844,0.093066,1
2.130949,-1.135225,0.150296,-2.174667,0.173825,0.383324,0.598933,0.449449,-0.212635,-0.441301,0.181518,0
1.427212,1.730134,-0.017783,1.366941,-1.140193,-0.823084,-1.075433,1.142336,-0.492863,-0.669855,0.144853,1
1.784184,-0.625958,0.83358,-1.720545,0.797335,0.904396,-0.143396,0.751373,-0.085356,-0.418603,0.053343,0
3.589419,-0.496411,0.728347,-2.289179,1.502515,-2.083457,-0.7103,-0.125417,0.283462,-0.141319,-0.077666,0
2.85636,0.854678,0.629939,-1.881438,1.239737,-1.453375,0.453067,-0.142996,-0.413428,-0.848171,-0.000091,1
-1.371508,0.575168,-0.654435,1.829738,0.375249,-0.367995,1.048402,0.007701,0.776663,-0.443462,-0.533054,0
1.011059,-1.339228,-0.166925,0.922691,0.010063,-1.054074,0.358771,-0.158135,-0.376804,-0.362618,1.105714,0
1.518277,0.834783,-1.560835,0.433249,0.589384,1.469631,1.659321,-0.575471,2.513054,0.823625,0.467428,0
-5.806081,-0.841288,-8.546406,-3.434556,-1.354188,-0.245558,-1.539145,0.471918,-0.733478,-0.377389,-0.116545,1
2.04457,1.663681,-0.486157,-0.507047,1.162448,0.78899,0.217381,0.316434,-0.019016,-0.377637,-0.501534,0
0.059637,-1.58112,1.35813,-0.744725,-0.615367,1.030166,0.723415,0.351191,-0.677604,0.772567,0.397594,1
1.106987,4.014718,0.812142,-1.456019,-1.661626,0.143138,0.853331,0.576004,0.200985,0.043415,-0.09349,0
-0.699968,-0.7876,0.080704,0.946169,0.982344,-1.926975,1.13902,-0.249846,-1.012322,0.984519,-0.992084,0
-4.314295,-2.497149,2.805932,-0.733219,0.059904,1.630124,-0.491858,0.897627,0.882545,-2.329839,-0.998856,1
-1.13663,-1.690698,0.407064,0.810595,-0.057243,-0.061516,0.822182,-0.03346,0.262391,-0.446683,0.08066,0
0.144381,-2.444658,1.099911,-1.000895,-0.379538,0.444588,0.391642,0.018356,-0.48479,0.696745,0.343895,1
-0.580111,-2.088175,1.243101,-0.475885,-0.152632,1.391249,0.797001,0.306106,-0.870774,0.622338,0.396419,1
0.144381,-2.444658,1.099911,-1.000895,-0.379538,0.444588,0.391642,0.018356,-0.48479,0.696745,0.343895,1
0.338734,0.696922,-0.733645,1.728148,0.173347,0.179414,0.015305,-0.253008,-0.209935,0.17455,-0.249304,1
0.186524,-0.612856,0.799759,0.879946,-0.817349,-0.220003,-0.260365,0.580432,-0.540086,0.362605,0.363839,0
0.741206,2.87349,0.464487,-1.098884,-0.293884,1.433575,0.523431,-1.11566,0.123807,0.410384,-0.666925,0
-9.636848,-1.341008,2.138078,-1.906377,2.984319,-0.123444,1.356324,1.847554,-1.512212,-0.915706,-0.233836,1
-2.030163,-1.283226,0.841755,0.10248,0.57135,-0.073159,1.419001,0.289359,-0.436132,-0.280772,-0.772607,1
0.909561,-0.315064,-0.310942,1.477248,-0.007494,-0.899579,-1.009726,-0.484004,-0.449416,-0.01995,-0.174722,0
2.034427,3.541002,0.422361,-1.014239,-1.337405,-0.124479,0.669772,1.559784,0.306705,0.093977,0.096427,0
2.765078,-1.456022,0.795224,-2.352197,0.753084,-0.828844,-0.159876,-0.020797,0.22385,0.73698,0.04615,0
-1.025595,-2.428539,1.261148,0.360239,-0.484746,0.104174,-0.250738,-0.205837,-0.41243,1.054773,0.277216,0
1.512605,-1.025241,0.205916,0.448406,0.25775,-2.286829,-0.526238,-0.743922,0.366442,-0.786565,-0.019861,1
-0.350857,-2.171877,1.258132,0.411442,-0.960993,0.683688,0.087786,-0.035019,-0.786879,0.322799,0.228443,1
-1.117617,-1.321394,1.463365,0.731072,0.229729,-1.778554,-0.686563,-1.232409,0.42969,0.928177,-1.96102,0
-2.669551,-2.689416,2.675908,0.450914,-0.425834,1.459798,-0.830049,0.655284,-0.192618,-1.418806,-0.984361,1
-0.592438,-0.168633,-2.541407,1.537135,-0.63889,0.133215,-0.184919,-0.682832,1.133043,-0.362202,0.531972,1
1.672943,1.963499,-0.286289,-0.021975,0.85461,0.121082,0.115483,-0.033286,-1.363335,-0.440511,0.193474,1
0.993356,0.71267,-0.701122,1.720191,-0.253106,0.024565,-1.28403,-0.362023,-0.438408,-0.630299,0.150574,1
2.015459,3.59697,0.471927,-1.174242,-1.126036,-0.15516,0.756316,1.141745,0.011266,-0.280191,0.072461,1
-0.059056,1.918744,0.343458,-0.116014,0.719188,0.953201,-0.278864,-0.399662,-0.376088,0.345317,-0.763383,1
1.12924,1.020854,-1.630592,-0.580757,0.509968,1.601728,-0.309927,0.089119,0.695065,0.841488,-0.414454,1
-0.1055,-1.500256,-0.921355,0.77727,-0.446195,-0.373559,0.044866,-0.509574,1.20822,-0.554822,1.294426,0
-2.165094,0.351478,-1.158194,1.706144,0.674511,-0.130079,0.684775,-0.244802,1.010986,-0.571066,-0.175559,1
1.737179,-0.982348,0.371994,0.517792,0.136622,-1.990438,-0.91494,-0.749723,0.232437,-0.336607,-0.14146,1
1.006432,0.284125,-2.864223,0.583393,0.515975,1.055943,2.843999,-0.961482,4.044047,0.273531,1.638859,1
1.56575,2.00186,-0.239324,-0.605059,0.412523,1.476712,-0.11472,-0.293413,0.247693,0.539657,-0.466715,0
1.507131,0.940842,-1.967028,0.112305,0.392091,0.575683,0.927702,-0.432615,1.157996,-0.350899,0.933482,1
-3.552574,-1.49469,2.29005,-1.915608,0.170792,-0.192334,-1.764296,-0.802408,1.338099,0.432955,-0.134813,1
0.095023,-1.29873,0.761514,-1.84588,0.610922,1.200056,0.530441,0.468231,1.238431,-0.401746,-0.073606,1
0.74739,0.159636,-0.549271,0.633162,-0.056994,-0.67469,-0.171264,-0.149493,-0.195982,0.283045,-0.38292,1
2.607037,0.346124,0.050709,-1.190699,1.301503,-0.287213,-0.185629,0.177871,0.304726,0.084417,-0.57271,1
-4.195558,-1.561275,1.635244,-0.715725,-0.223203,1.472152,-0.728225,0.922937,1.447356,-1.983269,-0.092635,1
1.586945,-0.751358,0.223525,0.540431,0.176473,-1.606748,-0.939862,-0.599882,0.120539,-0.158615,-0.440291,1
-1.000604,-2.54242,0.983265,-0.042019,-1.012883,0.146185,-0.258608,-0.507113,0.194668,0.508464,0.251201,0
1.165947,-1.044593,0.298714,0.620513,-0.309932,0.069245,-0.676282,-0.39381,-0.293545,0.235882,0.60666,0
1.307045,-0.109386,0.288023,0.939754,0.572528,-1.21809,-0.67843,-0.180255,-0.674723,0.008674,-0.385174,0
2.667768,2.922497,-0.013099,-1.084206,0.344374,0.046763,0.418766,0.082881,-0.458787,-1.2842,0.537415,0
-1.589594,0.428092,-1.442304,1.482195,0.561571,0.219765,0.254071,-0.173679,0.458111,0.341338,-0.031078,0
2.104571,-0.873263,0.121621,-0.182474,0.504263,-1.544502,-0.583167,-0.780816,-0.065379,0.169531,0.061234,1
-1.901594,-1.228982,2.100492,0.017223,0.191668,0.403772,0.627382,-0.219625,-0.144018,-0.152121,-1.562359,1
-0.058291,-2.656161,-2.195478,-1.194954,-1.149808,-0.919303,0.567016,-0.858109,0.358535,0.811715,0.782251,1
0.488399,4.044533,1.137143,-1.807721,-1.198901,0.943984,1.594075,-2.034359,-0.49654,-0.306865,-0.666705,0
-0.483545,5.005606,1.917123,0.499682,-5.511024,-2.485717,0.904479,4.365505,1.058952,1.12914,-0.004056,1
-13.834832,8.938675,6.025397,-4.493994,-1.510164,-2.137272,-0.113475,-3.376979,-0.631663,-0.505166,1.403445,1
0.226427,-0.840182,0.475553,1.482546,-0.448745,-0.103336,-0.249447,-0.403684,-0.760357,0.128414,0.017056,1
0.74943,-0.414654,0.157063,0.613182,0.335525,-0.616312,-0.306417,-0.75495,0.813867,0.238702,-0.419693,0
-1.415777,0.148859,-1.74275,2.08349,0.769779,-0.597731,1.521453,-0.1797,0.402412,-0.169966,0.33137,1
