@relation 'camel-1.6_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-12,14,18-20'

@attribute noc numeric
@attribute moa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute bug {1,0}

@data
0,1,0.444444,0,0,1
0,0,0.366667,1,3,0
0,0,0.255556,0,0,0
0,0,0.3,0,0,0
0,0,0.55,0,0,0
0,0,0.5,0,0,0
0,0,0.666667,1,1,0
0,0,0.466667,1,1,0
0,0,0.625,0,0,0
0,0,1,0,0,0
0,0,0.285714,1,4,0
3,0,0.3,1,1,1
0,0,0.136364,0,0,0
2,1,0.2,1,1,1
0,1,0.314286,1,1,0
1,8,0.069257,1,1,1
0,0,0.36,1,1,0
1,4,0.093617,0,0,0
0,0,0.267857,0,0,0
0,1,0.328571,1,2,1
0,0,0.314286,1,1,0
0,0,0.777778,0,0,0
0,1,0.5,0,0,0
0,0,0.4,1,2,0
0,0,0.37037,0,0,0
0,4,0.355556,1,1,1
0,3,0.222222,0,0,0
0,0,0.555556,0,0,0
0,0,0.833333,0,0,0
0,2,0.307692,1,1,1
0,7,0.105263,0,0,1
0,0,0.271429,2,7,0
0,1,0.305556,1,1,1
0,0,0.4375,2,3,0
0,2,0.833333,0,0,0
4,0,0.5,0,0,0
0,0,0.303571,0,0,0
2,0,0.375,0,0,0
0,1,0.44,0,0,0
0,0,0.25,0,0,0
1,0,0.583333,0,0,0
0,0,0.666667,1,2,0
0,3,0.357143,1,20,0
0,0,0.75,1,1,0
0,0,1,0,0,0
0,0,0.416667,0,0,0
0,2,0.136364,0,0,0
0,0,0.4375,0,0,0
0,3,0.333333,1,21,0
0,0,0.666667,0,0,0
3,0,1,0,0,0
0,0,0.5625,0,0,1
0,0,0.355556,2,3,0
0,0,0.4,1,1,0
0,0,0.666667,1,1,0
0,0,1,0,0,0
0,0,0.666667,1,2,0
0,0,0.833333,0,0,0
0,0,0.130952,1,1,0
1,1,0.157895,0,0,1
0,1,0.34375,1,1,0
0,1,0.5,1,1,1
0,1,0.4375,0,0,0
0,0,1,0,0,0
0,1,0.166144,1,1,1
0,0,1,0,0,0
0,0,0.4,1,1,0
0,0,0,0,0,0
0,8,0.314286,1,1,0
0,0,0.5,0,0,1
1,5,0.142292,1,1,0
16,0,0.5,1,3,1
0,0,0.777778,1,1,0
0,0,0.75,0,0,0
1,0,0.535714,0,0,0
0,0,0.555556,0,0,0
0,0,0.311111,0,0,0
0,1,0.192857,2,3,0
0,1,0.466667,0,0,0
0,1,0.327273,1,2,1
0,0,0.583333,0,0,0
0,0,1,0,0,0
0,0,0.5,0,0,0
0,0,0.157692,0,0,1
0,0,1,0,0,0
0,2,0.134804,0,0,0
0,0,1,0,0,0
0,2,0.4375,1,1,0
0,0,0.36,0,0,1
0,0,0.416667,0,0,1
0,2,0.265625,0,0,0
3,0,0.625,0,0,0
0,1,0.366667,0,0,0
0,3,0.133621,1,2,1
0,0,0.625,0,0,1
0,0,0.444444,2,2,0
0,1,0.32,2,3,0
0,0,0.433333,1,3,0
0,1,0.230769,0,0,1
0,0,0.409091,0,0,0
0,1,0.357143,1,1,1
0,1,0.444444,1,1,0
0,0,0.6,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0.45,0,0,0
0,0,0.314286,0,0,0
0,0,1,0,0,1
0,0,1,0,0,0
2,1,0.333333,0,0,0
0,0,1,0,0,0
6,0,0.205357,1,1,1
0,3,0.357143,1,20,0
0,0,0.215278,1,1,0
0,0,0.122222,0,0,0
0,0,1,0,0,0
0,3,0.157343,0,0,1
0,1,0.5,0,0,1
0,0,0.3,1,1,0
0,2,0.833333,0,0,0
0,0,1,0,0,0
0,1,0.104167,0,0,0
0,0,0.75,0,0,0
0,3,0.444444,1,20,0
0,2,0.333333,0,0,0
0,0,0.666667,1,1,0
0,0,0.416667,0,0,0
14,1,0.5,1,1,1
0,0,0.375,2,4,0
0,0,1,0,0,0
0,3,0.333333,0,0,0
0,0,1,0,0,0
0,0,0.291667,0,0,0
0,0,0,0,0,0
0,0,0.5,0,0,1
0,0,0.533333,0,0,0
0,1,0.458333,1,1,0
0,0,1,0,0,0
0,3,0.3,1,1,0
0,6,0.444444,1,1,0
0,0,0.375,0,0,0
0,0,0.333333,0,0,0
0,6,0.123377,0,0,1
0,0,0.833333,0,0,0
0,0,0.283333,2,3,0
0,0,0.7,0,0,0
0,0,0.36,0,0,0
0,0,0.260417,1,2,0
0,1,0.444444,2,2,0
0,0,0.75,0,0,0
0,2,0.321429,0,0,0
1,1,0.27619,0,0,1
0,2,0.466667,1,2,1
0,0,0.541667,0,0,0
0,4,0.275,0,0,0
0,0,1,0,0,0
0,1,0.5,0,0,0
0,0,0.666667,1,1,0
0,1,0.175953,2,3,0
0,0,0.833333,0,0,1
0,0,0.392857,3,4,0
0,2,0.233766,1,1,1
0,0,0.4,0,0,1
0,4,0.272727,0,0,0
0,0,0,0,0,0
0,0,0.375,1,1,0
0,1,0.233083,1,3,0
1,1,0.309524,0,0,1
0,0,1,0,0,0
17,3,0.205128,0,0,0
0,0,0.416667,0,0,0
0,0,0.833333,0,0,0
0,1,0.5,0,0,1
0,0,1,0,0,0
0,0,0.458333,0,0,0
0,1,0.375,1,1,0
0,1,0.4,0,0,1
0,2,0.161111,0,0,0
1,2,0.133995,0,0,1
0,2,0.222222,1,1,0
0,1,0.235294,1,3,0
0,0,0.75,0,0,0
0,0,0.5,1,2,0
0,0,1,0,0,0
0,0,0.293333,2,6,0
0,0,0.583333,0,0,1
0,0,0.5,0,0,0
32,0,0.377778,0,0,1
0,0,0.28,0,0,0
0,0,0.333333,0,0,0
0,0,1,0,0,0
0,0,0.666667,0,0,0
0,1,0.333333,1,1,0
0,0,0.4,1,1,0
0,0,0.416667,0,0,0
0,0,0.36,1,1,1
0,0,0.333333,0,0,0
2,0,0.777778,0,0,0
0,0,0.138889,0,0,1
0,0,0.27381,0,0,0
0,0,1,0,0,0
0,0,0.5,0,0,0
0,1,0.666667,0,0,0
0,1,0.240741,0,0,0
0,2,0.230769,0,0,0
0,0,0.75,0,0,0
0,0,0.666667,1,3,1
0,0,0.392857,3,4,0
0,0,0.5625,0,0,0
0,0,0.666667,0,0,0
0,0,0.666667,0,0,0
1,1,0.241758,0,0,0
0,2,0.5,0,0,0
0,0,0.6,1,1,1
0,0,0.75,0,0,0
0,4,0.214286,1,1,0
0,0,0.5,0,0,1
0,5,0.212963,1,1,0
0,2,0.223602,0,0,0
2,3,0.178571,1,1,1
0,0,0.666667,1,1,0
0,0,1,0,0,0
0,0,0.75,1,1,1
0,0,0.7,0,0,0
0,0,0.666667,0,0,0
0,2,0.777778,0,0,1
0,1,0.333333,0,0,0
0,1,0.291667,1,1,0
0,0,0.666667,1,2,0
0,0,0.75,0,0,0
2,2,0.096801,0,0,1
0,1,0.358974,0,0,1
0,2,0.257576,1,2,0
0,0,0.466667,2,3,0
0,0,0.666667,0,0,0
0,1,0.25,3,6,0
0,1,0.407407,0,0,0
0,0,1,0,0,1
0,0,0.75,1,2,0
0,3,0.169591,0,0,1
0,0,0.166667,1,5,0
0,0,0.833333,0,0,0
0,0,0.75,0,0,0
0,0,0.5,1,1,0
0,0,0.75,0,0,0
0,0,1,0,0,0
14,7,0.118467,0,0,1
0,0,0.8,0,0,0
0,3,0.357143,0,0,0
0,0,0,0,0,0
0,2,0.555556,0,0,0
0,0,0.3,0,0,1
0,0,1,0,0,1
2,0,0.4,0,0,0
2,1,0.187739,0,0,0
0,0,0.75,1,1,1
0,0,1,0,0,0
0,1,0.116667,0,0,0
0,0,0.777778,0,0,0
0,0,1,0,0,0
0,1,0.20202,1,5,1
0,0,0.452381,0,0,1
0,0,0.242857,1,5,0
0,0,0.333333,0,0,0
0,0,0.666667,1,2,0
4,0,0.666667,0,0,0
0,0,1,0,0,0
0,0,0.444444,1,1,0
0,0,1,0,0,0
0,0,0.583333,0,0,0
2,0,0.5,0,0,0
0,0,0.6,0,0,1
0,3,0.210526,0,0,0
0,0,0.104444,0,0,1
0,0,0.5,0,0,0
2,0,0.875,0,0,0
0,0,0.3,2,3,0
0,0,0.833333,0,0,0
0,0,0.625,0,0,0
0,0,1,0,0,0
0,0,0.354167,1,3,0
0,0,0.344538,0,0,1
0,0,0.533333,1,2,0
0,0,0.35,0,0,0
0,1,0.444444,1,1,0
0,0,0.518519,1,4,1
0,0,0.666667,0,0,0
6,2,0.375,0,0,1
1,2,0.323077,1,5,1
0,1,0.35,1,2,0
0,2,0.114286,0,0,0
0,0,0.3,1,3,0
0,0,1,0,0,0
0,0,1,0,0,0
2,0,0.45,0,0,0
0,0,0.192857,0,0,1
0,0,0.7,0,0,0
0,1,0.3,1,1,0
0,0,0.179012,1,1,0
1,0,0.642857,0,0,0
1,1,0.261364,0,0,0
3,2,0.107843,0,0,0
0,0,1,0,0,0
0,0,0.416667,0,0,0
0,0,0.4,1,3,0
0,0,0.25,0,0,0
0,0,1,0,0,0
0,1,0.326923,0,0,0
0,0,0.261905,2,3,0
0,0,0.583333,0,0,1
0,0,0.75,0,0,1
1,1,0.388889,1,1,1
0,0,0.44,0,0,0
14,3,0.056277,0,0,1
0,1,0.4,2,4,1
0,3,0.3,1,20,0
0,0,0.44,1,2,0
0,0,0.263889,1,1,0
0,1,0.4375,0,0,1
0,1,0.375,1,1,0
0,2,0.466667,1,2,0
0,0,0.355556,0,0,1
0,1,0.287037,1,1,0
0,2,0.340909,0,0,0
0,0,1,0,0,0
0,0,0.4,0,0,0
0,0,0.333333,0,0,0
0,0,0.4375,0,0,0
0,0,0.464286,0,0,0
0,1,0.4,0,0,0
0,0,1,0,0,0
0,1,0.36,1,1,0
0,1,0.541667,0,0,1
0,1,0.5,0,0,1
0,0,1,0,0,0
6,0,0.333333,0,0,0
0,0,1,0,0,0
0,2,0.25,0,0,1
0,0,1,0,0,0
0,0,0.193237,1,1,1
0,0,0.75,0,0,0
0,0,0.366667,0,0,0
0,1,0.5625,0,0,0
0,0,0.666667,1,2,0
0,8,0.444444,1,1,0
0,0,0.291667,0,0,0
0,2,0.160494,1,2,0
0,0,0.666667,0,0,0
0,0,1,0,0,1
0,1,0.1875,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0.666667,1,1,0
0,0,0.309524,0,0,1
0,1,0.4,0,0,0
0,0,0.416667,1,4,0
0,0,1,0,0,0
0,3,0.223684,1,1,0
0,0,0.5,0,0,0
0,0,0.484848,1,3,0
6,0,0.5625,0,0,0
0,0,0.375,0,0,0
0,5,0.416667,1,1,0
0,0,0.666667,0,0,0
0,0,1,1,1,0
0,0,0.555556,2,5,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0.666667,0,0,0
0,1,0.625,0,0,0
0,1,0.241071,1,4,0
0,3,0.241546,1,2,0
0,0,0.833333,0,0,0
0,1,0.192593,0,0,0
0,0,1,0,0,0
0,0,0.2,0,0,1
0,0,1,0,0,1
1,1,0.295455,1,3,0
0,0,0.833333,0,0,0
0,1,0.533333,0,0,0
0,0,0.181818,0,0,1
0,0,0.371429,0,0,1
0,0,0.339286,1,3,0
0,0,0.666667,0,0,1
0,1,0.338462,1,2,0
0,0,0.875,0,0,0
9,0,0.666667,0,0,0
0,0,0.464286,1,1,0
0,0,0.433333,0,0,0
0,0,1,0,0,0
0,1,0.5,0,0,0
0,0,0.5,0,0,0
0,0,1,0,0,0
0,0,0.833333,0,0,0
0,0,0.75,0,0,0
0,3,0.388889,0,0,0
0,0,0.857143,0,0,0
0,0,0.666667,1,2,0
0,0,0,0,0,0
0,0,0.75,0,0,0
0,0,0.283333,1,4,0
0,1,0.4,1,2,1
0,1,0.44,0,0,0
0,0,0.777778,0,0,0
0,0,0.5,0,0,0
0,0,0.666667,1,2,1
1,0,0.384615,0,0,0
3,1,0.346154,1,3,0
0,0,1,0,0,0
0,0,0.147619,0,0,1
1,3,0.152174,1,1,0
0,6,0.167582,1,1,1
1,1,0.583333,0,0,1
1,0,0.5,0,0,0
0,0,0.47619,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0.666667,0,0,1
0,0,0.5,0,0,0
0,1,0.333333,1,3,0
0,0,1,0,0,1
0,5,0.093915,1,3,0
0,1,0.235294,0,0,0
0,0,0.342857,0,0,0
1,2,0.232143,0,0,0
0,0,0.261111,1,2,1
0,0,0.5,0,0,1
0,0,0.555556,0,0,0
3,0,0.5625,0,0,0
1,0,1,0,0,0
0,0,0.5,0,0,0
1,1,0.375,0,0,0
0,1,0.333333,1,1,0
1,4,0.084485,2,4,0
0,0,0.5,0,0,0
0,0,0.366667,0,0,0
0,0,0.325,1,1,0
0,0,0.583333,0,0,0
0,1,0.232143,0,0,1
2,1,0.357143,1,1,0
0,0,0.666667,0,0,0
19,4,0.28,1,1,1
0,3,0.3,1,20,0
0,1,0.3,1,1,0
0,0,1,0,0,0
0,1,0.333333,1,2,0
0,3,0.327273,0,0,0
0,0,0.253968,0,0,1
0,0,0.321429,2,8,0
0,1,0.363636,0,0,0
0,0,0.416667,0,0,0
0,0,0.5,0,0,1
0,0,0.271429,0,0,0
0,0,1,0,0,0
1,1,0.363636,1,3,0
0,0,0.5,0,0,0
0,1,0.333333,1,1,0
0,0,0.833333,0,0,0
0,0,0.625,1,1,0
0,0,0.666667,0,0,0
0,0,0.25,0,0,0
0,0,0.75,0,0,0
0,1,0.100649,0,0,1
0,0,0,0,0,0
0,4,0.166667,1,2,0
0,0,0.666667,1,2,0
0,1,0.6,0,0,0
0,0,0.466667,0,0,0
13,0,0.196078,0,0,0
0,0,0.5,0,0,0
0,0,0.666667,1,2,0
0,0,0,0,0,0
0,0,0.16,0,0,1
0,0,0.354167,1,1,0
0,0,0.320988,1,1,0
0,0,0.666667,0,0,0
0,0,0.45,0,0,0
0,1,0.261905,0,0,0
0,0,1,0,0,0
0,0,0.183333,0,0,0
0,0,0.290909,1,1,0
0,0,0.333333,0,0,1
0,1,0.428571,0,0,0
0,0,0.416667,2,6,0
6,0,0.541667,0,0,0
0,1,0.221429,2,3,0
0,0,0.4,0,0,0
13,0,0.272727,1,2,1
0,2,0.32967,0,0,0
0,2,0.252252,0,0,1
0,0,0.5,1,1,0
0,0,0.5,1,2,0
0,2,0.464286,1,1,0
0,1,0.325,2,2,0
0,0,1,0,0,0
0,2,0.172222,0,0,1
0,1,0.666667,0,0,0
0,0,0.47619,1,2,0
0,1,0.192308,1,2,1
2,2,0.215278,1,1,0
0,0,0.666667,0,0,0
0,0,0.142857,0,0,0
0,4,0.444444,1,1,0
0,1,0.260417,3,6,0
0,0,0.4375,1,1,0
0,0,0.166667,0,0,0
0,0,0.625,1,1,0
0,1,0.571429,0,0,0
0,0,1,0,0,0
0,1,0.45,1,1,0
0,0,0.466667,1,1,0
0,0,0.333333,0,0,1
0,3,0.4,0,0,0
0,0,1,0,0,0
0,0,0.317647,0,0,0
0,0,0.444444,0,0,1
0,1,0.555556,0,0,0
0,0,0.75,0,0,1
0,0,1,0,0,0
0,1,0.583333,0,0,0
0,0,0.333333,0,0,0
0,0,1,0,0,0
0,0,0.666667,0,0,1
0,4,0.183333,1,1,1
0,0,0.342857,0,0,0
0,0,0,0,0,0
0,1,0.32,0,0,0
0,0,0.6,2,2,0
0,0,1,0,0,0
0,0,1,0,0,1
5,0,0.4,0,0,1
2,0,0.777778,1,1,0
0,0,0.5,0,0,0
2,3,0.121849,1,1,0
0,1,0.666667,0,0,0
0,1,0.666667,0,0,1
0,0,0.75,0,0,0
0,0,0.4,0,0,0
0,0,0.355556,2,3,0
21,3,0.157143,1,1,1
0,0,0,0,0,0
0,0,0.666667,0,0,0
0,0,0.34375,1,1,1
1,1,0.122727,1,1,0
0,0,0.433333,0,0,0
0,0,0,0,0,0
0,1,0.5,0,0,0
0,0,0.666667,0,0,1
0,0,0.7,0,0,0
0,0,0.1875,0,0,0
0,3,0.428571,1,20,0
2,1,0.357143,0,0,0
0,0,0,0,0,0
0,0,0.6,0,0,0
0,0,0.625,0,0,0
0,1,0.366667,0,0,0
0,1,0.305556,1,1,0
0,0,0.666667,0,0,0
0,0,0.233333,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,1,0.5,0,0,0
0,2,0.3125,0,0,0
0,2,0.266667,0,0,0
0,0,0.5,0,0,0
0,0,1,0,0,0
0,0,0.311111,1,2,1
0,0,0.875,1,3,0
0,0,0.44,1,2,0
0,0,0.433333,1,1,0
0,1,0.36,0,0,0
0,0,0.55,0,0,0
4,0,0.5,0,0,0
0,1,0.305556,2,3,0
0,0,0.6,0,0,0
0,0,0.3875,0,0,1
0,0,0,0,0,0
0,0,0.666667,1,1,0
0,0,0.392857,3,4,0
0,0,0.666667,0,0,1
1,0,0.666667,2,2,0
0,0,0.666667,0,0,0
0,0,0.4375,1,1,0
0,1,0.366667,1,1,0
0,1,0.135279,1,2,0
0,0,0.666667,0,0,0
0,0,0.666667,0,0,0
1,0,0.666667,1,1,0
0,0,0.196078,0,0,0
0,3,0.128728,0,0,1
0,1,0.583333,0,0,0
0,0,0.075231,0,0,1
0,0,0.666667,1,2,0
0,1,0.428571,1,1,0
0,0,0.45,1,2,0
1,1,0.253846,0,0,0
5,0,0.323529,0,0,1
0,0,0.6,1,1,0
0,0,0.444444,2,2,0
0,1,0.333333,1,1,0
0,0,0.625,0,0,1
0,0,1,0,0,0
0,0,0.666667,1,1,0
0,0,0.333333,0,0,0
0,1,0.314815,1,1,0
0,0,0.367647,0,0,0
0,0,0.833333,0,0,0
1,1,0.35,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,3,0.277778,1,1,1
0,2,0.388889,1,1,0
0,1,0.666667,1,1,0
39,1,0.31677,1,1,1
0,0,0.666667,0,0,0
0,0,0.666667,1,2,0
0,0,0.75,0,0,0
0,2,0.481481,1,1,0
0,0,0.5,1,1,0
0,0,1,0,0,0
0,5,0.161616,0,0,0
0,0,0.288889,0,0,0
3,1,0.424242,0,0,0
0,0,1,0,0,0
0,1,0.363636,0,0,1
0,1,0.137741,0,0,0
2,0,0.218182,0,0,0
0,0,0.35,2,3,0
0,0,0.5,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0.666667,1,2,0
0,0,1,0,0,0
0,1,0.3125,0,0,1
0,3,0.165775,0,0,0
0,0,0.666667,0,0,0
0,0,0.291667,0,0,0
0,3,0.466667,1,20,0
0,1,0.5,0,0,0
2,1,0.271605,0,0,1
0,1,0.36,1,1,0
0,0,0.333333,0,0,0
0,0,1,0,0,0
3,1,0.487179,0,0,0
0,0,0.309524,1,4,0
0,0,1,0,0,0
0,0,1,0,0,0
0,2,0.444444,0,0,0
0,1,0.425,0,0,0
0,0,0.35,1,1,0
0,0,1,0,0,1
0,0,0.5,0,0,1
2,0,0.296296,0,0,1
0,0,0.297561,0,0,0
0,0,0.402174,2,6,0
0,1,0.4,1,1,0
0,1,0.36,1,1,0
0,0,0.555556,0,0,0
0,0,0.5,1,2,1
0,0,0.277778,2,7,0
0,0,0.666667,0,0,0
0,0,0.404762,1,2,0
1,1,0.327273,0,0,0
0,0,0.472222,0,0,0
0,0,0.4,1,3,0
0,0,0.5,0,0,0
0,0,1,0,0,0
0,1,0.666667,0,0,0
0,0,0.5,0,0,0
0,0,0.189394,0,0,0
0,0,1,0,0,0
0,0,0.6,1,1,0
0,0,0.466667,0,0,0
0,0,0.75,0,0,1
0,0,0.466667,0,0,0
0,2,0.2,0,0,0
2,0,0.4,0,0,0
0,0,0.333333,0,0,0
0,0,1,0,0,0
2,1,0.311688,0,0,0
0,0,0.666667,1,1,0
0,0,0.4,0,0,0
0,1,0.333333,2,6,0
0,0,0.555556,0,0,0
0,3,0.185185,1,1,0
0,0,0.666667,1,1,1
0,4,0.244019,0,0,1
0,0,0.202381,0,0,0
0,1,0.555556,1,1,0
0,0,0.333333,0,0,0
1,0,0.666667,2,2,0
0,0,0.3,0,0,0
0,1,0.242857,0,0,0
0,0,0.533333,0,0,0
0,0,0.833333,0,0,0
0,0,0.47619,1,2,0
0,0,0.274725,0,0,0
0,0,0.75,0,0,0
0,3,0.128205,2,3,0
0,0,0.214286,1,3,0
0,0,0.377778,0,0,0
0,0,0.36,0,0,1
0,0,0.261905,1,1,0
0,0,1,0,0,0
0,2,0.4375,1,1,1
0,0,0.75,1,1,0
0,0,0.75,0,0,0
0,0,0.238095,0,0,1
0,1,0.311111,0,0,0
0,1,0.28125,1,1,0
0,0,0.242424,0,0,1
0,0,1,0,0,0
0,1,0.190789,2,5,0
0,0,0.5,0,0,0
0,3,0.444444,1,20,0
0,0,0.22619,0,0,1
0,0,0.625,1,3,0
0,0,0.4375,0,0,1
0,0,0.533333,1,2,0
0,0,0.444444,1,1,0
0,0,0.6,1,1,0
0,0,0.5,0,0,1
12,1,0.266667,0,0,1
0,0,0.5,0,0,1
0,0,0,0,0,0
0,0,0.833333,0,0,0
0,0,0.416667,0,0,0
0,1,0.6,0,0,0
0,0,0.777778,0,0,0
0,0,1,0,0,0
0,1,0.166667,1,6,0
0,2,0.16,1,1,0
0,0,0.6,0,0,0
0,0,0.666667,0,0,0
0,8,0.444444,1,1,0
0,0,1,0,0,0
0,0,0.466667,2,4,0
0,0,0.270833,0,0,1
0,0,0.176471,0,0,0
0,1,0.210317,0,0,0
0,1,0.1875,0,0,0
0,0,1,1,2,0
0,0,0.28,0,0,1
0,1,0.416667,0,0,0
0,0,0.47619,0,0,0
0,0,0.666667,1,1,1
0,0,0.666667,1,2,0
0,0,1,0,0,0
0,0,1,0,0,0
0,1,0.457143,0,0,0
0,0,0.306122,0,0,0
0,0,0.75,0,0,0
0,0,0.466667,0,0,0
0,1,0.44,2,5,0
0,0,0.227941,0,0,0
0,0,0,0,0,0
0,1,0.2,1,1,0
0,0,1,0,0,0
0,0,0.106061,0,0,0
0,3,0.303571,1,20,0
0,1,0.555556,0,0,1
0,0,1,0,0,0
0,0,0.666667,0,0,0
1,0,0.256944,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,1,0.444444,0,0,1
