@relation 'synapse-1.1_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 0.369rfc+0.354loc+0.329wmc-0.3cam+0.296npm... numeric
@attribute -0.426amc-0.39avg_cc-0.313max_cc-0.287mfa+0.286ca... numeric
@attribute -0.401dit-0.396cbm-0.386ic-0.36mfa-0.326lcom3... numeric
@attribute 0.392cbo+0.375ca-0.337ic+0.318lcom3-0.318dam... numeric
@attribute '-0.503noc-0.39ca-0.338cbo-0.334dam+0.31 lcom3...' numeric
@attribute -0.502mfa-0.5dit+0.369ic+0.355cbm-0.248dam... numeric
@attribute '0.82 noc-0.318cbo-0.27ca-0.186dam+0.168lcom3...' numeric
@attribute '-0.598ce+0.332max_cc+0.33 avg_cc-0.288rfc+0.282ca...' numeric
@attribute -0.821moa+0.242lcom-0.222lcom3+0.198npm+0.187cam... numeric
@attribute '0.862cam+0.284moa+0.222lcom+0.2  ce+0.123dam...' numeric
@attribute '0.568max_cc-0.533amc+0.35 loc-0.325lcom-0.208avg_cc...' numeric
@attribute bug {1,0}

@data
0.583545,0.426104,0.29155,-0.268979,-2.489808,-2.025241,2.030713,0.242509,0.530118,-0.511013,-0.18745,0
-0.705743,0.897945,1.150384,-0.543396,-0.352578,0.101597,-0.478484,-0.516358,0.54814,0.379076,-0.203808,0
-2.787556,1.756725,0.083281,0.626502,0.555026,1.075986,0.096092,-0.08148,-0.075912,0.165725,0.437017,0
-2.576375,1.787827,0.042871,0.412697,0.766012,1.021715,0.286881,-0.10096,0.045518,-0.040976,0.365817,0
0.26336,0.581064,1.528649,-1.003588,-0.613967,-0.119829,-0.410799,-0.606203,0.49915,-0.856239,-0.154701,0
-3.600279,1.552711,0.319179,-0.024525,1.135233,0.989136,0.429066,-0.265991,0.390811,1.204575,0.560152,0
2.420159,3.146745,-0.739791,-0.807954,0.665047,0.209133,0.44005,1.09323,0.114044,-0.814923,-0.62242,0
-0.887242,-1.761311,-1.209568,1.696859,1.115954,-0.575588,0.281126,0.292653,-0.393294,-0.683294,-0.231049,0
0.068638,3.030047,-1.103887,-0.497409,1.943232,0.704197,1.414676,0.304207,1.103496,-1.793839,-0.622969,0
0.350994,-1.026116,1.8699,0.2118,-0.369454,0.721373,-0.381644,0.507338,0.383452,-0.012662,-0.395122,0
-0.373421,0.100218,1.693042,-0.544135,-0.39596,0.369363,-0.334864,0.733881,0.730768,0.208378,-0.190027,0
0.889808,-0.804208,0.263684,-0.741228,0.258912,-1.137012,-0.012953,1.181541,-0.944424,-0.21299,0.274891,0
-2.217808,1.138358,1.699844,-1.35715,-0.49146,0.095949,-0.464537,1.106975,1.223299,1.674643,0.299084,0
0.52967,1.00008,1.32272,-1.331908,-0.151973,-0.105322,-0.174806,-0.400485,-0.944946,-0.478656,-0.354223,1
0.852641,1.186305,0.708401,-1.164026,0.431823,0.153958,0.465003,0.729806,1.021598,-1.130882,0.354142,1
-0.691444,1.225437,1.337631,-1.374252,-0.349443,-0.093074,-0.071578,-0.16532,0.378736,-1.381757,-0.187159,0
0.27778,0.250201,1.6842,-0.775322,-0.619426,0.004916,-0.461847,-0.232011,0.432357,-0.636886,-0.120002,0
-0.316032,1.413681,0.93497,-0.862144,-0.390567,0.19834,-0.199967,0.737892,0.884581,-0.413812,0.051434,0
-2.664421,1.674556,0.155822,0.477119,0.637306,1.004543,0.184511,-0.269858,-0.125458,-0.129277,0.353272,0
-2.987017,1.824012,-0.050806,1.201203,0.264915,1.168685,-0.331871,-0.078913,-0.075051,1.239863,0.607594,1
-1.925679,2.12169,-0.176621,0.528817,0.482455,0.955077,0.192527,-0.119266,-0.143983,-0.990638,0.211496,0
-0.661814,-1.285173,-0.162418,0.286889,-0.215795,-1.394219,-0.593282,1.109342,0.379084,0.746056,0.089079,0
-0.086747,0.071693,1.773692,-0.730243,-0.511312,0.386116,-0.256082,1.127732,0.808601,-0.24815,0.00942,0
1.061089,-2.872284,0.844856,0.828852,0.343351,-0.113001,0.032813,1.35022,0.196211,-0.156008,0.289312,0
-0.977255,-1.830228,-1.228808,1.590951,1.133327,-0.906945,0.133529,-0.418669,-0.386423,-0.233838,-0.344184,0
-2.846983,0.015285,-1.500821,-0.182418,0.81997,-1.896467,0.211451,0.079761,0.078947,-0.496456,-0.081881,0
13.662029,3.415662,-3.677715,-0.627745,4.054147,0.033316,1.850438,1.145805,-1.076291,3.380941,0.320975,1
0.056449,-2.43557,0.242881,1.009025,0.387481,-0.524532,-0.112781,0.584158,0.047048,0.072321,-0.768223,1
-0.08852,1.395745,1.219579,1.933188,-5.408901,-0.659597,5.382304,-0.323703,-0.421263,0.711981,0.024525,0
1.722315,1.736776,0.659637,-1.316522,0.207449,0.0954,-0.007578,0.969317,-2.056414,-0.023572,0.016542,0
0.967678,0.729112,1.321269,-1.06328,-0.178552,-0.090147,-0.27945,-0.641897,-1.023429,-0.351916,-0.264507,1
-3.010285,1.353505,0.328025,0.477457,0.587328,1.132718,0.017873,-0.08129,0.485684,1.356983,0.247124,0
-0.263785,0.053374,1.675121,-0.74337,-0.488291,0.473312,-0.136299,0.633979,0.651522,-0.880129,-0.367005,0
1.439728,-7.047448,0.467278,5.220721,1.25174,2.014661,1.379019,2.13389,-0.533035,0.124785,-2.934118,0
1.127726,-0.275328,1.631879,0.115088,-1.151222,-0.0736,-0.667108,-1.451535,0.516702,0.684289,-0.386653,0
-0.840199,-3.25099,-5.132212,-4.604279,-2.746037,2.308268,-0.082812,0.226154,0.503304,-0.087605,-0.044342,0
-1.956882,-0.006784,-0.267016,-1.081896,-0.252721,-2.202423,-0.4974,0.536032,0.507249,0.385038,0.012844,0
1.346752,-0.398492,1.29192,0.077024,0.185585,0.533865,-0.207739,-0.524311,-1.361567,-0.01026,-0.039576,1
6.699743,8.651844,-6.249405,4.330349,-0.380859,0.981984,-1.046079,2.237089,2.216599,-0.296154,-2.669732,0
3.079414,-2.187648,1.737112,0.29774,0.614507,1.129997,0.385268,1.228583,-1.092826,-0.408233,1.103499,1
-3.029923,-2.243725,-5.87395,-2.76279,-1.308833,1.012036,0.085264,-0.711435,-0.249887,-0.486067,0.055714,1
0.123452,-2.670943,0.143642,0.569591,0.097556,-1.252465,-0.363572,1.191683,0.306028,0.53158,0.021731,0
-0.681059,0.761023,0.848799,-0.062234,0.15996,0.373528,-0.214364,-1.483851,0.319024,-0.003145,-0.073276,0
11.790738,4.653157,-3.782756,0.547362,1.15667,-0.535416,-0.020435,-0.871662,0.779413,1.165983,-0.031237,0
1.551585,0.882251,-0.169727,-0.570677,-0.001288,-1.001306,-0.277075,-1.024427,0.740343,-0.787844,-0.005165,0
3.962067,0.285865,0.831414,-0.398026,0.164799,-0.198208,-0.565814,-1.788889,-2.317565,0.776105,-0.141499,1
0.170698,0.685592,1.161264,0.421859,-1.250491,0.358593,-1.036807,0.140459,0.036348,-0.415571,-0.19892,0
-0.258663,-1.183497,0.476348,0.039445,-0.190446,-1.072686,-0.57187,0.085548,0.431643,0.753606,-0.203756,0
-3.303273,1.435409,0.259614,0.477451,0.935866,1.106268,0.231537,-0.145866,0.184148,1.190407,0.548837,0
0.316463,-0.989083,1.856135,0.001589,-0.256702,0.917384,-0.150852,1.361876,0.903489,0.186225,-0.338764,0
3.450015,-4.44032,2.349747,2.145023,0.106397,1.833398,-0.122947,0.925159,0.116376,-0.343568,-0.425626,1
0.80108,0.561758,1.158312,0.620427,-1.859143,0.380869,0.388539,0.852666,0.207778,-0.666819,0.211374,0
1.119937,-2.187708,0.758288,0.027092,-0.106724,-1.090513,-0.442097,1.446453,-1.10355,0.4437,-0.365757,0
-0.421796,-0.450143,-1.551077,-2.774635,-1.52468,0.25851,-0.500733,0.076903,-0.952516,0.075075,-0.494164,0
0.857869,-3.193341,0.795373,1.05673,0.232427,-0.165318,-0.217375,0.980254,0.519896,0.73979,-0.503076,1
-3.59498,1.55035,0.318725,-0.024454,1.136071,0.989737,0.429966,-0.267491,0.392826,1.206083,0.565388,0
-2.448895,-2.049834,-3.378447,-0.281488,0.0842,0.648032,0.225301,0.298842,-0.188393,0.586997,0.133059,0
0.297836,0.925729,1.312525,-1.299364,0.053225,0.000638,-0.105212,0.031952,-0.799599,-0.008666,-0.204124,0
-1.129524,-1.519502,-0.64032,1.524574,1.298913,-0.110735,0.430457,0.054515,-0.388352,-0.410489,-0.235693,0
2.300268,-0.494883,1.338878,-0.000058,-0.63078,0.521945,-0.344137,0.260959,0.867236,-0.849313,0.243548,1
-0.005568,1.316476,1.36535,-1.558445,-0.237454,-0.172508,-0.192618,-0.177621,-0.987976,-0.569616,-0.382113,1
8.923027,3.827737,-2.913252,0.656095,0.950325,-0.016576,0.169679,0.06831,1.778191,0.56614,-0.243932,1
-1.956882,-0.006784,-0.267016,-1.081896,-0.252721,-2.202423,-0.4974,0.536032,0.507249,0.385038,0.012844,0
-1.915868,0.216072,-0.875251,1.695462,-1.166017,-1.044687,2.560892,-0.673073,-0.670256,-0.188414,-0.24447,0
-2.897157,-2.778172,-5.700896,-2.683204,-1.675259,2.453597,0.069867,-0.659476,-0.147251,0.174586,-0.495201,0
-0.365124,-1.275175,0.519078,0.023706,-0.075073,-0.961587,-0.422451,0.51246,0.404517,0.611957,-0.056555,0
-0.92693,0.244722,1.175391,0.079887,0.333678,0.924268,0.103948,0.379665,0.600929,-0.092546,-0.061805,0
-0.158482,0.46996,1.553276,-0.727431,-0.582771,0.000943,-0.481813,-0.499666,0.303923,-0.57446,-0.212691,0
0.667476,-0.466281,1.645568,0.275545,-0.666989,0.16903,-0.933367,-0.98725,0.247806,0.687871,-0.312562,1
-3.079423,1.787661,-0.009427,1.07478,0.365165,1.18161,-0.225366,0.003133,-0.020462,1.201272,0.613905,1
3.772305,-0.671377,1.038931,0.379422,-0.197885,-0.044472,-0.580945,-1.580794,0.60684,0.25807,1.01352,1
-0.737216,0.109195,0.368471,1.855141,0.46904,1.295303,-0.185489,-0.985734,-0.650135,-0.383098,-0.274125,1
-2.26883,-0.308744,-1.450815,0.540664,1.047344,-1.393239,0.208602,-0.424308,-0.2854,-0.437287,0.01197,0
-0.809263,1.282844,1.458943,-1.461048,-0.222927,-0.068791,-0.305102,0.105661,-0.91513,0.347479,-0.240342,1
2.666843,-2.296367,-4.105348,-0.715571,-2.569907,1.147392,-1.043879,1.157569,-0.115431,-0.706361,1.842448,0
-0.989037,-1.270166,-0.74071,1.482416,1.117452,-0.335264,0.194005,-0.662726,-0.339086,-0.18184,-0.393262,0
-1.233431,-0.570792,0.279878,-0.327257,0.101992,-1.015212,-0.210572,0.641531,0.352876,0.380602,0.036248,0
4.731218,-0.420522,-0.971982,0.72881,0.59036,-1.017931,-0.139402,-1.502145,0.912271,-0.339396,0.86916,1
-2.957925,-0.468775,-2.786499,0.214221,0.85027,-3.122532,-0.020853,-0.068134,-0.431752,-0.812291,0.207279,1
-0.096787,-0.035028,1.662396,-0.175001,-0.607217,0.242274,-0.641778,-0.149978,0.266047,0.084903,-0.209666,1
0.613281,-0.648012,1.773012,0.020865,-0.459209,0.473866,-0.393625,0.22686,0.125988,-0.652868,-0.07829,1
-0.770815,3.316734,-4.254211,5.167778,-5.580933,-2.256519,-4.907426,2.480859,-1.727636,0.612931,0.824074,0
-1.258267,1.528865,0.086411,0.255061,0.875694,0.608644,0.294407,-1.497549,-0.192689,-0.957092,-0.058054,0
-0.083644,-0.640528,1.726338,0.030102,-0.266275,0.518095,-0.467206,-0.023228,0.543228,0.760219,-0.295578,0
-2.583444,-0.002433,-1.055908,0.646137,1.001214,-0.938811,0.081015,-0.794287,-0.089247,0.507947,-0.20234,0
0.558461,0.582448,1.471152,-1.19681,-0.284591,0.151812,-0.218908,0.029178,-0.661395,-0.135634,-0.386069,0
-2.230708,-0.520705,-1.114202,1.382057,0.888727,-0.577923,0.054686,0.091333,-0.29976,0.287551,-0.142119,0
-1.844608,-0.184275,-0.906971,0.817237,1.017368,-0.712834,0.178243,-0.768027,-0.339327,-0.290425,-0.134496,1
-1.538537,-3.536248,-3.077797,0.663201,0.11434,1.118056,0.219563,0.516615,-0.402975,0.306936,-0.66121,0
-3.283712,0.264189,-1.81364,0.536811,0.794136,-1.617105,0.011685,0.176524,-0.213713,0.148333,0.252609,0
-1.204685,-1.215399,-0.720746,1.293077,1.167865,-0.290305,0.308228,-0.465421,-0.201719,-0.246766,-0.467672,1
0.101164,-1.838809,0.599958,0.361909,-0.002557,-0.769141,-0.394835,0.607588,0.377956,0.649978,-0.041923,0
-0.649787,-1.996089,-0.583877,1.831495,1.252143,-0.000585,0.3241,-0.23761,-0.309474,-0.222551,-0.575552,0
2.400858,0.401783,1.046875,-0.334121,-0.369818,-0.349445,-0.881153,-2.452551,-0.956567,0.686022,-0.442743,1
-2.863037,1.528887,0.243683,0.304928,0.882803,1.006556,0.332265,-0.275274,0.022956,0.196167,0.381906,0
2.489421,-1.975598,1.720326,0.39514,0.69189,1.189768,0.389641,1.323374,-1.317846,-0.565647,0.986712,0
0.908351,1.421975,0.780661,-1.011987,-0.208573,-0.211485,-0.097649,-0.781868,0.687895,-1.161208,-0.238801,1
-1.578997,1.590689,0.617846,-0.280695,0.183983,0.629883,0.028903,0.05045,0.526849,-0.354566,0.188901,0
-1.959161,0.865692,1.360112,-0.819526,0.102993,0.593111,0.040023,0.203195,0.855395,0.05296,-0.080923,0
-0.569644,-0.87975,0.130062,-0.080758,-0.095929,-1.356171,-0.458488,-0.064371,0.23582,0.235703,-0.347301,0
-2.689271,1.902666,-0.181807,0.334595,1.243034,1.101841,0.500286,0.256641,0.63255,1.11316,0.478866,0
-1.047388,-1.559573,-0.645669,1.516459,1.270497,-0.119341,0.398897,-0.109807,-0.304032,-0.33929,-0.361859,0
-1.27619,-1.231343,-0.700289,1.34943,1.229437,-0.245032,0.371178,-0.173622,-0.336839,-0.362857,-0.264359,0
5.759545,-2.997074,-0.28735,1.712631,0.504263,-0.556247,-0.269404,-1.285107,0.425756,0.007349,2.268238,1
1.813226,-2.872864,-3.021008,-2.709901,-1.775027,2.402014,-0.060129,-0.840039,0.899574,0.052691,0.116904,0
-1.453533,-0.950024,-0.756282,1.126343,1.192042,-0.35695,0.362683,-0.324624,-0.246242,-0.345822,-0.270169,0
2.302796,-0.347849,-0.38741,-0.147893,0.299632,-1.081277,-0.024024,-0.219839,0.851596,-0.446163,0.590284,1
1.684931,-1.483662,1.82091,-0.046264,-0.224629,0.891136,0.000584,0.678336,0.931684,-0.651294,-0.112523,0
1.55455,-1.81321,0.284825,0.042951,0.093203,-0.781589,-0.047348,0.518749,0.854754,-0.371182,0.114305,1
2.881487,-0.488797,-1.473507,-2.193694,-0.102622,0.626946,0.26631,0.760419,-1.92544,0.224124,0.434803,1
-1.638008,2.103349,-0.217997,0.364163,0.729768,0.858774,0.33997,-0.330092,-0.015099,-0.995325,0.101953,0
2.244091,-2.042924,-1.270345,-1.749834,-1.465594,0.736667,-0.783804,-1.718402,-0.646188,0.952795,-0.580996,1
-2.67816,1.553021,0.233507,0.161625,0.96552,0.958142,0.443758,-0.32102,0.032565,-0.138694,0.310424,0
4.390106,-1.150675,1.137426,1.215746,-0.984607,-0.250686,-1.473232,-4.02147,0.187756,0.373331,-0.291955,1
2.440126,-3.280728,-3.025047,-1.349586,-1.340117,0.451736,-0.3735,-0.79262,0.479545,-0.349152,0.853328,0
-1.403282,1.177027,1.56271,-1.372185,-0.488525,-0.136896,-0.358773,-0.030256,0.543639,-0.139171,-0.011357,1
0.354482,-2.157011,-2.222563,-1.868728,-1.278897,-0.207149,-0.334154,0.61684,0.479981,-0.488705,0.07005,0
-1.730202,1.178679,1.794516,-1.520616,-0.81091,-0.128221,0.022392,0.75921,0.908305,0.444123,0.075353,0
0.98149,1.222594,1.191514,-1.78053,0.373876,0.16387,0.237833,1.064335,-1.957246,-0.055659,-0.271165,1
-2.67816,1.553021,0.233507,0.161625,0.96552,0.958142,0.443758,-0.32102,0.032565,-0.138694,0.310424,0
-1.844608,-0.184275,-0.906971,0.817237,1.017368,-0.712834,0.178243,-0.768027,-0.339327,-0.290425,-0.134496,0
-1.63472,-1.079358,-1.336484,1.04482,1.106372,-1.136472,0.196259,-0.383063,-0.314767,-0.349436,-0.160033,0
-0.434049,0.574439,1.150944,-0.471456,0.083008,0.473727,0.074869,-0.50239,0.370315,-1.097202,-0.01219,0
-1.997535,-0.133413,-0.418754,-1.051487,-0.232315,-2.413479,-0.497073,0.579065,0.484796,0.383662,-0.047481,0
1.430678,0.492791,1.345993,-0.804094,-0.292326,-0.129633,-0.470081,-1.001182,-1.085745,-0.164482,-0.282163,1
-0.562027,-0.836592,0.421421,-0.243656,-0.190949,-1.171066,-0.520678,0.09167,0.516513,0.697636,-0.177001,1
0.551661,-2.83998,0.8223,0.867543,0.205055,-0.300863,-0.202592,1.328273,0.333972,0.567219,-0.094167,0
-1.331579,-0.074668,0.339209,-0.766789,-0.219464,-1.379864,-0.452553,0.245576,0.530867,0.527731,-0.049674,0
-1.018498,0.514804,1.735853,-0.884521,-0.593933,0.249043,-0.399372,0.776876,0.656031,-0.000335,-0.18983,0
-2.438387,-1.303867,-4.395189,-1.886144,-0.778494,0.992829,0.050404,-1.172467,-0.276205,-0.014163,-0.197669,0
4.048546,0.468116,-2.218118,-2.377718,0.418082,0.566027,0.604542,0.826384,-1.291649,0.285946,0.218443,1
0.144948,0.124832,1.606141,-0.44163,-0.580367,0.100769,-0.532632,-0.501272,0.221439,-0.515917,-0.254984,0
2.03791,-2.405759,1.943883,1.035591,-0.048614,1.118421,-0.200207,0.566554,0.161265,-0.327309,0.047362,1
2.012929,-2.340329,1.943143,1.009854,-0.092725,1.099571,-0.211737,0.45,0.190001,-0.431265,-0.218297,1
1.39894,1.738017,0.823601,-1.912546,0.525417,0.008269,0.337861,0.833145,-1.794198,-0.252249,-0.406357,1
-1.015719,0.436793,1.857661,-0.735569,-0.762273,0.018025,-0.799595,0.119496,0.699995,1.058858,-0.196112,1
0.97075,1.632422,1.093442,1.471628,-5.265915,-0.786017,5.691784,0.139357,0.160356,0.334721,0.196417,0
-2.839356,0.188497,-1.489901,0.179947,0.907083,-1.553717,0.210271,-0.306826,-0.345321,-0.75653,0.053018,0
-2.723131,1.749044,0.075533,0.678258,0.526114,1.053644,0.0467,-0.18215,-0.104925,0.202957,0.422573,0
-0.641488,-0.824895,0.431729,-0.295813,-0.163619,-1.147517,-0.472078,0.204054,0.541288,0.657791,-0.169451,0
-1.997535,-0.133413,-0.418754,-1.051487,-0.232315,-2.413479,-0.497073,0.579065,0.484796,0.383662,-0.047481,0
-2.26883,-0.308744,-1.450815,0.540664,1.047344,-1.393239,0.208602,-0.424308,-0.2854,-0.437287,0.01197,0
-1.219926,-1.058955,-0.761616,1.342229,1.140045,-0.378769,0.245907,-0.511398,-0.373441,-0.270722,-0.250906,0
3.055944,1.912348,0.453466,-1.862819,0.785918,-0.118889,0.257688,0.269858,-3.074999,0.51748,-0.484104,1
-0.043601,-1.945527,0.665113,0.412431,0.071344,-0.653698,-0.301307,1.035458,0.297318,0.533596,0.007091,0
-3.331254,1.391378,0.293244,0.402785,1.007204,1.096851,0.28865,-0.164491,0.209724,1.189049,0.540704,0
-0.300295,-1.877939,-0.012016,0.171243,-0.117651,-1.617295,-0.564516,0.567706,0.383303,0.653098,-0.166953,0
-2.404576,-2.159097,-3.352444,-0.207976,0.103015,0.704402,0.244314,0.36893,-0.195358,0.566558,0.067077,0
0.470666,0.657066,1.614303,-1.488779,0.049895,0.131906,-0.223405,0.28881,-2.066399,0.97624,-0.648606,0
2.212472,-0.968378,1.610966,0.245285,-0.967918,0.112292,-1.125995,-2.163691,0.973476,0.728319,-1.065536,0
-2.589222,-0.020911,-1.496914,0.341356,1.023263,-1.404687,0.26961,-0.181277,-0.226901,-0.545859,0.08203,0
0.095879,-0.111739,1.737483,-0.764958,-0.305118,0.315268,-0.184641,0.614852,0.76672,-0.058143,0.312452,0
0.205678,1.713027,1.384691,-1.906567,-0.259683,-0.262707,-0.334983,-0.012779,-2.427958,-0.089404,-0.686039,0
-1.917752,0.392125,0.309855,-1.135671,-0.210382,-1.465431,-0.359935,0.494828,0.57746,0.388705,-0.041109,0
-3.488086,1.362707,0.342371,0.224606,1.136364,1.132117,0.444546,0.018226,0.293325,1.113225,0.561458,0
-1.3719,-0.037284,0.343095,-0.726462,-0.258423,-1.402677,-0.506707,0.216576,0.470288,0.544025,-0.092889,1
-2.466081,1.785576,0.040334,0.443731,0.724507,0.987266,0.246923,-0.221814,-0.012169,-0.13555,0.330159,0
1.833654,1.120657,0.874759,-1.37726,0.501699,0.145058,0.148434,0.429331,-1.796869,0.53885,-0.120553,1
1.6594,-0.378605,-0.52541,0.215532,0.488352,-0.639565,0.200111,-0.375308,0.703004,-0.995004,0.560495,0
-2.223107,-0.305944,-1.457345,0.589027,1.016851,-1.416812,0.158615,-0.513134,-0.32025,-0.404087,-0.004007,0
-2.914002,1.761548,0.013807,0.743534,0.5039,1.023492,-0.145628,-0.477526,0.212765,1.388411,0.652146,1
-0.4195,4.799953,-2.199311,5.329604,-4.129439,1.590204,-3.510947,1.054923,-1.851122,-0.746521,0.790547,0
-0.807728,0.773992,0.092265,1.118744,0.767624,1.139961,0.190431,-0.831521,-0.115819,-0.462872,-0.003001,0
1.825039,0.034557,1.138487,0.23036,-0.540723,-0.160981,-0.829606,-2.086804,0.052324,-0.201043,-0.083967,1
0.824998,0.440603,1.151015,-0.708126,-0.226507,0.009865,-0.295622,-1.055758,0.914662,-0.050004,-0.172773,0
-0.150335,-0.698006,2.053661,0.035449,-0.710158,0.3825,-0.867817,0.086097,0.644621,1.211008,-0.710262,1
5.481931,0.934897,-1.342141,-1.284095,1.887053,-0.921111,1.02565,1.167773,-0.792179,0.190906,0.676235,1
-0.596033,-0.759951,0.59108,-0.52429,-0.218653,-0.94354,-0.349393,0.446107,0.74112,0.431456,-0.108591,0
-3.276953,-1.605407,-4.343947,-1.909627,-0.542816,1.276637,0.336146,-0.006125,-0.022267,0.410123,-0.089752,0
-0.7924,3.75902,-1.433362,3.1465,-2.017113,1.276038,-1.791783,0.572519,-1.012613,-1.063678,0.464041,0
1.341197,0.724111,1.226779,-1.230042,-0.106974,0.014123,-0.125866,-0.300354,-0.529425,-0.258481,-0.216759,0
1.141425,-1.065044,1.448241,0.247771,0.285841,0.830619,0.122112,0.424421,0.356458,-0.402053,0.892276,0
2.17968,-0.440366,1.241651,-0.113984,0.021288,0.518141,-0.19438,-0.114159,-0.847779,0.041141,0.078812,0
0.610413,-0.149939,0.215594,-1.090427,-0.027093,-1.451209,-0.182405,0.592994,-0.928198,-0.571357,-0.393997,0
-0.260984,1.99643,0.753996,-1.487302,0.307359,0.107535,0.247217,0.407578,-0.747872,-0.858913,-0.418837,0
-0.917141,-0.064841,0.434586,1.796047,0.536755,1.51719,-0.008855,-0.450555,-0.477058,-0.517883,-0.45029,1
3.345617,1.196606,-0.54652,0.29266,1.179916,0.434288,0.550605,-1.531386,1.325124,-0.922926,0.184514,0
3.707942,-4.755986,2.539769,1.84131,0.302847,1.962534,0.221691,1.93899,0.2206,-0.622039,0.61754,1
3.114499,4.162672,-1.620869,-0.896373,0.958426,0.05218,0.748627,1.904313,2.708503,-0.550968,-1.146526,1
0.947283,0.153442,1.588111,-0.252058,-0.877635,-0.146806,-0.873905,-0.950097,0.12182,-0.411522,-0.034891,1
0.523397,1.891988,0.4473,-1.516528,0.498872,0.01335,0.511259,0.638177,1.481442,-0.794309,-0.17065,0
2.279225,-0.586022,-0.058188,-0.382528,0.258242,-1.244113,-0.235838,0.100339,-0.998587,-0.112277,0.542782,0
1.869028,-3.27264,0.363633,2.241405,0.442397,0.798432,1.005261,0.428653,0.5588,0.820206,0.98539,0
-0.303168,0.016529,1.704623,-0.509423,-0.392258,0.397461,-0.334025,0.716872,0.758356,0.231007,-0.23099,0
1.081601,1.282563,1.159747,2.148216,-5.630503,-0.90084,5.122931,-1.132328,-0.463208,0.637908,0.028663,1
-3.460104,1.406739,0.308741,0.299272,1.065026,1.141535,0.387433,0.03685,0.267749,1.114584,0.569592,0
-2.546717,1.868922,0.005845,0.632531,0.495068,1.046408,0.093359,-0.089976,-0.117456,-0.16642,0.381803,0
1.732441,0.222971,1.314168,-0.788251,-0.253142,0.197086,-0.269049,-0.215244,-0.657137,-0.12533,-0.003491,0
-2.347802,0.178141,-1.003761,1.688198,-1.031586,-1.110171,2.614657,-0.328831,-0.502331,0.380455,-0.10304,0
-0.443751,0.622805,1.39261,-0.70286,-0.350505,0.249376,-0.284729,0.534054,0.723719,0.095141,0.09529,0
-3.199811,1.707279,0.065582,0.873691,0.536751,1.185116,-0.061749,0.066554,0.059703,1.161323,0.612082,0
0.138924,1.698499,1.168976,-2.250647,0.536979,0.060977,0.441343,1.114675,-1.982619,-0.313593,-0.453131,0
-2.891019,1.484856,0.277313,0.230262,0.954141,0.997138,0.389378,-0.293899,0.048533,0.194809,0.373772,0
2.129589,0.02758,-0.535727,0.323491,-0.643355,-1.246097,0.361279,-0.821132,0.675487,-0.550204,0.409163,0
2.284231,-1.637823,-0.064561,0.612355,0.45943,-0.668695,0.065543,0.310299,0.100107,-1.060245,1.301923,0
