@relation 'ant-1.7_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.362wmc-0.358rfc-0.337npm-0.316loc-0.303ce... numeric
@attribute -0.486dit-0.465mfa-0.445ic-0.405cbm+0.233ca... numeric
@attribute '-0.516ca-0.489cbo+0.29 avg_cc+0.286max_cc-0.232noc...' numeric
@attribute -0.622lcom3+0.583dam-0.197max_cc-0.196cam+0.194noc... numeric
@attribute '0.565avg_cc+0.42 max_cc+0.292noc+0.284ca+0.244cbo...' numeric
@attribute -0.914amc+0.245avg_cc+0.203max_cc-0.186loc+0.132cam... numeric
@attribute 0.835noc+0.259moa-0.226ca+0.206ce-0.176cbo... numeric
@attribute 0.551cbm-0.522mfa+0.371ic-0.315dit-0.261cam... numeric
@attribute '-0.774moa+0.281lcom+0.281noc+0.254npm+0.23 wmc...' numeric
@attribute -0.701cam-0.335moa-0.335lcom+0.287ce-0.17noc... numeric
@attribute 0.615ce+0.427cam-0.335moa+0.252rfc-0.235lcom... numeric
@attribute -0.582loc+0.482avg_cc+0.351ce-0.281max_cc+0.257npm... numeric
@attribute bug {1,0}

@data
2.350095,1.836634,-0.167572,-1.032899,-0.30465,0.258347,0.118414,1.110981,-0.007916,0.530433,-0.385985,-0.006555,0
1.083427,-1.479734,-0.424733,0.752974,-0.180954,0.034299,-0.092752,-0.906468,-0.35497,-0.358246,-0.46068,-0.123636,0
-2.242536,-2.761791,-0.497208,0.360991,0.458872,-0.004376,-0.176577,1.81919,0.521105,-0.290005,-0.523765,-0.099818,0
1.07872,-1.532836,-0.090582,0.713457,0.372565,0.189509,-0.361632,-1.0573,0.237732,-0.30784,-0.19021,0.084317,0
-0.680692,1.671171,0.484515,1.319796,-1.255713,0.059831,0.584001,0.840589,-0.763957,-0.118243,-1.072607,0.333119,1
-0.703179,0.00207,0.496712,-0.324875,-0.17306,-0.234781,0.243877,-1.010667,0.279071,1.468379,0.403812,0.059442,0
2.201912,1.795264,-0.226765,-0.394006,-0.250282,0.336987,-0.243726,0.712828,0.097435,-0.264707,0.105893,0.196621,0
1.662716,-1.293785,-1.101632,-1.93309,0.403503,0.224065,0.182228,-0.675225,0.134831,0.662505,-0.913319,0.010087,0
0.730351,0.224424,0.576673,1.245861,-0.067478,0.069932,-0.327584,-0.682936,0.302552,0.121085,0.014401,0.077681,0
-0.472778,-0.726304,0.060745,0.870021,-0.212603,-0.057964,0.319456,-0.2854,0.024105,0.247721,-0.344331,-0.077321,1
-1.019009,0.74624,1.462375,0.176302,1.871273,0.151577,0.128745,-0.831279,0.23194,0.16688,-1.016892,-0.35686,0
-0.777054,1.619575,1.670401,0.434627,0.36482,-0.116432,-0.442406,0.43746,0.841656,0.230488,-0.128214,-0.583059,0
1.546733,0.278231,-0.682624,0.538997,-0.286888,-0.588907,0.051866,-1.081298,-0.681137,-0.280704,0.350303,0.084343,0
-1.829722,-0.407647,0.114539,0.76885,0.062444,0.111453,0.149535,-0.455893,-1.364616,0.366109,-0.512276,0.326745,0
-5.628103,5.583607,-11.155406,5.91368,8.580379,-1.019471,15.229511,0.54239,3.107051,-2.306133,-0.025579,-0.149373,0
-3.921286,-2.14291,0.150902,-0.01218,-0.525472,-0.01252,0.046707,1.154244,0.237786,0.169683,-0.14369,0.102718,1
2.364894,1.809443,0.011708,-1.248999,-0.317368,0.225715,0.128144,0.953504,0.080263,0.141599,-0.131514,-0.055021,0
0.256401,1.402413,0.743158,1.486171,-0.36516,0.018523,-0.057015,0.124866,-1.117433,-0.400694,0.454571,0.313025,0
-1.697134,-0.314823,0.324588,0.17611,-1.25151,-0.9632,0.230884,-1.29534,0.473359,0.663358,-0.006597,-1.173765,0
3.257896,-0.083601,-1.368783,-1.591303,-1.018886,0.08397,0.282851,-1.039822,0.091893,-0.552188,0.060562,-0.556556,0
-0.060276,-1.967407,-0.276246,-0.254536,1.085901,0.17918,-0.381331,-0.187717,0.369493,0.535651,-0.713442,0.22476,0
-0.082933,1.561482,1.024627,0.620732,-0.132126,0.054801,-0.206124,0.70376,0.498947,0.806761,-0.205066,0.092185,0
1.148948,1.627949,0.603017,-0.041409,0.161285,-0.077991,0.155317,0.757212,0.020202,0.831345,0.067452,0.165759,0
1.184153,-1.7324,-0.48514,0.336101,0.092149,-0.137483,-0.36648,-0.168748,0.117279,-0.877062,0.447664,-0.046397,0
2.49642,2.127723,-0.859131,-1.365501,-0.229173,0.514628,-0.258278,0.598305,0.055349,-0.753203,0.413752,0.173152,1
2.546326,1.758135,-0.093466,-1.032035,-0.583993,-0.179791,0.233206,1.123303,-0.03839,0.467958,-0.238872,-0.324199,0
2.446776,1.639842,-0.049472,-0.446523,-0.905177,-0.353552,0.475468,1.732744,-0.144533,1.784547,-1.080573,-0.855744,0
-1.387749,-1.314614,-0.317163,-0.548382,-0.302846,0.270323,-0.235345,0.273494,1.084468,0.229253,-0.292414,0.180041,0
2.019928,1.199691,0.559506,1.72262,-0.363862,0.06591,-0.540009,0.386198,0.165774,-0.748906,0.214916,-0.145732,0
1.01851,-2.604223,-0.718258,1.36269,0.010439,-0.549671,-0.710651,-0.055484,0.246632,-1.28881,0.449495,-0.273905,0
2.966683,-1.451113,-1.88542,-1.929695,-1.009382,-0.351587,0.35586,-1.982694,0.361935,-0.262689,-0.566277,-0.805318,0
1.260405,0.054397,0.203346,1.567564,-0.030068,-0.298243,-0.475097,-0.865345,0.158982,-0.059417,-0.142671,-0.094996,0
-1.402007,-2.563473,0.308959,0.042886,1.133445,-0.071637,-0.404546,0.389888,0.539553,0.308522,-0.124512,-0.705758,1
1.489301,1.237118,0.924863,1.641559,0.049309,-0.643677,-0.658173,0.133326,0.175052,-0.855851,0.465044,-0.051025,0
1.078417,-0.460805,-1.329353,1.783471,0.193455,-0.211993,1.962514,-1.352912,0.264063,-0.283493,-0.628789,-0.378567,0
-0.459059,-1.593732,-0.135461,0.661649,0.049675,0.089827,0.615004,-0.406722,-1.298462,-0.476539,-0.646295,0.14209,0
0.341755,-0.295668,0.424017,1.142408,-0.178946,-0.131272,-0.108583,0.346538,-0.272825,0.154973,-0.512527,-0.142981,0
2.102422,-0.393773,-0.850012,-1.655788,-0.308,0.191027,0.402398,-1.008601,0.145894,0.821054,-0.773163,-0.220892,0
-2.198636,-0.384049,0.627679,-0.267166,-0.26102,0.088402,0.089645,-0.661286,0.208528,0.15319,0.864351,-0.007344,0
-0.11255,-0.663718,0.285728,0.728029,0.298515,0.087875,0.23563,-1.436769,0.561316,0.885941,-0.540479,-0.047064,0
0.960915,-2.621547,-0.775409,1.394479,-0.073255,-0.298116,-0.658136,-0.059834,0.195329,-1.179367,0.583288,-0.180844,0
0.280364,1.344821,1.216063,1.463771,0.006794,0.109523,-0.577213,0.411064,0.629883,-0.179214,-0.058136,0.057632,0
2.049796,1.220806,0.521761,1.685235,-0.347238,0.007676,-0.54406,0.328607,0.123105,-0.845348,0.349629,-0.299383,0
-1.345727,-3.508985,-0.651844,0.474663,0.356325,-0.115695,-0.375401,0.931385,0.329457,0.293594,0.402675,0.161817,0
2.050491,2.300546,-1.188401,-0.869921,0.200703,0.22097,-0.331639,1.005604,-0.265037,0.599252,-0.357001,-0.143321,0
-2.342421,1.814711,1.179944,0.681306,-0.524301,0.064097,0.482751,0.245718,-1.802972,0.255487,-0.127824,0.199708,0
2.121504,-0.572896,-0.466939,0.161879,-0.266402,0.131165,-0.345567,-0.524087,0.136726,-1.412042,0.615137,-0.205429,0
3.244537,-0.411003,-1.541154,-1.638116,-0.989637,0.059409,0.260345,-1.243394,0.1856,-0.516997,-0.206086,-0.693736,0
-2.697231,-0.604656,1.831767,-0.488653,1.879702,1.005884,0.190347,-1.267133,-0.809412,0.52961,0.121234,0.326156,1
2.238805,-1.050715,-0.923991,-1.965209,0.272873,0.381785,0.189387,-0.606039,0.069113,0.012496,-0.460056,0.075357,0
1.760328,1.693855,0.630511,-0.734358,0.236345,0.278719,0.120111,0.779247,-0.485948,0.056473,-0.541673,0.196411,0
-0.569629,-1.666459,-0.130093,0.793887,-0.586793,-0.539514,0.28979,0.146881,-1.033101,0.145499,0.109869,0.023693,1
0.825594,-0.08667,-0.39072,-0.090189,-0.132245,0.022496,0.728117,-1.017549,0.168116,0.920734,0.190406,0.208245,0
3.204272,1.801193,-0.246903,-1.400977,-0.229593,0.494127,-0.036074,0.621226,-0.016386,-0.897025,0.364721,0.034312,0
-0.249097,-2.489982,-0.561859,0.658688,-0.306989,-0.46987,0.003315,0.17502,-0.489542,-0.019898,0.423309,0.025563,0
-0.037207,1.025481,0.05449,1.594753,-0.865899,-0.11795,0.128999,0.28314,-1.335266,0.161271,-1.203428,-0.181628,0
2.119757,0.457815,0.03261,-2.020326,0.900505,0.592435,0.079742,-0.835275,0.041324,0.051877,-0.404075,0.622391,0
-3.468554,-2.902384,-2.019139,0.138289,1.365396,0.04688,-1.322564,2.829095,0.100399,-0.318439,-0.151128,-0.023255,1
-1.483361,1.845166,0.740937,0.992087,-0.608038,0.187603,-0.148472,0.697588,0.586289,0.364755,-0.712026,0.062281,0
2.423296,0.429095,-0.734935,-1.497626,-0.599464,0.045653,0.385706,-0.490864,-0.077334,0.409824,0.008887,-0.147457,0
0.678942,1.69837,0.750796,-0.258923,-0.345609,-0.844592,0.013283,0.771003,0.225874,0.646837,0.262964,-0.785263,1
1.543168,-0.191962,0.277813,1.804179,-0.122518,0.061309,-0.498251,-1.177343,0.139656,-0.524795,0.239585,0.143084,0
-8.643968,1.006462,1.353002,-1.93775,-2.102087,-1.091604,0.754305,-2.245207,1.273668,0.755376,2.598662,-2.383705,1
1.127655,-1.281129,-1.196783,-1.775767,-0.081804,0.06936,0.801601,-0.533374,0.259402,1.139721,-0.624291,-0.058345,1
0.086795,-1.126782,-0.074062,1.52422,-0.451471,-0.298817,-0.148917,-0.481239,0.061522,0.77506,0.378784,0.21788,0
2.102422,-0.393773,-0.850012,-1.655788,-0.308,0.191027,0.402398,-1.008601,0.145894,0.821054,-0.773163,-0.220892,0
0.163032,2.741392,3.970779,-4.959431,3.690329,-25.622144,-0.856395,-0.499649,0.089474,-1.261384,-1.386689,2.29363,0
0.986391,1.43857,0.937135,1.169961,0.605001,0.214951,-0.294614,0.224163,0.447036,-0.650319,0.120713,0.222018,1
-1.301775,-5.079762,-1.154858,-0.064745,0.72467,-0.135069,-0.327704,2.076451,-0.228919,-0.455471,-0.141431,-0.259011,1
0.402559,-1.526654,-0.240016,1.009833,-0.326083,-0.088874,-0.158772,-0.820404,0.286375,0.421245,-0.079354,0.010337,0
0.468266,1.419447,0.724435,1.487256,-0.481399,-0.437373,-0.371993,0.603945,0.327416,0.336906,0.131033,-0.436963,0
1.263571,1.238351,0.649732,1.536175,-0.51441,0.030272,-0.393593,0.26393,0.157903,-0.42901,0.735765,0.213539,0
2.293625,-0.695965,-1.078919,-1.68561,-0.475142,-0.236964,0.346834,-0.191988,-0.065298,0.201533,-0.044474,-0.337474,0
2.854447,2.207631,-1.182979,-1.245689,0.234194,0.44232,-0.376084,0.490977,-0.382232,-0.63697,0.577141,-0.002732,0
-3.005505,1.769507,1.541687,0.094124,-0.20988,-0.493248,0.507877,-0.291505,-1.179383,1.15957,2.001076,0.029858,1
-1.337586,1.871632,1.307441,0.52093,0.942993,0.350153,-0.354748,0.274459,1.031314,0.154951,-0.244315,0.198673,0
1.28464,-0.404854,-0.323726,1.434663,-0.225265,-0.122805,0.248148,-1.07451,0.444575,0.1398,-0.458898,-0.196219,0
-0.450405,-1.046501,0.165199,0.500554,0.115732,-0.151507,-0.319258,0.850363,0.218702,-0.067026,0.776982,0.063794,0
1.659647,-0.931103,-1.074552,-2.125944,-0.210081,0.279889,0.267027,-0.700019,0.187764,-0.067544,0.137443,0.053291,0
2.350174,1.645114,-0.127104,-0.446733,-0.932893,-0.328481,0.522053,1.680871,-0.251779,1.918455,-0.870616,-0.669331,0
0.574115,-0.585282,0.250012,-0.330449,0.483611,0.034757,-0.146747,-0.264479,-0.348076,-0.713923,0.220665,0.182716,1
0.581856,-2.120039,-0.493014,0.557174,0.171737,-0.014438,-0.311654,-0.403312,0.118779,-0.279545,0.330007,0.169207,0
-2.567367,-1.50166,0.222261,-0.166183,-0.197154,-0.176694,-0.103786,-0.277482,0.74407,0.547358,1.073429,-0.183732,1
0.613074,1.829836,1.665417,-2.181226,2.425583,0.931937,-0.167479,-0.349857,-0.26617,-0.090009,1.092335,1.874211,0
-4.553413,2.277038,0.956067,0.472665,-1.880672,0.402944,0.572362,0.406897,-1.5929,-0.609637,-1.282561,0.546992,0
1.132323,-2.348684,-1.02096,0.083736,-0.129024,-0.48588,-0.368913,0.173575,0.172607,-0.891579,0.475409,-0.317618,0
-0.967743,-1.653931,-0.395441,-0.42397,-0.122188,0.181839,-0.213295,0.442266,0.785348,0.23337,-0.081302,0.167376,0
3.208097,-0.431253,-1.518649,-1.651546,-1.033721,0.088945,0.305371,-1.264115,0.157057,-0.46819,-0.103785,-0.627857,0
0.270188,2.337944,-1.711006,2.182818,0.500581,-0.180449,-1.055429,0.203871,-0.899769,-0.159926,0.234738,-0.284655,0
-0.394343,-2.788818,-0.397726,0.589685,0.386431,-0.176349,-0.363219,0.546988,0.378154,0.257842,-0.227999,-0.330145,0
3.416382,1.779835,-0.570894,-1.207631,-0.952312,0.144637,0.083318,0.747541,-0.003514,-0.915583,0.532806,-0.477297,1
-4.005755,-0.845813,1.628477,-0.764492,0.956674,0.616725,0.494597,-0.298318,-1.792924,-0.821195,-0.820119,-0.353138,1
0.166407,-2.769616,-0.701809,0.05314,0.833107,0.017163,-0.416002,0.512655,0.233639,0.305178,-0.548486,0.068578,0
0.617079,-0.995514,-0.097739,1.179344,-0.434513,-0.152833,-0.316852,-0.240089,0.498408,0.102889,-0.423392,-0.128149,0
1.301271,-0.111142,-1.412417,-1.456403,1.474127,0.36219,1.48912,-0.138018,0.469079,0.285721,-0.667079,0.233688,0
