@relation 'poi-2.5_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-9,11'

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,0,130,1.047118,0.019048,2,0.55814,0.161538,2,7,47,11,2.4,1
1,0,89,0.878216,0.727273,4,0,0.140162,0,0,32.703704,32,2.2963,1
2,0,479,0.898649,0.9375,6,0.244444,0.335135,1,6,12.684211,2,0.9211,1
2,0,209,0.846154,0.9,3,0.323529,0.346154,1,6,12.407407,2,0.8889,1
2,0,0,0.821429,1,6,0.3,0.583333,1,2,38.5,4,1.375,0
1,0,6,2,0,0,0,0.583333,0,0,0,1,1,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.416667,2,1,1
2,3,6,2,0,0,0.916667,0.6875,0,0,14.25,5,1.25,1
2,0,312,0.860465,0.944444,8,0.211538,0.327273,1,6,19.795455,2,0.9545,1
1,2,0,0.5,1,2,0,0.458333,0,0,16.5,3,1.1667,0
2,0,54,0.818182,0.5,0,0.55,0.5,1,6,8.583333,2,0.8333,1
2,0,21,0.685185,0.833333,2,0.304348,0.225564,1,2,13.631579,3,0.9474,1
2,0,43,0.8,0,0,0.578947,0.418182,1,6,15.363636,2,1.0909,1
1,132,105,2,0,0,0,0.483333,0,0,4.6,1,0.8,1
2,0,46,0.777778,0.333333,0,0.52381,0.333333,1,6,14.230769,2,1.0769,1
1,0,53,1.033333,1,0,0,0.157143,0,0,20.636364,4,1.6364,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.5,2,1,1
1,2,42,0.818182,0,0,0,0.708333,0,0,3.833333,1,0.8333,0
1,0,0,0.976667,0.133333,1,0,0.253968,0,0,5.571429,1,0.9524,1
1,0,6,2,0,0,0,1,0,0,0,1,1,0
1,0,7,0.75,1,0,0,0.55,0,0,36.666667,9,2,1
3,0,0,2,0,0,1,1,0,0,7,0,0,0
1,0,0,0.222222,1,1,0,0.4375,1,1,30.5,6,2.5,0
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.666667,1,0.7778,1
2,0,6,0.672727,0,0,0.592593,0.316667,1,1,11.416667,2,1,1
2,0,0,0.5,1,0,0.888889,0.5,1,1,26.2,12,4.8,0
2,0,43,0.833333,0.666667,0,0.575758,0.333333,1,5,15.8,2,1,0
1,0,15,2,0,0,0,0.291667,0,0,43,1,0.8333,0
1,0,0,0.333333,0,1,0,0.47619,0,0,29,7,2.1429,0
3,0,10,1.25,0,0,0.923077,0.5,1,2,4,1,0.4,1
1,0,88,0.683333,0,1,0,0.21875,0,0,14.375,4,1.125,0
3,0,0,0.5,0.5,0,0.514451,0.075456,2,20,32.976471,1,0.9882,1
1,2,3,0.333333,1,0,0,0.34,0,0,5.8,2,1,0
2,0,111,0.776471,0.8,0,0.423077,0.458333,1,6,11.555556,2,0.8889,1
1,0,78,0.533333,1,0,0,0.291667,0,0,9.5,9,1.625,0
2,0,57,0.769231,0.666667,0,0.5,0.482143,1,6,12.714286,2,0.8571,1
2,0,258,0.758333,0.8,0,0.333333,0.257143,1,6,14.36,7,1.76,1
1,1,4,0.833333,1,0,0,0.416667,0,0,46.75,6,2,1
2,0,4,0.875,0.5,0,0.730769,0.35,1,5,32.111111,4,1.3333,1
1,0,0,0,0,1,0,0.666667,0,0,5.5,1,0.5,0
2,0,55,1.1,0.333333,0,0.25,0.272727,0,0,7.454545,1,0.8182,1
1,4,15,2,0,0,0,0.333333,0,0,30.833333,6,2.3333,1
2,0,87,0.871429,0.8,0,0.478261,0.516667,1,5,14,2,1,1
2,0,66,0.85,0.4,0,0.44,0.313725,1,6,17.470588,3,1.2353,1
2,0,21,1.166667,0.5,0,0.583333,0.428571,1,2,3.285714,1,0.7143,1
2,2,106,0.760417,0.5,0,0.458333,0.485294,1,6,27.058824,5,1.5294,1
2,0,5,0.740741,1,0,0.3,0.228571,1,2,21,3,1.2,0
1,0,1,2,0,0,0,0.625,0,0,86.5,12,6,0
2,0,46,0.818182,0,0,0.55,0.4,1,6,9.5,2,1,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,0.888889,0.333333,0,0.772727,0.52381,1,5,15.714286,1,0.7143,1
1,0,28,0.6875,1,0,0,0.333333,0,0,45,13,3.2222,1
1,0,0,0.166667,1,2,0,0.428571,0,0,11.285714,2,1,1
2,0,9,0.5,1,1,0.848485,0.342857,0,0,5.714286,1,0.7143,0
1,0,0,0.923684,0,1,0,0.302564,0,0,4.74359,2,1.0256,0
1,0,1,2,0,0,0,0.5,0,0,67.5,2,1,0
2,0,54,0.924242,1,1,0.230769,0.3125,1,2,17,5,1.3333,0
2,0,281,0.940909,0.545455,0,0.387755,0.230415,1,5,16.580645,3,1.0645,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,66,0.805556,0.666667,0,0.52381,0.4,1,6,9.538462,2,0.8462,1
2,0,69,0.74359,0.666667,0,0.5,0.321429,1,6,12.214286,3,1.1429,1
2,0,74,0.75,0.75,0,0.44,0.294118,1,6,11.941176,2,1.1176,1
1,0,0,0.333333,1,0,0,0.5,0,0,25.666667,5,2.3333,0
1,0,9,0.25,1,0,0,0.454545,0,0,7.181818,1,0.6364,0
2,0,114,0.789474,0.833333,0,0.392857,0.45,1,6,16.55,2,0.9,1
2,0,0,0.818182,0.636364,5,0.34375,0.291667,1,6,16.166667,2,0.9167,1
2,0,169,0.946779,0.352941,0,0.366667,0.443182,1,6,12.590909,2,0.9091,1
1,0,0,0.583333,1,2,0,0.4,0,0,7,1,0.8,0
1,0,0,0.5,1,1,0,0.511111,0,0,24.555556,2,1.1111,1
3,0,10,1.25,0,0,0.96,0.55,1,3,4.4,1,0.2,1
1,4,6,2,0,0,0,0.666667,0,0,2.75,1,0.75,0
3,0,155,0.975369,0.238095,4,0.307692,0.34,1,6,18.333333,2,0.9333,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,45,1.111111,0,0,0.611111,0.525,1,6,6.8,2,0.8,1
2,0,196,0.909317,0.565217,6,0.25,0.277778,1,6,19.027778,2,0.9444,1
2,0,77,0.861538,0.8,0,0.5,0.517857,1,5,13.785714,2,1,1
1,0,66,1.090909,1,0,0,0.27381,0,0,40.083333,10,2.5833,1
2,0,54,0.981818,0.2,0,0.55,0.5,1,6,8.583333,2,0.8333,1
2,0,36,1.125,0,0,0.647059,0.555556,1,6,6.888889,2,0.7778,1
2,0,6,0.875,0.333333,0,0.703704,0.355556,1,5,18.666667,2,1.1111,0
2,0,219,0.850649,0.857143,0,0.354839,0.347826,1,5,13.695652,6,1.5652,1
2,0,69,0.74359,0.666667,0,0.5,0.321429,1,6,12.142857,3,1.1429,1
2,0,100,0.75,0.888889,3,0.212121,0.221675,1,2,17.862069,5,1.0345,1
1,0,6,2,0,0,0,0.5,0,0,0,1,1,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,38,0.822917,0.666667,1,0.542857,0.27451,1,5,23.294118,3,1.1765,0
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.333333,1,0.7778,1
1,0,0,0.25,1,0,0,0.311111,1,1,31.444444,7,1.8889,0
1,0,3,0.75,1,2,0,0.333333,0,0,16.833333,1,0.8333,0
2,0,175,0.630952,0,0,0.34375,0.30303,1,5,20.409091,7,2.0909,1
2,0,106,0.753788,0.909091,7,0.115385,0.18,0,0,18.04,8,1.32,1
1,3,325,1.04,0,0,0,0.544872,0,0,25.461538,10,1.9615,0
1,0,8,0.821429,0.083333,0,0,0.642857,0,0,13.625,1,0.625,1
3,0,0,2,0,0,0.777778,0.466667,0,0,6.4,1,0.8,0
2,0,6,0.916667,0.666667,2,0.555556,0.55,1,1,86.2,4,1.4,1
1,48,15,1.2,1,0,0,0.666667,0,0,152.5,1,0.8333,1
2,0,228,0.770833,0.833333,0,0.333333,0.251429,2,6,15.52,6,1.64,1
1,0,3,2,0,0,0,0.5,0,0,13.333333,1,0.6667,0
2,0,39,0.851852,0.333333,0,0.5,0.283333,1,2,6.5,1,0.7,1
1,0,0,0.25,1,0,0,0.666667,0,0,24.333333,1,0.6667,1
1,0,9,0.25,1,0,0,0.454545,0,0,7.181818,1,0.6364,0
2,0,32,1.034091,0.125,0,0.633333,0.35,1,5,24.333333,13,1.9167,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.416667,2,1,1
1,0,1,2,0,0,0,0.5,0,0,12.5,1,0.5,0
2,0,4,0.833333,1,1,0.5,0.4,1,1,25.5,3,1.25,0
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.888889,1,0.7778,1
1,0,123,0.659091,1,1,0,0.267081,0,0,27.608696,8,2.3043,1
3,3,4,0.5,1,0,0.944444,0.6,0,0,4.6,1,0.2,1
4,2,4,0.5,1,0,0.944444,0.6,0,0,4.6,1,0.2,1
2,0,142,0.798246,0.833333,0,0.392857,0.3,1,6,15.8,10,1.5,1
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9,2,0.8333,1
1,0,3,2,0,0,0,0.833333,0,0,1.333333,1,0.6667,0
2,0,49,0.75,0.5,0,0.478261,0.516667,1,6,23.466667,2,1.2667,1
2,0,87,0.803571,0.75,0,0.478261,0.483333,1,6,8.266667,1,0.8,1
2,0,43,0.85,0.5,0,0.578947,0.418182,1,6,9.454545,2,1,1
2,0,138,0.827068,0.857143,0,0.392857,0.36,1,6,13.95,2,0.9,1
2,0,11,0.8,1,2,0.5,0.541667,1,1,27.5,3,1.1667,0
1,0,4,0.333333,1,0,0,0.333333,0,0,12.5,2,0.75,0
1,0,36,2,0,0,0,0.296296,0,0,396.888889,3,1.3333,0
2,0,3214,0.981195,0.483146,34,0.106796,0.313684,1,6,13.46875,3,0.9896,1
2,0,36,1.125,0.333333,0,0.3,0.333333,0,0,5.333333,1,0.7778,1
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.666667,1,0.7778,1
2,0,88,0.763158,0.833333,1,0.392857,0.36,1,6,16.1,2,0.9,1
5,0,6,2,0,0,1,0.666667,0,0,4,0,0,1
2,0,10,2,0,0,0.555556,0.5,0,0,9,1,0.8,0
2,1,0,1.125,0,0,0.888889,0.5,0,0,5,1,0.6667,1
2,0,65,0.74359,0.666667,0,0.5,0.4,1,6,15.142857,2,1.0714,1
1,3,84,0.994048,0,2,0,0.317647,0,0,6.705882,4,1.1176,0
1,0,60,0.333333,0.666667,0,0,0.212963,0,0,46.307692,10,1.8462,0
2,0,45,1.111111,0.333333,0,0.272727,0.32,0,0,4.6,1,0.8,1
2,0,25,0.8,0.5,0,0.578947,0.568182,1,5,10.272727,3,1.2727,1
1,0,9,0.722222,1,0,0,0.166667,0,0,104.714286,8,2,1
3,0,41,0.916667,0,1,0.642857,0.327273,0,0,4.454545,1,0.9091,0
2,0,41,0.711538,0,0,0.458333,0.285714,1,5,14.785714,9,2,1
2,0,52,0.933333,0.4,0,0.55,0.415385,1,6,92.153846,4,1.3846,1
2,0,54,0.7,0,0,0.416667,0.3625,1,1,23,4,1.5625,0
2,1,0,2,0,0,1,1,0,0,3,0,0,0
2,0,57,0.769231,0.666667,0,0.5,0.482143,1,6,12.714286,2,0.8571,1
5,0,6,2,0,0,1,0.666667,0,0,4,0,0,1
3,0,3,2,0,0,0.971429,0.666667,1,1,8,1,0.3333,0
2,0,22,0.5,0,0,0.314286,0.244444,1,5,37.36,23,3.6,1
2,0,10,2,0,0,0.555556,0.5,0,0,5.4,1,0.8,0
1,0,1,2,0,0,0,0.5,0,0,114.5,17,8.5,0
1,0,0,0.5,1,1,0,0.7,0,0,28.4,2,1.2,0
2,0,38,0.75,0.875,4,0.34375,0.35,1,6,16.541667,2,0.9167,1
2,0,49,0.85,0.5,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,117,0.936364,0.363636,3,0.323529,0.346154,1,6,17.576923,2,0.9231,1
2,0,46,0.981818,0.2,0,0.55,0.5,1,6,10.583333,2,0.8333,1
2,0,244,0.908213,0.444444,0,0.34375,0.284722,1,5,15.375,6,1.4583,1
1,0,0,0,1,1,0,0.6,0,0,22,5,2.5,0
3,0,45,1.111111,0,0,0.631579,0.525,1,6,7.5,2,0.8,1
2,0,36,0.772727,0.5,0,0.55,0.4,1,6,10.75,2,0.8333,1
2,2,102,0.933333,0.75,1,0.176471,0.190476,0,0,614.5625,5,1.1875,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,114,0.877193,0.555556,0,0.392857,0.45,1,6,16.55,2,0.9,1
1,0,106,0.354167,1,2,0,0.144796,0,0,25.941176,2,1.1176,0
2,0,64,0.883333,0.6,0,0.52381,0.5,1,6,9.615385,1,0.7692,1
2,0,94,0.649123,1,2,0.321429,0.154545,1,1,15.2,3,1.15,0
2,0,6,2,0,0,0.769231,0.7,1,1,8.2,2,1,0
1,0,3,2,0,0,0,0.333333,0,0,104,1,0.6667,1
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9,2,0.8333,1
1,0,3,2,0,0,0,0.75,0,0,1.666667,1,0.6667,0
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.333333,1,0.7778,1
2,0,45,1.111111,0,0,0.611111,0.525,1,6,7.6,2,0.8,1
1,0,0,0.5,1,3,0,0.198864,0,0,27.0625,6,1.0625,0
1,0,45,2,0,0,0,0.4,0,0,0,1,1,0
2,0,36,1.125,0,0,0.647059,0.555556,1,6,6.888889,2,0.7778,1
2,0,114,0.855263,0.625,0,0.392857,0.45,1,6,16.55,2,0.9,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,0,0.35,1,0,0.578947,0.545455,1,6,15.181818,3,1,1
1,0,1,2,0,0,0,1,0,0,0,1,1,0
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
3,0,171,1.055556,0,0,0.581395,0.526316,0,0,5.684211,1,0.9474,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,91,0.776471,0.8,0,0.423077,0.458333,1,6,15.555556,2,0.8889,1
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.5,2,1,1
1,0,1,2,0,0,0,0.5,0,0,18.5,3,1.5,0
2,0,25,0.957143,0.142857,0,0.655172,0.222222,1,6,31.636364,3,1.8182,0
2,0,511,0.938063,0.625,4,0.244444,0.239382,1,6,14.263158,3,1,1
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
1,0,107,0.382353,1,0,0,0.433333,0,0,8.333333,2,1.2222,0
2,0,0,0,1,0,0.5,0.32,1,2,7.5,1,0.9,0
2,0,153,0.8,0.888889,2,0.323529,0.346154,1,6,17.923077,2,0.9231,1
2,0,49,0.975,0.25,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
1,0,2749,0.914286,1,5,0,0.16732,0,0,38.906977,35,2.2209,1
1,0,15,1.2,0,0,0,0.333333,0,0,22,4,2,1
2,0,45,1.111111,0.333333,0,0.272727,0.32,0,0,5.4,1,0.8,1
2,0,253,2,0,0,0.521739,0.669565,1,2,1.130435,1,0.9565,0
4,0,6,2,0,0,1,0.666667,0,0,4,0,0,0
2,0,312,0.909274,0.8125,0,0.38,0.265625,1,5,17.6875,1,0.9688,0
2,0,49,1,0.2,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
2,0,69,0.769231,0.666667,0,0.5,0.482143,1,6,9.857143,2,0.8571,1
1,2,19,0.611111,1,2,0,0.325,0,0,5.9,3,1.3,0
2,0,33,0.866667,0.6,0,0.5,0.283333,1,2,7.4,1,0.7,1
1,0,0,0,0,0,0,0.666667,0,0,9.333333,1,0.6667,0
2,0,470,0.863426,0.833333,0,0.244444,0.219595,1,6,22.081081,7,1.8919,1
1,0,21,0.533333,1,0,0,0.454545,0,0,6.909091,1,0.6364,0
3,0,3060,0.83906,1,2,0.529762,0.07963,2,20,9.3875,3,1.1375,0
3,0,15,1.178378,0.054054,2,0.915254,0.3,1,2,40.666667,2,1.1667,1
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
1,0,0,0,0,0,0,0.833333,0,0,19,1,0.5,1
1,0,6,2,0,0,0,0.666667,0,0,0,1,1,0
2,0,141,0.957393,0.315789,0,0.366667,0.443182,1,6,17.363636,2,0.9091,1
1,0,1,2,0,0,0,0.5,0,0,40,1,0.5,0
2,0,22,0.885714,0.8,0,0.583333,0.35,1,2,11.125,1,0.625,1
2,0,14,0.785714,0,0,0.695652,0.325,0,0,7.625,2,1,0
1,0,651,0.766926,0.705882,1,0,0.174004,0,0,33.148148,14,3.1667,1
2,0,1,0.670588,0.8,3,0.423077,0.366667,1,6,14.055556,2,0.8889,1
1,0,0,0.642857,0.5,0,0,0.46875,0,0,40.375,6,2.125,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,82,0.766304,0.875,3,0.34375,0.35,1,6,16.916667,2,0.9167,1
1,0,4,0.333333,0,0,0,0.416667,0,0,19.25,3,1.25,1
2,0,43,0.85,0.5,0,0.578947,0.418182,1,6,12.818182,2,0.9091,1
2,0,43,0.85,0,0,0.578947,0.418182,1,6,9.454545,2,1,1
2,0,49,0.933333,0.333333,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
2,1,255,0.924925,0.518519,6,0.23913,0.331579,1,6,19.368421,2,0.9474,1
2,0,665,0.836957,1,3,0.531915,0.185619,2,18,20.042553,7,1.5319,0
3,0,0,1.142857,0.5,0,0.772727,0.35,1,5,18.875,1,0.625,1
1,0,0,0.388889,1,0,0,0.313333,1,1,24.04,9,2.6,0
2,0,45,1.111111,0.5,0,0.272727,0.32,0,0,4,1,0.8,1
1,0,1,2,0,0,0,0.5,0,0,11,1,0.5,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.5,2,1,1
3,0,0,0.375,0,1,0.821429,0.369231,3,5,48.384615,4,1.5385,1
1,0,0,0.388889,1,0,0,0.36,1,1,24.04,9,2.6,0
2,0,43,0.85,0.5,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
1,0,36,2,0,0,0,0.314815,0,0,0,1,1,0
1,0,0,1,0.066667,1,0,0.304762,0,0,6.52381,5,1.0952,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,56,0.777778,0.666667,0,0.52381,0.5,1,6,9.615385,2,0.8462,1
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9,2,0.8333,1
2,0,3,0.916667,0.5,0,0.5,0.283333,1,2,7.3,2,0.9,1
1,0,20,0.625,1,0,0,0.301587,0,0,31,8,2.4444,0
2,0,49,0.85,0.5,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
2,0,0,0.757576,0.333333,0,0.633333,0.277778,1,5,21.166667,3,1.25,0
2,0,46,1,0.166667,0,0.55,0.5,1,6,10.583333,2,0.8333,1
2,0,327,0.775862,0.833333,0,0.289474,0.216667,1,6,15.633333,8,2.0667,1
2,0,37,0.806723,0.571429,2,0.423077,0.366667,1,6,14.555556,2,0.8889,1
1,0,3,0.083333,1,1,0,0.303571,0,0,39,6,1.8571,0
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.666667,1,0.7778,1
1,0,4,0.333333,1,0,0,0.466667,0,0,35.25,3,1.25,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9,2,0.8333,1
2,0,94,0.897436,0.384615,2,0.333333,0.262857,2,7,18.08,6,1.52,1
1,0,5,0.55,0,2,0,0.375,0,0,39.5,10,2.6667,1
1,0,16,0.727273,0.555556,2,0,0.319444,0,0,28.166667,9,2,1
2,0,4,0.666667,1,0,0.888889,0.5,1,1,9.75,2,1.25,0
2,0,4,0.428571,1,0,0.416667,0.425,1,1,9.875,1,0.875,0
2,0,6,0.75,1,2,0.555556,0.55,1,1,34.8,3,1.2,0
2,0,103,0.848739,0,1,0.423077,0.472222,1,6,16.777778,2,1.1667,1
2,0,162,0.861702,0.95,12,0.196429,0.325,1,6,17.145833,3,1,1
1,0,1,0,1,1,0,0.514286,0,0,35.571429,2,0.7143,0
4,0,6,2,0,0,1,0.666667,0,0,4,0,0,1
2,0,1362,0.927083,1,1,0.25,0.265306,1,7,30.473684,19,2.5263,0
2,18,10,1.25,0,0,0.636364,0.6,0,0,1,1,0.8,0
1,0,15,2,0,0,0,0.666667,0,0,27.5,1,0.8333,1
2,0,36,1.125,0,0,0.647059,0.555556,1,6,6.888889,2,0.7778,1
1,0,198,0.841751,1,0,0,0.383929,0,0,12.464286,12,1.75,1
2,0,664,0.902083,0.95,8,0.196429,0.270833,1,6,13.44898,2,0.9388,1
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
2,0,43,0.85,0.5,0,0.578947,0.418182,1,6,9.363636,2,1,1
2,0,367,0.854054,0.933333,4,0.23913,0.276316,1,6,19.842105,2,0.9474,1
2,0,204,0.882609,0.7,1,0.34375,0.298611,1,6,16,4,1.2917,1
2,0,187,0.747475,0.888889,2,0.184211,0.198529,2,3,20.147059,8,1.4118,1
2,0,171,0.863889,0.916667,9,0.289474,0.283333,1,6,11.709677,2,0.9032,1
2,0,36,1.125,0,0,0.3,0.333333,0,0,5.666667,1,0.7778,1
1,0,9,0.25,1,0,0,0.522727,0,0,6.545455,1,0.6364,0
1,0,3,2,0,0,0,0.333333,0,0,36.333333,4,2.3333,0
1,0,1,0.75,1,0,0,0.5,0,0,38.666667,8,2.6667,0
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.5,2,1,1
1,0,6,2,0,0,0,0.583333,0,0,0,1,1,0
1,0,0,0.666667,1,2,0,0.4375,0,0,5.25,1,0.75,0
2,0,81,0.764706,0.8,0,0.423077,0.305556,1,6,15.833333,2,0.8889,1
3,0,3,0.722222,0.5,0,0.466667,0.4,1,2,6.1,1,0.8,1
1,0,0,0,1,1,0,0.541667,0,0,27.166667,5,2.3333,1
1,0,0,0.566667,1,1,0,0.272727,0,0,17.818182,3,1.0909,0
1,0,9,1.164242,0.003636,0,0,0.190476,0,0,168.285714,2,1.2857,0
2,0,49,0.85,0.5,0,0.578947,0.522727,1,6,8.454545,2,0.8182,1
1,0,0,2,0,0,0,1,0,0,3,0,0,0
2,0,43,0.85,0.5,0,0.578947,0.418182,1,6,9.363636,2,1,1
2,1,0,0.125,0,0,0.533333,0.351852,1,1,18,4,1.1111,0
1,0,3,0.222222,0,0,0,0.333333,0,0,17.2,2,1.3,1
1,3,290,0.962649,1,16,0,0.175781,0,0,20.6875,3,1.1563,0
1,0,34,0.690909,1,0,0,0.375,0,0,24.083333,6,1.5833,1
2,0,61,0.807692,0.5,0,0.5,0.5,1,5,16.357143,4,1.0714,1
1,0,21,0.564103,0,0,0,0.297619,0,0,16.142857,8,1.5714,1
2,0,2,0.666667,0.166667,1,0.538462,0.333333,1,2,20.777778,2,0.8889,1
2,0,54,0.909091,0.333333,0,0.55,0.4,1,6,8.5,2,0.8333,1
2,0,28,0.636364,1,0,0.655172,0.246753,1,6,28.166667,3,1.3333,0
2,0,105,0.920635,0.4,2,0.366667,0.253247,1,6,17.5,2,0.9091,1
1,0,0,1.125,0.25,0,0,0.583333,0,0,5.25,1,0.5,0
4,0,6,2,0,0,1,0.666667,0,0,4,0,0,1
2,0,54,0.954545,0.25,0,0.55,0.5,1,6,8.583333,2,0.8333,1
1,0,0,0.369048,1,1,0,0.416667,0,0,52.625,6,2.375,1
2,0,72,0.791667,0.833333,0,0.44,0.268908,1,6,15.235294,4,1.2941,1
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
2,0,46,0.818182,0.5,0,0.55,0.4,1,6,9.416667,2,1,1
3,0,120,1.066667,0,0,0.625,0.53125,0,0,5.4375,1,0.9375,1
1,0,15,2,0,0,0,0.583333,0,0,0,1,1,0
2,0,45,1.111111,0.333333,0,0.272727,0.32,0,0,5.4,1,0.8,1
3,0,19,1.076923,1,0,0.555556,0.385714,1,4,26,3,1.4286,1
1,0,48,0.818182,1,2,0,0.5,0,0,25.25,4,1.4167,1
3,0,10,1.25,0,0,0.96,0.55,1,3,4.4,1,0.2,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,26,0.857143,0.25,1,0.9,0.342857,1,1,25.875,3,1.125,1
2,3,0,0.142857,1,0,0.571429,0.375,1,1,13.25,5,1.25,0
2,0,0,0.717391,0.875,6,0.34375,0.35,1,6,15.791667,2,0.9167,1
1,0,2,0.75,1,2,0,0.36,0,0,5.4,1,0.8,0
3,0,4,0.5,1,0,0.944444,0.6,0,0,4.6,1,0.2,0
3,0,0,0.666667,0.5,0,0.631579,0.525,1,6,15.9,2,0.9,1
1,0,0,0,1,0,0,0.5,0,0,27.75,2,1.25,0
1,0,0,2,0,0,0,1,0,0,3,0,0,1
1,0,62,0.818182,0.5,0,0,0.239583,0,0,112,123,11.4167,1
2,0,348,0.843254,0.928571,5,0.244444,0.279279,1,6,16.486486,4,1.1351,1
1,0,24,0.863636,1,0,0,0.214286,0,0,25.25,3,1.25,0
2,0,54,0.818182,0.5,0,0.55,0.5,1,6,8.583333,2,0.8333,1
2,4,44,0.75,1,0,0.458333,0.3875,1,6,16.352941,4,1.3529,1
2,0,46,0.818182,0.5,0,0.55,0.5,1,6,10.583333,2,0.8333,1
