@relation 'xalan-2.5_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11,14,16-20'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute bug {1,0}

@data
0,0.656566,1,3,0.196078,1
0,2,0,0,1,0
1,0.3375,1,0,0.5,1
0,2,0,0,0.5,1
0,2,0,0,0.339286,1
0,2,0,0,0.6,0
0,2,0,0,0.119485,0
0,0.25,1,1,0.466667,0
0,0.55,0.5,1,0.409091,0
0,2,0,0,0.381579,0
0,0.076923,1,1,0.295918,0
0,0.5,1,3,0.285714,0
0,0.5,1,1,0.555556,0
0,2,0,0,0.191892,0
0,2,0,0,0,0
0,0.75,0,2,0.158508,1
0,2,0,0,0.75,1
0,2,0,0,0.75,1
0,1.022727,0,0,0.172222,1
0,0.825,1,0,0.340909,1
0,0.5,1,1,0.35,0
1,0.333333,1,0,0.5,0
0,1.423077,0,0,1,0
0,0.171429,1,1,0.3125,0
0,0.851541,1,3,0.185315,1
0,2,0,0,0.5,0
0,1.3,0,0,1,0
0,2,0,0,0,0
0,2,0,0,1,1
0,2,0,0,0.583333,0
0,2,0,0,1,1
0,2,0,0,0.4,0
0,0.2,1,0,0.333333,0
0,1.428571,0,0,1,1
0,2,0,0,0.5,0
0,0.5,0,1,0.555556,0
1,2,0,0,0.314815,0
0,0.166667,1,3,0.444444,0
0,2,0,0,0,0
0,0.667917,0.923077,1,0.125397,0
0,0.825,0.5,2,0.191919,1
0,0.8,0,0,0.444444,0
0,0,1,0,0.36,0
0,2,0,0,0.75,1
0,2,0,0,0.4,0
0,0.25,1,1,0.464286,1
10,2,0,0,0.44,0
0,0.5,1,2,0.305556,1
1,0.922303,0.777778,14,0.173913,1
0,1.3,0,0,1,0
0,2,0,0,0.4,1
0,0.883142,1,1,0.211111,0
0,2,0,0,0.75,1
0,0.888889,1,1,0.309524,0
1,0.375,0,1,0.355556,1
0,2,0,0,0,0
0,0.890625,1,5,0.140152,1
0,0.25,0,0,0.4,0
0,2,0,0,0.47619,1
0,0.78125,0.25,6,0.269841,1
0,1,0,0,0.5,1
0,0.785714,1,5,0.293333,1
0,0.666667,1,2,0.25,1
0,2,0,0,0.666667,0
1,0.666667,1,0,0.45,0
0,0.65,1,2,0.466667,0
0,1.3,0,0,1,0
0,1.3,0,0,1,0
0,0.979798,0,0,0.25,1
0,0.904762,0.866667,0,0.328571,1
0,0.6,1,0,0.666667,1
1,0.4375,1,2,0.165775,1
0,0.852381,1,4,0.140496,1
0,0.5,0,0,1,1
1,2,0,4,1,1
0,2,0,0,0.75,1
0,2,0,0,0.666667,0
0,1.211538,0.051282,1,0.375,0
0,2,0,0,0.583333,0
0,0.666667,1,0,0.466667,0
0,1.02,0,0,0.181373,1
0,2,0,0,1,1
0,0.333333,1,1,0.583333,0
3,0.96875,0,6,0.173611,1
6,2,0,0,0.555556,0
0,0.86031,1,9,0.136298,1
0,2,0.015625,0,1,1
0,0.65,1,3,0.305556,1
0,2,0,0,0.35,0
0,0.679426,0.454545,2,0.163793,1
0,1.3,0,0,1,0
0,0.62963,0.666667,2,0.269841,0
15,0.3,0,1,0.345455,1
1,2,0,0,0.625,0
0,2,0,0,0.555556,0
0,0.081081,1,0,0.192105,0
0,0.444444,0,2,0.5625,1
0,0.333333,1,0,0.4,0
0,0.808333,1,3,0.134444,1
0,0.472222,1,1,0.4,1
0,0.596154,0.05,0,0.162393,0
0,1.456897,0.896552,0,0.5,1
0,0.942357,0.74359,16,0.053124,1
3,0.854167,1,1,0.230769,0
0,0.75,1,2,0.228758,1
2,0.942857,0.8,4,0.181818,1
0,0.166667,1,0,0.342857,1
0,2,0,0,0.333333,0
22,0.838235,1,3,0.285714,1
0,0.52381,1,0,0.199301,0
1,0.625,0.5,1,0.5,0
2,0.75,1,1,0.259259,0
0,0.5,0,0,1,1
0,2,0,0,0.314815,1
0,0.5,1,1,0.416667,0
0,2,0,0,0.404762,1
0,0,1,4,0.444444,0
0,0.185185,1,2,0.257143,0
0,1.02381,0,0,0.261628,0
0,2,0,0,0.361111,1
1,0.625,1,2,0.171171,0
0,2,0,0,0.625,0
0,2,0,0,0.625,1
0,0.666667,1,3,0.309091,0
0,0.5,1,0,1,0
0,0.5,0,0,1,1
0,2,0,0,0.833333,1
0,0.5,0,0,1,1
0,1.423077,0,0,1,0
0,2,0,0,0.75,0
0,0.571429,1,0,0.215909,0
0,0.484848,0.333333,0,0.25,0
0,0.25,1,0,0.366667,1
0,0.888889,1,0,0.4,0
0,0.5,0,0,1,1
0,1.024837,0.04902,0,0.411111,1
0,0.5,1,1,0.25,1
0,1.423077,0,0,1,0
1,0.828571,1,0,0.314286,1
0,2,0,0,0.611111,0
0,2,0,1,1,1
0,2,0,0,0.555556,0
0,2,0,0,0.444444,0
0,0.75,0.5,0,0.571429,0
0,1.030769,0.3,0,0.207143,0
0,0.961538,1,1,0.538462,1
0,0.722222,0,0,0.333333,1
2,0.907407,1,3,0.190789,1
0,0.566667,1,0,0.232143,1
0,0.625,1,4,0.309524,0
0,2,0,0,0.75,0
0,2,0,0,0.555556,0
0,2,0,0,0.75,1
0,0.205882,1,0,0.234921,1
0,0.930233,1,0,0.15035,1
0,2,0,0,1,1
0,1.423077,0,0,1,0
0,1.269231,0,1,0.833333,0
10,1.247951,0,0,0.333333,1
2,2,0,0,0.371429,0
0,0.583333,1,2,0.238095,1
0,2,0,0,0.625,0
0,0.6,1,0,0.444444,1
0,0,1,1,0.444444,0
0,2,0,0,0.833333,1
0,2,0,0,1,0
0,2,0,0,0.555556,0
0,0.844444,1,0,0.263889,0
1,0.873016,0.166667,2,0.327273,0
0,2,0,0,0.45,0
0,0.958128,1,5,0.151429,1
0,0.5,0,0,1,1
0,1.423077,0,0,1,0
0,0.5,0,0,1,1
0,0.777778,1,0,0.4,0
0,0.375,0,1,0.238095,1
0,0.833333,1,0,0.416667,1
7,0.375,0,1,0.355556,1
1,0.777778,0,2,0.333333,1
0,0.6,1,2,0.2,1
0,0.633333,1,2,0.222222,0
0,0.949275,0.391304,4,0.555556,1
0,0.583333,1,0,0.342857,0
0,2,0,0,0.75,0
0,2,0,0,1,1
0,0.735294,1,2,0.185185,0
0,0.5,1,1,0.36,1
0,0.938127,0.730769,5,0.108696,1
0,0.654321,1,1,0.2875,1
0,1.090909,0,0,0.416667,0
0,0.5,1,0,0.8,1
0,0.25,1,1,0.333333,0
0,0.333333,1,0,0.5,0
0,1,0,0,0.181548,0
0,2,0,0,0.238095,0
0,1,1,0,0.75,0
0,0.5,0,0,1,1
0,0.5,0,0,1,1
0,0.7,1,1,0.233766,1
0,0,0,0,0.875,0
0,0,1,0,0.464286,0
0,1.423077,0,0,1,0
0,0,1,0,0.555556,1
0,2,0,0,0.666667,0
0,0.791667,0,0,0.205128,1
0,0.4,1,4,0.625,0
0,2,0,0,0.666667,1
0,2,0,0,0.6,0
0,0.75,1,3,0.296296,1
0,0.5,0,0,1,1
0,0.882716,0.625,4,0.086934,0
0,2,0,0,0.833333,0
0,2,0,0,0.466667,1
1,0.934524,0.791667,13,0.06993,1
0,0.3,0,0,0.6,1
0,2,0,0,0,0
0,0.7875,0.03125,0,0.444444,1
0,0.5,1,0,1,0
0,0.518519,1,2,0.242857,0
0,2,0,0,0.583333,0
0,0.083333,0,2,0.371429,0
0,2,0,0,0.533333,0
0,0.75,1,2,0.416667,1
1,0.6,0.2,3,0.184211,1
0,0.583333,1,4,0.307692,0
0,2,0,0,0.75,1
0,2,0,0,0.75,1
0,0.6875,1,1,0.311111,1
0,0.517857,1,2,0.361111,1
0,0.870813,0.545455,1,0.142857,0
0,0.943807,0.666667,8,0.119839,1
0,0.333333,1,2,0.238095,0
0,2,0,0,0,0
0,0.285714,1,2,0.25,0
0,1,0,0,0.247368,0
0,2,0,0,0.5,1
1,2,0,0,0.75,0
0,0.5,1,0,0.466667,1
0,2,0,0,1,1
0,2,0,0,0.230769,0
0,0.788889,1,1,0.277778,0
0,0,0,0,0.4,0
0,2,0,0,0.6,1
0,0,1,2,0.444444,0
0,0.809524,1,3,0.3,1
0,0,1,1,0.625,1
0,0.333333,1,0,0.5,0
0,2,0,0,0.5,0
0,2,0,0,1,0
0,0.583333,1,0,0.314286,0
2,0.706349,0.833333,4,0.272727,1
0,2,0,0,0.75,0
1,0.733333,1,4,0.392857,1
5,2,0,0,0.203297,0
0,2,0,0,0.533333,0
2,2,0,0,1,0
3,0.811688,0.818182,3,0.267857,0
0,2,0,0,0.75,1
0,0.611111,0.666667,0,0.333333,0
12,2,0,0,0.9,0
0,2,0,0,0.555556,1
0,0.25,1,1,0.333333,0
0,0.847619,1,0,0.270833,1
0,2,0,0,1,1
0,0.916667,1,0,0.225,0
0,2,0,0,0.4375,1
0,0.75,0,1,0.666667,1
0,2,0,0,1,0
0,0.628571,1,2,0.311111,1
0,0.333333,1,0,0.4,0
0,0.6875,0,1,0.666667,1
0,0.708333,0,1,0.4,1
3,0.965104,0.933333,4,0.139744,1
0,2,0,0,1,0
0,0.983516,0.615385,0,0.25,0
0,0.111111,0,1,0.28,0
0,2,0,0,0.45,1
0,1.133333,1,0,0.56,0
0,0.7625,1,0,0.265306,0
6,0.978632,1,1,0.159259,1
0,2,0,0,0.238095,0
0,2,0,0,0.75,1
0,2,0,0,1,0
0,0.666667,1,2,0.375,0
0,0.625,1,2,0.288889,0
3,2,0,0,1,0
2,0.802885,0.625,4,0.138889,0
0,2,0,0,0.555556,0
0,0.5,1,0,0.36,0
0,2,0,0,0.625,1
0,0.333333,1,0,0.4,0
0,0.857143,1,0,0.16,0
0,2,0,0,1,0
0,0.817582,0.923077,2,0.176623,0
0,0.769231,1,0,0.206349,1
0,2,0,0,0.5,1
0,0.783333,1,1,0.207692,1
2,0.739394,0.833333,1,0.160714,1
0,0.611111,0.5,3,0.3125,0
0,0.666667,1,1,0.25,1
0,0.8,1,1,0.4,0
0,2,0,0,0.28125,0
1,0.746667,0.8,1,0.1875,1
0,2,0,0,1,0
1,0.8,0.8,2,0.215909,0
0,2,0,0,0.666667,1
0,0.892857,0,1,0.62963,0
0,1.266667,0,0,0.833333,1
6,0.238095,0,1,0.265152,0
0,2,0,0,0.296296,0
0,0.686275,0.666667,0,0.222222,0
0,0.814815,0.444444,2,0.285714,0
7,2,0,0,0.285714,1
0,1,0,0,0.349206,1
2,2,0,0,0.4,0
0,2,0,0,0.466667,1
10,1.246296,0,0,0.333333,1
0,0.75,1,2,0.4,0
0,1.428571,0,0,1,1
0,2,0,0,0.388889,1
0,0.9,0,2,0.194595,0
0,0.305556,0.75,1,0.44,1
0,0.636364,1,0,0.55,0
0,1.3,0,0,1,0
0,2,0,0,1,1
29,0.912698,0.75,3,0.092042,1
0,2,0,0,0.527778,1
0,2,0,0,0.27381,1
0,0.629167,0.875,0,0.219262,1
0,0.933778,1,9,0.093421,1
0,0.853968,1,7,0.163306,0
0,1.166667,0,0,0.642857,1
0,0.833333,0.833333,3,0.208333,0
0,0,1,1,0.25974,1
4,0.2,1,1,0.227273,0
0,0.535714,1,1,0.193939,0
0,2,0,0,0.583333,0
0,0.5,1,0,0.625,1
0,0.583333,1,1,0.277778,1
1,0,0,1,0.416667,0
0,2,0,0,0.666667,0
0,2,0,0,0.75,1
0,2,0,0,1,0
0,0.681818,0.5,2,0.409091,0
0,0,1,1,0.285714,0
0,1.428571,0,0,1,1
0,0.5,0,1,0.458333,0
0,2,0,0,1,0
0,2,0,0,1,0
0,2,0,0,0.75,0
0,2,0,0,0.75,1
2,2,0,0,0.361111,1
0,1,1,1,0.5,0
0,0.333333,0,1,0.583333,1
0,0.77381,1,1,0.255556,1
0,2,0,0,0.5,0
0,0.333333,1,0,0.371429,0
0,0,1,0,0.45,0
0,1.428571,0,0,1,1
2,0.5,1,0,0.666667,1
0,2,0,0,0.3,1
1,0.2,1,0,0.4,1
0,2,0,0,0.416667,1
0,2,0,0,1,1
0,0.333333,1,2,0.583333,1
0,2,0,0,1,1
1,2,0,0,1,0
0,0.5,1,0,0.4,1
0,1.428571,0,0,1,1
0,2,0,0,1,1
0,2,0,0,0.4,0
3,0.95,0.8,0,0.319444,1
0,0.65,1,0,0.444444,0
0,2,0,0,1,0
0,0.625,1,2,0.325,1
0,2,0,0,0.444444,0
0,2,0,0,0.625,0
0,2,0,0,0.833333,0
0,2,0,0,0.555556,0
0,1.428571,0,0,1,1
0,2,0,0,0.475,1
0,2,0,0,0.75,1
0,2,0,0,1,0
0,2,0,0,0,0
0,2,0,0,1,1
0,0.5,1,1,0.333333,1
0,0.916667,1,0,0.325,0
0,2,0,0,1,0
0,0,1,1,0.305556,0
0,0,0,0,0.833333,0
0,2,0,0,0.75,0
2,0.907106,0.9375,11,0.134247,0
0,2,0,0,0.47619,0
0,0.5,1,1,0.314286,1
0,0.75,1,0,0.424242,0
0,0.96875,0.2,1,0.219608,1
0,0,1,1,0.489583,1
0,1.095238,0.428571,3,0.428571,1
1,0.804813,1,2,0.20098,1
0,2,0,0,1,0
0,0.5,1,0,0.75,1
0,0.444444,1,0,0.36,1
26,2,0,0,0.5,0
0,2,0,0,1,0
0,0.879252,0.857143,1,0.344828,1
0,2,0,0,0.2,1
0,2,0,0,0.75,0
0,2,0,0,1,0
0,2,0,0,1,0
0,0.25,1,1,0.314286,0
0,0.5,0,2,0.407407,0
0,0.142857,1,2,0.270833,0
4,2,0,0,0.5,0
0,0,1,0,0.583333,0
0,2,0,0,0.305556,1
0,2,0,0,1,0
0,2,0,0,0.4,0
0,2,0,0,1,0
0,0.333333,1,1,0.4375,1
0,2,0,0,0.555556,0
0,0.5,1,1,0.555556,0
0,2,0,0,0.75,1
0,2,0,0,0.444444,1
0,0.64,1,3,0.204545,0
0,0.68254,0.333333,2,0.365079,1
0,0.346154,1,1,0.27381,1
0,0.927273,0.454545,1,0.3,0
0,0.857143,1,3,0.237069,0
0,2,0,0,1,0
3,0.828571,0.8,2,0.168182,1
0,2,0,0,0.413333,0
0,0.5,1,0,1,1
0,0.5,0,0,1,1
0,2,0,0,0.75,1
0,0.5,0,0,1,1
0,2,0,0,0.5,0
0,0.891667,1,1,0.185455,0
0,0.5,1,0,0.555556,1
0,0.833333,1,0,0.555556,1
0,2,0,0,0.6,0
0,1,0,3,0.388889,1
0,2,0,0,0.555556,0
0,0.847059,0.8,4,0.232323,1
1,0.583333,1,2,0.230769,1
0,0.166667,1,0,0.4,0
0,0.666667,1,0,0.45,0
0,2,0,0,1,1
0,0.972789,0.142857,0,0.227513,1
0,2,0,0,0,0
0,2,0,0,0.5,1
0,0.730769,1,2,0.234694,0
1,0.875,1,0,0.5,1
6,0.8,1,1,0.190616,1
