@relation 'camel-1.4_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-12,14,16-20'

@attribute noc numeric
@attribute moa numeric
@attribute cam numeric
@attribute bug {1,0}

@data
0,0,0.666667,0
3,0,0.666667,0
0,0,1,0
0,0,0.444444,0
0,0,1,0
0,0,0.583333,0
0,0,0.306122,0
0,2,0.210526,0
0,0,0.246667,0
0,0,0.377778,0
0,0,0.36,0
0,0,0.261905,0
0,0,1,0
0,0,0.7,0
0,0,0.666667,0
0,2,0.777778,0
0,1,0.422222,0
0,1,0.3,0
0,1,0.28125,0
0,0,0.271605,1
2,2,0.09612,1
0,1,0.418182,0
0,1,0.311111,0
0,0,0.466667,1
0,0,0.666667,0
0,1,0.20915,0
0,1,0.407407,0
0,1,0.44,0
0,0,0.5,0
0,0,0,0
0,1,0.2,0
0,0,1,0
0,0,0.1,1
0,3,0.148387,0
0,0,0.355556,0
0,2,0.416667,0
0,2,0.371429,0
0,0,0.533333,0
0,0,0.4,1
0,0,0.666667,0
0,0,0.416667,0
0,0,0.833333,1
0,0,0.392857,0
0,0,1,0
0,1,0.270833,0
0,1,0.45,1
0,0,0.292308,0
0,0,1,0
0,1,0.5,0
2,0,0.45,0
0,0,0.193333,0
0,0,0.7,0
0,1,0.3,0
0,0,0.179012,0
1,1,0.261364,0
0,0,1,0
3,2,0.106618,0
0,0,0.5,0
0,2,0.416667,0
0,1,0.326923,0
0,0,0.261905,0
0,0,0.75,1
0,0,0.777778,0
0,0,0.666667,1
7,2,0.444444,0
0,0,0.75,1
0,0,0.75,0
0,0,0.5,0
1,1,0.47619,0
0,1,0.34375,0
27,1,0.34375,0
0,0,0.326923,1
1,2,0.266667,0
0,0,0.261364,1
1,0,1,0
1,1,0.375,0
0,0,1,0
0,0,0.457143,0
0,3,0.180556,0
1,5,0.35,0
0,7,0.444444,1
0,2,0.392857,0
0,0,0.555556,0
0,1,0.257143,1
2,0,0.285714,0
0,0,0.625,0
0,0,1,0
0,0,0.444444,0
0,0,1,0
0,0,0.5,0
0,0,1,0
0,0,0.5625,0
1,0,0.666667,0
0,0,0.666667,0
0,1,0.666667,0
0,3,0.241546,0
0,1,0.666667,1
0,0,0.4875,1
0,0,0.75,0
1,1,0.388889,1
0,0,0.44,0
13,3,0.057143,1
0,1,0.4,0
0,0,0.666667,0
0,0,0.25,0
0,0,1,0
0,0,0.555556,0
0,0,0.833333,0
0,2,0.393939,0
0,0,0.666667,0
0,3,0.136364,0
0,1,0.4,1
0,2,0.307692,1
0,0,0.245098,0
0,0,0.4375,0
4,0,0.5,0
2,0,0.37037,0
0,0,0.458333,0
0,0,0.25,0
0,2,0.285714,1
0,0,0.6,0
0,0,1,0
2,0,0.777778,0
1,3,0.089167,0
0,0,0,0
0,0,0.375,0
0,4,0.173684,1
1,1,0.258242,1
0,0,0,0
4,1,0.25,0
0,1,0.363636,0
0,0,0.25974,0
0,2,0.25974,0
0,0,0.666667,0
0,0,0.75,0
0,2,0.666667,0
0,0,0.375,0
0,0,0.261538,0
0,0,0.666667,0
0,0,0.75,0
1,0,0.75,0
0,1,0.261905,0
0,0,0.183333,0
0,0,0.366667,1
0,0,0.3,0
0,0,0.4,0
0,1,0.235294,0
0,0,1,0
0,0,0.666667,0
0,1,0.375,1
1,0,0.3125,0
0,0,0.175,0
0,0,0.5,0
2,3,0.285714,0
2,0,0.3,0
2,1,0.213675,1
1,8,0.075261,1
2,2,0.265306,0
0,0,0.142857,0
0,1,0.20915,0
0,3,0.392857,0
0,0,0.555556,0
0,5,0.416667,0
0,0,1,0
0,0,1,0
0,0,0.666667,0
0,0,0.5,0
0,0,1,0
0,0,1,0
0,0,0.833333,0
0,0,0.181818,1
0,0,0.339286,0
0,1,0.338462,0
9,0,0.666667,0
0,0,0.75,0
0,0,0.666667,1
0,0,0.333333,0
0,0,0.666667,0
0,2,0.081871,0
0,0,0.20625,0
0,0,0.283333,0
0,1,0.44,0
0,0,0.5,0
1,0,0.384615,1
0,0,1,0
1,3,0.15873,0
1,1,0.583333,0
0,0,0.75,0
0,0,1,0
0,0,1,0
0,0,0.333333,0
0,0,0.342857,0
0,1,0.32,0
0,3,0.178744,0
3,0,1,0
2,0,0.5,0
1,2,0.240385,0
3,0,0.666667,0
0,0,0.5,0
0,3,0.444444,0
1,0,0.75,0
0,0,1,0
0,0,0.666667,1
0,1,0.555556,0
0,2,0.161616,0
0,0,1,0
0,0,1,0
0,0,0.666667,0
0,1,0.4,0
0,0,1,0
0,0,0.5,0
6,0,0.5625,0
0,1,0.291667,0
0,1,0.257143,0
0,0,0.666667,0
0,1,0.221429,0
0,1,0.47619,1
0,0,0.25,0
0,0,0.55,0
0,0,0.666667,0
0,0,0.5,0
0,0,1,1
0,0,0.285714,0
0,0,0.136364,0
0,1,0.314286,0
0,0,0.36,1
0,0,0.267857,0
0,0,0.314286,0
0,0,0.4375,0
0,0,0.625,0
0,0,1,0
0,6,0.105469,1
0,1,0.305556,1
0,2,0.833333,0
0,0,0.303571,0
0,0,0.3875,1
0,1,0.32,1
0,0,0.433333,0
0,1,0.325,0
0,0,0.666667,1
0,0,0.409091,0
0,0,0.666667,0
2,3,0.123377,0
0,1,0.666667,0
0,0,0.666667,0
0,0,1,0
0,0,0.311111,0
0,1,0.217687,0
0,0,0.666667,0
0,0,0.777778,0
0,0,1,0
0,0,0.28,0
0,0,0.416667,0
0,0,0.33,1
1,1,0.363636,0
0,1,0.25,0
0,0,0.433333,0
0,0,0.25,0
1,1,1,0
1,1,0.277778,0
0,2,0.583333,1
0,0,0.666667,0
0,0,0.555556,0
0,0,0.666667,0
0,0,0.416667,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0.5,1
0,0,0.157692,1
0,0,1,0
0,0,0.171717,1
0,0,1,0
0,0,0.44,0
0,0,0.36,0
0,1,0.36,0
0,0,0.55,0
4,0,0.5,0
0,1,0.305556,0
0,0,1,0
0,1,0.355556,1
0,1,0.137741,0
2,0,0.218182,0
0,0,0.260417,0
0,1,0.359375,0
0,0,0.75,0
0,0,1,0
0,0,0.4375,0
0,1,0.366667,0
0,0,1,0
0,0,0.45,0
0,1,0.14,0
0,0,0.314286,0
0,0,1,0
0,0,0.666667,0
20,3,0.159259,1
0,0,0,0
0,1,0.34375,0
0,0,0.34375,0
0,0,0.611111,0
0,0,0,0
0,1,0.5,0
0,0,0.238095,0
0,0,0.4,0
0,0,0,0
0,8,0.314286,0
0,3,0.175926,0
1,5,0.142292,0
14,0,0.5,0
0,0,0.666667,0
0,1,0.366667,0
0,0,1,0
0,3,0.333333,0
0,0,1,0
0,0,0.333333,0
0,0,0,0
0,0,0.625,1
0,0,0.533333,1
0,1,0.458333,0
0,3,0.3,0
0,0,1,0
0,0,0.375,0
0,0,0.333333,0
0,6,0.122449,1
0,1,0.333333,0
0,0,0.466667,0
0,2,0.2,0
2,0,0.4,0
2,0,0.777778,0
0,0,0.282051,0
0,0,0.666667,0
0,0,1,0
0,1,0.333333,1
0,3,0.165775,0
0,0,0.666667,0
0,3,0.181818,0
0,1,0.5,0
1,1,0.321429,1
0,1,0.36,0
0,2,0.233766,0
0,0,0.5,1
0,4,0.272727,0
0,0,0,0
0,0,1,0
2,1,0.333333,0
0,0,1,0
7,0,0.205357,0
0,3,0.1625,0
0,0,0.45,0
0,0,1,0
0,0,0.6,0
0,0,0.4375,0
0,0,0.625,0
0,0,1,0
0,0,0.666667,0
0,0,0.333333,0
0,2,0.333333,0
0,0,0.666667,0
0,0,0.416667,0
14,1,0.5,0
0,0,0.375,0
0,0,0.4,0
0,0,0.5,0
0,0,1,0
0,1,0.666667,0
0,0,0.5,0
0,0,0.333333,0
0,0,1,0
0,0,0.666667,0
7,1,0.266667,1
0,0,0.75,0
0,0,0.5,0
0,0,0.75,0
0,0,1,0
14,7,0.118467,1
0,0,1,0
0,0,1,0
0,1,0.209524,1
0,0,0.4,0
0,1,0.333333,1
0,3,0.185185,0
0,0,0.666667,0
0,3,0.275,1
0,0,0.392857,1
0,0,0.5625,0
0,0,0.666667,0
0,0,0.3,0
0,1,0.25,0
0,0,0.6,0
0,4,0.214286,0
0,0,0.5,0
0,5,0.212963,0
0,0,0.375,1
0,1,0.233083,0
1,1,0.309524,0
0,0,1,0
15,3,0.205128,0
0,0,0.416667,0
0,0,0.833333,0
0,1,0.5,1
0,0,0.297561,0
0,0,0.402174,0
0,1,0.4,0
0,1,0.232143,0
0,1,0.177778,0
0,0,0.5,1
0,0,0.277778,0
0,0,0.666667,0
0,0,0.404762,0
3,1,0.327273,0
0,0,0.472222,0
0,0,0.75,1
0,1,0.4375,1
0,0,0.6,0
0,1,0.555556,0
0,0,0.666667,0
1,0,0.256944,0
0,0,1,1
0,0,0.518519,1
0,0,0.555556,0
0,0,0.333333,0
0,1,0.35,0
0,2,0.114286,0
0,0,0.444444,1
0,0,0.6,0
0,0,0.666667,0
0,8,0.444444,0
0,0,1,0
0,0,0.466667,1
0,0,1,0
0,1,0.20202,0
0,0,0.4,1
0,0,0.28,1
0,1,0.416667,0
0,0,0.47619,0
0,0,0.666667,0
0,0,0.666667,0
0,0,1,0
0,0,1,0
2,0,0.5,0
0,0,0.6,0
0,2,0.223602,0
2,4,0.1875,1
0,0,0.666667,0
0,0,1,1
0,0,0.75,0
0,2,0.625,0
0,2,0.4375,0
0,0,0.75,0
0,0,0.75,0
0,0,0.24359,1
0,1,0.25,0
0,0,0.541667,0
0,0,0.366667,0
0,0,1,0
0,1,0.190789,0
0,0,0.5,0
0,3,0.178744,0
0,0,0.22619,0
0,0,0.625,0
0,0,0.4375,0
0,0,0.466667,0
0,0,0.109069,0
2,0,0.875,0
0,0,0.375,1
0,0,0.833333,0
0,0,0.625,0
0,0,1,0
0,0,0.354167,1
0,0,0.371648,1
0,1,0.291667,0
0,2,0.340909,0
0,0,1,0
0,0,0.333333,0
0,1,0.285714,1
0,0,0.541667,0
0,0,1,0
0,0,0.583333,0
10,1,0.22619,0
0,1,0.261538,0
8,1,0.625,0
0,0,0.666667,0
0,0,0.5,0
0,0,1,0
0,1,0.210884,0
0,0,0.625,1
0,0,0.25,0
0,0,1,1
0,0,0.333333,0
1,0,0.642857,0
0,0,0.375,0
0,1,0.333333,0
0,0,0.176768,1
0,0,0.3125,0
2,0,0.533333,0
0,2,0.25,0
0,0,0.390625,0
0,0,0.416667,0
0,0,1,0
2,0,0.666667,0
0,0,0.18,1
0,5,0.155844,1
1,0,0.5,0
0,2,0.333333,0
0,0,0.666667,0
0,2,0.4,0
0,2,0.146853,1
0,0,0.342857,0
0,1,0.169231,0
0,1,0.144963,0
1,2,0.294118,1
0,1,0.5,1
6,0,0.333333,0
0,2,0.25,0
0,0,0.193237,0
0,0,0.366667,0
0,1,0.3,0
0,0,0.666667,0
0,0,0.291667,0
0,0,0.666667,0
0,0,0.272727,0
0,0,0,0
0,0,0.326531,1
0,0,0.4,0
0,3,0.227941,0
0,0,0.484848,0
0,0,0.375,0
0,0,0.666667,1
0,0,0.555556,1
0,0,1,0
0,0,0.625,0
0,1,0.192593,0
0,0,0.2,1
1,1,0.098784,0
0,0,0.666667,0
0,5,0.297619,0
0,2,0.205882,1
17,0,0.666667,0
0,1,0.5,0
0,0,0.44,0
0,0,0.263889,1
0,1,0.4375,0
0,0,0.45,0
1,2,0.35,1
0,0,0.590909,0
0,0,0.75,0
0,0,0.5,0
0,9,0.375,0
0,1,0.45,0
0,0,0.333333,1
0,0,1,0
0,0,0.444444,0
0,0,0.75,1
0,0,1,0
0,1,0.583333,0
0,0,0.666667,0
0,0,0,0
0,0,0.4375,0
0,0,0.666667,0
0,0,1,0
0,1,0.314286,0
0,0,0.583333,0
2,0,0.4375,0
17,4,0.28,1
0,0,0.375,0
0,1,0.333333,0
0,1,0.375,0
0,1,0.206349,1
0,1,0.75,0
0,0,0.833333,1
0,0,0.21875,0
0,0,0.4,0
0,0,0.666667,0
0,0,0.466667,1
0,0,0.5,0
0,0,0,0
0,0,0.354167,0
0,0,0.666667,0
2,1,0.366667,0
0,0,0.333333,1
0,0,0.339286,0
0,1,0.214286,1
13,0,0.272727,1
0,0,0.466667,0
0,1,0.533333,0
0,0,0.416667,1
0,0,0.666667,0
0,0,0.875,0
0,0,0.464286,0
0,0,1,0
0,0,0.625,0
0,1,0.325,0
0,2,0.205357,0
1,3,0.108974,0
0,1,0.377778,1
0,0,0.777778,0
0,0,0.25,0
0,1,0.571429,0
0,0,0.5,0
0,0,0.75,0
1,1,0.2,0
0,0,1,0
0,1,0.22619,1
0,0,0.375,0
0,0,1,0
0,0,1,0
0,2,0.244048,1
0,1,0.314286,0
0,0,0,0
4,0,0.44,0
0,0,0.416667,0
0,1,0.5,0
0,0,0.5,0
0,0,1,0
0,0,0.583333,0
0,0,0.857143,0
0,0,0.4,0
0,9,0.444444,0
0,1,0.15812,0
1,3,0.23227,1
0,0,0.36,0
0,1,0.555556,0
2,0,0.257143,1
0,0,0.47619,0
0,0,1,0
0,0,0.5,0
1,0,0.583333,0
0,0,0.666667,0
0,2,0.136364,1
0,0,1,0
5,0,0.5,1
0,0,0.5,0
0,0,0.5,0
0,0,0.5,0
2,0,0.6,0
0,1,0.333333,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0.75,1
0,0,0.625,0
6,1,0.128472,1
0,3,0.4,0
0,0,0.183511,0
0,0,0.5,0
0,0,0.666667,0
0,0,0.276316,1
0,1,0.666667,0
