@relation 'ivy-1.4_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute 0.355rfc+0.353wmc+0.349loc+0.347npm+0.319lcom... numeric
@attribute -0.469dit-0.468ic-0.439mfa-0.437cbm+0.224ca... numeric
@attribute -0.585lcom3+0.572dam+0.284moa-0.284cam-0.2dit... numeric
@attribute -0.579avg_cc-0.467amc-0.39max_cc+0.271cam+0.218lcom... numeric
@attribute '0.502ca+0.493noc+0.34 cbo-0.312amc+0.225cbm...' numeric
@attribute -0.841noc+0.273cbm+0.219ca+0.184ic-0.173mfa... numeric
@attribute '0.458amc+0.436ca+0.333cbo+0.31 mfa-0.27moa...' numeric
@attribute -0.573amc+0.512max_cc+0.369avg_cc-0.248cbm+0.222dit... numeric
@attribute 0.842moa+0.288mfa-0.166lcom-0.152dam+0.147ca... numeric
@attribute 0.761cam+0.281cbm-0.26lcom3-0.248ce-0.213dit... numeric
@attribute bug {1,0}

@data
-0.996296,-0.117279,1.160028,1.049308,-0.500944,-0.113473,0.305873,0.046468,0.25364,-0.308729,0
-2.366018,-0.08056,-2.376168,2.043334,-1.245397,-0.763144,0.402717,0.11059,0.475201,0.121686,0
2.335566,0.973644,1.068511,-1.102083,0.69229,-0.099973,-0.004504,0.600913,-0.081452,-0.742018,0
-0.551861,0.677406,1.720792,0.138211,-0.240138,0.230114,-0.428776,0.02306,-0.273618,0.003485,0
-0.406164,-1.326606,0.759255,-1.459255,-0.308215,0.122242,0.557327,1.09066,-0.29586,0.85886,0
0.847447,-2.037113,-2.538863,0.055057,-0.006014,0.477759,-0.585342,-1.339943,-0.067062,-1.254118,0
-0.648103,-1.1391,-0.004393,1.332875,-1.092144,-0.591142,1.03174,0.965582,-0.277771,-0.252982,0
-1.126916,-0.766611,-2.992895,1.095568,-1.225747,-2.241933,1.393136,-0.207663,0.710791,-0.07632,0
-1.477673,2.333322,-2.195396,0.808006,0.850226,0.420254,0.348424,0.141362,0.085751,1.0381,0
-0.574115,-0.635274,0.540206,0.985612,-1.029828,-0.394139,0.594441,-0.180012,1.599832,-0.749279,0
-1.492162,0.795435,1.196674,0.573487,-0.018703,0.208389,0.200578,0.051204,-0.934296,0.656482,0
-0.404274,0.591562,1.669231,0.231564,2.276602,-2.739823,-0.624295,-0.743857,-0.09998,-0.229423,0
-1.560547,1.559162,-1.456805,0.306854,0.28577,-1.063936,-1.079965,-0.38017,-0.400371,0.212046,0
-1.102733,1.700213,-1.628369,-0.161665,-0.312433,0.03078,-0.430082,-0.457333,-0.275118,0.19324,0
-1.592815,1.881032,-1.650122,0.369214,0.261097,0.243863,-0.47144,-0.04194,-0.157802,0.138107,0
-1.01414,0.746405,1.788182,0.449588,0.019752,0.33381,-0.029589,-0.176501,-0.170637,0.312917,0
-1.064029,1.489204,-1.109221,-0.68629,0.020653,0.259325,-0.818199,-0.361321,-0.22884,-1.151391,0
-0.571627,1.588137,-0.267284,0.569372,0.403697,0.480569,-0.485995,-0.245763,0.296019,-0.178988,0
-0.996296,-0.117279,1.160028,1.049308,-0.500944,-0.113473,0.305873,0.046468,0.25364,-0.308729,0
-0.022856,-1.211387,0.706313,0.575988,-0.892478,-0.087522,0.57721,-0.857278,1.234821,0.574122,0
-0.427461,0.624662,1.90237,0.260355,-0.051707,0.366075,-0.440566,-0.170165,-0.333859,-0.417095,0
-0.645615,0.65569,1.576806,0.32901,1.719533,-2.368599,-0.545588,-0.558464,-0.114909,0.03748,0
-1.682162,1.571715,-1.316477,0.495328,0.176272,-0.447292,-0.903167,-0.55412,-0.333115,-0.381301,0
0.623811,0.586229,1.362858,-0.657828,-0.135803,0.143978,-0.105721,0.500804,-1.112493,-0.612726,0
-1.160705,1.776714,-1.391281,0.171699,0.480198,0.396946,-0.549966,-0.200511,-0.189479,-0.74089,1
0.571143,-2.901614,-0.208821,0.787247,-0.086933,0.470537,-0.209036,0.048682,-0.655957,-0.599209,0
-0.542705,0.853127,1.613908,0.471095,0.228711,0.416932,-0.021392,-0.130656,-0.158572,-0.077354,0
-1.285973,1.223554,0.43104,0.543565,-0.36469,0.050392,-0.124571,-0.134964,0.099962,1.220902,0
-0.455634,0.74154,-1.803003,-3.112029,0.054063,0.353369,-1.359706,1.123858,0.054352,0.224575,0
0.653421,-2.860042,0.575853,0.146099,1.041138,1.7357,-1.609985,-1.427491,0.882162,0.954664,0
-1.092357,-0.121977,1.185185,1.05,-0.473626,-0.090965,0.263032,0.089013,0.265952,-0.285414,0
0.391593,1.264534,1.716034,0.696296,0.552061,0.692545,-0.402616,-0.621254,1.634696,-0.549325,0
-1.678616,2.140191,-2.043182,0.712528,0.378206,0.230773,-0.091483,0.135291,-0.066098,0.999858,0
-0.398253,-3.02142,-0.108274,0.766072,-0.772217,-0.282037,1.354069,0.779431,0.030758,-0.766243,0
2.37836,-2.687604,-0.533349,1.162325,-0.468747,0.246248,-0.22757,-0.222695,-1.20652,-0.622296,0
1.178693,-6.169458,-1.061141,-0.742306,1.128163,1.585766,-0.234246,-0.336444,-0.06786,0.373556,0
-1.905819,0.292564,-1.806954,1.006143,-0.759446,-0.40137,-0.124184,0.106466,0.333421,-0.637411,0
0.810234,-0.930288,1.490681,-0.034555,0.10484,0.522491,-0.20995,0.161161,0.969277,-0.069608,0
-2.014337,1.863131,-1.83653,0.56711,-0.345347,-0.095816,-0.690025,0.100779,-0.268171,0.894042,0
0.464073,1.035108,1.719347,0.699086,0.453275,0.638268,-0.253997,-0.49117,0.620833,-0.656734,0
1.146238,1.419497,-1.678557,-4.750321,-1.245248,-0.452357,0.129458,0.439623,0.283788,-0.420555,0
0.821367,2.296947,-1.789249,0.737517,1.876593,1.060778,0.449121,-0.201528,-0.103537,-1.266686,0
-0.785457,0.639786,1.342091,0.317393,-0.522551,-0.016801,0.589768,-0.469384,-1.142058,0.752118,0
-0.465371,-2.914576,-0.052107,0.904103,-0.452505,0.050318,0.752533,0.412506,-0.162608,-0.525341,0
-0.69905,0.840051,1.686912,0.445074,0.711775,-0.04575,0.167929,-0.25027,-0.075185,0.243661,0
-2.014337,1.863131,-1.83653,0.56711,-0.345347,-0.095816,-0.690025,0.100779,-0.268171,0.894042,0
-0.874529,0.813092,1.413661,0.356946,-0.204997,0.163765,-0.362338,-0.047509,-0.137515,0.047591,0
0.671972,0.908039,0.788237,-1.14487,0.507806,0.540445,0.444531,0.013703,-0.707586,-0.755706,0
-0.624667,0.74866,2.125603,0.239134,-0.234731,0.250589,-0.483624,-0.092857,0.614447,0.180472,0
1.586628,1.441096,-1.862956,-6.701153,-1.467414,-0.400258,0.625049,0.323176,0.430177,0.13462,1
-0.74491,-0.948974,1.658963,1.498963,0.423538,-1.771858,0.73431,-0.044817,0.401713,0.023811,0
-0.244392,-1.392535,0.941623,-0.896516,1.007417,-1.372009,0.143916,0.991967,-0.310095,0.553622,0
-1.340778,-0.848043,-1.945536,0.532211,0.379067,-0.157244,-0.846105,-0.571757,0.203579,-0.499297,0
2.039953,-1.971626,0.137121,-0.55755,-0.008819,-1.211348,-0.150804,1.577345,0.545783,-0.395318,1
-1.798334,-0.879043,-0.115822,1.854993,-0.79939,-0.427248,0.864149,0.30325,-0.010845,-0.395561,0
2.111803,-3.075559,-0.496072,0.847914,-0.281943,0.45787,-0.284703,-0.499399,-1.079167,-0.548735,0
-0.866321,-3.484013,-0.312894,0.555846,-0.19498,0.234434,0.729589,0.715841,0.037422,0.555786,0
1.018911,-0.063931,1.3342,-0.647797,2.917642,-1.641628,-0.285457,-0.496448,0.068301,-0.097192,0
0.250151,-0.632051,1.277825,0.048942,0.293917,0.60271,-0.227454,-0.380995,-0.115861,-0.514224,0
32.171631,4.831801,-2.693386,7.100052,-2.770862,-1.246526,0.330385,-0.242268,-1.823971,1.129383,1
-0.902663,-2.431468,0.384608,-0.335915,-0.951011,-0.283531,1.710691,0.541229,0.059349,0.802984,0
-1.512899,1.500304,-1.315643,0.432815,0.77268,-1.575215,-0.948066,-0.805588,-0.332681,-0.369515,1
-1.045097,1.463174,-1.24926,-1.017552,-0.280977,0.127077,-0.538652,-0.667016,-0.19226,-0.749272,0
-0.402052,0.725907,1.673287,0.006678,0.548112,0.495887,0.839177,0.03874,-0.905279,0.040128,0
-0.448152,0.525645,1.621905,-1.752606,-0.328978,0.13051,0.905708,0.117566,-0.753274,0.576372,0
-0.207449,0.776914,1.253726,-0.045114,0.273615,0.378407,0.211098,0.187416,-0.97769,-0.262038,0
-1.230499,1.511233,-1.297007,0.056031,-0.467654,-0.043309,-0.492681,-1.103625,-0.343495,-0.884429,0
0.084564,-1.536045,0.520216,-0.11233,-0.260906,0.343664,0.523548,-0.744335,0.426804,0.542735,0
-0.445164,0.950668,1.565204,0.249065,-0.202523,0.283362,-0.718373,-0.010119,0.681042,0.167983,0
0.151978,1.627784,-1.917813,-5.403916,-0.936981,-0.268216,-0.224065,1.506065,0.37843,0.576078,0
0.96778,1.259304,1.030445,-2.530493,-1.009753,-0.212288,0.115216,0.318336,1.993665,0.936816,0
-2.020012,1.912388,-1.863369,0.560926,-0.165313,-0.000861,-0.569447,0.11055,-0.207015,0.96609,0
-0.335301,-3.500789,-0.316447,0.491471,0.717925,-0.645231,0.22413,0.42539,-0.075056,-0.179,0
-0.527895,-1.462945,0.547956,0.760738,-0.905386,-0.442439,1.26809,0.51032,-0.1637,-1.266396,0
-0.005578,1.555912,-1.345657,-2.227687,-0.042785,0.155886,-0.933485,0.876999,-0.084815,-0.977766,0
1.492051,-1.103737,-0.140725,-1.108879,-1.331107,-0.775667,0.751232,2.583194,-0.091095,-0.18586,0
-1.116592,2.236218,-1.936464,0.578887,1.122549,0.599286,0.311325,-0.022538,0.089577,0.19821,0
-0.065891,-4.691069,-0.305068,0.322393,0.074857,0.815373,0.619239,-1.170448,-0.3908,1.424471,0
-0.683634,-0.556711,1.473365,1.057394,-0.066035,-1.311929,0.387803,-0.110186,1.345263,-0.226627,0
-0.521776,1.005889,1.388069,0.385826,-0.126759,0.372592,-0.769714,-0.424285,0.719305,-0.067973,0
-2.040045,-1.957748,-3.119679,1.597609,-1.034051,-0.497135,0.303032,0.80014,0.730015,0.242842,0
0.881142,-0.285517,1.110396,-0.250427,-0.140951,0.475876,-0.858543,-0.746654,1.733506,-0.507544,1
0.718826,-0.338558,0.75775,-0.709447,0.160236,-1.226684,0.123256,1.100007,-0.481647,-0.584468,0
-1.079695,0.622698,2.047985,0.203128,-0.203014,0.203181,-0.075965,0.173054,-0.228718,0.644807,0
-0.261859,1.073008,2.173652,0.184851,-0.774108,0.047414,-0.811163,-0.168932,2.335027,1.212662,0
3.00166,0.847583,1.922979,-0.299981,1.050335,-1.049143,-1.245683,-0.118978,1.123586,-0.506315,0
0.067092,3.090725,-2.857866,1.442679,2.586668,1.139568,1.912061,0.198691,0.456558,1.023457,0
-0.717757,0.91798,1.175793,0.081442,-0.252212,0.102528,-0.312431,0.314626,-0.067544,0.438432,0
5.169265,1.727805,-1.338158,0.015189,6.047765,2.897475,5.321758,1.193125,1.981796,0.48658,0
2.190806,0.568598,0.91301,-3.533393,-0.689997,-0.129858,-0.116071,2.116503,-0.650785,0.48388,1
0.795433,-1.303748,0.73287,-0.53454,0.346424,0.520592,0.354307,0.733341,0.55547,-0.527527,0
-0.408804,-1.073944,-0.056999,1.368757,-1.135277,-0.580736,0.917512,0.956641,-0.380588,-0.231969,0
0.666918,-1.613639,1.271449,0.05007,0.073342,0.63476,-0.458907,-0.150271,1.091797,-0.220554,0
3.303676,2.652354,-0.943039,-0.600345,4.391964,2.148037,3.308526,0.925303,0.529604,-0.600882,0
0.499705,0.079383,1.823031,0.211564,0.333119,0.847261,-1.382013,-0.709464,1.350206,-0.211702,0
2.322177,2.600814,-1.296635,1.130402,3.548719,1.793375,2.145061,-0.196046,0.049851,-1.582408,0
1.507649,-2.143278,-0.069761,-0.076319,-0.680236,-0.191251,0.583501,0.698571,-0.413224,-1.239802,0
1.458156,-3.046818,0.005993,-1.016111,0.737967,0.356454,-0.359968,0.01184,-0.429726,0.104716,0
0.877568,0.778391,1.322215,-1.416607,-0.405084,0.002287,0.078717,0.603989,-0.005523,0.128368,0
-1.144709,0.823352,0.895492,0.516181,-0.313258,0.090481,-0.22261,0.198324,-1.057211,0.589039,0
-0.685927,0.769877,2.052829,-0.059203,-0.296836,0.214585,-0.513037,0.204719,0.681936,0.515333,0
0.390958,-0.232654,0.6828,-0.733157,-0.699819,-0.333095,0.524357,1.12682,-0.454662,-0.505405,0
-1.12616,-0.571182,-0.254746,1.269481,-0.994658,-0.5035,0.73963,0.095697,0.931396,-0.529643,0
-0.132038,0.580348,1.485492,-0.254941,-0.039695,0.290667,0.044321,0.207713,-1.102208,0.003822,0
-0.443224,0.593004,1.237697,-1.09725,-0.383906,0.112701,0.290767,-0.155928,-0.834532,-0.013495,0
0.69171,1.080709,1.634318,0.082581,0.632198,0.697049,-0.173676,-0.22554,0.765584,-0.723869,0
-1.404118,-2.024675,-3.001984,0.763261,-0.986788,-0.439005,0.173678,1.111166,0.753558,-0.145919,0
0.466637,-3.550031,-0.377731,0.539902,0.158885,0.755907,-0.270193,-0.414083,-0.537857,-0.220685,0
0.715182,-0.183887,0.710234,-0.855882,-0.654564,-0.281419,0.325061,1.140219,-0.533669,-0.73975,0
-2.028858,-0.606092,-2.100642,1.815111,-0.945617,-0.523148,0.335572,0.140292,0.543294,-1.038429,0
-1.652403,1.699317,-1.507125,0.319008,-0.16749,0.099432,-0.929435,-0.025649,-0.341182,0.117328,0
0.972622,-0.018087,1.905428,0.031803,0.029117,0.702456,-1.354143,-0.700332,1.216124,-0.090669,0
-1.964532,1.934348,-1.884013,0.590803,-0.145793,-0.002113,-0.532037,0.111709,-0.205806,0.9389,0
-0.876528,0.682247,1.24264,0.112512,0.03426,0.327054,-0.280018,-0.061709,-0.998136,-0.508036,0
0.944487,0.94453,-0.102966,-0.183484,2.848626,1.692733,1.74435,0.085889,-0.137113,0.502572,0
0.322424,-0.11994,1.155633,-0.157524,-0.642666,-0.192531,0.332002,0.563849,0.206573,-0.540292,0
6.383987,1.331111,1.915203,0.976173,-0.70388,0.258973,-1.471307,-0.440711,1.954154,-1.093136,0
-1.00137,-1.678373,0.908452,0.787782,-0.111928,0.36303,0.135677,-0.119508,0.402032,0.783953,0
-1.579971,1.839311,-1.613254,0.363696,0.179993,0.232312,-0.591286,-0.02755,-0.208512,0.152153,0
2.206287,1.412544,-1.897729,-2.3126,-2.11463,-0.867732,1.456218,-3.28919,-0.491848,-1.423562,0
-0.713158,0.580976,1.255598,-0.151824,0.894715,-1.39394,-0.264744,-0.199599,-0.955676,0.022556,0
-1.446371,1.962847,-1.946287,0.776056,-0.157791,0.00808,-0.579103,0.137649,-0.332926,0.837569,0
-0.709775,-2.223329,0.089807,0.976754,-0.778278,-0.243681,1.152126,0.346566,-0.231654,0.217758,0
-1.215219,2.198067,-1.89553,0.538039,1.058,0.584064,0.228403,-0.016968,0.076457,0.223722,0
-1.327963,0.605208,1.613265,0.116874,-0.257489,0.083074,0.35093,0.260302,-1.013439,0.883527,0
-1.349751,0.676305,1.303229,0.452768,-0.146424,0.200539,-0.130393,-0.01179,-1.025877,0.225665,0
0.308171,0.053625,1.254267,-0.882026,0.846164,0.89156,-0.221099,0.305067,0.085939,0.426755,0
-0.210001,2.531122,-2.041414,0.680236,2.234883,1.147997,1.026432,-0.084309,0.295752,-0.311627,0
0.330256,0.641787,1.116844,-1.728776,-0.555349,-0.088811,0.508718,0.339256,-0.856639,0.07547,0
1.627353,-2.801149,-0.207452,-0.329954,-0.12508,0.549467,0.00253,-0.835692,-0.768018,-0.413574,0
3.392513,-0.717616,0.565823,-0.201094,-0.399763,0.319817,-0.473468,-0.440884,-0.702977,0.021727,0
-0.115327,-0.216763,0.951216,-1.162342,-0.669361,-0.22884,0.594088,0.948655,-0.479668,-0.226792,0
0.387011,1.162592,1.923705,0.663395,0.475882,0.679783,-0.489993,-0.478254,1.547992,-0.472921,0
-0.773735,0.919929,0.412567,-1.101748,-0.348282,0.066769,-0.317962,0.448818,-0.60165,0.060603,0
-0.918081,1.470993,-1.23926,-1.520176,-0.285435,0.107615,-0.858738,0.02156,-0.179721,-0.744239,0
-0.993884,-0.640208,1.339455,0.315392,-0.60917,-0.23166,1.097456,0.515125,-0.436428,-0.014105,0
0.603729,0.983916,-0.148073,-0.89503,-1.07732,-0.144912,0.327734,-1.799278,-0.946689,-0.467496,0
1.923838,-3.28753,-0.323942,-0.11185,-0.149782,0.451222,-0.034174,-0.231604,-0.671066,-0.942285,0
-1.066515,0.541622,1.532228,0.100156,-0.178854,0.236086,0.092938,-0.448481,-1.035895,-0.173724,0
-1.186756,0.779188,1.503632,0.577127,-0.174417,0.225285,-0.432301,-0.224336,-0.168781,0.071756,0
-0.812156,-0.625051,0.58245,1.158159,-0.894225,-0.330309,0.371944,0.100723,1.596362,-0.663476,0
-1.347059,-2.054676,-2.844083,1.392613,-0.894865,-0.43912,0.437753,0.269482,0.68526,-1.092055,0
-1.799716,1.613528,-1.366866,0.142766,-0.182032,0.100879,-1.005349,-0.100639,-0.314442,-0.142317,0
0.371832,1.991107,-1.398358,0.318834,1.467279,0.877539,0.00487,-0.370311,-0.150866,-1.936052,0
1.44341,-2.243615,-0.143368,0.881232,-0.364337,0.193013,0.201264,-0.05467,-0.788423,-1.114875,0
-1.526258,-1.822851,-2.500914,0.924673,-0.23599,-0.69497,-0.077882,0.355584,0.640113,-0.839883,0
-0.734587,0.893215,1.5756,0.516785,0.281554,0.429752,0.075076,-0.136194,-0.097142,0.085147,0
-2.035603,-1.658348,-2.953543,1.581955,-0.183547,-1.478616,0.159913,0.378228,0.698484,0.453566,0
6.036493,-2.311582,-0.588261,-1.751087,0.350977,0.326354,-0.269215,-1.293892,-0.544904,1.035529,0
-1.247791,1.888474,-1.607651,0.378075,0.419,0.338771,-0.440518,-0.081988,-0.183332,-0.172464,0
-0.37504,0.675126,1.604756,-0.243906,0.217854,-0.279012,-0.563224,0.027338,-0.126014,-0.452197,0
-1.077493,0.861128,1.437657,0.625504,0.024699,0.307451,-0.251683,-0.219655,-0.111483,0.085341,0
2.930554,-2.55312,-0.749247,-1.589767,7.000373,-9.671527,-0.556703,-1.041647,-0.129657,0.33068,1
-1.665657,1.826406,-1.606139,0.336963,0.128353,0.189086,-0.591852,-0.045061,-0.196001,0.12905,0
-1.238081,-0.66254,1.077198,1.195519,-0.082129,-1.407834,0.719499,0.093116,0.610332,0.111795,0
-0.369795,1.283363,0.201548,-1.073698,0.080668,0.3242,-0.401109,0.092583,0.442996,-0.379204,0
-1.601337,2.121727,-2.041464,0.738651,0.303867,0.194027,-0.14755,0.132331,-0.108542,0.957642,0
-0.857238,-0.699327,0.326113,0.313872,-0.653807,-0.28597,0.811069,0.72499,-0.137307,-0.566364,0
-1.262599,-0.476656,1.46299,1.331962,-0.337496,-0.087273,1.078261,0.3861,0.491352,0.447162,0
-1.181558,0.738452,1.576809,0.402315,-0.214059,0.225754,-0.414363,-0.176469,-0.175932,0.154884,0
-0.614472,0.78368,1.840743,0.379594,0.565682,0.624448,0.089966,-0.415961,-0.058317,-0.565125,0
-1.144571,0.927376,1.176774,0.558648,0.541541,0.471919,0.576884,-0.0104,-0.796663,0.329144,0
-1.114649,0.336403,-2.081417,-0.873749,-1.052424,-0.583381,0.187785,0.763506,0.579357,-0.311757,0
-0.426915,0.867737,1.324458,-0.010958,-0.259959,0.125569,0.006107,-0.058369,-0.125331,0.245649,0
-1.021648,0.82317,0.908995,0.398986,-0.326921,0.084223,-0.124092,0.299499,-1.034985,0.794365,0
0.916332,-2.024839,-0.054917,0.564777,-0.466045,-0.043257,0.594857,0.474752,-0.468345,-1.019259,0
1.379588,-1.700665,0.547742,-1.953849,-2.007128,-0.190813,2.163125,-3.868694,1.303736,0.832217,1
-0.685927,0.769877,2.052829,-0.059203,-0.296836,0.214585,-0.513037,0.204719,0.681936,0.515333,0
-1.753188,-1.265123,-2.523719,0.772708,-0.035287,0.359672,-0.932211,-0.372729,0.186912,0.785435,0
-0.615685,0.74143,1.714682,0.164247,-0.072545,0.267617,-0.139025,0.021224,-0.183968,0.115259,0
-1.514405,-0.213086,-0.073188,1.30275,-0.860501,-0.400157,0.321296,0.220755,0.830137,-0.069421,0
-1.469089,1.834719,-1.551372,0.29099,0.325298,0.2999,-0.523783,-0.091483,-0.173126,-0.137585,0
4.651136,1.167179,2.156294,-0.12673,-0.733121,0.234517,-1.575186,0.050506,2.48396,-0.370356,0
-1.3943,-0.590723,-0.163056,1.346582,-0.894565,-0.432991,0.493744,0.317675,0.922213,-0.471195,0
-1.227014,0.68628,1.375384,0.532189,-0.018124,0.263547,0.039697,-0.092143,-1.024599,0.206408,0
-0.335915,-0.113448,0.995471,-0.493699,0.605448,0.781261,-0.358355,0.061476,-0.949115,0.298661,0
-0.863634,2.399858,-2.298154,1.034069,0.904161,0.446299,0.384195,0.162611,-0.027336,0.910024,0
-1.543531,1.828555,-1.539671,0.267959,0.30962,0.289168,-0.528006,-0.093409,-0.16126,-0.131393,0
0.816212,1.28709,-2.013329,-5.502819,-2.979007,-0.824284,3.696008,-5.415946,0.49262,0.367074,1
0.094699,0.546047,-1.618661,-1.798743,0.641353,-0.726992,-1.640193,0.373254,-0.235529,0.020102,0
0.758359,-2.317444,-0.815074,0.245857,1.648837,2.01666,-1.336309,-1.718402,0.321787,0.676224,0
-1.801316,1.661991,-1.399149,0.151986,-0.064966,0.144924,-0.889159,-0.099444,-0.264377,-0.127068,0
-0.73422,-2.865446,-0.466455,1.31582,-0.953655,-0.413192,1.400288,0.71788,0.001665,-0.130238,0
