@relation 'ivy-2.0_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.354rfc-0.343wmc-0.339loc-0.318npm-0.309ce... numeric
@attribute 0.489dit+0.465ic+0.451mfa+0.416cbm-0.235ca... numeric
@attribute -0.42amc-0.383avg_cc+0.299lcom3+0.293ca-0.278max_cc... numeric
@attribute 0.519dam-0.511lcom3-0.359avg_cc-0.275max_cc-0.226amc... numeric
@attribute 0.601ca+0.427cbo-0.277lcom-0.27cam-0.203moa... numeric
@attribute -0.951noc+0.128cbm-0.12lcom3-0.101max_cc+0.099ic... numeric
@attribute 0.462mfa+0.434amc-0.377cbm+0.292dit+0.271cbo... numeric
@attribute -0.424cbm-0.404ce+0.394max_cc-0.377amc+0.264dit... numeric
@attribute 0.565cam+0.419moa+0.387max_cc-0.282amc+0.274avg_cc... numeric
@attribute -0.511moa+0.487cam+0.412lcom-0.31ce+0.218amc... numeric
@attribute 0.438avg_cc+0.417lcom-0.406loc-0.336rfc+0.302amc... numeric
@attribute bug {1,0}

@data
-0.681048,-0.669495,-1.287174,0.684736,-0.073537,0.241817,-0.591667,0.332162,-0.129296,-0.327851,-0.173189,1
-0.145993,-1.342188,-3.157436,-3.980725,-0.105761,-0.304393,-0.517262,0.925439,0.84941,0.200767,2.188537,0
2.536936,-1.404919,0.793175,-1.167727,-1.034726,-0.078832,-0.532481,-0.375756,0.567184,0.486854,-0.344271,0
-1.054622,-0.735664,-0.205181,1.505848,-0.121391,0.421345,-0.769082,0.471381,-0.522673,0.29831,-0.056011,0
0.152869,-0.693861,-0.767818,1.835933,0.38927,0.643063,0.010438,-0.344217,0.046728,0.125667,-0.184334,0
0.424694,-1.183531,0.078905,1.546153,1.655129,0.017565,0.366238,-0.311743,0.322688,0.177081,-0.101488,0
2.117957,-1.334085,0.820469,-0.801062,-0.286383,-1.429476,-0.492245,-0.581759,-0.145587,0.309901,-0.139381,0
1.05969,1.777172,0.34021,1.119206,-0.076007,0.488478,0.554311,-0.160091,0.292071,-0.51832,0.031813,0
0.989002,-0.699367,-0.527828,1.74713,0.326924,-0.177023,-0.365506,-0.23125,0.196416,0.026502,0.020367,0
2.254825,-1.286911,0.655284,-0.045974,-0.869894,0.169071,-0.082117,-0.670064,1.040328,0.406811,-0.509624,0
2.563718,-1.414602,0.810644,-1.164384,-0.970622,-0.071003,-0.527884,-0.325824,0.56917,0.527541,-0.327833,0
-0.882602,-0.394054,-0.482012,0.155489,2.113063,0.732326,-0.652023,0.361241,0.569297,-0.185759,0.445104,0
1.296264,2.364385,1.830715,-1.288773,-0.859276,-0.141746,0.303901,1.079216,-0.883938,-0.622963,0.705317,0
0.488819,-0.688735,-0.939117,1.53584,0.920268,0.626966,-0.00076,-0.039799,-0.02117,0.42427,-0.226024,0
-3.89212,0.093626,-0.011454,0.466698,-1.062733,-0.180526,-0.061923,1.367959,-1.537534,1.423202,-1.144062,0
1.196024,1.026267,-0.002179,0.858706,-0.257473,0.183947,0.759725,0.755595,-0.710828,-0.509973,0.263435,0
-5.490012,8.807289,1.287551,-3.372206,1.932375,1.360811,-3.576327,-3.205367,1.150991,0.352599,-0.251658,1
0.590398,-0.751202,-0.322957,1.448358,0.161814,-1.761564,-0.362366,-0.569283,0.611522,0.259616,-0.155026,0
0.012324,0.399457,-1.610881,0.337133,-0.090338,0.183886,0.3976,0.727663,0.125806,0.06398,0.18321,0
1.433493,0.951446,-0.220739,2.097977,-0.038891,-1.036013,1.312722,-0.045978,0.703705,-0.134548,-0.110649,0
-0.383511,-0.746389,-0.136527,1.604932,-0.00027,0.471816,-0.851486,0.32793,-0.804708,-0.103571,0.164739,0
1.534926,-0.442887,-0.800023,2.043622,0.358629,-0.891989,-0.223908,-0.473592,0.565526,0.801157,-0.397965,0
0.210238,-0.647789,-1.299032,1.801893,-0.144862,0.678015,0.571296,-1.185804,0.15572,-0.24656,0.057425,0
-3.112524,-0.93227,-2.524537,-0.726264,-0.46099,0.419898,2.132024,-2.581617,-1.163887,-0.279072,-0.438416,1
-0.090673,1.455085,-0.474454,0.482642,0.123987,0.493867,0.877749,-0.300509,-0.141991,0.183423,0.017125,0
0.658872,0.873198,-0.481004,0.874308,-0.039485,0.217213,0.640325,0.860939,-0.48297,-0.300772,0.077215,0
1.883363,1.431954,1.226689,-1.742532,-1.063001,-1.756116,2.609284,-0.021164,-0.405108,0.54667,0.168636,0
1.114757,4.232802,0.827071,0.247093,0.039284,0.4938,1.124168,0.350252,0.403223,0.468367,0.340402,0
-1.407126,0.186656,-1.206856,-3.324243,-0.721942,-0.502621,0.892745,0.734794,-0.506703,-1.090591,0.518823,0
-5.092864,-1.26311,-4.974697,-6.264846,-0.405727,-0.829467,0.380705,0.968899,0.190854,0.060258,0.085279,0
1.091438,-1.252763,-0.515944,-1.657992,-0.375894,-0.078777,-0.854222,0.17706,-0.581901,-0.291518,0.669613,0
-2.100314,4.978357,0.107693,-0.851786,0.684276,-0.229635,-0.511667,0.254706,0.104894,-0.066505,0.045589,0
-0.103206,-0.812562,-1.564943,-0.12648,-0.214991,0.226881,-0.125396,-0.218822,-0.150012,-0.340723,0.18643,0
0.588491,2.462279,0.263357,0.433796,-0.147277,0.322713,1.034486,0.618206,0.120467,0.556166,-0.045409,0
1.025796,0.821696,-0.885723,1.444202,-0.084481,0.366746,0.991325,0.405891,0.152161,0.145841,-0.071429,0
2.513908,-1.431392,0.828913,-1.181146,-0.965858,-0.069683,-0.498742,-0.375588,0.5732,0.493616,-0.347767,0
0.297806,-0.532235,-1.113147,1.034012,0.217078,0.372248,-0.675144,0.366541,-0.74847,0.104356,-0.052485,0
1.711239,-1.130971,0.173854,0.002562,-0.703551,0.151086,-0.529299,-0.282732,0.39813,-0.197788,-0.099393,0
1.087746,-0.646229,-0.424544,1.155838,-0.33651,0.360548,-0.499961,0.185327,0.321007,0.97642,-0.427843,0
-1.779162,-0.907175,-0.907431,0.060305,0.86941,0.320967,-0.076697,0.512932,-1.082092,0.501443,-0.501308,0
0.371748,3.884729,0.735974,0.57152,0.745425,-0.940485,0.182231,0.533734,-0.160581,-0.136094,0.677347,0
1.095846,1.827778,0.016387,1.251756,0.084014,0.627016,0.272267,-0.341501,0.757194,-0.011756,0.050676,0
-0.19937,1.034896,-0.273313,0.915143,0.193453,0.534341,-0.473094,0.033058,-0.266961,-0.479308,0.365527,0
1.999248,1.498233,1.99352,-0.767549,-1.069312,-0.256573,1.452554,0.851806,-1.336191,-0.947524,0.133249,0
-2.456432,3.536337,1.14057,0.161288,-0.122155,0.552345,-0.732677,0.111742,-0.768627,0.737313,-0.139589,1
0.365083,-0.681554,-0.522445,1.77828,0.216514,0.549282,-0.597401,0.119795,-0.249821,-0.140795,0.089983,0
-9.393878,-1.83873,2.321504,1.918196,-2.500205,0.211422,-0.421979,0.153147,0.023148,-0.923345,0.263859,1
-0.203555,0.462517,0.441311,0.069575,0.311262,0.489637,0.067535,-0.927504,-0.418287,-0.763932,-0.009743,1
-1.088857,-0.035497,-0.302128,1.310457,2.912645,-4.290101,-0.630768,-1.024351,0.356159,-0.224371,0.204803,0
0.846847,-0.495748,-1.161835,1.308208,0.305236,-0.30952,-0.647448,0.148456,0.007182,0.204347,-0.018743,0
0.540866,-1.19652,-0.781207,-0.417795,0.3032,0.234569,-0.399477,0.073005,0.183471,-0.624507,0.548619,0
0.225222,-3.483761,3.855196,-2.112564,4.193483,0.625137,1.943417,-0.204414,0.884347,1.164153,-0.604153,0
1.77255,2.702581,1.753536,-1.934264,-1.165285,-0.279155,1.038172,1.159688,0.233229,-0.067548,0.413552,0
-0.308384,1.233066,0.079283,0.827944,-0.201423,0.469338,0.201773,-0.186408,0.126819,-0.000196,-0.134158,0
-3.239102,-1.587943,0.494574,1.455565,0.509832,0.625073,0.204327,-0.137006,0.398591,-1.593329,0.209237,0
-2.910685,-3.387705,3.993803,-0.754504,5.096774,0.90821,1.342733,0.190012,-0.978946,0.0125,0.200734,0
-0.31468,0.754452,-0.153755,1.003984,0.836354,0.674936,-0.089132,-0.321526,-0.107208,-0.531315,0.169467,0
-2.327156,3.318776,1.209865,0.093355,-0.02812,0.42491,-0.739094,0.683031,-0.943292,1.047261,-0.215182,0
0.688934,-1.26233,-1.938143,-2.844439,-0.318054,-0.211324,-0.706777,0.620111,0.302465,0.026639,1.447207,0
-0.722405,2.745765,-0.151625,0.049003,0.159658,0.290907,0.404691,0.943527,-0.552726,0.132567,-0.062219,1
-2.255305,-0.84819,-3.331624,0.068042,-0.771083,0.943023,4.109033,-4.773635,-1.182325,0.405405,0.824809,0
0.750068,-0.500958,-0.82972,1.412161,0.810463,-3.210923,-0.45389,-0.557805,0.031167,0.714676,0.008123,0
0.633672,0.554128,-0.143035,1.682587,-0.063632,-1.088222,0.744817,-0.012889,0.035075,-1.078435,0.444255,0
-2.213724,-1.112363,-4.429735,-4.777594,-0.525355,-0.3044,0.667468,-0.166865,-0.925658,0.709777,1.96271,0
0.58634,-0.502915,-0.744795,1.392988,0.174493,-0.365201,-0.962093,0.296324,-0.617833,0.108361,0.020087,0
0.097256,-0.549142,-0.350862,1.444347,-0.024213,-1.102135,-0.886226,0.205133,-0.29681,0.787638,-0.126314,0
-0.242418,-0.739944,-1.725387,0.676865,0.154641,0.430078,0.163745,-0.263052,0.753724,0.019025,-0.022475,0
-0.928335,0.85598,-0.332006,1.03614,0.665519,0.627603,-0.069367,0.256891,0.553107,-0.606393,0.266297,0
-0.557595,-0.436847,-1.765482,0.179179,-0.390877,0.324017,0.485693,-0.727927,-1.8398,1.139017,-0.420766,0
0.877554,2.755831,-1.036316,0.403318,-0.024654,0.444667,1.717534,0.269918,0.630643,0.677386,0.626286,0
0.252172,-0.498616,-1.988827,0.861561,0.171258,0.446283,0.009121,-0.094773,0.482048,0.646989,-0.029848,0
1.249743,-1.909947,1.480819,-1.147384,0.988679,0.192122,-0.263367,0.032383,-0.404292,-0.118147,0.044128,0
1.829006,-1.180442,0.441201,0.163017,-0.590802,0.200536,-0.42073,-0.448737,0.255389,-0.196683,-0.190806,0
0.4609,-0.039321,-0.101378,1.441258,0.073555,0.413181,-0.106108,0.51471,-0.455719,-0.431853,0.327076,0
0.749605,-1.584858,1.152006,-0.827042,0.256311,0.100957,-0.908742,0.115333,-1.080405,-0.619773,0.264405,0
2.494636,-1.494022,0.917859,-1.204642,-0.764019,-0.043555,-0.426666,-0.325321,0.587218,0.547826,-0.33832,0
1.135068,-1.677889,1.097167,-0.979047,0.564823,0.136332,-0.632382,-0.017637,-0.82673,-0.608562,0.184294,0
-2.818828,-0.841414,-6.635812,-2.912965,0.21928,0.315518,1.779334,-0.420672,2.331858,0.992412,3.215726,0
-0.146837,1.472698,-0.547129,0.658973,-0.399664,0.596852,1.6091,-1.198174,0.249381,-0.057246,0.224603,1
2.397849,1.114737,2.029288,-0.530519,-0.760133,-1.669676,1.237215,0.478878,-0.763593,-0.536339,0.025275,0
0.980984,-1.22637,-0.331278,-1.357496,-0.174685,-0.033714,-0.971806,0.227804,-1.052939,-0.642906,0.625014,0
0.243239,-0.498865,-1.607005,0.559205,0.005204,0.318449,-0.270093,0.111403,-0.569759,0.428148,-0.121941,1
1.052344,-0.599654,-0.923771,1.052622,-0.067241,0.361485,-0.528267,0.322888,0.446276,0.722447,-0.235957,0
1.000518,-0.469575,-0.917193,1.519401,0.013735,0.48609,-0.3599,-0.185825,-0.571086,0.357099,-0.237244,0
0.882793,-0.778132,-0.45127,1.653076,-0.355822,0.48787,-0.446597,-0.291417,0.365745,-0.515756,0.120633,0
1.450662,-0.541873,-0.814867,1.465747,0.121809,0.449902,-0.434985,0.020402,0.036315,0.342119,-0.344221,0
0.961355,-0.91924,-0.262081,1.554573,0.619762,0.603898,-0.067706,-0.152446,0.300818,0.09068,-0.103518,0
1.78801,0.855033,1.027119,-1.486735,-0.732015,-0.023018,-0.180035,-0.040625,-0.037053,-0.31895,0.22395,0
2.528819,2.673924,2.181606,-1.657179,-1.274189,-0.215267,1.308832,0.703554,0.366514,0.063656,0.215526,0
1.412823,-1.339231,0.737121,-0.818616,-0.505472,-0.003661,-1.056199,-0.02421,-0.754604,-0.485852,0.151863,0
1.405018,-0.560707,-0.545232,1.516526,-0.10774,0.443732,-0.546636,0.018961,-0.04375,0.525048,-0.302357,0
0.097441,-0.504112,-2.429869,0.639507,0.349005,0.507945,0.273271,-0.287861,0.207967,0.646366,0.424863,0
1.13061,0.867053,0.368258,0.926999,-0.753841,0.200115,1.298188,0.287067,0.224615,-1.074423,0.360477,0
2.87588,0.61496,1.908719,-0.915929,-1.574148,-0.257422,1.419093,0.053262,0.020342,-0.077998,-0.484057,0
-3.3938,3.530492,1.554668,0.33656,-0.218675,0.494068,-1.42035,0.845432,-1.320623,1.461652,0.023967,0
-1.880878,1.640089,0.388775,0.246507,-0.104512,0.50648,-0.46864,-0.465519,-0.130647,-1.286101,0.245611,0
-0.569239,-0.591247,-1.428629,0.764358,0.138575,0.431032,0.139785,-0.324668,-1.096538,0.168074,-0.120886,1
1.932264,0.48535,0.642375,0.540073,-0.938563,0.093827,1.079282,0.179419,0.516775,-0.374931,-0.157051,0
1.19187,-0.597949,-0.746034,1.351798,0.548165,-2.498281,-0.274554,-0.488693,1.046693,0.956434,-0.29841,0
2.42606,2.300669,2.19551,-1.299461,-0.67274,-2.313013,1.196294,-0.095095,0.49152,0.012779,0.117155,0
0.881271,-0.700973,-0.30517,1.030048,-0.057059,0.350978,-0.880299,0.220861,-0.679377,0.081586,-0.011946,0
-5.369691,-0.659058,0.329953,1.697588,-0.937833,0.325387,-0.766988,0.144651,-1.504368,0.070026,-1.712318,0
-0.73353,3.410861,1.12777,0.479584,0.171653,0.592798,-0.673749,0.406127,-0.58551,0.563491,0.380306,0
0.303916,1.679292,-1.098314,0.367284,0.424625,0.552527,-0.067407,0.014272,0.504835,0.586696,0.317226,0
0.862605,-0.561019,-1.045942,0.791363,0.0847,0.326928,-0.772747,0.197847,-1.067995,-0.177695,0.168073,0
-0.931775,-1.153828,-2.552524,-0.734089,-0.246912,0.342234,0.61489,-0.55008,1.526435,-0.376875,1.403742,0
-9.729869,2.076645,0.802414,-1.986755,-0.993454,-0.582321,0.003433,-2.524225,-0.367961,-0.354537,-2.551799,1
1.445141,-0.625177,-0.53909,1.275275,-0.161857,0.40952,-0.493111,-0.051243,0.053962,0.541082,-0.276143,1
-0.608144,-0.776604,-1.167526,0.479269,0.62423,0.380406,-0.356066,0.512363,-0.266918,0.480294,-0.069155,0
2.238145,1.396514,0.44466,1.784612,-0.760692,0.307338,1.965786,0.147063,0.895692,0.811003,-0.834278,0
-3.107045,2.128406,-0.241968,-0.283983,0.119743,0.414936,-0.687375,-0.414177,-0.697725,-0.132613,-0.653069,1
2.636556,-1.371339,0.756636,-1.134203,-1.044254,-0.081473,-0.590765,-0.276226,0.559124,0.554705,-0.304402,0
1.02149,3.824836,0.544371,-0.038687,0.140005,0.429041,0.684889,0.501989,0.537471,0.194894,0.34336,0
0.222907,-0.636747,-0.236836,2.110516,1.126412,-3.810135,-0.658214,-0.84842,-0.240116,-0.321961,0.306757,0
-0.710919,0.505935,-0.663052,0.722459,0.128074,-1.369585,-0.045572,1.222817,-0.464099,0.28905,-0.205118,0
1.51499,-0.757129,-0.364701,1.391244,0.337608,0.517396,-0.109899,-0.138859,0.339616,0.746987,-0.431941,0
-4.127409,-0.693467,-3.462543,-2.817389,-0.350579,-0.647038,-0.939526,3.059552,1.675187,-0.494682,-1.46346,0
2.145468,0.585325,1.38324,-1.02242,-1.051422,-0.235949,0.975523,0.443928,-0.587475,-0.745797,0.034827,0
-0.776129,-0.180824,-0.052866,0.367923,-0.508124,0.085366,-0.271996,1.034664,-0.113124,-0.895313,0.483254,0
-0.905396,-0.634403,-0.765646,1.361887,0.977127,-3.27704,-0.800261,-0.173373,-0.345008,-0.288537,0.215822,0
-4.099153,6.888999,0.448966,-1.443762,2.724713,-2.293723,-2.046967,-3.513921,1.483127,-0.538859,-0.393504,0
-1.476147,3.05477,-0.059686,-0.157871,0.395752,0.55154,-0.440159,-0.071888,-0.999609,0.578631,-0.190075,0
-0.354308,1.367731,-1.389591,0.639398,0.451188,0.553591,-0.086308,0.167631,0.244821,0.184526,0.521616,0
-0.629054,1.089467,-1.021422,-0.260899,0.034954,0.30505,-0.194861,0.478454,0.491988,-0.213861,0.420778,0
2.173229,-1.730947,1.301217,-1.296445,-0.178936,0.036453,-0.169158,-0.271884,0.601538,0.651164,-0.365113,0
-3.849825,2.306378,-0.531837,-0.414639,0.491835,-3.090087,-0.231159,2.557021,0.605191,0.187802,-0.495391,1
1.899674,-2.218481,1.900262,-1.563621,1.159514,0.211307,0.488888,-0.270863,0.751635,0.77108,-0.416273,0
1.765175,0.902498,0.685154,0.470776,-0.888273,0.073995,1.339107,0.34699,0.231302,-0.566549,0.025146,0
-0.310007,-1.418353,0.416051,1.422016,0.943523,0.667358,0.065774,-0.264369,0.154019,-1.08404,0.375447,0
2.01857,1.074196,1.129718,-0.189295,-0.732802,0.209685,0.316636,-0.406268,0.619831,-0.384345,-0.070396,0
2.2283,-1.339738,0.653351,-1.010492,-0.786768,-0.046991,-0.778535,-0.202711,-0.007946,0.029421,-0.096303,0
-0.477601,-0.78398,0.171426,1.646128,-0.158644,0.430288,-1.137744,0.635991,-0.815778,0.086559,0.412014,0
1.3904,-1.800433,1.343778,-1.092188,0.719469,0.155098,-0.398726,0.06877,-0.402028,-0.083903,0.059013,0
0.264682,0.569259,-1.101772,0.602321,-0.142589,0.143293,0.369138,0.972302,0.044001,-0.251039,-0.118142,0
0.297138,-2.224367,2.003274,-1.224159,1.70397,0.294517,-0.002559,-0.060977,-0.716103,-0.388744,0.048811,1
2.998179,0.608852,1.972846,-0.866176,-1.445068,-0.247918,1.350535,0.244608,0.052681,0.011666,-0.460986,0
1.666279,-0.600713,-0.551602,1.487698,-0.071584,0.46024,-0.339806,-0.116762,0.322706,0.691341,-0.423323,0
1.267308,-0.657172,-0.315866,1.221826,-0.348753,0.371641,-0.583123,0.117426,0.194666,0.872033,-0.317024,0
-1.207959,-0.865631,0.934214,1.295787,1.952955,1.037145,0.00278,-0.686105,0.910886,-1.137892,0.551751,0
0.540529,-0.854318,-0.43812,1.365344,-0.254275,0.442311,-0.540799,0.075969,0.45614,-0.314476,0.247752,0
2.304893,-1.332631,0.652551,-0.990388,-0.727427,-0.040482,-0.80308,-0.103014,-0.009991,0.104034,-0.059931,0
0.218386,-0.798582,-0.549056,1.157959,0.643489,0.493501,-0.376111,0.217068,-0.231641,0.342477,-0.155315,1
-0.873634,1.218287,-0.337411,0.254176,1.066156,0.489696,0.018763,0.899564,0.113982,-0.488099,0.527753,0
-2.806091,-1.069366,-0.071207,0.706582,0.527713,0.365376,-0.51884,0.661301,-0.899699,-0.094705,-0.30348,0
2.238018,0.744916,1.437482,-1.208131,-0.783231,0.017899,-0.132238,-0.368882,0.039461,-0.313353,-0.119428,0
-0.943372,-0.783935,-1.123153,1.055167,-0.064124,0.404458,-0.589915,0.218055,0.066875,-0.766457,0.301695,0
-2.807364,-0.833247,-1.798237,-0.454562,-0.233541,0.160883,0.526852,-0.770732,-0.578787,-0.653524,-1.036565,0
0.10223,-0.701832,-0.834302,0.683711,-0.17997,0.298913,-0.514037,0.088226,-0.064826,0.365091,-0.26624,0
2.494636,-1.494022,0.917859,-1.204642,-0.764019,-0.043555,-0.426666,-0.325321,0.587218,0.547826,-0.33832,0
-1.315083,-2.539963,2.71723,-1.114154,2.390906,0.402764,-0.010299,0.044941,-1.455182,-0.76914,0.287939,0
0.043339,-0.363803,0.139934,1.369075,0.289483,0.455914,-0.238457,0.491548,-0.538428,-0.253901,0.303803,0
0.184805,-0.253932,-0.39153,-1.991103,0.098264,-1.513169,-1.731746,0.221922,0.279781,-0.313108,0.201484,0
-1.346309,2.482166,1.229019,0.663864,1.86812,1.285188,-1.924457,-1.776735,0.201014,0.281305,0.013528,0
0.541468,-0.433521,-1.02352,-2.663562,0.075194,-0.02,-1.569717,0.273438,0.536285,-0.360044,1.006161,0
-22.303418,-4.617135,10.392508,2.902231,-6.0958,-0.305079,0.535674,-0.360064,0.845581,3.94427,4.155629,0
-1.623035,-1.183896,0.752192,-0.779236,4.137325,0.877269,0.370291,0.559687,0.441958,0.646843,-0.089128,0
0.564986,-0.755177,-0.611544,1.669682,0.576218,0.603448,-0.173144,-0.278586,-0.457716,-0.390563,0.002964,0
2.079718,-1.604558,1.221564,-1.194487,-0.599271,-0.014722,-0.39438,-0.239959,0.517231,0.650703,-0.3508,0
1.095756,-0.555408,-1.072907,1.840689,0.014707,0.557107,-0.263987,-0.097534,0.735195,0.22085,-0.085275,0
-1.14627,-2.728847,3.145106,-1.192184,2.845319,0.457881,0.22899,0.379931,-1.095516,-0.043786,0.259362,0
0.492891,-0.824706,-0.386935,1.636767,0.445156,0.583934,-0.257011,-0.084644,0.046838,-0.016064,-0.057131,0
0.648467,-1.176141,0.103237,1.218332,-0.259633,0.482651,-0.142455,-0.56529,0.542236,-0.965854,0.255743,0
0.426636,-0.75583,-0.467269,1.380402,0.057802,0.449163,-0.67331,0.23007,-0.140055,-0.158077,0.117831,0
-1.910659,0.911347,0.168159,1.231991,3.096782,-12.289363,0.387961,-0.52435,-0.515404,0.719024,0.498526,0
0.102529,-0.637361,-0.28747,1.341967,-0.185718,0.394613,-0.788543,0.178934,-0.73955,0.370955,-0.18321,0
1.538595,-1.206842,0.171415,-0.963365,-0.275897,-1.473284,-0.696392,-0.591958,-0.629546,-0.386331,0.163878,0
0.660523,-2.634675,2.512561,-1.49891,2.882526,0.442985,0.642811,0.140584,-0.197615,0.220615,-0.043567,0
-0.576348,0.268205,-1.046295,0.717063,-0.001878,-0.472507,0.610073,0.274818,0.319135,-0.557252,0.063294,0
-3.040071,6.846169,1.142679,-1.823019,1.317731,0.917611,-1.911177,-0.890767,0.567906,-0.380779,0.437867,0
2.467853,-1.484338,0.90039,-1.207985,-0.828123,-0.051384,-0.431263,-0.375253,0.585232,0.507139,-0.354759,0
0.870256,3.22379,0.285705,0.473806,0.802456,0.971663,-1.211098,-1.450208,1.377466,0.697511,-0.228261,0
2.19795,-1.337617,0.631461,-0.956205,-0.570184,-0.020342,-0.843671,-0.053817,-0.189025,-0.048665,0.018548,0
-1.008975,-0.508154,-2.376442,0.725586,-0.381926,0.662192,1.859423,-2.346691,-0.976518,0.761192,-0.194633,0
0.576991,-1.459605,-0.144857,0.318675,0.229868,0.425518,0.321908,-0.289626,1.521046,-0.498514,0.266881,0
0.534674,-1.722845,1.150062,-1.000973,0.471195,0.131262,-0.609037,-0.353647,-1.074647,-1.082073,0.126742,1
-1.024646,-0.48316,-3.443489,-0.985966,0.169374,0.116594,-0.095516,0.751852,0.344438,0.462093,0.450922,0
-1.912312,5.479732,-0.242677,-1.338417,1.225097,0.708837,-0.388491,-0.293589,-0.144198,0.290171,-0.05147,0
0.698017,-0.631094,-0.881516,1.514815,0.007312,0.484676,-0.480919,0.013083,0.082285,-0.107461,0.050157,0
0.038002,0.449323,-1.215796,0.369579,-0.002451,0.110602,0.207258,1.304621,0.111461,0.09516,-0.144444,0
2.931734,0.630604,1.906201,-0.890505,-1.577145,-0.260397,1.373787,0.11694,0.027018,-0.052493,-0.474352,0
0.719453,-0.698756,-1.069469,1.583152,-0.140135,0.502459,-0.357211,0.013475,0.921999,-0.29719,0.222801,0
-2.633077,-3.613216,3.73175,-0.737144,6.532147,1.131234,2.22056,0.327428,-0.430216,-0.04063,-0.101278,0
0.833253,-1.383746,1.187543,-0.606779,-0.385602,0.018821,-1.321954,0.534677,-1.029726,-0.046945,0.370485,0
1.951147,-1.446885,0.749948,-1.016279,-0.331529,0.013575,-0.708304,-0.173513,-0.251487,-0.209928,-0.007279,0
-0.834241,1.8449,-1.300719,-0.836231,0.116337,0.459163,0.305407,-0.891969,-0.580775,0.44081,0.122334,1
-1.817892,5.880017,2.109014,-3.339485,0.684721,0.591577,-0.854419,-1.857334,-0.620805,-1.354241,0.492114,0
1.868834,0.999642,1.211871,-0.244493,-0.658036,0.223766,0.422487,-0.541621,0.645404,-0.474962,-0.12108,0
2.244765,0.826379,1.31144,-1.112253,-0.782634,0.022205,-0.295712,-0.219148,-0.179138,-0.392977,0.027198,0
1.394813,-1.018765,-0.153808,0.547701,-0.405413,0.328615,0.091409,-0.514404,0.852411,0.467801,-0.447696,0
0.92166,-0.610693,-0.532682,1.336136,0.057395,0.4185,-0.803821,0.228787,-0.56278,0.177095,0.000772,0
2.234802,-1.579215,1.087588,-1.236034,-0.651483,-0.024952,-0.347048,-0.372587,0.567487,0.535981,-0.38051,0
