@relation 'ant-1.6_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.363wmc-0.362rfc-0.339npm-0.3ce-0.297loc... numeric
@attribute '-0.468dit-0.45mfa-0.43ic-0.405cbm+0.25 ca...' numeric
@attribute 0.474ca+0.448cbo+0.348noc-0.344max_cc-0.341avg_cc... numeric
@attribute 0.639lcom3-0.588dam+0.227cam+0.225lcom-0.175noc... numeric
@attribute '0.54 avg_cc+0.459max_cc+0.314noc+0.302ca+0.253cbo...' numeric
@attribute '0.88 amc-0.243avg_cc+0.234loc-0.205cam-0.205max_cc...' numeric
@attribute 0.643noc+0.484moa-0.262ca-0.247lcom+0.215lcom3... numeric
@attribute '0.551cbm-0.515mfa+0.4  ic-0.29dit-0.264ce...' numeric
@attribute -0.571moa-0.571cam+0.383ce-0.289lcom-0.221dam... numeric
@attribute 0.552moa-0.497noc-0.28lcom+0.273cbo-0.236npm... numeric
@attribute -0.584ce-0.568cam+0.343dit-0.226ic+0.216lcom... numeric
@attribute -0.686loc+0.406avg_cc+0.322amc+0.301npm+0.265lcom... numeric
@attribute bug {1,0}

@data
-1.435053,-0.519551,-1.476914,-0.375316,1.159609,-0.289185,-0.223339,-1.890296,0.41484,0.904619,-0.414044,0.432848,1
-5.165579,-0.345924,1.663579,-1.026965,-0.853283,-0.029422,1.845225,-0.585108,2.429919,-1.231473,-1.693998,1.011751,0
-4.497528,-0.664641,-0.886755,0.478002,0.141186,-0.120066,0.502149,-0.271594,0.350454,-0.419541,-0.664586,-0.510376,1
3.329386,0.305357,0.770581,2.037521,-0.623258,-0.289103,0.012615,-0.867628,-0.553944,-0.231578,-0.233007,-0.499933,0
3.073,-0.947909,1.514107,2.373156,-0.430767,-0.280966,-0.151074,-1.741976,-0.514965,-0.253307,0.738427,-0.56404,0
0.360261,-1.464263,0.083986,-1.423689,0.109757,-0.093679,-0.214574,0.065522,-0.607469,0.338827,-0.354357,0.366788,0
0.706363,-0.592406,0.101182,-1.092523,-0.681844,0.389687,-0.316083,0.739981,-0.127432,-0.54159,0.35923,-0.227632,0
1.360211,1.038508,-0.665326,-1.672994,-0.271108,0.190199,-0.33,0.394332,-0.394286,-0.145609,-0.482065,-0.052758,0
2.049738,-0.266652,0.501515,2.582554,-0.09965,0.71292,0.089052,-0.662638,-0.292983,-0.155289,-1.404807,-0.205067,1
0.66913,-1.117903,0.298421,-0.450953,-0.550053,0.486719,-0.336989,-0.463858,0.117177,-0.129263,-0.041072,-0.36969,0
0.971468,1.817568,1.322116,-1.90173,0.04003,0.210773,-0.817353,0.641841,-0.055489,0.4339,-0.493694,-0.150668,0
-2.517036,-4.145247,1.160157,0.390004,-0.317196,0.197079,0.402548,1.638851,0.578263,-0.184684,-0.768678,0.316608,0
1.267714,-0.326699,0.89254,-1.184091,-0.391403,0.089921,-0.218535,-1.100659,-0.01949,-0.315081,0.58084,-0.080414,0
2.668736,-0.241781,0.542485,1.97244,-0.187236,-0.136205,0.254914,0.046291,-0.080179,-0.179993,0.059424,-0.274491,0
1.337308,-0.039778,0.167168,-1.457158,-0.470182,0.17476,-0.690233,-0.621297,-0.220578,-0.023356,0.162394,-0.042121,0
0.676262,-0.881891,0.37874,0.038676,-0.527619,0.426153,-0.178165,-0.231868,0.739124,0.041341,0.544429,-0.19563,0
-1.431254,1.415011,-1.203137,-1.132849,0.423482,-0.310191,1.09262,-0.287833,0.279278,0.642329,-0.403098,0.118503,0
1.410824,1.728036,0.793448,-1.294967,-0.089347,-0.11622,-0.797596,0.685655,-0.554119,0.055784,-0.515778,0.001884,0
-4.2168,2.288471,-1.681676,1.15269,0.293226,-0.035701,-0.464573,-0.678514,1.813018,-0.304241,-1.700912,-0.910362,1
1.704442,0.146026,0.265119,0.786747,-0.521417,0.349665,-0.054341,-0.932264,0.715399,0.365879,0.018447,-0.202976,0
1.141101,-1.82397,2.725919,2.452483,1.270965,0.075831,0.276909,0.948507,0.300621,-0.017512,-0.176536,-0.218549,0
1.638336,-0.155712,0.334386,-1.831624,-0.793987,0.066437,-0.744377,-0.560391,-0.420327,-0.123301,0.109996,-0.117644,0
-1.725003,1.851268,-1.381546,-0.392492,-0.676082,-0.248677,0.194895,0.341646,-0.689168,-0.280509,0.611446,-0.366657,0
-2.33636,-0.602193,-0.951829,-0.370314,0.789495,-0.496533,-0.190608,-0.709092,0.742742,0.427526,-0.106572,0.363778,1
3.246155,1.744337,-0.150951,1.589207,0.062027,-0.53606,0.327044,0.591202,-0.582787,-0.215607,-0.521974,-0.00856,0
0.273456,-0.138057,-0.172128,-0.968602,-0.621449,0.312796,0.22997,0.577751,-0.047263,0.18482,0.34258,-0.16859,0
-0.439534,1.596302,-0.678595,-0.947389,0.193932,-0.108138,0.299135,0.16551,0.785664,-0.454543,-0.066226,0.19166,1
-1.405889,-2.28202,0.581436,-0.215248,-0.642293,0.713241,0.622275,2.432233,-0.806598,-0.175866,0.673626,-0.399568,1
0.354996,-2.042369,-0.064556,-0.986214,1.109907,-0.513323,-0.714433,-1.139451,-0.856492,0.431245,0.671506,0.678331,0
2.626635,2.005272,0.142241,1.723141,-0.030748,-0.593348,0.148937,0.607866,-0.451079,-0.295562,-0.599759,0.132345,0
1.598255,1.151146,-0.285461,-1.428915,-0.723272,0.034267,-0.131636,0.578864,-0.141918,-0.176114,-0.237588,0.082171,0
-0.074153,-1.007546,-0.096327,-0.071254,0.056188,0.003482,-0.156756,-0.570805,1.040361,0.331716,0.010196,0.176574,0
-1.251328,-0.205528,0.248197,-0.463825,-0.929722,0.267027,0.97545,-0.213438,-0.044022,1.567536,-0.463625,-0.301928,1
0.404683,1.223619,-0.897004,-1.590723,-0.451637,-0.10627,-0.356488,0.551149,-0.038168,-0.468639,0.01591,0.09679,1
1.794792,1.145103,-0.264461,-1.409656,-0.654934,-0.089681,-0.233838,0.544539,-0.516107,-0.307431,-0.433136,-0.005412,0
2.080452,-1.279866,0.381209,2.564734,0.902153,-0.587695,-0.071768,-0.709621,-0.481681,-0.131178,-0.338258,0.299989,0
2.20006,1.850468,-0.192142,1.164245,-0.120905,-0.107002,0.535307,0.886681,0.833755,0.259516,0.683646,0.111659,0
0.758679,1.288748,-0.996504,-0.988729,-0.100138,0.029643,0.192373,0.520499,-0.298,0.256992,0.276797,-0.000125,0
-0.729496,-1.829741,0.175761,-0.690351,0.461472,-0.227969,0.100412,-0.398675,-0.478084,0.99066,0.205677,0.658465,0
1.278567,1.09018,-0.346296,-2.135956,-0.362791,-0.047988,-0.519007,0.559513,-0.32258,-0.141658,-0.231674,0.148533,0
-0.361452,-0.90817,0.331804,-0.020122,-0.821407,0.051945,-0.049818,-0.192462,-0.432056,-0.222592,-0.433004,-0.043748,0
2.419456,1.84037,-0.28768,1.396454,-0.248905,-0.327781,0.451234,0.807438,0.229975,-0.180419,0.311751,0.144034,0
-4.964791,-1.327527,-1.999758,0.831108,1.826525,-1.089095,0.265886,0.375046,0.097726,-0.731779,-0.316045,0.063237,0
2.842483,1.783553,-0.16381,1.573682,-0.254774,-0.385253,0.419401,0.629345,-0.215839,-0.239837,-0.358488,-0.03301,0
3.172362,-0.690363,1.195606,2.322171,-0.578386,-0.30085,-0.197491,-1.48578,-0.534484,-0.190382,0.497054,-0.541863,0
1.605164,1.237658,-0.401064,-1.367646,0.344505,-0.368373,-0.252979,0.19112,-1.094775,-0.669286,-0.914937,0.261396,0
3.256196,-0.329103,1.075171,2.213613,-0.552078,-0.271231,-0.171435,-1.23547,-0.606014,-0.225675,0.34626,-0.566132,0
2.123819,1.681863,-0.321321,1.321734,-0.35001,0.186452,0.755014,0.567268,1.019441,0.413715,-0.036935,-0.066441,1
2.065255,1.123111,-0.133178,-1.546688,-0.659062,-0.039658,-0.291048,0.576111,-0.68203,-0.283698,-0.4412,-0.175346,0
-1.588751,1.306892,-1.744581,-0.660662,0.151484,-0.225433,0.314968,-0.166352,0.63955,0.406556,-0.763805,0.159395,0
1.07318,-0.04946,-0.607638,1.847882,0.950383,-0.512662,0.16671,-1.27835,1.164354,0.635544,0.584065,0.60303,0
-0.216214,2.991244,3.061558,-1.381961,1.228811,0.366186,-1.518876,0.95465,0.109656,2.070693,-0.175191,-0.498631,0
-1.130764,-1.907596,0.419131,-0.336483,-0.542228,0.080606,0.336574,0.837632,0.444492,0.121036,-0.202359,0.395454,0
3.236661,0.112979,1.161858,2.114784,-0.430507,-0.258551,-0.212788,-1.008262,-0.591952,-0.119369,0.077716,-0.572497,0
2.395446,0.360041,0.480647,2.318525,-0.35043,0.118465,0.039159,-1.270531,-0.151684,0.043368,-1.086833,-0.219494,0
2.348765,1.656299,-0.133956,0.759847,-0.722655,0.511976,0.978859,1.067644,1.76323,0.708038,1.341091,-0.324982,0
0.798304,-2.221705,0.235338,-0.561639,0.587342,-0.169984,-0.547613,0.146341,-0.321621,-0.340852,0.714741,0.322025,0
-4.623754,-2.08319,0.445373,1.023309,-1.580486,0.321788,1.558989,0.472008,-0.805929,0.99733,-0.631261,-0.25647,1
-1.131454,1.073742,-1.152077,0.171002,-0.158754,0.211701,0.51502,1.157795,0.802956,0.041844,0.23485,-0.418944,1
1.71396,-1.25944,0.653623,2.313857,0.704307,-0.327066,-0.127847,-0.872275,0.26936,0.163852,0.713107,0.162665,0
2.900735,0.009435,0.695415,2.201775,-0.32203,-0.353711,-0.078542,-1.179993,-0.435779,-0.143182,-0.19038,-0.280237,0
-0.829052,2.165579,-0.043192,1.746653,-1.410225,-0.257008,0.807521,0.306234,2.750291,0.290993,-0.288409,1.307006,0
1.09841,-0.436296,-0.082122,-0.621004,-0.085855,-0.404743,-0.754309,-1.223263,-0.597712,-0.313189,-0.175193,0.192903,0
0.290835,-2.442697,0.810548,-0.379224,-0.357455,0.316974,-0.139574,0.996922,0.111431,-0.449689,-0.393297,0.043226,0
-2.483034,-1.949521,0.104295,-0.214795,0.103135,-0.085719,0.202437,0.483875,1.072761,0.293706,-0.248685,0.503075,0
1.011803,-2.66718,1.190978,-0.901798,-0.372802,0.377502,-0.738675,0.533569,-1.018231,-0.674991,-0.406205,-0.199003,0
1.465802,1.08731,-0.683365,-1.618201,-0.231679,-0.045955,-0.282154,0.55743,-0.352738,-0.21299,-0.067086,0.081183,0
0.011461,-1.759633,0.506423,-0.521793,-0.587224,0.4616,-0.207041,0.242896,0.447195,-0.219197,-0.272841,-0.129702,0
1.024958,-1.101516,0.447485,-1.35432,-0.62227,-0.167366,-0.854925,-0.167163,-0.783072,-0.701193,0.083114,0.070134,0
1.706699,-1.315272,0.987166,-1.411146,-0.898522,0.036002,-1.078608,-1.395722,-0.708816,-0.235384,0.719565,-0.346767,0
-0.995301,-3.067022,-1.716759,3.146712,4.197269,-0.795825,-0.062506,0.474211,-0.076693,-0.346354,-0.814198,0.806558,0
2.641027,1.648335,-0.265621,0.815647,-0.154715,-0.26582,0.308667,0.757817,0.074806,-0.041637,0.151741,0.049757,0
0.693119,1.204008,-1.460332,-1.450859,0.977889,-0.409249,-0.561564,0.352358,-0.47681,-0.341663,0.009067,0.261852,0
3.179386,1.750497,-0.11024,1.607248,0.06249,-0.540428,0.334672,0.550738,-0.514538,-0.159879,-0.625648,0.017602,0
1.683042,0.206456,0.233981,0.775894,-0.524741,0.352737,-0.033167,-0.867772,0.723456,0.363871,-0.001972,-0.208947,0
-0.919098,-1.857215,-0.66968,-0.480569,1.286106,-0.385089,-0.157729,0.66547,-0.645546,0.005472,-0.37517,0.613237,0
-0.168296,-2.665909,0.118895,1.046458,1.651771,-0.162572,-0.326176,0.689397,0.516689,0.01492,1.028668,0.492035,0
-0.562822,-1.31574,-0.017363,0.518382,-0.405517,0.676231,0.044129,-0.395052,0.160319,0.097397,0.710012,-0.923662,0
1.389646,1.233411,-0.286283,-1.418845,-0.672471,0.007806,-0.205859,0.622089,-0.171974,-0.225122,-0.111065,-0.04415,0
-6.099818,0.053796,-0.15032,0.930251,-2.728711,0.049662,1.106403,-0.055317,0.222572,0.263327,-0.529054,-0.095508,1
1.452804,-0.621513,0.505208,-1.032952,-0.794888,-0.049871,-0.765058,-1.275273,-0.538084,-0.179131,-0.421626,-0.076807,0
-0.07802,1.57242,-0.822845,-1.019904,-0.951969,0.404333,-0.285082,0.764309,0.28547,-0.796787,0.58894,-0.561619,1
0.518138,1.266223,-0.530685,-1.386047,-0.837284,0.432752,-0.089157,0.538613,0.445641,-0.114758,-0.052594,-0.376728,0
1.363383,-0.599348,0.452891,-0.934382,-0.803656,0.010727,-0.508512,-1.130987,0.0684,0.062474,0.201704,0.0011,0
0.612723,1.375133,-0.948234,-0.694208,-0.373368,0.519091,0.121323,0.629308,0.911356,0.089856,0.534736,-0.265949,0
-1.186352,-1.600443,0.078871,-0.209466,-0.063732,0.483902,0.023291,-0.127209,0.97618,-0.149723,-0.775267,-0.245093,1
-2.863159,0.07668,0.873205,-1.174106,-1.399615,-0.138433,0.139563,-1.703043,2.063475,-0.671828,-0.233348,1.220344,0
1.374759,0.998697,-1.473673,1.267231,1.809128,-0.599474,0.491503,1.336872,0.677929,0.183225,0.825216,0.920712,0
2.20487,1.831748,0.146182,0.628298,-0.106456,-0.304072,-0.018231,0.727351,0.024723,-0.002628,-0.127179,0.108064,0
-2.891998,0.439504,-3.431375,-0.011506,2.710743,-0.013388,-0.639842,0.063755,-0.748122,-0.80717,1.019979,-1.701796,0
-5.846026,3.283069,-1.5685,0.780163,2.003253,-0.20261,-2.091021,-0.175055,0.362516,-1.019661,-0.275035,-1.867447,1
3.152559,1.699963,-0.182479,1.625896,-0.005897,-0.553315,0.399852,0.499187,-0.454388,-0.162903,-0.718092,0.057556,0
0.793961,1.263621,-0.490841,-1.411155,-0.835204,-0.059962,0.224551,0.632615,-0.200794,0.136863,0.293515,0.322847,0
-3.450684,-0.871605,-0.411271,0.148517,0.997203,-0.245892,-0.695257,0.413535,0.846769,-0.32526,-0.458519,-0.292913,1
0.729723,0.411499,0.131448,-1.201018,-0.954527,0.155917,-0.495192,-0.217157,0.139695,-0.262784,0.351378,-0.136574,0
0.706145,-3.119802,1.364202,-0.525258,-0.310117,0.203202,-0.599013,0.615164,-0.780158,-0.574964,-0.15073,-0.188277,0
0.325172,-0.318291,-0.026124,-0.658015,-0.701133,0.213186,-0.531078,-1.106455,0.224869,-0.119823,0.105997,-0.346341,0
0.614963,-0.297938,0.266485,-1.036542,-0.319588,-0.096453,-0.337453,-1.178037,0.043395,-0.349193,0.194499,-0.024886,0
-1.643221,-1.137333,-0.193837,0.429609,0.266895,0.164723,-0.406928,0.781269,0.53851,-0.658746,0.116806,-0.337313,1
1.564487,-2.424373,1.433598,2.584571,0.414008,-0.051318,0.30713,1.035413,0.189117,-0.194632,-0.067899,-0.10876,0
-6.071868,0.3511,-0.86414,1.077591,-1.681772,0.89464,0.142422,-2.42637,1.159246,0.061836,-1.205946,-2.376745,1
0.485449,1.142978,-1.111586,-1.428499,-0.105497,-0.063594,-0.181364,0.422795,0.214843,-0.170047,-0.034455,0.153292,1
2.918261,0.007311,0.709898,2.192195,-0.327251,-0.397752,-0.073917,-1.172592,-0.429799,-0.139945,-0.181417,-0.273664,0
0.887005,-0.575296,0.248333,-1.125066,-0.683244,0.041234,-0.619846,-1.190482,0.084578,0.050467,0.007675,-0.073545,0
2.469887,1.648639,-0.226099,0.728754,-0.715581,0.533631,0.955966,1.149204,1.615852,0.586675,1.554725,-0.415837,1
1.865423,1.315371,0.041842,-1.294184,-0.474631,-0.12342,-0.155383,0.555687,-0.600447,-0.427159,-0.372396,0.044705,0
1.109976,1.170789,-0.672929,-1.551941,-0.233994,-0.11595,-0.276951,0.555774,-0.120144,-0.1926,-0.023083,0.149518,0
0.861216,-2.364378,0.97015,0.207832,-0.245894,0.452901,-0.195349,0.764275,-0.066054,-0.359856,0.386515,-0.286114,1
-3.922257,0.727304,-0.678593,0.033029,-1.202637,-0.310338,0.609456,-1.258077,0.213552,0.409375,0.168535,-0.207076,0
2.787941,1.738816,-0.192952,1.427691,-0.039946,-0.362799,0.478421,0.637689,0.105185,0.054867,-0.181735,0.077187,0
3.152899,1.782584,-0.043933,1.607762,0.101633,-0.535829,0.302911,0.5546,-0.505599,-0.122846,-0.638581,0.011349,0
-0.002177,-0.447222,0.129331,-0.826257,-1.032065,0.395205,-0.02409,-1.276682,0.35333,0.630182,0.013665,-0.227395,1
0.037245,0.754844,-2.336219,-1.927982,1.954896,-0.569468,0.004121,-0.206389,-1.350503,0.998598,-0.47821,1.568191,0
1.400179,-1.200268,0.581599,-0.521546,-0.509499,0.144568,-0.597029,-0.535923,-0.709097,-0.411046,-0.436976,-0.179041,0
-2.006094,0.401194,-0.486318,-0.201893,-0.8199,0.083191,-0.575896,0.518004,0.610404,-1.090325,0.84911,-0.19393,1
-0.488553,-1.533602,0.185339,-0.023888,-0.471015,0.588292,-0.186413,0.259286,0.501308,-0.385193,-0.267375,-0.475798,1
-0.012739,-1.062557,0.033281,-1.076785,0.261188,-0.061647,-0.634091,-0.390965,0.370215,0.091436,0.296083,0.23435,0
-3.49172,0.828651,-0.553979,0.171546,-1.5596,-0.093682,0.198936,-0.938257,-0.378311,0.146439,0.907056,-0.184587,0
0.583332,1.489958,-0.22962,-1.502774,-0.709634,0.014911,-0.416695,0.782942,0.107337,-0.40072,0.371662,0.133306,0
-0.12093,-2.37237,0.331808,-0.795193,0.136527,0.008939,-0.126448,-0.286096,-0.14596,0.406327,-0.102997,0.3546,1
-0.506389,-1.73349,0.520034,-0.45965,-0.824779,0.437572,0.579807,0.130448,-0.111057,0.723067,-0.155365,-0.006063,1
-0.255618,-0.511642,0.113364,-0.338687,-0.908142,0.428203,0.087953,0.630002,-0.073199,-0.221804,0.757569,-0.354408,1
3.152899,1.782584,-0.043933,1.607762,0.101633,-0.535829,0.302911,0.5546,-0.505599,-0.122846,-0.638581,0.011349,0
-0.464988,1.431919,-0.831766,-1.052615,-0.848538,0.563156,-0.102094,0.44578,0.720185,-0.212762,-0.049623,-0.804105,1
2.786266,0.35454,0.587748,2.154675,-0.35552,-0.32739,0.02511,-1.056518,-0.299407,-0.056989,-0.668402,-0.22492,0
1.097413,-0.507149,0.372194,-0.802231,-0.820838,0.013951,-0.471792,-1.132588,0.155354,0.036803,0.085106,-0.009481,0
2.413044,1.794095,-0.242843,1.23102,-0.114802,-0.179787,0.538224,0.823023,0.602334,0.171749,0.469108,0.09455,0
-0.137982,-1.110474,-0.052311,-0.64661,-0.178522,-0.013959,-0.309695,-0.574465,0.679303,0.041048,-0.078848,0.130073,1
0.249078,-1.173419,0.060507,-0.828389,-0.189921,-0.025075,-0.382679,-0.489641,0.46519,-0.007822,0.086973,0.229201,0
