@relation 'synapse-1.2_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-9,11'

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
1,0,0,0.5,1,2,0,0.5,0,0,28.8,4,1.6,0
1,0,4,0.25,1,0,0,0.416667,0,0,96.8,1,0.6,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,2,0.666667,1,0,0.666667,0.666667,0,0,52.75,16,4.25,0
1,0,1,0.5,1,2,0,0.5,0,0,11.666667,3,1,1
1,0,0,0.583333,1,2,0,0.25,0,0,7.6,1,0.6,0
1,0,11,0.616667,1,3,0,0.316667,0,0,21.181818,14,2.3636,0
1,0,3,2,0,0,0,0.666667,0,0,0,1,1,0
1,0,0,0,1,1,0,0.625,0,0,16,1,0.5,0
2,0,3,2,0,0,0.75,0.555556,0,0,17.666667,4,1.6667,0
3,0,3,2,0,0,0.777778,0.555556,0,0,47.333333,10,3.6667,0
2,0,0,0.571429,1,2,0.65,0.375,0,0,26,15,2.625,1
1,0,0,0,1,0,0,1,0,0,5.333333,1,0.6667,0
3,0,4,0.666667,1,0,0.818182,0.666667,0,0,6.5,1,0.5,0
1,0,0,0.333333,1,0,0,0.333333,0,0,13.5,1,0.5,0
2,0,135,0.878788,1,1,0.130435,0.201058,0,0,16.136364,16,2,1
1,0,9,0.9,1,0,0,0.2,0,0,27.166667,1,0.6667,1
1,0,8,0.25,1,0,0,0.3125,0,0,23.2,6,1.8,0
1,0,9,0.666667,1,0,0,0.475,0,0,13.5,2,1.2,0
1,0,1,2,0,0,0,0.666667,0,0,0,1,1,0
3,0,6,2,0,0,0.8,0.583333,2,2,7.75,1,0.75,0
1,0,15,2,0,0,0,0.458333,0,0,0,1,1,0
3,0,6,0.75,1,0,0.571429,0.75,0,0,30.6,9,3.2,0
1,0,0,0,1,0,0,0.5,0,0,24.5,7,3,0
2,0,4,0.803571,1,0,0.5,0.5,0,0,73,28,6.8,0
1,0,5,0.708333,0.75,0,0,0.416667,0,0,46.142857,23,3.8571,0
1,0,174,0.868056,1,2,0,0.333333,0,0,28.12,11,2.48,1
2,0,0,0.5,1,1,0.65,0.270833,0,0,19.625,6,2.125,1
1,0,35,0.851852,0.666667,1,0,0.266667,0,0,3.3,1,0.9,0
2,0,1,2,0,0,0.923077,0.75,0,0,4,1,0.5,0
1,0,3,1,1,0,0,0.6,0,0,37,10,4.5,0
2,1,61,0.8,1,2,0.277778,0.333333,1,1,19.133333,18,2.6,0
3,0,349,1.030769,1,0,0.619048,0.164835,1,2,29.740741,11,1.6296,0
2,0,3,2,0,0,0.75,0.555556,0,0,12.666667,3,1.3333,0
3,0,3,2,0,0,0.777778,0.555556,0,0,14,3,1.3333,0
3,0,4,0.666667,1,0,0.666667,0.666667,0,0,6.25,1,0.5,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,51.5,14,3.75,0
3,0,1,2,0,0,0.956522,0.75,0,0,3.5,1,0.5,0
2,0,6,2,0,0,0.666667,0.4,0,0,113,18,5.75,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,46.25,14,3.75,0
2,0,3,2,0,0,0.75,0.555556,0,0,74,13,4.6667,0
1,0,20,0.785714,1,1,0,0.333333,0,0,37.875,2,0.875,1
1,0,1,2,0,0,0,0.75,0,0,0,1,1,0
1,0,0,0.625,0.75,1,0,0.270833,0,0,68.142857,39,6.4286,1
2,0,54,0.590909,1,1,0.47619,0.21875,1,3,8.583333,1,0.9167,0
1,0,1,0.666667,0,0,0,0.555556,0,0,7.833333,1,0.8333,0
3,0,13,0.7,1,0,0.848485,0.4,2,4,99.333333,15,5.5,1
1,0,26,0.928571,0.428571,1,0,0.375,0,0,6,1,0.7778,0
2,0,0,0.5,1,0,0.590909,0.242857,0,0,19.8,9,1.9,1
1,0,28,2,0,0,0,1,0,0,0,1,1,0
2,0,4,0.666667,1,0,0.6,0.666667,0,0,5.5,1,0.5,0
2,0,88,0.888889,0.888889,0,0.117647,0.205357,0,0,17.823529,12,1.5882,0
1,0,51,0.820513,1,2,0,0.192308,0,0,35.071429,17,2.5,1
1,0,4,0.666667,1,0,0,0.4,0,0,31.75,6,2.75,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,38,8,2.25,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,0,3,2,0,0,0.777778,0.555556,0,0,14,3,1.3333,0
1,0,2,0.583333,1,0,0,0.333333,0,0,147.5,40,10.25,0
1,4,9,0.5,1,0,0,0.333333,0,0,30.142857,7,2.5714,0
2,0,0,0,1,1,0.8125,0.5,0,0,65.75,27,7.25,1
2,0,0,0.533333,1,1,0.555556,0.4,1,2,16.166667,2,0.8333,0
1,0,32,0.875,1,0,0,0.270833,0,0,24.666667,7,1.8889,1
1,0,22,0.75,1,0,0,0.4,0,0,37.777778,1,0.7778,1
2,0,1,2,0,0,0.857143,0.75,1,2,43,6,3,1
2,0,90,0.837321,1,3,0.419355,0.190789,0,0,32.3,34,3.1,1
2,0,2,0.55,1,0,0.5,0.625,0,0,39.4,5,1.6,0
3,0,1,2,0,0,0.882353,0.777778,2,2,13.333333,2,1.3333,0
1,0,21,2,0,0,0,0.428571,0,0,0,1,1,1
1,0,1,0.5,1,0,0,0.5,0,0,15.333333,3,1,1
1,0,0,0.56,1,1,0,0.28,0,0,29.090909,3,1.3636,0
2,0,1,2,0,0,0.857143,0.75,1,2,18,3,1.5,0
1,0,1931,0.952102,0.967742,5,0,0.109091,0,0,20.164179,49,1.9104,1
2,0,3,1.5,1,0,0.75,0.555556,0,0,75.333333,16,5.6667,1
1,19,10,1,1,0,0,0.45,0,0,26.8,5,1.4,0
1,0,29,0.769231,1,2,0,0.3,0,0,9.928571,9,1.5,0
1,0,87,0.852941,1,0,0,0.361111,0,0,9.666667,1,0.9444,0
3,0,4,0.666667,1,0,0.818182,0.666667,0,0,6.5,1,0.5,0
1,0,1,1.689655,0,0,0,1,0,0,28.5,0,0,1
3,0,3,2,0,0,0.777778,0.555556,0,0,14.333333,3,1.3333,0
1,0,0,0,1,1,0,0.533333,0,0,35.666667,1,0.3333,0
2,0,3,2,0,0,0.75,0.555556,0,0,30.333333,8,3,0
1,1,13,0.75,1,0,0,0.375,0,0,31.142857,20,3.4286,0
2,0,3,2,0,0,0.75,0.555556,0,0,35.666667,9,3.3333,0
2,0,3,2,0,0,0.75,0.555556,0,0,47,11,4,1
2,0,1,2,0,0,0.875,0.75,0,0,9,1,0.5,0
2,0,14,0.831169,0.714286,1,0.541667,0.3,0,0,30.916667,30,3.3333,1
2,0,1,2,0,0,0.857143,0.75,1,2,30.5,4,2,0
2,0,8,0.75,1,1,0.75,0.4375,2,4,42.8,12,2.8,0
1,0,9,0.333333,1,0,0,0.3,0,0,78.571429,12,3.2857,1
2,1,58,0.8,1,0,0.464286,0.333333,0,0,56,16,2.6875,1
1,0,1,2,0,0,0,0.5,0,0,9.5,2,1,0
1,0,0,0.722222,1,0,0,0.428571,0,0,14.285714,7,1.7143,0
1,0,0,0.746032,1,0,0,0.314815,0,0,23.1,6,2.4,1
1,0,6,0.671875,0.125,0,0,0.34375,0,0,24.222222,3,1.1111,1
1,0,10,1,1,0,0,0.583333,0,0,27.4,1,0.6,0
1,0,1,2,0,0,0,0.75,0,0,0,1,1,0
1,0,6,2,0,0,0,0.7,0,0,0,1,1,0
1,0,3,0.4,1,0,0,0.266667,0,0,34.5,8,1.8333,1
1,0,0,2,0,0,0,1,0,0,3,0,0,0
3,0,52,0.794643,1,3,0.578947,0.218487,1,3,30.058824,21,2.5294,1
1,1,0,0,1,0,0,0.666667,0,0,4.333333,1,0.6667,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,2,0.583333,1,0,0,0.333333,0,0,23.25,4,1.25,0
1,0,13,0.766667,1,2,0,0.4,0,0,8,3,1,1
2,0,1,2,0,0,0.857143,0.75,1,3,71.5,8,4,1
1,6,26,0.928571,1,0,0,0.371429,0,0,41.5,19,3.75,1
1,0,8,0.25,1,0,0,0.3,0,0,31.8,15,3.4,1
2,0,27,0.728571,1,3,0.481481,0.192593,0,0,22.466667,13,1.8667,1
2,2,12,0.75,0,0,0.333333,0.678571,0,0,86.125,23,5,1
1,0,4,0.666667,1,1,0,0.5,0,0,6.25,2,0.75,0
1,18,22,0.771429,1,0,0,0.346939,0,0,21,5,1.75,0
2,0,3,2,0,0,0.75,0.555556,0,0,41.666667,8,3,0
2,0,135,0.865801,0.818182,2,0.393939,0.304762,0,0,23.227273,22,1.9545,1
1,0,3,2,0,0,0,0.666667,0,0,0,1,1,0
1,0,0,0.5,1,1,0,0.3125,0,0,43.666667,7,1.7778,1
2,7,1,2,0,0,0.857143,0.666667,0,0,19,3,1.5,0
1,0,1,0.5,1,0,0,0.5,0,0,28,7,2.3333,0
1,0,2,0.5,1,0,0,0.333333,0,0,34.75,12,3.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,22,0.8125,1,2,0,0.288889,0,0,6.888889,4,1.2222,0
1,0,0,0.723077,0.6,0,0,0.446429,0,0,7.642857,4,1.4286,0
1,0,1,2,0,0,0,0.75,0,0,0,1,1,0
2,2,47,0.666667,0.666667,0,0.5,0.255102,0,0,30.357143,7,1.5,1
2,0,4,0.666667,1,0,0.6,0.666667,0,0,42,15,4,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,0,4,0.666667,1,0,0.666667,0.666667,0,0,6.25,1,0.5,0
3,0,3,2,0,0,0.916667,0.833333,1,2,23.666667,8,3.3333,1
1,0,1326,2,0,0,0,0.126603,0,0,0,1,1,0
3,0,8,0.75,1,1,0.8125,0.5,2,5,14.8,3,1.2,1
4,0,4,1,1,0,0.964286,0.555556,1,6,10.75,1,0.5,1
3,0,3,2,0,0,0.777778,0.555556,0,0,10,2,1,0
1,0,15,0.166667,1,0,0,0.4,0,0,33.857143,12,2.2857,1
1,0,0,1,0.25,0,0,0.5,0,0,24.6,1,0.6,0
3,0,4,2,0,0,0.7,0.5,0,0,46,10,4.25,0
1,0,231,2,0,0,0,0.204545,0,0,0,1,1,0
1,0,1,0.5,1,0,0,0.5,0,0,51.333333,11,3.6667,0
1,0,5,0.7,0.75,1,0,0.3,0,0,11,2,0.8333,0
1,0,3,0.4,1,0,0,0.6,0,0,32.333333,8,3.3333,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,5,0.55,0.25,0,0,0.3,0,0,25.5,4,1.3333,0
2,1,13,0.8,1,1,0.692308,0.45,2,3,22,6,1.8333,1
2,0,4,0.666667,1,1,0.818182,0.444444,1,1,11.5,3,1,0
2,0,4,0.666667,1,1,0.818182,0.444444,1,2,28,6,1.75,1
2,0,6,1.027778,1,0,0.5,0.5,0,0,84.2,30,7.4,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,62.75,19,5,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,14.75,3,1,0
1,0,0,0.5,1,0,0,0.583333,0,0,20.75,5,1.75,1
1,6,49,0.4,1,0,0,0.2625,0,0,50.363636,35,4.9091,0
2,0,175,0.881818,1,3,0.192308,0.25974,1,1,18.608696,23,2.5217,0
1,0,2,0.583333,1,0,0,0.333333,0,0,29.5,6,1.75,0
3,0,1,2,0,0,0.818182,0.555556,2,7,26.333333,3,1.6667,0
2,0,3,2,0,0,0.75,0.5,1,2,32.666667,7,2.6667,0
1,0,697,0.871985,0.909091,2,0,0.135008,0,0,18.3,8,2.1,1
3,0,4,0.666667,1,0,0.666667,0.666667,0,0,6.25,1,0.5,0
2,7,1,2,0,0,0.75,0.5,0,0,22,3,1.5,0
3,0,1,2,0,0,0.962963,0.666667,2,5,52,7,3.5,1
1,0,0,2,0,0,0,1,0,0,3,0,0,0
2,0,4,0.666667,1,0,0.6,0.666667,0,0,36.25,11,3,1
2,0,10,0.818182,0.666667,1,0.541667,0.238095,0,0,34.75,27,3.5833,1
2,0,1,2,0,0,0.875,0.75,0,0,22,1,0.5,0
1,0,0,0.541667,1,1,0,0.333333,0,0,36.285714,3,1.1429,1
2,0,1,2,0,0,0.928571,0.75,0,0,24,5,2.5,1
2,0,3,2,0,0,0.75,0.555556,0,0,15.666667,4,1.6667,0
3,0,1,2,0,0,0.956522,0.75,1,2,56,11,5.5,1
2,0,3,2,0,0,0.75,0.555556,0,0,28.333333,8,3,0
1,0,0,2,0,0,0,1,0,0,3,0,0,0
1,0,1,0.5,1,0,0,0.5,0,0,7.333333,1,0.3333,0
1,0,10,0.583333,1,1,0,0.190476,0,0,28,4,1.4615,0
2,0,168,0.854167,1,1,0.351351,0.188,0,0,28.64,16,1.6,1
1,0,0,0.5,1,0,0,0.371429,0,0,102,7,1.8333,1
2,0,2,0.666667,1,0,0.6,0.666667,0,0,40,5,1.5,0
1,0,28,2,0,0,0,0.2,0,0,55.875,6,2.875,1
2,0,2,0.69697,1,0,0.6,0.666667,0,0,51.75,12,3.25,0
1,0,1,2,0,0,0,0.5,0,0,15.5,3,1.5,1
1,0,0,0,0,0,0,0.625,0,0,26,1,0.5,0
2,0,6,1,1,0,0.75,0.555556,0,0,37.75,10,2.75,0
1,0,1,0.5,1,0,0,0.5,0,0,46.333333,12,4,0
1,0,8,0.714286,1,1,0,0.314286,0,0,8.5,3,1.125,1
1,0,8,0.5,1,0,0,0.4375,0,0,14.2,2,1,0
1,0,378,0.881667,1,2,0,0.111241,0,0,11.557377,11,1.541,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,2,0.666667,1,0,0.6,0.666667,0,0,10.75,3,1,0
1,0,6,2,0,0,0,0.6875,0,0,0,1,1,0
2,0,27,0.72619,0.833333,1,0.277778,0.4,1,1,20.333333,7,2.4667,0
2,0,34,0.866667,0.375,0,0.464286,0.258929,0,0,28.6875,8,2.4375,1
1,0,0,0.25,1,0,0,0.6,0,0,56.2,9,4.2,0
1,0,1,1.977778,0,0,0,1,0,0,7,0,0,1
1,0,6,2,0,0,0,0.5,0,0,0,1,1,0
1,0,15,2,0,0,0,0.5,0,0,23.333333,4,2.3333,0
1,0,25,1.07561,0.97561,0,0,0.271429,0,0,114.545455,10,4.1818,1
2,0,2,0.866667,1,0,0.6,0.666667,0,0,89.25,23,6,1
1,0,0,2,0,0,0,1,0,0,3,0,0,0
3,0,3,2,0,0,0.916667,0.833333,1,2,22.333333,8,3,1
1,0,5,0.7,1,1,0,0.392857,0,0,14.571429,5,1.4286,0
2,0,3,2,0,0,0.75,0.555556,0,0,34.666667,11,4,0
1,0,49,0.285714,1,0,0,0.154762,0,0,61.6,12,3.4667,1
2,0,4,0.666667,1,1,0.818182,0.444444,1,1,9.5,2,0.75,0
1,0,0,0.5,1,1,0,0.458333,0,0,8.666667,1,0.6667,0
