@relation 'jedit-3.2_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-9,11'

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
2,0,1,2,0,0,0.947368,0.625,2,2,52,1,0.5,0
2,0,13,0.722222,0.75,1,0.724138,0.472222,1,3,21.6,3,1.2,1
6,0,1,0.5,1,0,0.996988,1,2,4,118,5,2.6667,0
8,0,1,2,0,0,0.998836,0.75,2,3,86.5,15,7.5,1
5,0,28,2,0,0,0.992974,0.5,1,1,16.875,3,1.125,0
1,0,21,2,0,0,0,0.52381,0,0,0,1,1,0
6,0,20,0.761905,0.666667,1,0.991018,0.5,4,12,14,2,0.875,1
4,0,337,0.927203,1,3,0.957037,0.127778,3,18,19.333333,20,1.9,1
2,0,6,1,0,0,0.857143,0.45,1,1,68.5,4,2.25,0
1,2,15,0.566667,0,3,0,0.236364,0,0,15.272727,3,1.0909,0
2,0,1,2,0,0,0.947368,0.625,1,2,91.5,1,0.5,0
2,0,1,1,0,0,0.947368,0.625,1,1,38,1,0.5,0
2,0,1,2,0,0,0.923077,0.75,0,0,6,1,0.5,0
6,0,1,0.5,1,0,0.996988,1,2,4,84,5,2,1
1,2,76,0.972222,0.333333,0,0,0.318182,0,0,32.538462,10,2.4615,0
6,0,2,0.458333,1,1,0.996241,0.4375,2,11,36,8,2.6,1
1,0,1,2,0,0,0,1,0,0,0,1,1,0
1,0,898,0.795455,0.25,2,0,0.083333,0,0,31.622222,12,2.0222,0
1,0,630,2,0,0,0,0.155983,0,0,42.25,30,3.1111,0
1,0,0,2,0,0,0,1,0,0,3,0,0,0
1,0,129,0.873016,0.8,5,0,0.140909,0,0,25.272727,11,2.6818,1
1,0,13,0.5,1,0,0,0.166667,0,0,7.857143,4,1.5714,0
7,0,98,0.875,1,0,0.977545,0.1875,1,3,37.294118,5,1.1765,0
4,0,0,2,0,0,1,1,0,0,4,0,0,0
6,16,3,1,1,1,0.996937,0.5,0,0,18.333333,1,0.6667,0
5,0,71,0.813131,1,3,0.973174,0.19883,0,0,24.631579,9,2.0526,1
6,0,1,0.5,1,1,0.996988,1,1,3,80,1,0.6667,1
3,0,2,0.75,1,0,0.809524,0.466667,1,1,5.4,1,0.8,0
3,0,0,2,0,0,1,1,0,0,4,0,0,0
5,15,29,0.805556,1,0,0.986405,0.5,0,0,24.4,2,1.1,1
1,13,12,0.761905,1,2,0,0.354167,0,0,6.875,3,1.25,0
2,0,123,0.888889,1,5,0.419355,0.233918,1,1,55.894737,33,5.5789,1
1,0,228,0.900621,1,0,0,0.15528,0,0,20.958333,6,1.875,1
1,0,9,0.951111,0.48,1,0,0.314286,0,0,140.6,32,8.5,1
2,0,0,0.285714,1,0,0.695652,0.40625,1,2,20.625,2,1.375,0
1,0,0,2,0,0,0,0,0,0,148,0,0,0
1,0,197,0.64,1,2,0,0.112903,0,0,38.290323,23,3.129,1
1,0,3,0.751701,0.166667,1,0,0.5,0,0,123.7,163,8.68,0
1,0,0,0,1,0,0,0.666667,0,0,13.25,3,1.75,0
1,0,23,0.72,1,1,0,0.16,0,0,20.727273,5,1.7273,0
1,0,100,0.7,0.8,0,0,0.323529,0,0,39.058824,13,2.1176,0
6,0,1,0.5,1,1,0.996988,1,2,4,76,3,1.6667,0
6,0,20,0.761905,0.666667,1,0.991018,0.5,4,12,14,2,0.875,1
2,0,6,2,0,0,0.857143,0.583333,1,1,42.75,1,0.75,0
2,0,38,0.863636,1,4,0.541667,0.319444,1,3,36.5,12,3.3333,1
1,0,25,0.529412,0.705882,0,0,0.296296,0,0,45.666667,7,1.5926,0
2,0,3,0.809524,1,0,0.7,0.392857,1,1,14.428571,3,1.4286,1
5,0,0,0.5,1,1,0.995856,0.416667,0,0,14,2,1,0
2,0,1,0.5,1,0,0.777778,0.444444,1,2,22.333333,6,2.3333,0
6,0,1197,0.892361,0.875,8,0.922747,0.078469,1,1,24.836364,13,2.5091,1
1,4,175,0.993197,0.142857,0,0,0.392045,0,0,9.545455,4,1.3182,1
1,0,0,0.766234,0,1,0,0.375,0,0,42.125,1,0.375,0
2,0,3,2,0,0,0.777778,0.466667,1,2,5.666667,1,0.6667,0
2,0,0,0.444444,1,0,0.7,0.357143,1,2,18.25,5,1.75,0
7,0,21,0.833333,1,0,0.986405,0.3,0,0,36.6,5,1.3,0
8,0,1,2,0,0,0.998836,0.75,1,2,49,7,3.5,1
1,0,13,0.6,0,0,0,0.28,0,0,61.166667,11,3,0
3,0,0,1.222222,0.133333,0,0.85,0.5,1,1,13,1,0.75,0
2,0,1,2,0,0,0.947368,0.625,0,0,31.5,1,0.5,0
1,0,290,0.888889,1,1,0,0.157407,0,0,5.2,3,1.16,0
1,0,91,0.708333,0.625,1,0,0.274854,0,0,65.052632,5,1.6316,0
8,0,0,2,0,0,1,1,0,0,82,0,0,1
1,0,0,0.669643,0.125,1,0,0.333333,0,0,24.533333,6,2.2667,0
3,0,8,0.375,1,2,0.818182,0.366667,2,3,32.4,7,2.6,0
2,0,25,0.833333,0.666667,0,0.64,0.30303,2,2,13.909091,4,1.5455,0
1,0,1,2,0,0,0,0.666667,0,0,0,1,1,1
3,0,3,0.44,0.4,1,0.85,0.333333,1,1,62.666667,14,4.3333,0
1,0,3,1.4375,0,2,0,0.5,0,0,4,2,1,0
2,0,3741,2,0,0,0.104167,0.054675,1,2,7.172414,3,1.023,0
3,0,1,2,0,0,0.857143,0.75,0,0,4,1,0.5,0
2,0,0,0.616667,0.6,2,0.454545,0.285714,0,0,69,5,3.1429,1
5,0,31,0.794118,0.583333,5,0.976084,0.317647,0,0,28.944444,7,1.9444,1
2,0,1,2,0,0,0.947368,0.625,0,0,14,1,0.5,0
1,0,1,2,0,0,0,1,0,0,0,1,1,0
5,0,0,0.25,1,0,0.993912,0.6,0,0,66.4,12,4.2,0
6,0,3,2,0,0,0.997382,0.5,2,2,14,1,0.6667,0
6,0,44,0.814815,1,0,0.982196,0.5,3,5,38.076923,12,2.3077,1
3,0,1,2,0,0,1,0.75,0,0,3.5,0,0,0
2,0,31,0.8,1,0,0.565217,0.4,1,3,19.272727,8,2.2727,1
8,0,1,2,0,0,0.998836,0.75,3,4,62.5,9,4.5,1
7,0,17,0.814815,1,1,0.986405,0.25,4,7,46.1,9,2.3,1
1,0,3,0.68,0,1,0,0.458333,0,0,19.5,2,1.3333,1
6,0,64,0.691667,1,1,0.978986,0.22449,3,7,26.761905,13,2.7619,1
2,0,1,1,0,0,0.947368,0.625,1,1,16,1,0.5,0
2,0,3,1,0,0,0.9,0.533333,1,1,89.666667,1,0.6667,0
7,0,3,2,0,0,0.996947,0.555556,0,0,53,1,0.6667,1
6,0,0,0.711538,1,0,0.993994,0.5,3,5,73.6,6,2,1
1,35,147,0.888889,0.5,4,0,0.233083,0,0,11.315789,6,1.6316,0
2,0,1,1.125,0.625,4,0.947368,0.625,1,1,63.5,1,0.5,0
2,0,1,2,0,0,0.947368,0.6,1,2,18.5,1,0.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,100,0.91875,1,4,0,0.183824,0,0,10.117647,4,1.4118,1
6,0,4,0.666667,1,2,0.993893,0.4,1,1,28.8,1,0.8,1
6,0,11,0.777778,1,3,0.990868,0.285714,0,0,19.285714,1,0.8571,1
3,0,5,0.927273,0.181818,1,0.6,0.4,1,1,10.666667,1,0.6667,0
1,0,10,2,0,0,0,0.6,0,0,0,1,1,0
1,0,0,0.718392,0.8,8,0,0.183375,0,0,57.458647,46,5.5439,0
1,0,55,2,0,0,0,0.363636,0,0,40.454545,6,3.5455,0
3,0,15,1.12,0,0,0.85,0.5,1,1,28.833333,14,2.8333,0
1,0,44,0.833333,1,0,0,0.180556,0,0,36.153846,6,2.5385,1
2,0,1,2,0,0,0.947368,0.625,1,1,14,1,0.5,0
7,0,44,0.782051,1,0,0.981955,0.217949,0,0,46.538462,7,1.7692,0
2,0,1,2,0,0,0.947368,0.625,1,1,17,1,0.5,0
2,0,12,0.714286,1,0,0.5,0.291667,0,0,26.375,8,2,0
5,0,37,0.857143,0.928571,3,0.98048,0.257143,2,5,36.071429,6,1.7857,1
2,0,8,0.75,0,0,0.714286,0.333333,1,2,20,3,1.2,0
1,0,36,0.745455,1,3,0,0.416667,0,0,18.25,5,2,1
2,0,4,0.5,0,0,0.818182,0.366667,0,0,29.4,10,4,0
5,0,0,0.575758,0.909091,0,0.995601,0.375,0,0,74.5,11,4,1
2,0,3,0.333333,0,0,0.666667,0.425,1,2,17.8,4,1.9,0
1,0,36,2,0,0,0,0.301587,0,0,99.444444,20,6,1
6,0,1,0.5,1,1,0.996988,1,2,4,102,3,1.6667,0
1,0,0,0.46875,1,0,0,0.6,0,0,51.2,10,3.8,0
1,0,36,0.886905,0.571429,0,0,0.178571,0,0,31.230769,7,2.3077,0
3,2,0,0.1,0,1,0.653846,0.575758,1,1,11.363636,2,1.1818,0
1,0,0,0.428571,1,1,0,0.395833,0,0,16,5,1.375,0
5,0,6,0.833333,1,3,0.994437,0.32,0,0,90,3,1.4,0
2,0,35,0.673077,1,1,0.842105,0.619048,1,7,62.214286,10,2.0714,1
3,0,8,0.672727,1,0,0.666667,0.30303,1,4,40.333333,17,4.3333,1
6,0,170,0.9,1,2,0.970194,0.169312,1,1,22.714286,8,1.8571,1
1,0,15,2,0,0,0,0.75,0,0,0,1,1,0
2,0,3,2,0,0,0.9,0.6,1,1,20,1,0.6667,0
2,0,1,1,0,0,0.947368,0.666667,1,2,24.5,1,0.5,0
1,0,6,0.666667,1,1,0,0.5,0,0,8,2,1,0
6,0,27,0.775,1,0,0.984871,0.363636,0,0,52.363636,12,1.9091,1
2,0,1,2,0,0,0.947368,0.625,1,1,24,1,0.5,0
1,0,15,2,0,0,0,0.555556,0,0,3,2,1,0
5,0,14,0.633333,1,2,0.981955,0.323077,2,5,29.230769,8,1.6154,1
1,0,6,0.678571,1,2,0,0.234375,0,0,18.5,6,2,0
7,0,3,1,1,0,0.996947,0.666667,0,0,57.333333,1,0.6667,1
1,0,73,0.785714,1,3,0,0.247619,0,0,47.666667,13,4.4,1
3,0,4,0.875,0.25,0,0.666667,0.5,1,1,8.2,1,0.6,0
2,0,3,1,0,0,0.9,0.444444,1,1,32.333333,6,2.3333,0
1,2,106,0.8,1,0,0,0.205357,0,0,6.875,3,1.1875,0
2,0,9,0.8,1,0,0.924242,0.305556,0,0,49.166667,8,2,1
8,0,15,2,0,0,0.994206,0.333333,1,7,23,5,2.1667,0
6,0,28,0.392344,1,2,0.983655,0.5,1,3,51.166667,5,1.4167,1
7,0,69,0.869231,1,2,0.98048,0.174603,0,0,48.857143,9,2.2143,1
2,0,3,0.771429,1,0,0.722222,0.722222,1,3,36.166667,7,3,1
1,0,3,2,0,0,0,0.444444,0,0,0,1,1,0
2,0,1,2,0,0,0.9,0.75,0,0,2,1,0.5,0
1,0,378,2,0,0,0,0.183673,0,0,32.928571,14,3.7143,1
2,0,1,0.5,1,0,0.777778,0.444444,1,2,34,11,4,0
2,0,1,0.6,1,0,0.6875,0.47619,1,2,22.166667,3,1.3333,0
1,0,0,0.666667,1,1,0,0.265306,0,0,57.142857,14,4.1429,1
7,0,2,0.642857,1,0,0.993912,0.4,0,0,73.6,6,2.6,0
2,0,2,0.5625,1,0,0.935484,0.466667,1,7,38,8,2.2,1
3,0,6941,0.952558,0.790698,7,0.324324,0.068783,1,1,38.714286,25,3.5317,1
7,0,47,0.808036,1,3,0.97901,0.283333,1,1,77,7,1.3333,1
1,0,3,1.5,0,0,0,0.833333,0,0,0,1,1,0
4,0,0,2,0,0,1,1,0,0,4,0,0,0
1,0,17,0.622222,1,0,0,0.35,0,0,28.4,10,2.8,0
1,0,78,2,0,0,0,0.430769,0,0,0,1,1,0
1,0,0,2,0,1,0,1,0,0,15,0,0,0
5,0,1,0.5,1,0,0.996711,0.5,0,0,44.666667,2,1,0
6,0,50,0.816667,1,1,0.982196,0.24359,4,12,26.384615,5,1.9231,0
7,0,9,0.8,1,0,0.992401,0.388889,0,0,50.333333,1,0.8333,0
7,6,0,2,0,0,1,1,0,0,92,0,0,0
1,0,1,2,0,0,0,1,0,0,0,1,1,0
1,0,4,0.666667,1,0,0,0.333333,0,0,13.25,4,2,0
5,0,0,0.4,1,1,0.991817,0.277778,0,0,20,1,0.8333,1
2,0,1,0.875,0,2,0.9,0.555556,1,3,42.333333,1,0.6667,0
6,0,46,0.785714,1,0,0.982196,0.333333,2,4,32.153846,9,2.2308,1
2,0,1,1,0,0,0.947368,0.625,1,1,9.5,1,0.5,0
2,0,15,2,0,0,0.807692,0.5,1,3,14.5,2,1,1
2,0,37,0.760684,1,1,0.824324,0.22449,0,0,21.5,8,1.7143,1
2,0,10,1.142857,0,0,0.818182,0.72,0,0,48.8,1,0.8,0
1,0,47,0.773109,1,0,0,0.104575,0,0,39.166667,16,2.7222,0
2,0,1,1,0,0,0.947368,0.75,0,0,3.5,1,0.5,0
2,0,21,0.828571,0.5,3,0.333333,0.236364,0,0,113.363636,17,4.9091,1
1,2,6,0.375,1,0,0,0.296296,0,0,18.222222,6,1.8889,0
6,0,3,2,0,0,0.997382,0.444444,0,0,22.666667,2,1,0
1,2,23,0.777778,0,0,0,0.4,0,0,6.6,1,0.7,1
1,0,0,1.8,0,2,0,0.666667,0,0,13,1,0.5,1
4,0,462,0.899522,1,3,0.936232,0.136752,3,18,23.977778,12,2.0889,1
2,0,3,2,0,0,0.9,0.533333,1,1,25.333333,1,0.6667,0
1,0,0,0.666667,1,0,0,0.5,0,0,5.25,1,0.75,0
1,0,0,0.65,1,1,0,0.416667,0,0,7.833333,2,1,1
2,0,928,0.93007,0.461538,2,0.152174,0.231061,1,2,55,9,1.7778,0
3,0,0,2,0,0,1,1,0,0,4,0,0,0
2,0,3,1.0625,0,0,0.636364,0.285714,1,2,44.333333,25,5.1667,0
3,0,8,0.375,1,2,0.818182,0.366667,2,3,32.4,7,2.6,0
3,0,0,2,0,0,1,1,0,0,4,0,0,0
2,0,4,0.666667,1,0,0.7,0.375,1,2,12.25,6,2,0
1,1,1139,0.949091,0.818182,4,0,0.111765,0,0,30.803922,6,1.5882,0
1,0,0,2,0,0,0,0,0,0,496,0,0,0
3,0,0,2,0,0,1,1,0,0,4,0,0,0
1,0,0,0,1,0,0,0.666667,0,0,14.25,2,1.5,0
6,0,94,0.898438,1,1,0.976012,0.213235,3,6,18.176471,5,1.3529,1
2,0,0,0.75,0.5,0,0.777778,0.444444,1,2,48,18,7.3333,0
6,0,5,0.833333,1,2,0.992378,0.333333,0,0,36.166667,1,0.8333,0
2,0,1,1,0,0,0.947368,0.666667,1,2,8,1,0.3333,0
1,0,6075,0.921126,0.717391,1,0,0.138067,0,0,42.483051,9,1.4492,0
1,0,159,0.858586,1,3,0,0.103896,0,0,11.652174,9,1.4783,1
1,0,0,0.5,1,0,0,0.259259,0,0,11.111111,3,1.5556,0
1,0,0,0.436364,1,0,0,0.395833,0,0,16.75,3,1.3333,0
1,0,10,2,0,0,0,0.3,0,0,40.2,6,3,0
1,0,1,1,0,0,0,0.75,0,0,6,0,0,0
1,0,6,2,0,0,0,1,0,0,0,1,1,0
2,0,0,0.375,1,0,0.636364,0.3,1,2,24,4,1.6,0
1,3,15,2,0,0,0,0.416667,0,0,7.166667,2,1.5,0
7,0,40,0.943182,0.875,1,0.983434,0.222222,1,3,54.916667,5,1.25,1
2,0,15,2,0,0,0.782609,0.229167,1,1,45.666667,1,0.8333,0
1,6,91,2,0,0,0,0.414286,0,0,1.714286,1,0.9286,0
3,0,4,0.833333,0.333333,0,0.666667,0.5,1,1,7.8,1,0.6,0
7,0,13,0.8,1,0,0.992401,0.25,0,0,8,1,0.8333,1
8,0,0,2,0,0,1,1,0,0,110,0,0,0
2,0,6,0.625,0,0,0.818182,0.433333,1,1,39.4,1,0.8,0
2,0,1,1,0,0,0.947368,0.625,1,1,12.5,1,0.5,0
2,0,0,0.5,1,0,0.777778,0.444444,1,2,24,5,2,0
1,0,0,0.5,0,0,0,0.466667,0,0,29.4,5,1.8,1
1,0,0,0,1,0,0,0.666667,0,0,13.25,3,1.75,0
4,0,13,0.1,0,0,0.764706,0.545455,2,2,14.454545,2,0.9091,0
1,0,0,0.53125,1,0,0,0.6,0,0,47.6,10,3.8,0
2,0,28,2,0,0,0.72,0.363636,1,1,32.875,1,0.875,0
2,0,1,2,0,0,0.947368,0.625,1,1,30.5,1,0.5,0
2,0,0,0,1,0,0.714286,0.666667,1,1,10,1,0.6667,0
2,0,1,1,0,0,0.947368,0.666667,0,0,8,1,0.5,0
2,0,1,2,0,0,0.947368,0.625,1,1,13,1,0.5,0
1,0,0,0.555556,0.333333,2,0,0.357143,0,0,73.5,2,1,0
5,0,3,2,0,0,0.996947,1,0,0,17.333333,1,0.6667,0
1,0,0,2,0,0,0,1,0,0,3,0,0,0
2,0,198,0.94,0.6,0,0.525,0.375,2,4,45.47619,16,3.1905,1
7,0,9,0.611111,1,1,0.993812,0.3,3,13,28.142857,8,2.1429,1
1,0,4043,0.915102,1,7,0,0.059418,0,0,42.858586,56,4.0707,1
3,0,0,2,0,0,1,1,0,0,4,0,0,0
2,0,19,0.333333,0,0,0.75,0.457143,1,1,6.428571,1,0.8571,0
2,0,13,0.95,0.75,0,0.807692,0.541667,1,3,19.333333,4,1.3333,0
1,0,0,0.611111,0.833333,3,0,0.583333,0,0,33.75,3,1,1
2,0,3,0.72,1,3,0.5,0.305556,1,1,40.166667,10,2.3333,1
2,0,3,2,0,0,0.96,0.583333,0,0,12.333333,2,1,0
2,1,48,0.780952,1,2,0.166667,0.241071,0,0,26.25,14,2.625,1
1,0,1,2,0,0,0,0.75,0,0,0,1,1,0
1,0,0,0,1,0,0,0.466667,0,0,15.2,4,2,0
3,0,4,1,0,0,0.857143,0.35,2,2,18.5,1,0.75,0
1,0,0,0,1,0,0,0.484848,0,0,11.181818,2,1.1818,0
5,0,54,0.875,0.833333,1,0.981955,0.261538,3,12,21.846154,10,1.6923,1
