@relation 'synapse-1.2_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute '0.374rfc+0.35 loc+0.324wmc-0.293cam+0.292npm...' numeric
@attribute -0.382mfa-0.371amc-0.356avg_cc-0.355dit-0.313cbm... numeric
@attribute -0.337cbm-0.328ic-0.315dit-0.304lcom3-0.293ca... numeric
@attribute 0.423lcom3-0.421dam-0.32ic+0.308avg_cc-0.3cbm... numeric
@attribute '0.491ca+0.44 cbo+0.436noc+0.265dam-0.251lcom3...' numeric
@attribute '-0.496dit-0.47mfa+0.383ic+0.38 cbm-0.335noc...' numeric
@attribute '-0.809noc+0.29 cbo+0.268ca-0.173ic+0.15 dam...' numeric
@attribute -0.495ce-0.463moa+0.324lcom+0.274dam-0.266lcom3... numeric
@attribute -0.673moa-0.412max_cc+0.335ce-0.267avg_cc+0.257rfc... numeric
@attribute -0.846cam-0.311ce-0.267lcom-0.176dam+0.133avg_cc... numeric
@attribute -0.653loc+0.391ce+0.368lcom+0.243avg_cc-0.229cam... numeric
@attribute bug {1,0}

@data
-1.464587,-0.875775,-0.363419,1.378003,-1.008352,-0.498019,-0.036725,-0.346247,0.297288,0.452582,0.13863,0
2.45064,0.078157,-0.127973,-0.796038,-0.82198,-1.123,0.299755,-0.644808,-0.561325,0.228473,-0.529566,1
-0.830767,-1.628445,0.009482,2.008822,-0.975235,-0.309656,0.017783,-0.261387,0.037219,0.419894,0.445114,0
-2.198054,-0.581359,-1.213892,0.743628,-1.002221,-1.423803,0.190608,-0.407426,0.509761,0.520226,-0.01312,0
-1.459549,-5.236694,-2.858979,-0.270693,-0.011151,2.298976,-1.180226,0.722977,-0.361092,0.274141,-0.405459,1
1.904136,-5.033639,-1.008685,-1.284751,1.036829,0.801385,0.191338,0.664724,-1.25341,-1.162126,0.409201,1
-1.121089,2.262104,-0.842978,0.57265,-0.660033,0.71346,-0.416257,-0.250992,0.21744,1.499692,0.42871,0
0.553268,0.552329,0.285656,-0.788378,2.107418,-2.281324,-1.813511,0.603647,0.444295,0.519785,-0.034449,1
2.227053,-2.025454,-0.252242,-1.344083,0.824621,0.82957,0.185207,-1.161531,1.155904,-0.775615,-0.795821,0
-2.685467,1.627222,-0.053675,0.584818,-0.812815,0.787065,-0.40504,-0.398847,-0.151609,0.117791,0.028073,0
4.191667,-0.642001,1.440864,0.779256,1.274645,0.566501,0.878701,-2.413605,3.112207,-0.930412,0.292351,1
2.465277,-3.050382,-1.528117,-1.280963,0.269522,0.067297,0.015188,-0.530287,0.297249,0.177358,-0.693612,1
-1.408728,1.567093,1.208231,-1.439556,0.376157,0.093585,0.221256,0.283656,0.33168,-0.13816,0.376269,0
0.964904,0.921727,1.052697,-0.394081,0.292591,0.455766,0.080453,0.476484,0.44052,0.852704,-0.110639,1
1.940519,2.875892,-1.152018,-0.477243,-0.446919,0.221211,-0.135855,0.792775,-0.379068,1.087911,0.233908,0
-0.523278,1.068643,1.533952,-1.178307,0.522767,0.213442,0.249447,0.391374,0.279455,0.48015,0.557948,1
-0.962669,-1.790846,-0.657372,1.741857,-0.88594,-1.091533,0.308368,-0.491679,0.512788,0.313521,0.206332,0
2.861317,1.416639,-0.409862,0.638769,-1.011694,0.686935,-0.584332,-0.484427,1.778544,0.767204,-0.18421,0
4.441374,-4.239476,4.475417,2.6855,-0.124439,1.665444,-0.046678,1.748114,-1.538659,0.69699,0.237472,0
3.744198,4.472841,-2.991945,-0.250891,-1.333909,0.239592,-0.892691,3.617883,0.52617,0.147026,0.621542,0
3.727122,-0.122663,1.319561,0.301565,0.441993,0.275237,0.433674,-1.084726,1.616093,-0.922415,0.643362,1
2.13271,-2.89066,-5.254667,0.006473,5.775635,1.560447,2.358077,-0.504039,0.048063,-0.506423,0.313082,1
-2.198054,-0.581359,-1.213892,0.743628,-1.002221,-1.423803,0.190608,-0.407426,0.509761,0.520226,-0.01312,0
-0.331427,1.024875,1.170897,-0.482952,0.757498,0.423892,0.47098,0.564692,0.15718,-0.480597,-0.153146,1
0.160824,0.331824,1.668353,-0.204151,0.390926,0.472791,0.307837,0.645025,-0.029988,-0.609389,0.382358,0
2.985147,-2.349802,-2.963642,-0.506766,1.872954,0.549532,0.605337,0.909526,-0.509759,0.603919,-0.065859,1
-3.431187,1.499969,0.051699,0.775286,-0.956825,0.869332,-0.40325,-0.086095,-0.529122,-1.070314,-0.421994,0
-1.227973,-0.321393,0.464253,-0.386102,-0.197569,-0.975813,0.388826,0.713378,0.034148,-0.468314,0.111826,0
6.191804,-0.135627,-0.822713,0.146924,-1.326277,-0.961521,0.302298,-2.307242,-0.068721,-0.493285,-0.607184,1
-0.616183,-0.501437,0.629508,-0.434736,0.101905,-0.994459,0.585042,0.470557,0.512721,-0.827859,0.072959,0
-2.776073,-1.191512,-2.464375,0.281175,-0.987948,-3.083733,0.65856,-0.09411,0.691392,1.005992,-0.477264,0
-0.509091,1.084795,1.264204,-0.746902,0.305559,0.344396,0.188178,0.773109,0.030164,-0.292517,0.043261,0
-3.175397,1.652077,-0.300371,1.161654,-0.311323,0.928198,-0.006734,-0.154376,-0.638289,-1.135192,-0.444655,0
-0.599115,1.326054,-5.285125,3.172292,6.480233,-2.084397,4.910933,1.294488,-1.60711,-0.506939,-1.757653,1
-0.949253,-3.070037,-2.294832,-0.195644,0.29081,1.942857,-1.293465,-0.726253,0.080186,0.246478,0.549834,0
-1.402112,1.582833,-0.189624,0.553038,-0.669852,0.668376,-0.331791,-1.189397,0.689671,0.828511,0.665864,0
0.277609,-0.516882,2.170257,0.346756,0.258415,0.773811,0.236671,0.549533,0.097368,-0.900086,0.190309,0
0.995848,0.306657,1.612397,-0.223185,1.21944,0.251552,0.322598,-0.601183,1.272055,-1.010015,0.300538,0
-0.71936,-3.326232,-3.225816,-4.055136,0.941426,1.507021,-1.052518,0.655461,0.713786,0.435468,-0.399699,1
-3.458817,1.475792,0.099942,0.725112,-1.042821,0.859728,-0.454479,-0.088546,-0.506552,-1.068874,-0.40986,0
0.042477,-2.066234,0.773517,0.299643,-0.073768,-1.433651,0.736156,1.016822,-0.009295,-0.601546,0.070626,0
1.082589,0.106022,1.345916,0.148611,0.094585,0.452878,0.332618,-1.10565,-0.267159,0.132822,0.618945,1
-0.028326,1.015735,1.389842,-1.417329,-0.095777,0.095553,0.33759,-0.549471,-1.282033,-0.232436,-0.181439,0
1.991911,-0.226638,1.856402,-0.027301,1.01282,0.742151,0.59839,-0.647347,2.234919,-0.840786,-0.813872,1
-2.346274,1.866327,0.166867,-0.28041,-0.592471,0.6274,-0.53474,-0.966265,0.443909,2.709435,0.506488,0
-0.013739,-2.135457,0.863458,0.307429,-0.179002,-1.390155,0.651599,1.237942,-0.183431,-0.472174,-0.027071,0
-0.728595,1.481625,1.198447,-1.792724,-0.07096,-0.079421,0.367279,-0.538083,-1.487335,-0.140655,0.095473,1
-0.011344,1.748642,0.825872,-1.804769,0.360216,-0.185439,0.590132,-1.210833,-0.920022,0.535296,0.519519,0
2.257803,0.898313,0.942205,-1.144437,-0.351728,-0.125671,0.487057,-1.557478,-1.892764,0.047577,0.096929,0
-2.685467,1.627222,-0.053675,0.584818,-0.812815,0.787065,-0.40504,-0.398847,-0.151609,0.117791,0.028073,0
-1.103492,1.432526,1.457719,-1.773744,0.404031,-0.005347,0.471411,0.095079,-0.553172,-0.75891,0.069806,0
-1.825912,-0.301605,-0.745379,1.021423,-0.845242,-0.732921,0.100586,-0.741461,0.5073,0.28571,0.39657,0
-1.033719,-1.865996,-0.562495,1.758269,-0.989663,-1.046952,0.224916,-0.255904,0.312354,0.452959,0.139343,0
0.901364,-0.440667,0.494868,-1.061281,-0.546591,-1.360098,0.547953,-0.087606,-1.552602,0.478626,-0.133272,1
-2.193086,1.567477,1.371131,-1.400348,0.268011,0.167569,0.265987,1.349155,-0.408666,-1.846174,-0.375718,0
-1.893038,-0.240662,-0.347426,-1.246566,-0.05188,-2.159303,0.740476,0.839524,0.446119,-0.473251,-0.094814,0
-0.194139,1.734983,0.593893,-0.66649,1.931915,0.230245,1.114129,-0.034978,0.435738,0.219557,0.42288,0
2.17341,0.932935,-0.065048,-1.0267,-1.330682,-0.671918,-0.379291,0.92154,-0.455862,1.162656,-0.421101,1
-0.389878,1.273523,1.193045,-1.13248,0.192731,0.341586,-0.048856,0.181376,0.781509,1.129707,-0.029632,1
0.181552,0.834794,1.566136,-0.966613,0.629607,0.232986,0.344372,0.132636,0.571121,0.307592,0.641026,0
-0.438894,1.75004,0.662206,-0.895389,0.311328,0.32083,0.130439,1.021717,0.073348,0.289052,-0.30028,0
-2.662917,1.679848,-0.190808,0.788516,-0.420137,0.831586,-0.173613,-0.433463,-0.257993,0.107427,-0.010093,0
-2.286697,-2.017796,-3.294,-1.087581,-0.23054,0.533509,-0.627926,-0.700514,0.519859,0.077114,0.236813,0
-1.920373,2.071492,-0.677586,0.886029,-0.054477,0.840178,-0.031126,-0.287659,-0.22229,0.967227,0.043623,0
-0.661538,-1.113049,0.20212,0.039661,0.150857,-1.429594,0.828385,1.129196,-0.114378,-0.788002,-0.146911,0
-0.180928,0.753376,1.747172,-0.867547,0.461791,0.393429,0.220158,1.251166,-0.233866,0.066479,0.097461,0
1.446362,-2.710492,2.04288,1.227955,-0.380541,-0.210702,0.216518,1.395166,-0.807906,0.237457,0.203324,0
1.281574,-0.504476,1.962887,0.522694,-0.244645,0.73955,-0.099212,0.430187,-0.222205,0.239615,0.065008,0
5.037474,1.268083,-0.409284,0.171343,-0.23411,0.212359,0.375907,-1.102991,0.023252,-0.653282,-0.8864,1
0.456586,-0.034684,0.288738,-1.158954,-0.023455,-1.333519,0.59374,0.091695,-0.172504,0.791367,0.2209,1
-0.423602,2.094997,0.281981,-1.190975,-0.197165,0.139755,0.015131,-0.110119,-0.470386,1.062652,0.307909,0
-3.240412,0.173942,-1.079175,0.510565,-1.135103,-1.02339,-0.039026,-0.04769,0.040156,-0.01617,-0.263124,0
0.068344,-0.007585,1.64189,0.390926,0.037925,0.720544,0.072328,0.785963,-0.335881,-0.288358,0.28289,0
2.220262,-0.737274,-0.667921,-1.519506,-0.103028,-0.041581,-0.424784,-0.5898,-1.353811,0.113085,-0.03795,0
4.056569,-1.160067,-2.677251,-1.406101,-1.236764,-0.246076,-1.036855,1.316418,1.820423,0.516726,-1.235002,0
-2.165272,-0.068501,-0.805863,0.787004,-0.949741,-0.769536,0.006162,-0.550103,0.402628,0.43312,0.23797,0
-2.153548,-0.590609,-1.231136,0.774549,-0.956333,-1.435415,0.230655,-0.489175,0.546857,0.469051,0.061847,0
-1.860672,-0.077793,-0.233097,-1.258297,-0.024441,-1.965828,0.702211,0.809391,0.427353,-0.487829,-0.120611,0
-0.155617,-1.40741,1.229119,0.188761,-0.125053,-0.703712,0.433563,1.102247,-0.188681,-0.538876,0.053209,0
-3.124182,-0.202657,-1.767369,0.730963,-0.710584,-1.663381,0.446797,0.021898,0.05282,0.015766,-0.467799,0
0.559933,-2.943813,0.97317,2.832662,-1.122906,0.379434,-0.23471,0.268916,0.056069,1.17641,-0.360278,0
0.019441,-1.384589,1.130606,0.246339,0.001209,-0.770224,0.550947,0.795659,-0.036814,-0.720359,0.307275,0
-0.452627,-2.093462,0.287,2.311801,-1.008676,-0.105605,-0.028369,-0.113296,0.12054,0.436124,0.155375,0
2.208468,0.63336,0.880111,-0.396735,0.632556,0.139559,0.723485,-2.188346,1.477365,-0.858158,0.455438,1
-2.857407,1.588703,-0.054453,0.701579,-0.716387,0.816096,-0.320939,-0.383595,-0.252227,-0.209993,-0.060776,0
3.031349,-1.791716,2.681485,1.184278,-0.501994,0.863941,-0.006283,0.160884,-1.739636,0.76917,0.360983,1
0.793225,-0.553724,-1.776422,-2.787899,0.634629,0.358391,-0.083334,-0.557429,0.382792,0.380503,0.853379,0
-1.619353,1.77013,0.297041,-0.12204,-0.113275,0.629192,-0.064132,0.180936,0.065732,0.282149,-0.147632,0
1.771653,-5.596778,-1.167617,-1.258951,0.80092,1.622805,-0.615263,1.133575,0.388273,0.200889,-0.691639,1
-0.710155,2.084434,0.049227,-0.669838,-0.03635,0.33491,0.129023,-0.207514,-0.633346,0.779315,-0.06876,0
0.947933,-0.142703,0.280869,-0.687859,0.293336,-1.183521,0.61553,0.172559,0.902482,0.636187,0.483268,1
-2.740862,1.87225,-0.457273,0.860678,-1.143568,0.846593,-0.498088,0.255505,-0.459979,-1.062252,-0.489536,0
-1.858553,0.476546,0.22764,-1.242852,-0.010514,-1.245429,0.467377,0.744374,0.281327,-0.527038,0.042298,0
2.284593,0.600556,-0.093125,-0.281136,-0.277524,-0.543836,0.154167,-0.090992,1.26519,0.51872,0.230663,0
4.198249,0.19466,0.846278,-0.069863,0.01708,0.041303,0.619235,-2.402433,0.108408,-0.376833,0.511403,1
-0.034283,0.575822,1.460598,-0.280578,0.676592,0.481911,0.388574,0.313545,0.193447,0.209272,0.55085,0
-0.17696,-0.831021,0.728161,-0.107801,0.236786,-0.948448,0.712984,0.236154,0.584769,-1.007251,0.304295,0
-3.2788,1.489875,-0.025278,0.895768,-0.78376,0.862221,-0.276185,-0.254512,-0.454051,-1.181341,-0.309571,0
-2.153548,-0.590609,-1.231136,0.774549,-0.956333,-1.435415,0.230655,-0.489175,0.546857,0.469051,0.061847,0
4.221182,-4.130125,4.145683,2.940649,0.157082,1.750755,0.136115,1.150135,-0.834715,0.401581,0.549919,0
0.643364,1.13235,0.956138,0.221749,2.242937,-0.017867,-0.723784,0.687191,-0.312938,0.5509,-0.220032,0
2.081549,-2.931597,1.855559,0.763291,0.181318,-0.972307,0.959879,0.684397,-1.402865,-0.272026,1.020216,1
-0.440683,-0.685556,-1.028515,-2.467457,0.750267,0.112612,0.167892,-0.112708,-0.262391,0.127181,0.130334,0
1.541091,0.514418,1.064371,-0.07501,0.732312,0.246521,0.5407,-1.292531,1.495395,-0.262683,1.134511,1
0.653694,0.935646,1.139395,-0.693786,0.154682,0.406297,0.052776,-0.115473,1.334699,-0.123088,-0.457648,1
-1.693215,-2.381002,-1.608878,0.701368,-0.252988,0.805702,-0.305485,-0.604791,0.17727,-0.63153,0.523964,1
4.553612,-0.639898,0.218757,-0.475135,-1.549124,-1.136382,0.155632,-0.752597,-2.175254,0.667177,-0.894223,1
-0.558555,-0.387111,0.830933,-0.600344,0.087867,-0.780058,0.442952,0.790999,0.50172,-0.509034,-0.482172,0
-3.078292,-2.24948,-3.110289,-0.994989,-0.552876,0.617723,-0.823837,0.232959,-0.206188,-0.161072,-0.369391,0
-0.812174,2.991252,-2.454144,2.644897,2.963783,1.17339,1.756279,-0.154767,-0.996189,1.038381,-0.369514,1
-0.878406,1.178789,1.320439,-1.028117,0.538205,0.199536,0.346252,0.152298,0.380207,-0.274063,0.490558,1
1.068912,1.125604,1.092332,-1.12875,0.093824,0.20933,0.174383,-0.375317,0.214138,0.463932,-0.401917,0
-2.428243,-1.543941,-2.026523,0.032003,-0.309455,0.539,-0.349634,-0.676874,0.204771,-0.56889,0.405337,0
15.532486,3.47086,-4.867944,0.983436,-5.340692,-0.525946,-1.800333,0.397724,-1.376563,-3.466989,1.355378,1
0.350222,-2.429042,1.197788,1.349325,-0.318668,-0.493838,0.361351,0.830483,-0.195818,0.037129,0.443749,1
0.020123,1.61544,0.856079,1.36898,5.599793,-2.323807,-5.975655,-0.526137,-0.897779,-0.434577,-0.195208,0
1.309451,1.808832,0.260732,-1.128697,-0.046454,-0.053639,0.402599,-0.473955,-1.400322,0.544598,0.097647,0
0.276323,2.162292,0.266068,-1.25197,-0.697761,0.20056,-0.496744,1.255563,0.522956,0.688345,-0.226326,0
-1.893038,-0.240662,-0.347426,-1.246566,-0.05188,-2.159303,0.740476,0.839524,0.446119,-0.473251,-0.094814,0
-3.014848,1.360697,0.212808,0.754968,-0.667111,0.990954,-0.273408,0.05222,-0.168932,-1.205587,-1.002632,1
-2.198054,-0.581359,-1.213892,0.743628,-1.002221,-1.423803,0.190608,-0.407426,0.509761,0.520226,-0.01312,0
-0.425069,1.155328,1.545255,-1.576066,0.514041,0.09798,0.518236,-0.127049,-0.133179,-0.583797,-0.032937,0
-1.224583,-0.939411,-0.429665,1.533639,-0.853085,-0.562733,0.114826,-0.671104,0.359192,0.254878,0.537757,0
0.937713,0.024536,1.776726,0.068139,0.208031,0.325555,-0.31315,0.440061,-0.297441,0.293963,0.529738,0
-1.28071,-1.075141,-0.291937,1.589016,-0.952183,-0.485669,0.029621,-0.400265,0.161776,0.404518,0.430414,0
-0.780023,-1.504327,-0.102004,1.934152,-0.926734,-0.366,0.058285,-0.456001,0.222752,0.314393,0.44773,1
-2.829296,0.026492,-1.020188,0.684964,-1.004365,-0.971855,0.074303,-0.485977,0.374634,-0.308816,-0.04232,0
1.853801,-0.948333,0.544115,0.140125,-0.929095,-0.904215,0.159938,0.340406,-1.237568,0.910835,-0.056187,1
-2.098928,-1.893986,-1.849083,0.297362,-0.296687,0.661431,-0.344119,-0.647853,0.248382,-0.599535,0.374074,0
0.457154,-3.411768,-1.63411,-2.586517,0.875163,1.57034,-0.497801,-0.224595,-0.571833,-0.242992,0.395207,0
1.435202,-0.431566,2.320114,-0.066905,0.194804,0.906406,-0.066793,1.134385,0.333175,0.774731,-1.050175,1
3.263532,-0.968083,0.522641,0.469579,-0.250979,-0.645703,-0.266953,0.491013,1.199337,0.136316,-1.663796,1
-2.288874,1.381261,0.124381,0.644332,-0.593537,0.824488,-0.32331,-0.71638,0.091081,0.631576,0.219933,0
-0.868798,1.276264,1.264096,-1.045861,-0.135663,0.30206,-0.136016,1.063226,-0.275145,0.611146,0.092836,0
0.510846,0.926366,1.145894,-0.495128,0.335404,0.42122,0.124576,0.411903,0.399358,0.624041,0.046016,1
-0.300534,1.350034,0.509354,0.022651,0.065611,0.715049,-0.049779,-0.056467,0.561959,0.844678,-0.406927,1
-0.693139,1.20222,0.904181,-0.497847,0.428021,0.382075,0.307232,0.009524,0.613024,-0.591404,-0.007389,0
-2.726374,1.775083,-0.377789,1.017639,-0.157955,0.891676,-0.00026,-0.281008,-0.459034,-0.165284,-0.207995,0
-2.592617,1.778804,-0.293015,0.773221,-0.577647,0.833113,-0.262852,-0.234465,-0.299269,0.041207,-0.125854,0
0.623849,0.569448,1.645577,-0.7389,0.509187,0.352362,0.246331,0.079059,0.690599,0.494269,0.317299,1
-3.564337,1.639035,0.040878,0.507015,-1.097549,0.803413,-0.486367,-0.227306,-0.261241,-1.145193,-0.584072,0
2.860676,-2.07901,-1.88306,-2.486417,-0.747526,-0.31299,-0.235117,-0.511974,-2.103457,0.787457,-0.777243,1
-1.713357,1.633346,1.450184,-1.625771,0.578105,-0.064814,-0.141261,0.990443,-0.138688,-0.638397,0.051891,0
-3.458817,1.475792,0.099942,0.725112,-1.042821,0.859728,-0.454479,-0.088546,-0.506552,-1.068874,-0.40986,0
-0.229234,0.966867,1.372609,-0.882468,0.60278,0.255961,0.336965,-0.104428,0.6571,0.269369,0.586612,0
-0.333119,1.762125,0.797034,-1.72306,-0.297989,-0.076945,0.201183,-0.463044,-1.425231,0.357026,0.030747,1
-1.051173,-3.402853,-1.526723,1.031192,-0.040074,1.395295,-0.373918,-0.582586,0.23938,-0.748568,0.589553,1
2.272878,-0.207671,1.41863,1.438268,2.305798,-0.311309,-1.401384,-0.879925,0.138867,-0.550236,0.838465,1
1.614504,-0.082492,1.796931,-0.014105,0.963501,0.324811,0.684419,-0.488798,0.602982,-0.133348,1.328647,1
3.064886,0.078478,-0.181914,-1.119666,-0.527313,-1.457427,0.790241,-1.879313,-1.063925,0.300701,0.046661,1
1.487143,-2.269845,1.418823,2.283729,-0.354538,0.21357,-0.825061,0.561508,-0.137905,-0.393687,-1.650014,1
-1.000718,1.538756,1.056147,-1.441642,0.185805,0.014455,0.329217,-0.306779,-0.54158,-0.187085,0.344778,0
1.169817,1.467905,0.768222,1.388403,5.701785,-2.313527,-5.380774,-1.243579,-0.171608,-0.602516,0.36503,0
-1.003857,-1.138038,-0.334921,1.67955,-0.816776,-0.480726,0.133939,-0.710333,0.497852,0.19538,0.426154,0
4.126625,0.018988,-0.57144,-0.10031,-0.970154,-1.131508,0.419681,-1.281194,-0.332765,-0.350877,0.002189,1
-2.526804,1.83778,-0.425255,0.951052,-0.168388,0.872248,-0.033133,-0.29381,-0.380986,0.161058,-0.13128,0
1.378693,0.622715,1.374946,-0.70069,0.330175,0.367623,0.332809,-0.34374,0.035869,0.279251,-0.54023,1
-2.252265,-0.075866,-0.898432,1.625588,0.965725,-1.81176,-2.236354,-0.541492,-0.2304,-0.063371,-0.139356,0
-0.256545,0.561068,1.575878,-0.435505,0.670745,0.36825,0.457524,0.167168,0.20973,-0.342278,0.717835,0
0.411658,0.116318,1.875187,-0.219169,0.566662,0.481056,0.327927,0.354814,0.002179,0.421413,0.824944,0
-3.458817,1.475792,0.099942,0.725112,-1.042821,0.859728,-0.454479,-0.088546,-0.506552,-1.068874,-0.40986,0
-0.131511,1.831754,0.77958,-1.854406,-0.559302,-0.086392,-0.006608,-0.25427,-1.478113,0.926747,0.068604,0
-0.565359,1.858876,0.453625,-0.766477,-0.487639,0.37794,-0.326131,1.032761,-0.035896,0.714062,-0.169939,0
-2.885037,1.564525,-0.006209,0.651405,-0.802382,0.806493,-0.372167,-0.386045,-0.229657,-0.208552,-0.048642,0
1.948841,0.104647,-0.264638,0.150549,0.580757,-1.044194,-0.27483,-0.113057,1.347786,0.489458,-0.663736,1
-0.139989,-1.358704,1.148241,0.226899,-0.043984,-0.785992,0.5238,0.942371,-0.265461,-0.624872,0.425853,0
-3.30643,1.465698,0.022965,0.845594,-0.869755,0.852618,-0.327413,-0.256963,-0.431481,-1.1799,-0.297436,0
-1.860672,-0.077793,-0.233097,-1.258297,-0.024441,-1.965828,0.702211,0.809391,0.427353,-0.487829,-0.120611,0
-2.278668,-2.526961,-2.206226,0.415339,-0.691822,0.055317,-0.363244,0.301295,-0.43117,-0.404844,-0.062702,1
6.38844,6.781861,-8.040954,4.256532,1.70523,1.070001,1.022166,3.203664,-0.015569,0.067283,2.277399,0
-1.042478,-3.005101,-2.980073,-3.768751,0.930486,0.906093,-0.461118,0.073622,-0.512785,-0.201908,0.188173,1
-1.735204,-3.158773,-3.367265,-3.218514,0.858781,-0.219469,-0.140552,0.529555,0.596464,-0.255921,0.125936,1
-2.503018,-0.33428,-1.316125,0.565726,-1.020737,-1.445607,0.146609,-0.20991,0.386031,0.6666,-0.192603,0
0.631778,0.374409,1.888809,-0.722532,0.308316,0.389159,0.136985,0.587789,0.275962,0.085119,0.013327,1
-0.756433,1.068325,0.679095,0.049563,-0.046864,0.593058,0.030101,-0.899727,1.031174,-0.194846,0.138505,0
-0.885075,-1.689956,-0.632028,1.898719,-0.805569,-0.856123,0.245047,0.093088,0.014824,0.878597,-0.062238,0
-0.258373,2.810391,-1.332658,0.187226,-1.855204,0.624827,-1.178578,0.648476,0.421196,1.810478,0.587383,0
0.200393,-0.170214,2.052271,0.036917,0.489468,0.654521,0.308015,0.638548,-0.078429,-0.147357,0.475318,0
-0.661393,1.600292,0.913217,-1.33577,-0.021944,0.165956,0.090062,-0.295342,-0.408066,0.830217,0.095996,0
0.08776,0.355503,1.679928,-0.245147,0.358571,0.496133,0.267811,0.730728,-0.022448,-0.554208,0.275471,0
-3.458817,1.475792,0.099942,0.725112,-1.042821,0.859728,-0.454479,-0.088546,-0.506552,-1.068874,-0.40986,0
-0.504055,1.017857,1.064582,-0.351005,-0.043257,0.600078,-0.115225,-0.17042,0.620074,0.878481,0.071354,0
-0.397727,-2.179902,-1.753021,-2.861901,0.880433,0.991575,-0.854078,-0.024778,-0.663683,-0.051302,0.178085,1
-1.194374,-0.784694,-0.703285,-2.32585,0.243422,-0.557504,0.14914,0.107801,-0.528789,0.210692,0.222133,0
-0.27531,-1.704268,-0.798108,-1.979465,0.59065,-0.100855,0.225627,-0.338122,-0.266982,-0.176034,0.508209,1
1.595976,-3.068309,2.143507,1.65305,-0.451945,-0.058083,0.184912,1.421889,-0.950938,0.300579,0.237458,0
0.394458,-2.025161,1.541991,0.688495,-0.136236,-0.555093,0.45583,1.186762,-0.423352,-0.558834,0.235763,0
-1.301956,0.085936,0.368949,-0.909276,0.056759,-1.158819,0.535752,0.557985,0.422098,-0.688003,0.082066,0
-0.794096,0.985475,1.374035,-0.713691,0.495537,0.336931,0.325931,0.58286,0.003856,-0.414324,0.259006,1
