@relation 'synapse-1.0_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1-2,4-9,11,14,16-20'

@attribute noc numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute cam numeric
@attribute bug {1,0}

@data
0,0.833333,0.666667,0,0.416667,0
0,0.866667,0.333333,0,0.4,0
0,0.866667,0.333333,0,0.4,0
0,0.887363,0.714286,0,0.196154,1
0,0.777778,0.666667,0,0.444444,0
0,2,0,0,0.5,0
0,0.956923,0.615385,1,0.194286,0
0,0.866667,0.333333,0,0.4,0
11,0.5,1,0,0.52381,0
0,0.928571,1,0,0.296552,0
0,0.733333,0.666667,0,0.35,1
0,0.888889,0.333333,0,0.366667,0
0,2,0,0,1,0
0,1.107143,0.857143,0,0.416667,0
0,0.75,0.666667,1,0.232143,0
7,0.833333,0.5,0,0.333333,0
0,0.666667,0.5,0,0.222222,0
0,0.833333,0.666667,0,0.416667,0
0,0.625,0.875,0,0.514286,0
0,0.866667,0.333333,0,0.4,0
0,0.928571,0.428571,0,0.375,0
0,0.852941,1,0,0.361111,0
0,2,0,0,0.5,0
0,0.75,0.75,0,0.5,0
0,0.833333,0.857143,2,0.366667,0
0,1,0,0,1,0
0,0.918182,0.181818,1,0.28,0
0,0.8,0.5,0,0.2,1
0,0.666667,0.666667,1,0.261905,1
0,0.733333,0.833333,0,0.3,0
0,2,0,0,0.75,0
0,2,0,0,0.458333,0
0,0.866667,0.333333,0,0.4,0
0,0,1,0,1,0
0,1.5,1,0,0.777778,0
0,0.75,0.75,2,0.2,0
3,2,0,0,0.45,0
0,0.666667,1,0,0.475,0
0,2,0,0,0.5,0
0,0.866667,0.333333,0,0.4,0
0,2,0,0,0,0
0,2,0,0,0.75,0
0,0,1,0,0.75,0
0,0.666667,1,0,0.666667,0
0,0.90625,0.75,2,0.25,1
0,0.8125,1,2,0.288889,0
0,0.791667,0.666667,1,0.232143,0
0,0.8125,0.75,1,0.3,0
0,0.833333,0.666667,0,0.416667,0
0,0.25,1,0,0.6,0
0,1,0.6,0,0.4,0
0,0.75,0.8,0,0.3125,0
0,0.25,1,0,0.6,0
0,0.666667,0.5,0,0.458333,0
0,0.796296,0.833333,1,0.288889,0
0,0.909091,0.909091,0,0.294118,0
0,0.7,0.5,0,0.3,0
0,0.916667,0.181818,1,0.333333,0
0,0.848485,0.666667,0,0.363636,0
0,0.8,0.666667,0,0.32,0
0,0.8,0.5,0,0.333333,0
0,2,0,0,0.361111,0
0,0.833333,0.666667,0,0.416667,0
0,0.75,0.666667,0,0.5,0
0,0.759259,0.666667,0,0.222222,0
0,0.833333,0.666667,1,0.232143,0
0,2,0,0,0.7,0
0,0.875,0.5,0,0.35,0
0,0.777778,0.666667,0,0.416667,0
0,0.75,0.8,0,0.3125,0
0,2,0,0,0.45,1
0,0.833333,0.5,0,0.190476,1
0,0.833333,0.666667,0,0.5,0
0,2,0,0,0.5,0
0,0.622222,1,2,0.316667,0
0,0.75,0.5,0,0.3125,0
0,2,0,0,1,0
0,0.809524,0.857143,0,0.416667,0
0,0.866667,0.333333,0,0.4,0
0,0.885714,0.7,0,0.3,1
0,0.833333,0.5,0,0.333333,0
0,0.75,0.666667,1,0.25,1
0,2,0,0,0.428571,0
0,0.74359,1,2,0.255102,0
0,0.75,0.8,0,0.3125,0
0,0,1,0,0.75,0
0,0.65,0.8,0,0.25,0
0,0.898305,0.909091,2,0.103955,1
0,0.848485,0.909091,1,0.257143,0
0,2,0,0,0.5,0
0,1,0.5,0,0.333333,0
0,0.866667,0.333333,0,0.4,0
0,0.866667,0.333333,0,0.4,0
0,2,0,0,0.4375,0
0,0.25,1,0,0.555556,0
0,0.959469,0.925926,4,0.119013,0
0,0.866667,0.333333,0,0.4,0
0,0.866667,0.333333,0,0.4,0
0,0.833333,0.75,0,0.361111,1
