@relation 'camel-1.6_deleteColumns-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-9,11'

@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute lcom3 numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {1,0}

@data
1,0,6,2,0,0,0,0.625,0,0,8.75,1,0.75,0
3,0,8,0.25,1,1,0.897436,0.4,1,3,11.2,1,0.8,0
1,0,3,2,0,0,0,0.333333,0,0,9.333333,1,0.6667,0
4,0,73,0.634615,1,1,0.932292,0.257143,1,16,15.571429,6,1.5,0
2,6,105,0.666667,1,1,0.537037,0.113757,1,3,8.703704,4,1.0741,1
2,2,15,0.333333,1,0,0.814815,0.285714,0,0,5.142857,3,1,0
3,0,0,0.5,1,3,0.913043,0.4,0,0,12.666667,2,1,0
3,0,0,0,1,0,0.921053,0.625,2,2,4,1,0.75,0
1,0,1011,0.947649,0.869565,0,0,0.1825,0,0,13.06,9,1.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,1
1,0,1,0,1,0,0,0.5,0,0,14.333333,2,1,0
4,0,15,1,1,0,0.95082,0.444444,0,0,6,1,0.5,0
2,0,3,2,0,0,0.956522,0.666667,1,2,3,1,0.3333,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,178,0.631579,1,0,0,0.276316,0,0,42.95,15,2.85,0
1,0,1,2,0,0,0,0.5,0,0,9.5,1,0.5,0
5,0,0,0,1,1,0.944444,0.666667,0,0,11,1,0.5,1
1,0,1,2,0,0,0,0.875,0,0,0,1,1,0
1,0,0,0.166667,1,0,0,0.5,0,0,15.25,2,1,0
1,0,6,1.333333,0,0,0,0.5625,0,0,0,1,1,0
1,0,1,2,0,0,0,0.75,0,0,3,1,0.5,0
5,1,1,2,0,0,0.972222,0.666667,1,1,12,1,0.5,0
2,1,142,0.828571,1,1,0.333333,0.2,1,2,12.571429,3,1,0
3,0,1,2,0,0,0.972222,0.666667,1,1,8.5,1,0.5,0
1,0,1,2,0,0,0,1,0,0,3.5,1,0.5,0
1,0,22,0.619048,1,1,0,0.354167,0,0,11.125,2,0.875,0
3,0,0,0,1,0,0.945946,0.5,1,1,44,2,1,0
2,0,0,0,1,0,0.95,0.45,1,1,6.25,1,0.5,0
2,0,7,0.3,1,0,0.777778,0.375,1,1,10.5,2,1,0
1,2,21,2,0,0,0,0.666667,0,0,18,5,1.8571,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,1,0.5,1,1,0,0.666667,0,0,45.333333,6,2,0
3,0,0,0,1,0,0.75,0.533333,1,1,5.6,1,0.6,1
1,1,112,0.6,1,0,0,0.4875,0,0,16.0625,1,0.875,1
1,0,0,2,0,0,0,1,0,0,3,0,0,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,0,235,0.712,1,2,0.88,0.188034,1,3,10.461538,4,1.1923,0
2,0,3,2,0,0,0.956522,0.666667,1,2,3,1,0.3333,0
3,0,7,0.733333,1,1,0.84,0.4,1,1,16.5,3,1,0
4,0,13,0.555556,1,1,0.962366,0.375,1,1,7,2,0.8,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
5,3,0,0.6875,1,0,0.833333,0.296296,0,0,20.777778,4,1.1111,0
3,4,10,2,0,0,0.965517,0.44,0,0,5.6,1,0.2,1
1,0,97,0.77451,1,0,0,0.172222,0,0,7.833333,1,0.8333,0
3,0,15,2,0,0,0.807692,0.416667,0,0,22,2,1,0
2,0,9,0.2,1,0,0.5,0.5,0,0,5.666667,2,0.8333,0
0,0,1,2,0,0,0,0.75,0,0,28,1,0.5,0
1,2,9,0.666667,1,3,0,0.285714,0,0,7.3,3,1.2,0
3,0,3,2,0,0,0.945946,0.666667,1,3,21.333333,1,0.6667,0
1,0,0,0.6,1,0,0,0.333333,0,0,6.166667,1,0.8333,0
3,0,1,0.5,1,0,0.818182,0.666667,0,0,3.666667,1,0.6667,0
1,0,36,2,0,0,0,0.311111,0,0,0,1,1,0
1,0,6646,0.973346,0.9375,2,0,0.081822,0,0,9.883333,33,1.5417,0
3,0,35,0.2,1,0,0.795455,0.590909,2,5,4.545455,1,0.8182,0
2,0,144,0.879699,1,0,0.585366,0.20625,0,0,6.05,2,0.95,0
2,0,99,0.761905,1,3,0.702128,0.253333,1,20,4.733333,1,0.9333,0
3,0,8,0.75,1,0,0.897436,0.4,1,1,6,1,0.8,0
1,0,4,0.333333,1,0,0,0.5,0,0,4.25,1,0.75,0
2,0,4,0.962963,0.111111,9,0.857143,0.444444,1,1,24.5,1,0.5,0
2,0,41,0.977778,0.2,9,0.6,0.37037,1,1,23.9,4,1.8,0
1,0,314,0.920635,1,2,0,0.144828,0,0,5.62069,2,0.9655,0
0,1,4,0.666667,1,0,0,0.5,0,0,4.75,1,0.5,0
2,1,1296,0.684615,1,3,0.215385,0.240566,1,1,10.490566,9,1.2642,1
2,2,0,0,1,0,0.736842,0.666667,1,1,5.166667,1,0.8333,0
3,0,8,0.5,1,0,0.921053,0.36,1,2,6,1,0.6,0
1,7,24,0.375,1,2,0,0.444444,0,0,12.666667,2,1,0
5,0,0,0.5,1,1,0.894737,0.555556,0,0,9.666667,1,0.6667,1
1,0,3,2,0,0,0,0.833333,0,0,6.666667,2,1,0
1,2,49,0.6,1,0,0,0.25974,0,0,9.636364,2,1,0
3,0,1,2,0,0,0.923077,0.75,1,1,3.5,1,0.5,1
3,0,0,0.875,0.5,1,0.88,0.4375,0,0,19.4,1,0.6,1
1,0,3,2,0,0,0,0.5,0,0,20,1,0.6667,0
1,0,1,2,0,0,0,0.75,0,0,0,1,1,0
3,0,0,0.166667,1,1,0.814815,0.47619,1,1,4.714286,1,0.7143,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,190,2,0,0,0,0.225,0,0,0,1,1,0
1,0,0,2,0,0,1,1,0,0,6,0,0,0
1,0,11,0.444444,1,2,0,0.4,0,0,8,1,0.5714,0
2,27,0,0.285714,1,1,0.666667,0.34375,1,1,4.75,1,0.875,0
1,0,66,2,0,0,0,0.333333,0,0,5.166667,1,0.9167,1
1,0,6,2,0,0,0,0.75,0,0,0,1,1,0
1,1,112,0.8,1,2,0,0.266667,0,0,8.125,3,1.25,1
1,0,2,0.625,1,1,0,0.4375,0,0,12.2,5,1.4,0
3,0,245,0.835165,1,1,0.884422,0.169231,1,6,11.518519,3,1.0741,0
1,0,21,0.555556,1,4,0,0.211111,0,0,8.3,1,0.9,0
2,0,641,0.904135,1,1,0.4,0.155263,1,1,10.25641,2,0.9744,0
0,2,21,1.166667,1,0,0,0.6,0,0,22.142857,5,2.4286,0
1,1,81,0.388889,1,2,0,0.315789,0,0,23.789474,8,2.1053,1
2,0,102,0.966667,1,1,0.615385,0.195313,0,0,7.375,1,0.9375,0
2,0,1,2,0,0,0.941176,1,0,0,13.5,1,0.5,0
2,0,4,0.888889,0.333333,3,0.857143,0.444444,1,1,9.5,1,0.5,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
0,2,6,1.333333,1,0,0,0.5,0,0,20,5,2,0
3,0,0,0.642857,1,1,0.777778,0.357143,1,1,15.375,2,0.875,0
3,0,111,0.813725,1,0,0.760563,0.311111,1,2,9.777778,5,1.2778,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,198,0.8,1,1,0.678571,0.217687,1,3,4.619048,1,0.8571,0
1,0,6,2,0,0,0,0.375,0,0,18.75,5,2,0
3,0,1,2,0,0,0.972222,0.666667,1,1,4.5,1,0.5,0
3,0,37,0.589286,1,4,0.647059,0.314286,1,1,13.2,5,1.4,1
3,0,3,2,0,0,0.945946,0.777778,1,2,7.333333,1,0.6667,0
1,1,0,0.08,1,1,0,0.258242,0,0,8.038462,2,1,1
1,0,0,0,1,1,0,0.666667,0,0,18,1,0.5,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0.5,1,0,0,0.5,0,0,28,5,1.6667,1
2,4,34,0.625,1,1,0.166667,0.230769,0,0,13.230769,3,1.1538,1
1,0,1,2,0,0,0,1,0,0,0,1,1,1
3,0,3,0,1,1,0.791667,0.375,1,1,6.5,1,0.8333,0
2,0,9,0.666667,1,3,0.868421,0.444444,1,20,4.5,1,0.8333,0
2,0,104,0.866071,0.714286,1,0.538462,0.18125,1,1,16.529412,2,0.7647,1
3,0,0,0,1,0,0.913043,0.533333,0,0,8.333333,1,0.6667,1
1,0,231,2,0,0,0,0.25974,0,0,0,1,1,1
2,0,15,2,0,0,0.692308,0.25,1,2,14,2,1,0
1,0,0,0,1,1,0,0.75,0,0,4.5,1,0.5,0
2,0,0,2,0,0,1,1,0,0,13,0,0,0
3,0,57,0.8,0.8,3,0.6875,0.241071,0,0,11.666667,6,1.0667,0
5,0,24,0.785714,1,1,0.877193,0.222222,1,1,4.875,1,0.875,0
3,0,22,0.727273,1,1,0.777778,0.272727,2,3,31.166667,2,0.9167,0
1,0,0,0.222222,1,1,0,0.458333,0,0,20.75,3,1.25,0
4,0,72,0.813333,0.8,0,0.690476,0.21875,1,1,8.0625,1,0.8125,0
1,1,3,0.2,1,0,0,0.666667,0,0,8,1,0.8333,1
1,0,24,0.375,1,0,0.5,0.416667,1,4,25.444444,10,2.1111,0
4,1,0,2,0.5,1,1,1,0,0,8,0,0,0
3,0,4,0.904762,1,2,0.913043,0.583333,0,0,36.25,3,1,0
3,1,55,0.788462,1,3,0.729167,0.205357,1,2,12.142857,5,1.2143,0
2,0,17,0.666667,1,0,0.375,0.375,0,0,11.571429,2,1,0
1,0,0,0,1,3,0,0.571429,0,0,32.5,1,0.5,1
1,0,39,0.692308,1,0,0,0.261538,0,0,15.142857,1,0.8571,0
6,0,10,2,0,0,0.933333,0.366667,0,0,14.4,1,0.6,0
1,0,3,2,0,0,0,0.666667,0,0,18.333333,3,1.3333,0
3,0,1,2,0,0,0.972222,0.666667,1,2,7.5,1,0.5,0
1,0,1,2,0,0,0,0.75,0,0,2.5,1,0.5,0
4,0,0,0.708333,0.833333,1,0.833333,0.291667,2,4,43.555556,1,0.7778,0
4,1,1,2,0,0,0.994444,0.75,0,0,1.5,1,0.5,0
1,0,0,0.518519,1,1,0,0.257143,0,0,12.3,2,0.9,0
2,0,3,2,0,0,0.888889,0.5,1,1,19,3,1.3333,0
3,0,1,2,0,0,0.972222,0.666667,1,2,18.5,1,0.5,0
2,2,5,0.4,1,1,0.736842,0.366667,0,0,14.666667,2,1.1667,1
2,0,178,0.789474,1,1,0.690909,0.221429,1,3,4.65,1,0.85,0
2,0,1,2,0,0,0.941176,1,0,0,19,1,0.5,0
1,0,29,0.911111,1,1,0,0.444444,0,0,9.5,4,1.6,1
3,0,61,0.595238,1,0,0.93617,0.366667,1,3,10,2,0.9333,0
1,0,45,2,0,0,0,0.255556,0,0,0,1,1,0
4,0,15,2,0,0,0.979167,0.3,0,0,6.5,1,0.3333,0
1,0,6,2,0,0,0,0.55,0,0,0,1,1,0
3,0,0,0.555556,1,0,0.913043,0.5,0,0,48.5,1,0.5,0
3,0,3,2,0,0,0.945946,0.666667,1,1,12,1,0.6667,0
3,0,10,2,0,0,0.851852,0.466667,1,1,5.2,1,0.8,0
1,0,0,0.333333,1,0,0,0.625,0,0,11.5,1,0.75,0
1,0,6,2,0,0,0,1,0,0,3.75,1,0.75,0
1,0,17,2,0,0,0.714286,0.285714,1,4,24.714286,1,0.5714,0
3,3,37,0.666667,1,0,0.709677,0.3,1,1,10.272727,1,0.8182,1
1,0,300,0.910494,1,0,0,0.136364,0,0,7.428571,4,1.1429,0
2,2,93,0.745098,1,1,0.5,0.2,1,1,19.611111,3,0.9444,1
2,0,7,0.583333,1,1,0.722222,0.314286,1,1,4.285714,1,0.7143,0
2,1,2573,0.93067,1,8,0.164706,0.069257,1,1,18.826667,7,1.36,1
2,0,10,2,0,0,0.926829,0.36,1,1,5,1,0.6,0
2,1,992,0.929078,1,4,0.041667,0.093617,0,0,15.729167,6,1.2292,0
1,0,16,0.571429,1,0,0,0.267857,0,0,18.625,2,1,0
3,0,15,0.944444,0.333333,1,0.848485,0.328571,1,2,20.857143,3,1.2857,1
3,0,8,0.75,1,0,0.9,0.314286,1,1,57.8,18,5,0
5,0,3,1.5,1,0,1,0.777778,0,0,4.333333,0,0,0
4,0,0,0.5,1,1,0.894737,0.5,0,0,9.666667,1,0.6667,0
3,0,8,0.5,1,0,0.897436,0.4,1,2,15.4,2,1.2,0
0,0,0,0,1,0,0,0.37037,0,0,22.555556,1,0.8889,0
2,0,11,0.666667,1,4,0.666667,0.355556,1,1,16.6,3,1.1,1
0,0,102,0.858333,1,3,0,0.222222,0,0,10.3125,3,1.125,0
1,0,15,2,0,0,0,0.555556,0,0,0,1,1,0
4,0,1,2,1,0,1,0.833333,0,0,4.5,0,0,0
3,0,26,0.555556,1,2,0.633333,0.307692,1,1,16.153846,8,1.3846,1
2,0,627,0.824324,1,7,0.102564,0.105263,0,0,7.368421,2,1.0263,1
3,0,71,0.230769,1,0,0.744681,0.271429,2,7,11.142857,4,1.3571,0
2,0,54,0.708333,1,1,0.583333,0.305556,1,1,15.769231,3,1.1538,1
3,0,0,0.333333,1,0,0.921053,0.4375,2,3,20.25,3,1.25,0
0,0,2,0.666667,1,2,0,0.833333,0,0,16,1,0.5,0
1,4,9,0.6,1,0,0,0.5,0,0,2.666667,1,0.6667,0
2,0,22,0.285714,1,0,0.827586,0.303571,0,0,6.375,1,0.625,0
0,2,28,2,0,0,0,0.375,0,0,25,2,1,0
1,0,0,0.25,1,1,0,0.44,0,0,21.2,3,1.2,0
1,0,6,2,0,0,0,0.25,0,0,12.5,1,0.75,0
2,1,8,0.75,1,0,0.769231,0.583333,0,0,4.6,1,0.6,0
2,0,3,2,0,0,0.956522,0.666667,1,2,3,1,0.3333,0
2,0,15,0.666667,1,3,0.846154,0.357143,1,20,4.857143,1,0.8571,0
2,0,3,1,1,0,0.875,0.75,1,1,4.333333,1,0.3333,0
1,0,1,2,0,0,0,1,0,0,0,1,1,0
1,0,0,0.333333,1,0,0,0.416667,0,0,17.25,1,0.5,0
2,0,289,0.875,1,2,0.324324,0.136364,0,0,9.423077,3,1.1154,0
0,0,4,0.666667,1,0,0,0.4375,0,0,19,6,2.25,0
2,0,30,0.708333,1,3,0.804878,0.333333,1,21,5.111111,1,0.8889,0
1,0,3,2,0,0,0,0.666667,0,0,19,6,2.3333,0
4,3,0,2,1,0,1,1,0,0,5,0,0,0
3,0,6,2,0,0,0.863636,0.5625,0,0,14.5,2,1,1
4,0,30,0.25,1,0,0.973545,0.355556,2,3,7.222222,1,0.5556,0
3,0,11,0.8,1,0,0.851852,0.4,1,1,6,1,0.6667,0
1,0,1,2,1,0,0.8,0.666667,1,1,36,1,0.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
2,0,3,2,0,0,0.956522,0.666667,1,2,3,1,0.3333,0
1,0,3,2,0,0,0,0.833333,0,0,5.666667,1,0.6667,0
2,0,133,0.951872,1,0,0.585366,0.130952,1,1,6.222222,1,0.9444,0
1,1,137,0.857143,1,1,0,0.157895,0,0,8.315789,2,1,1
4,0,6,0.5,1,1,0.967568,0.34375,1,1,9.875,3,1.25,0
3,0,0,0,1,1,0.92,0.5,1,1,6.666667,1,0.6667,1
6,0,0,0.666667,1,1,0.85,0.4375,0,0,9.5,1,0.75,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
4,0,297,0.880637,1,1,0.555556,0.166144,1,1,25,17,2.7333,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,7,0.666667,1,0,0.5,0.4,1,1,34,1,0.6667,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
2,0,18,0.935065,0.090909,8,0.666667,0.314286,1,1,18.375,1,0.75,0
5,0,0,0.5,1,0,0.85,0.5,0,0,11.5,2,1,1
2,1,220,0.90942,1,5,0.388889,0.142292,1,1,17,5,1.5833,0
3,16,4,0.75,1,0,0.98324,0.5,1,3,9.2,3,1.2,1
3,0,3,2,0,0,0.945946,0.777778,1,1,10,1,0.6667,0
1,0,1,2,0,0,0,0.75,0,0,2,1,0.5,0
2,1,29,0.807692,1,0,0.1875,0.535714,0,0,10.785714,5,1.2857,0
1,0,3,2,0,0,0,0.555556,0,0,5,1,0.6667,0
1,0,25,0.722222,1,0,0,0.311111,0,0,7.2,3,1,0
3,0,168,0.725,1,1,0.825243,0.192857,2,3,11.47619,5,1.0952,0
1,0,6,0.625,1,1,0,0.466667,0,0,4.8,1,0.8,0
4,0,17,0.633333,1,1,0.775,0.327273,1,2,8.545455,3,1,1
1,0,3,2,0,0,0,0.583333,0,0,63.333333,10,5.6667,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
5,0,0,0.833333,1,0,0.894737,0.5,0,0,10.25,2,0.75,0
1,0,325,1.04,0,0,0,0.157692,0,0,0,1,1,1
0,0,1,2,0,0,0,1,0,0,2.5,1,0.5,0
1,0,495,0.90303,1,2,0,0.134804,0,0,6.852941,11,1.2647,0
1,0,3,2,0,0,0,1,0,0,0,1,1,0
3,0,0,0.666667,1,2,0.884615,0.4375,1,1,52.75,7,2.25,0
5,0,6,0.916667,1,0,0.826087,0.36,0,0,11.8,2,1,1
1,0,3,2,0,0,0,0.416667,0,0,10,2,1,1
1,0,22,0.8125,1,2,0,0.265625,0,0,13.666667,3,1.2222,0
1,3,0,0.333333,1,0,0,0.625,0,0,6.5,1,0.75,0
2,0,9,0.733333,1,1,0.904762,0.366667,0,0,6.5,1,0.6667,0
3,0,1527,0.944357,0.954545,3,0.341463,0.133621,1,2,9.084746,11,1.2034,1
1,0,0,0,1,0,0,0.625,0,0,14,1,0.5,1
4,0,15,2,0,0,0.984293,0.444444,2,2,5.166667,1,0.5,0
4,0,27,0.611111,1,1,0.958333,0.32,2,3,7.5,2,0.9,0
2,0,15,0.666667,1,0,0.375,0.433333,1,3,12.428571,2,1,0
1,0,53,0.794872,1,1,0,0.230769,0,0,13.785714,3,1.3571,1
1,0,25,0.725,1,0,0,0.409091,0,0,8.181818,3,1.2727,0
2,0,0,0.166667,1,1,0.7,0.357143,1,1,20.428571,4,1.2857,1
3,0,1,0.5,1,1,0.821429,0.444444,1,1,25.666667,1,0.8333,0
1,0,0,0.5,1,0,0,0.6,0,0,22.333333,6,2,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
6,0,0,2,0,0,1,1,0,0,12,0,0,0
4,0,0,0.666667,1,0,0.972222,0.45,0,0,7.75,2,0.75,0
2,0,79,0.892857,1,0,0.666667,0.314286,0,0,7.2,4,1,0
1,0,1,2,0,0,0,1,0,0,0,1,1,1
1,0,1,2,0,0,0,1,0,0,0,1,1,0
4,2,54,0.545455,1,1,0.828571,0.333333,0,0,5.833333,1,0.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,6,75,0.821429,1,0,0.657143,0.205357,1,1,10.4,3,0.9333,1
2,0,15,0.666667,1,3,0.846154,0.357143,1,20,5.857143,1,0.8571,0
3,0,157,0.944444,1,0,0.651163,0.215278,1,1,4.526316,1,0.7895,0
1,0,1708,0.661111,1,0,0,0.122222,0,0,12.196721,6,1.2131,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,283,0.888889,1,3,0,0.157343,0,0,13.851852,7,1.5556,1
1,0,0,0,1,1,0,0.5,0,0,6.6,1,0.6,1
4,0,33,0.653846,1,0,0.942105,0.3,1,1,10.642857,5,1.2857,0
0,0,2,0.666667,1,2,0,0.833333,0,0,16,1,0.5,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,60,0.727273,1,1,0,0.104167,0,0,4.25,1,0.9167,0
1,0,1,2,0,0,0,0.75,0,0,10.5,1,0.5,0
2,0,9,0.666667,1,3,0.868421,0.444444,1,20,4.5,1,0.8333,0
3,0,24,0.40625,1,2,0.684211,0.333333,0,0,13.111111,1,0.6667,0
3,0,1,2,0,0,0.972222,0.666667,1,1,5,1,0.5,0
2,0,9,0.2,1,0,0.5,0.416667,0,0,6.333333,2,0.8333,0
2,14,3,0.111111,1,1,0.636364,0.5,1,1,7,1,0.8,1
3,0,9,0.6,1,0,0.875,0.375,2,4,17.333333,4,1.3333,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,18,0.766667,1,3,0,0.333333,0,0,18.923077,1,0.8462,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,15,2,0,0,0,0.291667,0,0,6.5,1,0.8333,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,1,2,0,0,0.913043,0.5,0,0,17,2,1,1
1,0,3,2,0,0,0,0.533333,0,0,15,1,0.6667,0
3,0,0,0.5,1,1,0.821429,0.458333,1,1,9,1,0.8333,0
1,0,0,2,0,0,0,1,0,0,0,1,1,0
3,0,0,0.733333,1,3,0.821429,0.3,1,1,10.857143,1,0.7143,0
2,0,4,0.944444,0.166667,6,0.857143,0.444444,1,1,17,1,0.5,0
1,0,30,0.71875,1,0,0,0.375,0,0,9.222222,1,0.6667,0
1,0,10,0.5,0.666667,0,0,0.333333,0,0,19.222222,4,1.8889,0
1,0,181,0.871429,1,6,0,0.123377,0,0,12.272727,6,1.4091,1
1,0,3,2,0,0,0,0.833333,0,0,5,1,0.6667,0
4,0,3,0.333333,1,0,0.968421,0.283333,2,3,9.6,4,0.9,0
1,0,4,0.25,1,0,0,0.7,0,0,4.8,1,0.8,0
1,0,10,2,0,0,0,0.36,0,0,4.6,1,0.8,0
2,0,56,0.75,1,0,0.3125,0.260417,1,2,10.75,2,1.0833,0
4,0,24,0.625,1,1,0.979167,0.444444,2,2,5.555556,1,0.4444,0
4,0,0,0,1,0,0.944444,0.75,0,0,8.5,1,0.5,0
2,0,52,0.638889,1,2,0.533333,0.321429,0,0,14.230769,1,0.5385,0
1,1,75,0.803571,1,1,0,0.27619,0,0,8,2,1,1
2,0,0,0.7,1,2,0.777778,0.466667,1,2,23.666667,4,1.1667,1
1,0,24,0.714286,1,0,0,0.541667,0,0,7.25,2,1.25,0
1,0,12,0.65,1,4,0,0.275,0,0,23.333333,4,1.3333,0
2,0,0,2,0,0,1,1,0,0,3,0,0,0
2,0,0,0,1,1,0.95,0.5,0,0,7.75,1,0.5,0
3,0,3,2,0,0,0.971429,0.666667,1,1,6.333333,1,0.3333,0
3,0,320,0.854839,1,1,0.546875,0.175953,2,3,24.6875,7,1.7813,0
1,0,1,2,0,0,0,0.833333,0,0,0,1,1,1
4,0,21,2,0,0,0.978723,0.392857,3,4,7.142857,2,0.7143,0
3,0,42,0.704545,1,2,0.678571,0.233766,1,1,9,2,0.8333,1
1,0,6,2,0,0,0,0.4,0,0,0,1,1,1
1,0,39,0.8,1,4,0,0.272727,0,0,7.818182,1,0.9091,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,13,0.4,1,0,0.791667,0.375,1,1,4.5,2,1,0
2,0,159,0.666667,1,1,0.703704,0.233083,1,3,4.473684,1,0.8421,0
1,1,0,0,1,1,0,0.309524,0,0,5.333333,1,0.8333,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,17,279,0.776,1,3,0,0.205128,0,0,12.884615,6,1.3846,0
0,0,3,2,0,0,0,0.416667,0,0,20.666667,4,1.6667,0
1,0,1,2,0,0,0,0.833333,0,0,0,1,1,0
1,0,1,0,1,1,0,0.5,0,0,7.333333,1,0.3333,1
1,0,0,2,0,0,0,1,0,0,0,1,1,0
1,0,22,0.761905,1,0,0,0.458333,0,0,5.125,1,0.875,0
