@relation 'lucene-2.0_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.377wmc-0.376rfc-0.316npm-0.31loc-0.308ce... numeric
@attribute -0.396mfa-0.38dit-0.375ic+0.362ca-0.349cbm... numeric
@attribute -0.442max_cc-0.407avg_cc-0.396amc-0.345loc+0.259cbo... numeric
@attribute 0.398moa-0.341max_cc-0.339ca-0.335avg_cc-0.25cbo... numeric
@attribute -0.481lcom3+0.466dam+0.408noc-0.292lcom-0.259ce... numeric
@attribute '-0.456noc-0.366dit-0.329mfa-0.298cam+0.29 npm...' numeric
@attribute -0.391cbm+0.361npm+0.335dit-0.326ic-0.314moa... numeric
@attribute -0.523noc+0.474amc+0.356cbo+0.349ca-0.253cam... numeric
@attribute '0.452cam-0.404lcom3-0.399noc+0.36 moa-0.33amc...' numeric
@attribute 0.572cam-0.452moa+0.347amc+0.307cbm-0.266avg_cc... numeric
@attribute 0.597lcom-0.55ce+0.322amc+0.276moa-0.191cbo... numeric
@attribute -0.72dam-0.59lcom3+0.184noc+0.168rfc-0.12max_cc... numeric
@attribute bug {1,0}

@data
-0.041599,-2.984082,-2.091569,-1.650657,0.309712,-1.247421,0.737718,1.265511,-0.235633,-0.90764,0.930711,0.390584,1
-2.506289,-2.230656,1.186613,-0.783119,0.334262,1.387649,-0.661641,-0.199871,-0.331628,0.525046,-0.572328,-0.130982,1
0.21381,2.790848,0.392031,-0.922768,-0.4312,1.365969,0.21185,0.412891,-0.946956,-0.524141,0.2113,-0.173953,1
2.279893,-1.257482,-0.120233,-1.7715,-1.366684,-0.064881,-0.85001,-0.197257,0.106847,0.161573,0.316468,-0.340962,0
1.909324,-0.805635,0.558259,-1.136644,-1.685203,0.610045,-0.392348,-0.794139,-0.155312,0.380827,0.093957,-0.156495,0
3.027405,0.690681,0.403061,-0.838811,-1.922551,-1.715973,0.140316,0.356831,0.84909,0.41622,-0.291931,-0.325813,0
-1.479213,-2.660474,0.869565,-0.699935,0.335849,0.505435,0.347861,0.242896,-0.503219,-0.041996,-0.223695,-0.189006,1
-0.998209,2.087335,-0.11967,-0.688985,1.139551,1.083053,0.648637,1.052782,0.64211,0.090323,-0.517803,0.37199,1
1.785558,0.843464,-1.477542,0.843262,-0.025652,0.904066,-1.143687,1.6443,-2.387517,-0.471827,1.147595,-0.110306,0
-5.685005,0.670216,-7.550795,-2.828119,-0.277607,0.191981,0.994739,-1.212906,0.483831,0.365649,-0.05728,0.351432,1
0.877969,-2.506349,0.362528,0.064794,0.723521,-1.730926,0.555959,1.297483,0.375635,0.881203,0.263835,0.172904,1
1.569297,3.564471,0.920109,-1.653278,0.563766,-0.462209,-0.908719,-0.384597,-0.551106,-0.297656,-0.209783,0.087132,0
-0.836705,-0.917228,0.096578,1.643334,-0.372636,-2.052567,-0.193682,0.296602,0.950361,-1.597378,-0.263086,-0.874452,0
-2.554687,0.915574,-0.762607,2.147689,-0.647129,-0.286275,-0.824779,0.201983,-0.154956,-0.59712,-0.303123,0.36288,0
-0.725127,0.252291,-1.075656,2.383741,0.61308,-0.818151,-1.098983,0.95496,-0.162071,0.426601,0.038157,-0.247279,1
0.131433,-3.915438,1.810003,-1.335469,-0.065473,1.025903,-1.367353,-0.733202,0.438241,0.475998,1.265165,0.161839,0
-2.252138,4.75547,2.562992,-2.926214,4.306544,-2.69056,-1.418774,-0.858966,-1.644715,-0.444413,-0.654857,0.34314,0
-1.707936,-2.631538,0.123471,-0.4493,0.715042,0.388613,-0.870259,-0.026685,0.554244,-0.192145,0.119156,-0.169372,0
-0.72259,-2.722081,1.070526,-0.137513,0.785228,0.222803,-0.624072,0.038411,0.735103,0.269451,-0.000738,0.138239,0
-1.661165,-1.21414,-0.151696,0.361698,-0.192216,-0.267583,0.225584,0.178883,0.040077,-0.794762,-0.041791,0.122868,0
1.636263,1.741731,0.095022,0.397396,0.753278,0.070562,-0.152692,0.144098,0.940607,-0.108683,0.009969,0.365407,0
1.983496,-0.172618,0.554868,0.29668,1.261377,-1.491138,1.135931,-0.834175,0.189848,0.303125,0.031361,-0.291072,0
2.037313,0.771014,-0.869126,0.80578,0.077514,1.162058,0.156214,-0.190024,-0.340886,-0.647558,0.150905,0.522725,0
-1.144464,0.064035,-3.181143,1.298349,1.412081,-0.594159,-0.120304,1.960533,-1.503102,2.736811,1.134637,0.347686,1
1.684826,1.588861,-0.093855,0.363296,1.56006,-0.808272,0.075691,-1.536054,-0.311144,0.650721,0.25097,0.823332,0
-0.861092,0.04598,0.457221,0.316479,-0.590036,0.294582,1.561509,0.277042,-0.461068,-0.180293,-1.250456,1.681067,1
1.562533,0.493959,1.392662,-1.951993,-0.352823,-1.151152,-0.931847,-0.906233,-1.206162,-0.733324,-0.306392,0.111813,0
-0.853518,0.629546,0.06492,1.870221,0.531528,0.601715,0.262206,-0.075094,-0.233188,-0.309161,-0.445794,-0.564784,1
0.066751,-1.611004,0.52947,0.709757,0.454809,-0.248535,-0.24449,0.058513,0.449831,0.094789,0.359246,-0.338169,0
-12.567218,2.825947,-0.973285,1.665213,-4.612095,-1.915383,0.306565,-1.709724,-0.028943,-0.259106,0.806081,0.409537,1
2.749369,0.22449,-0.129179,-0.285459,-1.576057,-0.444995,0.482344,-0.147964,-0.35899,-0.204462,-0.365585,-0.346379,0
0.088426,-2.043271,-1.993473,-1.695968,0.193743,-0.12992,-0.822212,0.317578,0.794311,-0.309876,0.462092,1.048641,0
2.374948,3.415662,0.73493,-1.48052,0.769699,-0.943943,-1.128305,-0.862811,-0.601693,-0.158677,-0.010831,0.174935,0
2.834937,-1.720771,0.345052,-1.554146,-1.813681,-0.92791,0.710717,0.040282,-0.252434,-0.701191,0.249017,-0.279172,0
-1.239731,-2.599567,1.197577,-0.097175,0.344762,0.335243,0.222531,-0.120161,0.244801,-0.768871,0.220756,-0.15468,0
1.466241,-1.212385,0.085374,0.518897,0.182864,-1.769615,1.531866,0.61077,0.346545,0.910393,-0.18189,-0.301766,0
-0.633798,-1.864764,1.4699,-0.451597,1.061154,0.438153,-0.463952,0.448659,0.900752,-0.425326,0.023083,-0.14605,1
1.514679,-0.639611,-0.008456,0.178037,0.807268,-1.590972,1.187629,0.051967,-0.442103,0.248404,0.184076,-0.548455,0
-0.289739,0.001918,-1.584609,1.144378,1.70565,0.806413,0.827432,0.148927,-0.15293,0.326719,0.182197,-0.069213,0
1.891589,1.828256,-0.210942,0.560221,-0.608677,-0.002716,-0.222924,-0.276347,1.44848,0.090591,-0.192077,0.554251,0
0.82687,4.294137,1.438032,-2.154059,-0.292085,-0.26184,-0.386884,0.225705,0.634809,0.579664,-0.633291,-0.02611,1
-1.202255,-2.633734,0.953821,-0.771042,0.567128,0.41186,0.32095,0.363827,-0.189456,-0.120524,-0.099397,-0.1149,1
2.105417,-1.345989,0.494095,-1.2551,-1.739816,-0.529703,0.068835,0.162673,-0.543439,-0.749559,-0.241642,-0.322493,1
0.47485,0.575288,-0.565337,0.939442,1.565233,0.800833,0.789088,-0.448499,-0.192894,-0.00562,-0.045623,-0.501455,0
0.223189,0.276839,-0.558248,1.338534,1.505119,1.254179,0.912566,-0.088235,-0.314596,-0.275086,0.159748,-0.429455,0
2.828072,0.925114,-0.307569,0.430013,-0.649834,-0.104557,0.701592,-0.24701,0.663594,0.625631,-0.078554,0.723606,0
1.167039,-1.685877,-0.922154,-1.654843,-0.654801,-0.201069,0.685583,0.224576,-0.094208,-0.720066,0.42675,0.473175,0
-4.51215,0.515263,-0.768248,3.664643,-1.052645,-2.067888,-2.55006,0.532865,0.272268,-0.487534,-1.187815,0.094399,1
-0.755626,0.72415,-0.136875,2.144005,0.918236,0.124746,0.016969,-0.514596,0.193703,-0.894818,0.361052,-0.3879,0
3.183063,1.698675,-0.795806,0.054135,-1.256741,0.216619,-0.112808,-0.826511,0.652533,0.826572,-0.413328,-0.298338,0
0.358546,-1.802583,0.741139,0.439588,0.410362,-0.007312,-0.093094,-0.46498,0.828722,0.303045,0.56,-0.344787,0
-0.544824,-1.797249,-0.112332,-0.143902,0.787763,0.671063,-0.006016,0.050639,-0.379751,0.641018,0.400485,-0.330746,1
1.097196,0.454521,-1.661886,0.616386,0.639472,0.996278,0.158778,0.012364,-0.560505,-0.274536,0.223455,-0.348247,0
0.547502,-1.720002,0.98939,0.290624,1.157468,0.07196,0.751397,-0.720997,0.649287,-0.075741,0.484736,0.06741,0
2.013149,1.286711,-0.730133,0.825782,-0.548076,0.725085,-0.23222,-0.473492,0.2848,-0.848764,0.32585,0.08235,0
0.598624,-1.090771,0.109389,0.809799,0.888155,0.403458,0.297579,-0.144022,0.326013,-0.001864,0.436545,-0.377002,1
3.094115,1.657843,-0.805266,0.100694,-1.306317,0.296776,-0.000567,-0.932515,0.57425,0.844128,-0.413261,-0.275434,0
3.396116,1.670465,-0.791281,0.368176,-1.235702,0.133566,-0.146542,-0.614702,0.38693,1.173983,0.063115,-0.120557,1
0.815102,-0.863754,0.360357,0.481981,0.600169,-0.720452,1.961723,0.343126,0.208714,0.049809,-0.238292,-0.317001,0
2.885219,1.493348,-1.209436,0.984504,-1.492364,-0.485002,-0.766451,-0.401385,0.411421,1.030041,0.45564,-0.056948,0
-8.855047,2.831865,1.356249,1.510941,-3.453626,0.275732,1.634187,-0.958251,-0.674,0.121871,0.787082,0.35162,1
-1.612246,0.692789,-0.726061,2.586308,0.066558,-0.457708,-0.6691,-0.368382,0.791999,-1.028644,0.592208,-0.553215,1
-1.120743,-0.674477,-0.204738,0.250448,-0.576687,-0.790795,1.120504,1.217101,-1.579412,0.016305,-0.691918,0.055082,0
-1.475506,-1.276593,0.748205,0.723729,0.502948,-0.479229,-1.150595,-0.785868,0.017811,-0.617833,0.435977,-0.219151,1
0.690693,-0.509974,0.657738,0.722686,-0.114284,-0.352458,1.055758,0.401404,-0.329203,-0.335545,-0.915691,0.280238,0
-0.145085,-2.349561,0.695569,-0.144465,0.61551,-0.263432,0.765237,0.311723,0.093982,-0.442214,0.358648,-0.2821,1
2.083366,2.37013,-0.015636,-0.584634,-0.621301,0.901799,-0.210363,0.252862,0.230073,-0.185897,-0.203602,-0.39669,0
3.25331,1.812558,-0.885109,0.204469,-1.099786,-0.040632,-0.351882,-0.135565,0.338885,1.352205,0.217805,-0.082818,1
1.09969,0.463674,-0.51943,1.544718,1.080676,0.345468,0.678926,-0.51452,0.877359,0.40418,-0.036005,-0.415308,0
-2.991848,-1.058481,0.931069,0.439057,-0.400538,0.025106,-0.809164,-0.18168,0.285035,-0.074072,-0.55894,-0.333625,1
0.620184,0.927405,0.219794,-0.44496,0.567893,1.451873,-0.12242,0.232803,0.7314,0.307213,0.219498,0.798971,1
-3.850069,0.083637,-2.310444,2.507932,-0.134575,-1.894448,-2.317906,1.454188,-0.456379,0.581681,-0.873524,0.088162,1
3.070532,1.142983,-0.964978,0.869233,-0.589392,0.083147,0.315604,-0.632803,0.760765,1.345766,0.188614,0.820123,0
-0.658546,-2.249084,1.286443,-0.564209,0.985708,-0.154096,-0.893204,-0.622098,0.275815,0.109348,-0.015254,-0.002064,0
-1.281236,-1.61186,0.297438,0.682796,0.190055,-0.099312,-0.794281,0.034971,0.178458,0.070947,0.463576,-0.330689,1
0.133249,-1.057816,0.295958,0.852213,0.794389,0.103354,0.044281,0.130404,0.37151,0.159313,-0.053591,-0.232217,1
-1.40863,-3.224807,1.410583,-0.315625,-0.169348,-1.166941,-1.020982,1.057096,-0.045924,0.757413,-0.641191,0.032952,0
-0.47585,-1.385886,0.888352,-0.108474,0.925495,0.515612,-0.076934,-0.3037,-0.25543,0.438688,0.089533,-0.142347,1
1.325023,1.127795,-1.541388,-0.092797,-0.525357,1.49898,0.077446,-0.229543,-1.108179,-0.754521,0.180136,-0.377738,0
1.70082,-1.207949,0.255768,0.475131,0.3461,-1.367634,1.793583,0.376604,0.355091,0.433041,-0.031486,-0.434924,0
1.316087,0.475392,-2.682847,1.032784,0.21894,0.321683,-1.684209,2.862008,-3.342113,0.512141,2.036028,0.232862,1
1.78776,2.006451,-0.089916,-0.277002,-0.53393,1.32551,-0.110309,0.179481,-0.419714,-0.719048,-0.087454,-0.42103,0
2.849032,1.302463,-1.51815,0.621715,-0.64823,-0.283382,-0.249809,0.254018,0.151806,1.853556,0.643786,0.628875,1
0.672589,-1.169517,0.434826,-0.773434,-0.479473,-1.831054,1.632318,1.668327,-0.251159,-0.301507,-0.302845,0.662949,1
0.781331,0.057315,-0.422426,0.568542,0.509932,-0.577685,0.571001,0.005129,0.214778,-0.311742,-0.321276,0.387966,0
2.919477,-1.566099,0.639257,-1.527877,-1.664283,-1.17586,0.64348,-0.236392,-0.49497,-0.661601,0.300304,-0.143639,0
1.12816,-1.637564,0.865724,-1.547399,-1.41855,1.067183,-1.221233,-0.313172,-0.593785,-0.432554,0.201214,-0.188128,1
-1.372853,-3.46876,1.65624,-1.57391,-0.544395,0.52221,-1.193719,0.23036,-0.093461,0.329071,-0.385449,0.639709,1
1.192369,-1.75318,-0.970859,-1.59473,-0.677939,-0.183484,0.716174,0.152904,-0.136962,-0.71714,0.438501,0.478422,0
2.460089,3.007297,0.423518,-1.042394,-0.041242,-0.36966,-0.842789,-0.239031,0.103468,0.177408,-0.253063,-0.082065,0
1.039955,1.410821,-0.092252,0.71571,-0.757459,0.767224,0.284341,-0.492836,0.253095,-0.220067,-0.558206,0.519137,0
-0.766516,2.676222,1.180118,-0.63579,1.953579,0.433713,0.529228,0.391226,-0.346768,-0.042706,0.26533,-0.629964,0
1.757362,1.734584,-0.385005,0.04329,-1.091955,1.406384,0.615715,-0.789612,-0.450852,-0.053885,0.003176,-0.265934,1
0.343919,1.026465,-0.532768,0.739668,-0.046887,1.586951,1.118971,-0.381273,-0.498297,-0.041278,-0.136869,1.208956,0
-2.066709,0.722941,-1.00951,1.65117,-0.282466,-0.342123,-0.303423,0.462636,-0.466699,0.873561,-0.625688,0.430073,1
0.130331,-1.83132,0.573865,0.518349,0.552878,-0.000391,-0.110387,-0.330252,0.755706,0.387271,0.648934,-0.1726,0
1.577317,-1.361188,0.288014,0.849631,0.448523,-1.794931,1.70525,0.233408,1.095895,0.3358,-0.158575,-0.069282,0
-3.368895,0.693796,-0.134959,2.259109,0.242836,0.990795,0.99392,-0.665325,-0.348745,-0.449662,-0.421668,0.143005,1
-1.359954,-0.913427,0.297532,1.436812,-0.528455,-0.295093,-1.399434,-0.176842,0.674514,-1.418348,0.751375,0.205399,1
0.49293,1.889964,0.395549,0.017607,-1.198008,1.118105,-0.277411,0.189793,-0.912049,-0.638908,-1.235114,-0.390948,1
1.243533,-0.77423,-0.414558,0.267804,0.24241,-0.673987,0.995321,0.11445,0.394524,-0.664265,-0.139335,-0.376313,1
1.673404,1.126853,-1.083786,0.442778,-0.539188,1.230482,-0.36242,0.212966,-1.360208,-0.566583,0.293733,-0.203468,0
2.841691,-0.295089,-0.061923,-0.614483,-1.838256,-1.114266,0.906531,0.105559,-0.371349,-0.175039,-0.307603,-0.275888,0
-3.462491,-2.035446,1.542725,-0.334038,-0.449827,0.818352,-0.277563,-0.485321,-0.588858,0.764542,-1.190102,-0.082643,1
-0.317046,-1.874577,0.652761,0.587338,0.441933,0.023949,-0.487122,-0.033397,0.268348,0.094611,0.425012,-0.30607,1
-1.131197,0.429332,-0.548338,2.03208,0.472168,-0.247686,-0.49147,0.67826,-0.449021,0.485165,-0.653069,-0.323322,1
1.757362,1.734584,-0.385005,0.04329,-1.091955,1.406384,0.615715,-0.789612,-0.450852,-0.053885,0.003176,-0.265934,0
1.543255,1.040735,-0.812547,1.180496,-0.022948,0.303262,-0.224884,-0.05783,0.717758,-0.408223,0.351503,0.998657,1
2.312648,1.520581,-0.528602,0.338776,-1.174378,0.486261,-0.383834,-0.324762,-0.219704,0.264305,-0.59676,-0.26655,0
-1.903713,1.916692,0.047743,-0.111191,-0.269831,1.206596,0.735212,0.526419,-0.560425,0.106163,-0.482574,0.484921,1
-0.540181,0.240974,-1.209761,1.65885,1.014004,0.103082,-0.092385,0.664113,-0.512119,0.674492,-0.012364,-0.230309,1
-4.08822,-1.799869,2.311145,-0.718979,-1.004732,1.347569,0.252469,-0.763379,-0.945166,1.478621,-0.499273,-0.084084,1
-1.266446,-1.79002,0.410497,0.596376,0.273123,-0.19592,-0.791473,0.351992,-0.091198,0.468004,0.037105,-0.169613,0
-0.576266,-2.28627,1.151255,-0.530332,-0.533895,0.999956,-1.251922,-0.315749,0.412847,-0.692242,0.16011,1.400172,1
-0.085639,2.31999,0.263574,-0.951226,3.78327,-1.551312,-0.030389,-2.276121,-1.40844,-0.057733,0.296048,0.452429,0
-1.84728,3.693684,2.433023,-1.125766,1.775628,0.297931,-0.080129,1.674557,0.664509,-0.554892,-0.353635,-0.808353,1
-1.147297,-2.462391,-0.160278,-0.777324,0.246659,0.028965,0.093538,-0.189831,0.053517,0.296537,0.547661,-0.457921,0
1.460987,2.280065,0.242711,-0.369342,0.605916,0.242748,0.015004,0.052039,0.373293,0.079996,-0.034714,0.994163,1
-1.045955,-2.597093,1.299296,-0.334514,0.439226,0.558371,0.405499,-0.074773,0.034252,-0.622644,0.035928,-0.203734,0
1.265905,-1.511538,0.522989,-1.383784,-1.879277,-0.469327,-0.924274,0.305026,-0.613832,0.089835,-0.59947,-0.147361,0
2.185974,1.140042,-1.936892,-0.240229,-0.689533,0.70959,-0.272099,-0.375428,-0.2246,-0.028168,-0.078528,-0.388823,0
2.943828,-2.075137,0.77457,-1.740403,-2.022598,-1.402121,1.096747,0.333299,-0.335909,-0.885275,0.265984,-0.225013,0
0.159363,0.365963,-0.320878,1.951842,1.233568,0.58728,0.590283,-0.310219,0.546329,-0.314161,0.152304,-0.202441,1
-1.550593,-2.807341,1.184631,-0.662411,0.715394,1.591715,-0.624599,-0.475916,-0.123503,0.595743,0.152324,-0.000009,1
0.027468,0.574892,-1.295404,1.889975,0.093251,-0.378063,-1.045527,0.676516,-0.153138,-0.022999,0.375672,0.252884,1
0.133909,-1.904717,0.933771,0.311752,0.530598,0.299505,-0.173204,-0.237612,0.286489,0.018469,0.163517,-0.4358,1
0.152159,-0.826704,0.912936,0.179445,1.109465,-0.169364,-0.099618,-0.795811,0.462491,-0.300157,0.601323,-0.265365,0
1.132453,2.46131,0.419086,-0.638494,-0.49318,1.307619,-0.278517,0.703925,-0.373804,-0.845841,-0.372751,-0.449985,0
-8.868738,-0.34633,1.513538,-0.014535,-4.004785,-1.049182,-1.389814,-1.028582,0.626951,-0.131516,0.156719,0.536499,1
-2.295853,-1.312782,0.474917,0.186123,-0.809063,-0.341767,-1.068688,0.013525,-0.020499,0.382395,-0.572321,-0.017709,1
1.098287,-0.56882,-0.137318,1.200754,0.884101,-0.471994,1.297204,-0.123723,0.73972,0.064683,-0.003921,-0.226711,1
-3.716141,-1.791772,2.178574,-1.648416,0.066586,1.852757,-0.963536,-0.11966,-0.167029,0.943148,-0.604114,-0.213233,1
1.821243,1.153871,-0.531105,0.695939,0.650326,0.530124,0.258537,0.450407,0.74691,0.209172,0.203352,1.426841,0
-1.010668,3.810927,2.579794,-3.055898,1.872643,1.098516,-1.363767,3.585415,2.502632,-0.54198,-0.353629,1.239517,1
-0.329977,-2.40462,1.18743,-0.4563,0.645056,0.622212,-0.632913,-0.169852,0.593127,-0.228877,0.199861,-0.470351,1
-1.081955,-1.602067,1.356412,0.712949,0.152495,-1.213272,2.10969,0.806068,-0.284034,-1.006887,-1.400771,0.021012,1
-2.525886,-2.228587,2.200047,0.080045,0.185858,1.349292,0.581898,-0.913531,-0.003859,0.478558,-0.62192,0.393891,1
-0.859591,-2.937389,1.020382,-0.3391,0.326571,0.098235,-0.910878,-0.000504,-0.041674,1.502199,0.014345,0.027873,1
2.036243,-1.312122,0.02193,-1.464413,-1.420873,0.144729,-0.888865,-0.274792,-0.201685,-0.025534,0.192554,-0.298562,0
2.144061,2.177381,-0.291124,-0.477883,-0.422903,0.755118,-0.604252,0.645962,-0.009264,-0.310033,-0.074224,-0.389841,0
2.98533,2.884998,0.129471,-0.735427,-0.654767,-0.319169,-0.640451,0.208684,0.876033,1.054605,-0.114894,-0.13172,0
2.120107,-1.069248,-0.072648,0.124676,-0.321238,-1.190864,1.612565,0.508478,0.486326,-0.124935,-0.138727,1.515956,0
-1.797247,-1.408633,1.991891,-0.034211,-0.566057,0.202434,-0.424547,0.297587,-0.105533,-0.094932,-1.593739,0.622363,1
-0.124515,-2.478476,-2.229585,-1.453848,0.498457,-0.850192,0.30242,1.141795,-0.122149,-0.637281,0.921777,0.371407,0
0.875701,3.801471,1.346393,-1.815516,-0.165546,0.572337,-1.124756,2.129575,0.765858,-0.611038,-0.90276,-0.554475,0
-0.197043,4.359348,2.560054,-2.028847,4.513111,-3.304681,-1.444823,-2.529239,-1.686499,-0.63019,0.134513,0.399751,0
-11.820799,8.391676,5.708235,-4.110727,-1.916333,-0.744522,2.588849,1.547806,0.817488,0.905696,3.127876,-0.756657,1
0.723276,-0.567261,0.124833,0.659021,0.124954,-0.374327,1.05921,0.700155,-0.552924,-0.095038,-0.290013,0.378249,0
-1.358389,0.171572,-1.735435,2.407464,0.659718,-0.797271,-1.148327,0.849545,-0.207193,0.053568,0.5226,-0.23469,1
-7.752796,-0.618698,-15.219986,-6.926704,1.480084,-0.655234,-0.223489,-0.550519,1.407117,-0.295254,-1.037769,-0.659236,1
1.213608,-2.135724,0.775502,-0.606111,-0.053792,0.23259,0.986381,0.148909,0.200349,-0.813045,0.362628,1.54166,0
1.623085,-0.628575,-1.271036,-0.469097,-1.306209,-0.92588,0.355087,1.201188,-1.681186,-0.221459,0.312273,-0.057338,1
-0.454904,1.515722,-0.322776,0.967673,-0.067156,0.959201,0.401627,-0.191732,0.27724,-0.712943,0.23349,0.417172,0
2.224477,-0.803077,0.42223,-0.863398,-1.542148,0.030245,-0.271491,-0.132241,-0.460697,-0.475269,-0.121214,-0.317695,0
0.343919,1.026465,-0.532768,0.739668,-0.046887,1.586951,1.118971,-0.381273,-0.498297,-0.041278,-0.136869,1.208956,0
-0.021466,-2.511019,-0.853722,-1.758328,-0.48654,0.116025,-0.493553,0.158609,-0.012908,-0.710919,0.367248,0.725815,0
-0.368077,1.840661,0.10299,0.77663,-0.255102,1.0439,0.339069,0.06733,0.417779,-1.075405,0.444172,0.906799,0
1.761298,-0.681812,0.469459,-1.134856,-1.430767,0.74374,-0.035567,-0.429246,-0.531503,-0.239855,0.359299,-0.216227,0
-1.008418,-2.616045,-0.022131,-1.024037,0.942006,1.037686,-0.190752,-0.288813,0.217503,0.186517,0.118777,-0.342727,0
1.763252,0.247783,0.870453,0.082829,2.177258,-2.565159,0.828887,-1.538867,0.382353,0.137179,0.245581,0.393303,0
2.313461,-1.320084,-0.150301,-1.713273,-1.393902,-0.037765,-0.810515,-0.288917,0.078363,0.148956,0.314633,-0.341081,1
1.809992,-1.342451,0.259809,0.190408,-0.305213,-1.91403,1.467729,0.424305,0.175709,0.630116,-0.393299,-0.891314,0
2.989854,1.59622,-0.901718,1.163194,-1.644476,-0.385966,-0.692751,-0.954979,0.912548,0.433293,0.452759,-0.185429,0
-0.691941,2.680454,1.0108,-0.818903,1.913247,0.744309,0.248558,1.938944,1.083591,-0.028058,-0.174329,-0.753859,1
0.591879,0.823036,-0.993605,1.616324,0.032488,-0.091962,-0.808222,-0.098193,0.875516,-1.14335,0.267322,0.18374,0
-1.452917,0.769812,-0.276371,2.109866,0.442981,-0.327849,-0.623712,-0.02934,-0.214214,-0.699908,-0.228246,-0.237858,1
-0.901504,0.133652,0.515612,0.949376,-0.311432,-0.542855,1.34017,-0.199653,0.312153,0.325487,-0.580813,-0.466128,1
-1.615941,-2.109223,1.046805,-0.607873,0.575996,1.283422,-0.32035,-0.16943,-0.166749,0.224545,-0.242136,-0.214465,0
-2.471035,0.773032,-0.638777,2.243606,-0.042432,0.133319,-0.092086,-0.538826,0.242769,-0.906952,0.412237,-0.474031,1
-1.583204,0.697328,-0.418504,2.6239,0.034334,-0.777208,-1.027393,-0.045469,0.901899,-0.908751,-0.176381,-0.569592,1
1.98782,1.354015,-0.681428,0.765669,-0.524937,0.707499,-0.262812,-0.401821,0.327554,-0.85169,0.314099,0.077104,0
-0.738269,-2.804199,1.392546,-0.224784,0.664808,0.335735,0.40348,0.021191,0.34589,-0.640253,0.06664,0.005921,1
2.351048,1.184229,-1.455017,0.031069,-0.56488,0.925605,-0.324256,-0.192085,-0.512126,-0.381422,0.122763,-0.400508,0
0.571153,-3.022144,1.056585,-0.613637,0.359035,0.023128,-0.038824,-0.282583,0.338652,0.108482,0.754083,-0.613418,1
-3.0591,3.233425,2.441015,-0.519984,0.649513,0.017783,0.589562,0.202389,-0.254968,0.035309,-0.818305,-0.663002,1
2.381967,2.838829,0.333238,-0.992347,0.503509,-0.779431,-0.835492,-1.507202,-1.004329,-0.127177,-0.050537,0.222938,0
