@relation 'camel-1.2_deleteColumns-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.379rfc-0.359loc-0.359wmc-0.329npm-0.297ce... numeric
@attribute -0.473mfa-0.426dit-0.387ic-0.339cbm-0.284dam... numeric
@attribute 0.497ca+0.478cbo-0.338amc-0.31avg_cc-0.263max_cc... numeric
@attribute -0.418avg_cc-0.382amc-0.32cbo-0.313ca-0.294max_cc... numeric
@attribute -0.467lcom3+0.442dam+0.285cbo+0.281ca-0.274lcom... numeric
@attribute -0.465dit+0.462cbm-0.332amc-0.327mfa+0.298ic... numeric
@attribute -0.871noc-0.22cam+0.201moa-0.158dit-0.149lcom... numeric
@attribute -0.615moa-0.381ce-0.299lcom3-0.288noc+0.272dam... numeric
@attribute -0.538moa+0.495amc-0.414max_cc-0.315avg_cc-0.291cam... numeric
@attribute '0.76 cam-0.264dit+0.261amc+0.233cbm-0.218lcom3...' numeric
@attribute -0.776ce+0.354moa+0.292amc-0.207cam+0.204loc... numeric
@attribute -0.629max_cc+0.597avg_cc+0.242npm+0.237dit-0.186lcom... numeric
@attribute bug {1,0}

@data
2.035305,1.791551,-0.54859,-0.226047,-0.819768,0.227058,0.01273,-0.261778,-0.150991,-0.171033,-0.05096,-0.040937,0
-1.128723,0.484281,-0.303441,1.615345,1.53523,0.593088,1.339338,-1.767985,-1.591225,0.258298,1.290542,0.45975,0
-2.977663,3.928908,4.444411,-2.921568,2.455487,-0.602586,0.144081,1.325357,1.264004,-0.155702,0.834322,-0.3395,0
-2.668113,0.861046,-1.29277,0.392998,0.974848,0.307283,0.692813,-0.599458,-0.907352,-0.392765,0.506171,-0.209445,1
1.367987,-0.30355,4.45695,0.08846,2.799864,-0.114265,-5.717996,-0.488706,0.426959,-0.488506,0.34481,-0.455368,1
0.477801,0.670746,-0.979923,0.696866,1.119519,0.775143,0.3721,0.475464,-0.365722,0.159603,0.130805,0.158657,0
-2.047613,3.297101,-6.482289,-7.369003,-0.593617,0.189089,-2.170655,2.00527,-2.948938,-1.179,-0.235489,3.034556,1
-0.028775,0.262678,-1.062009,0.24699,0.615695,0.033123,-0.264622,1.480193,-0.295856,-0.083435,0.233495,-0.046069,0
-0.007608,-0.376101,0.277894,0.741991,0.642868,-0.456992,0.600242,-0.456984,0.149627,-1.000239,-0.621009,-0.073636,1
0.573752,0.492523,-0.84409,0.885476,1.189923,0.486294,0.457815,0.11358,-0.137951,0.519203,-0.44609,-0.286962,0
2.273513,0.794321,0.311234,0.219811,-1.003298,-0.521147,-0.069364,-0.262452,-0.239118,-0.465186,-0.141157,-0.042483,1
2.4359,1.883501,-0.176762,0.152652,-0.926683,0.346582,-0.001382,-0.100844,-0.512337,0.21828,-0.200328,0.33655,0
-1.215273,-1.169045,-0.373395,-0.299691,0.0885,0.467694,0.290651,0.160516,-1.366415,-0.304131,0.187398,0.100436,0
-0.048827,-2.456094,0.564649,0.022381,-0.411833,0.036674,-0.041626,1.054207,0.321797,-0.162517,0.340739,0.533767,0
2.241394,-1.03692,1.028209,-0.386134,-2.069029,0.364182,0.023729,-0.361396,-0.017051,0.11262,0.300636,-0.468426,0
0.034934,-2.825869,0.388188,-0.240543,0.225544,-0.108408,0.169995,0.394889,0.01975,-0.033473,0.226334,0.329233,0
-0.685895,0.124511,-0.381698,1.100157,0.969874,0.176433,0.672567,-0.264051,-0.56276,-0.58867,0.142891,0.262247,0
-2.475405,-0.225853,0.808576,-2.77159,2.00665,-0.495602,1.381287,-3.333242,-3.639213,1.053816,3.37365,0.555995,1
3.00298,1.943168,0.09085,0.663218,-0.886456,0.048218,0.154245,-0.768774,0.564209,1.399708,-0.079699,-0.705422,0
-2.443267,1.347776,-1.055352,0.970811,-0.291436,0.884815,0.003898,1.733102,-0.338453,-1.086457,0.69543,-0.601201,1
1.208885,0.445661,-0.632571,1.206747,1.430551,0.894569,-0.575381,0.813328,0.233372,0.977901,-0.371537,-0.047574,1
3.224501,1.547538,0.126027,0.946947,-1.081418,-0.096547,-0.005851,-0.48817,0.16827,1.066435,0.130879,-0.493138,0
-5.620455,-0.947226,-0.649947,-1.341718,0.264608,-0.743071,0.826717,-2.091329,-2.768829,-0.409777,0.502032,-0.794012,1
1.744792,1.565872,-0.73634,-0.202398,-0.757032,-0.13107,0.072786,-0.646775,0.987538,-0.215173,0.639135,-0.239472,0
-0.110043,-0.997012,-0.311842,0.660869,1.259019,-0.617672,0.49148,-0.776889,-1.00158,-0.391731,0.621211,-0.320507,1
0.381286,-2.177506,0.509883,0.383488,0.581906,0.208873,0.317571,0.498133,-0.28235,0.146121,0.063252,0.190711,0
1.890875,1.830148,-0.054183,0.268403,-0.857947,0.534169,0.260883,-0.241323,-0.175721,-0.577364,-0.062254,0.303037,1
1.60121,-2.202759,0.007311,0.885936,1.014595,-1.70726,-0.596139,1.541025,-0.173933,-0.140968,0.163292,0.061077,0
-6.023227,-0.248575,1.202748,0.820318,-1.293874,-0.428142,0.451141,0.216653,-0.815264,-0.398938,-0.489703,0.340417,1
2.270899,1.719212,-0.210915,0.286015,-0.976378,0.01852,0.054071,-0.481286,-0.031965,0.40975,-0.397448,-0.022492,0
-0.300696,-1.23641,2.331007,0.223906,2.498598,2.713136,-5.788083,-1.75253,0.3247,-0.514961,-0.186148,0.132145,0
-4.242173,-1.64399,1.263555,0.129955,-1.324304,1.089126,0.722346,0.223523,-0.034779,0.278469,0.772145,0.195315,1
-0.403804,-0.941648,-1.147275,-0.459963,0.76866,-0.90342,-0.481506,1.338556,-0.361131,-0.843923,-0.423112,0.248728,0
-1.245414,0.819108,-0.663183,0.968745,0.986207,0.775329,0.304788,-0.23378,-0.505477,-0.412945,0.430102,0.048419,1
-0.244793,0.863541,-0.729224,1.311226,0.647678,0.204336,0.162507,0.270267,-1.134048,1.80725,0.05198,0.466255,1
1.598347,0.505957,-0.835098,1.242077,1.149343,0.662636,-0.461715,1.173364,-0.115971,1.709773,-0.293059,0.065889,0
-0.232916,-1.307422,-0.105418,-0.236856,-0.117207,1.21891,0.35743,0.701844,0.510456,-0.076577,0.00649,0.023033,0
2.806661,1.887622,-0.2823,0.049683,-0.939105,0.21762,-0.146479,-0.080296,-0.702347,0.681952,-0.381244,0.318146,0
-0.202318,-0.7691,-0.030338,1.200372,1.087421,-0.646,0.578299,-0.594818,0.131295,-0.183763,0.347037,-0.432831,1
-3.151742,1.585265,-2.538534,-1.788676,0.633676,-0.565987,0.026692,-0.123691,1.646152,0.251612,-1.075373,-0.470486,0
-1.866069,0.762052,-0.772623,0.454819,1.148191,0.278239,0.407517,-0.822765,-0.107924,-0.445602,-0.407718,-0.564797,0
2.397607,1.206236,0.336049,1.080385,-0.517942,0.784901,0.873513,-0.953325,1.117935,-1.880493,0.788061,-0.960615,0
2.918405,-0.555214,0.541379,1.142015,-0.377458,-1.102185,-0.412098,0.249793,-0.20926,0.852189,-0.208118,-0.626357,0
0.885388,0.219135,-0.806968,1.120377,1.668834,0.661958,0.56238,0.307996,0.223117,0.556732,0.061531,-0.291063,0
1.389919,-2.021975,1.399648,-1.145095,-2.331716,0.650175,0.263651,-0.652314,0.160836,-0.636117,0.138906,0.1555,0
-2.617176,0.902681,-0.21991,0.720037,0.786602,-0.210958,0.969567,-0.79912,1.036265,-0.394395,-1.500048,0.08211,0
-0.471877,0.44345,-0.575053,1.613945,1.248294,0.966827,0.703012,0.609767,0.1755,-0.047477,0.32516,0.394621,0
1.434391,-1.95001,0.012212,0.795303,0.679974,-1.577177,-0.542166,1.362698,-0.237268,-0.670712,0.220695,0.283736,1
-3.117975,-0.566948,-3.722857,-4.344356,0.16085,-0.225807,-1.107744,1.445501,-0.085411,-0.11333,0.030287,1.22243,0
-2.890578,-5.169332,0.748059,-3.722453,-2.685674,4.43134,0.681629,1.247855,-0.034081,1.604677,0.072421,-1.416466,1
-0.392966,1.930394,-1.067346,-1.173976,-0.754488,-0.332439,0.141762,-0.731035,0.926455,-0.946808,-0.269142,0.104089,0
2.405919,1.182193,0.281754,1.115605,-0.549433,0.793501,0.865318,-0.965945,1.116556,-1.885962,0.786082,-0.955759,0
-1.230884,-1.567478,1.01864,0.519869,0.288517,0.594043,-1.047345,-0.324397,0.372349,-0.695533,0.358638,0.509107,0
-0.19644,-1.686024,0.130934,-0.486278,0.188364,0.535793,0.498227,-0.008149,1.088394,0.368148,-1.041826,-0.083278,0
1.015764,0.009935,0.450745,-0.133205,-1.089524,-1.292959,-0.113291,-0.337457,0.142231,-1.645119,-0.010732,-0.221719,0
2.808671,1.874716,-0.31036,0.067358,-0.954958,0.220699,-0.149697,-0.089951,-0.702111,0.679123,-0.388421,0.3202,1
2.644015,1.933188,-0.165315,0.042003,-0.930677,0.174747,-0.11006,-0.102318,-0.676615,0.69576,-0.490353,0.355835,1
-1.458069,0.930032,-0.703681,0.808311,0.676008,0.617634,0.600101,0.230101,0.07474,-0.700424,0.030524,0.087823,1
1.62039,-1.186951,1.293195,-1.005259,-1.886376,-0.159749,-0.060406,-0.213679,-0.160861,-0.239994,-0.04624,0.158654,1
-1.515353,-1.963498,-0.031191,-0.761367,-0.539845,0.375029,-0.079515,1.25394,-0.25046,-0.638444,-0.217007,-0.101071,1
0.461932,0.795652,-0.875867,0.774683,1.334397,0.057982,0.607486,-0.955064,0.169229,1.918707,-0.470051,-0.475332,0
3.157972,0.085946,0.85261,0.523329,-1.199193,-1.435169,-0.358851,-0.444282,-0.051899,0.645102,-0.18066,-0.593386,0
2.882819,1.826173,-0.449632,0.160183,-1.036819,0.274194,-0.193343,-0.052579,-0.726395,0.665563,-0.253436,0.333124,0
2.792047,1.922801,-0.20177,-0.003083,-0.891975,0.2035,-0.133308,-0.064712,-0.699353,0.690061,-0.384463,0.310487,0
-2.125304,-1.125508,0.683271,0.116179,0.380199,0.3097,1.015619,-0.890852,-0.18717,-0.3253,-1.007817,0.375194,0
-0.063995,2.445771,-1.779101,-2.245687,-0.646858,0.612565,-0.299506,0.571779,-0.885484,-1.52001,0.199762,1.147126,1
-1.399756,1.019,-0.741724,1.087077,0.268634,0.031306,0.068628,0.969612,1.23577,0.62658,0.747001,0.422118,1
-4.858698,2.168546,-1.632597,0.267115,-1.567561,-0.224154,-0.604075,1.617352,0.246598,-0.363809,1.295951,-0.002238,0
2.483999,1.679156,-0.033175,0.411829,-0.886003,0.158553,0.137881,-0.433097,0.023015,0.163934,-0.094817,-0.285645,0
0.693567,-0.448808,-0.561157,0.981339,0.973763,0.148134,0.049452,1.227748,0.083018,-0.381012,0.151576,-0.208346,0
2.241394,-1.03692,1.028209,-0.386134,-2.069029,0.364182,0.023729,-0.361396,-0.017051,0.11262,0.300636,-0.468426,0
2.751147,1.875175,-0.279678,0.044972,-0.936079,0.184402,-0.122442,-0.152563,-0.680585,0.681745,-0.527364,0.31699,1
1.357958,-2.203384,0.067992,0.788964,1.062673,-1.861252,-0.52785,1.341485,-0.049679,-0.11245,-0.231166,0.053346,1
-0.500521,0.735478,-0.467708,1.500595,0.494488,0.801501,0.542844,0.669719,0.929769,-0.661623,0.386948,0.178775,0
2.882819,1.826173,-0.449632,0.160183,-1.036819,0.274194,-0.193343,-0.052579,-0.726395,0.665563,-0.253436,0.333124,0
-1.448626,0.475099,-0.237074,1.135943,1.606701,0.084228,1.367779,-1.994445,-0.710571,0.329657,-0.265495,0.204154,0
0.832352,-0.421767,-0.544899,0.991753,0.940283,0.113717,-0.010412,1.27553,-0.05121,-0.157655,0.067729,-0.175209,0
-1.038582,0.637821,-0.648592,0.732598,1.652819,0.868411,0.168047,-0.97443,-0.956181,-0.262888,0.299463,0.038126,0
1.66025,-0.037621,0.049745,-0.771964,-0.977763,-1.647828,-0.449602,-0.308083,-0.172563,-0.797601,-0.426024,0.05049,1
1.92289,1.641874,-0.19535,0.280061,-0.829707,0.233776,0.271275,-0.562474,0.344657,-0.427068,0.000561,-0.145682,1
-0.139969,-1.518447,0.196711,0.152193,0.44342,0.701169,-0.025118,0.487044,0.673358,-0.017382,-0.349411,0.188496,1
-12.00995,0.537993,0.977215,1.143084,-1.233156,-1.852538,0.838372,-3.478022,-2.009522,1.496231,0.413531,0.122693,1
-0.69445,-2.344263,0.413256,0.045997,1.005061,-0.34296,0.959515,-1.805836,-0.955491,0.04812,0.398241,0.087163,0
-4.782446,0.659666,0.018438,1.315403,0.539555,-0.802984,1.077953,-1.581344,-0.66564,-0.259697,-0.138723,0.572075,0
-1.158351,1.156101,-1.874428,-0.55512,0.53591,0.444586,-0.000036,0.882337,0.320582,-0.48997,-0.079905,0.458869,0
-1.080583,-1.658806,0.965751,-0.020712,0.832178,0.374334,-0.062348,-0.470098,-0.549535,-0.502332,-0.024236,0.34657,0
-0.322099,-1.9351,-0.05959,-0.079633,0.905598,0.1328,0.618957,-0.623122,0.081254,0.488968,0.036666,-0.004888,1
1.136429,0.510409,-0.801841,1.216458,0.944578,0.924538,0.32143,0.877962,0.336797,0.040517,0.164666,-0.036764,1
2.356334,1.606495,-0.438012,0.219975,-0.934787,-0.06414,-0.007572,-0.483868,0.398353,0.352542,0.2767,-0.274982,0
2.681295,1.740798,-0.093417,0.379138,-1.018598,-0.080255,-0.056746,-0.39334,-0.210296,0.890124,-0.418124,-0.179895,1
-1.397315,-2.154021,0.041242,-0.94812,0.624008,-1.331121,0.341445,-0.878844,1.276607,0.610147,-1.336737,0.166007,0
-0.991439,1.053745,-0.685333,0.57876,0.859918,0.695191,0.363352,0.82018,-0.459163,-0.194062,0.363677,-0.094324,1
0.631353,-1.38776,0.280581,0.859247,1.206003,-1.099942,0.423791,-0.608035,-0.515485,-0.482678,-0.279587,-0.353913,0
0.150963,-1.560997,0.543863,-0.556839,0.898615,-0.424242,1.207447,-3.428631,-2.052652,1.068351,2.834783,-0.292769,0
3.135047,-1.333215,1.073424,0.292526,-1.335477,-3.1094,-0.983428,0.10808,-0.345275,-0.064053,0.27667,0.181221,0
1.290229,-1.586617,-0.115311,0.634121,0.605648,-1.094679,-0.434612,1.326152,-0.328152,-0.947209,0.357478,-0.125915,0
2.769385,1.895324,-0.309035,0.139669,-1.015778,0.259018,-0.175984,0.00063,-0.720809,0.682219,-0.221623,0.369166,0
1.546095,-1.450234,0.704563,-1.284874,-1.870241,-0.759676,-0.176002,-0.755224,0.640576,0.232108,-0.147061,-0.196524,0
-7.225514,2.027101,0.528223,2.370681,-1.021858,-0.594913,0.524921,-0.054726,-0.43028,0.337441,0.80263,0.605197,1
2.792047,1.922801,-0.20177,-0.003083,-0.891975,0.2035,-0.133308,-0.064712,-0.699353,0.690061,-0.384463,0.310487,1
2.241394,-1.03692,1.028209,-0.386134,-2.069029,0.364182,0.023729,-0.361396,-0.017051,0.11262,0.300636,-0.468426,1
1.246633,-1.62713,-0.327746,0.762247,1.349603,-1.202995,-0.175039,0.581473,-0.092766,0.517431,0.182878,-0.348391,1
2.405919,1.182193,0.281754,1.115605,-0.549433,0.793501,0.865318,-0.965945,1.116556,-1.885962,0.786082,-0.955759,0
-0.799661,1.388394,-2.419996,-1.279419,1.09425,0.879505,0.008676,0.823055,-0.322243,-0.249518,-1.236218,-0.081614,0
0.80459,-1.117249,0.219532,0.919601,1.514479,-0.63685,0.267327,0.410417,-0.06708,0.257162,-0.26097,-0.501802,0
1.119787,-0.778633,-0.159008,1.007823,0.969311,-0.417304,0.135017,0.449896,-0.497918,-0.327445,0.068353,0.127529,0
-3.753817,1.277309,-3.525069,-2.782798,0.913618,-0.768696,-0.733694,-0.365678,-0.242249,-0.176626,0.229575,-1.302295,1
0.522405,2.32545,-2.72002,-2.795238,-0.756871,0.211788,-0.77128,0.530708,-1.172237,-0.549814,-0.19005,1.08013,1
2.524785,2.053826,0.194336,-0.157608,-0.650661,0.312637,0.036511,0.034374,-0.525286,0.252946,-0.073294,0.255849,0
-8.538411,0.35231,2.054166,2.377587,-3.667394,-0.544228,0.006271,1.136167,0.050143,0.227434,0.085597,0.534979,0
-1.362931,-1.910453,0.424304,0.201351,0.54391,-0.067058,0.820558,-1.039883,-0.729331,-0.311235,0.238547,0.18062,0
2.744192,0.331528,0.333505,0.160265,-1.286677,-1.213695,-0.488495,-0.203083,-0.475052,0.470916,-0.309418,-0.228287,0
-1.588145,-1.179266,1.581379,-0.106917,2.250421,1.81115,-3.427015,-2.928553,-0.999534,-0.265216,0.353029,0.272997,1
-2.6198,0.901612,-0.210108,1.685798,0.817217,0.773188,0.29786,0.739803,0.504792,-0.135871,0.681326,0.717722,0
1.247711,-1.158301,0.734503,-0.727576,-1.702162,-0.629196,-0.015468,-0.6318,0.671865,-0.874104,0.442216,-0.099325,0
-1.165959,-2.159004,0.486811,-0.319851,0.114943,0.039341,0.653463,-0.750208,-0.296878,-0.031466,-0.567126,0.063959,1
-2.214458,1.062733,-0.850406,1.59792,0.160787,0.710204,0.078276,1.700732,0.372654,0.145481,0.525945,0.981989,0
2.405919,1.182193,0.281754,1.115605,-0.549433,0.793501,0.865318,-0.965945,1.116556,-1.885962,0.786082,-0.955759,0
2.720173,1.871739,-0.332648,0.152504,-1.028391,0.231321,-0.156923,-0.074601,-0.700663,0.679371,-0.362545,0.370813,0
2.456049,2.009548,-0.100981,0.224748,-1.084785,0.244421,-0.160029,0.11207,-0.711791,0.714795,-0.134789,0.492545,1
-1.281929,-1.762737,1.050156,0.344084,-0.53175,1.318388,0.718293,0.303495,0.13242,0.112961,0.101704,0.277717,0
-0.528304,0.63357,-0.282517,0.736554,2.167996,1.230111,-2.063673,-0.986371,-0.061407,0.248582,0.416701,-0.03978,0
0.221686,0.610377,-0.474716,1.465999,0.85781,0.713488,0.557195,0.294704,0.122762,0.125336,0.427914,0.060732,1
0.044624,-1.09241,-0.171841,0.313524,1.005273,-1.106518,0.101344,0.137175,-0.046406,-0.676075,-0.26179,-0.20908,0
-7.070443,0.41021,1.352646,1.693042,-1.558341,-0.298261,0.483503,0.049248,-0.90498,0.849421,0.43375,0.3914,1
0.792533,0.569551,-0.955351,-1.542386,-0.970165,-0.964312,-0.53897,0.050427,-0.260388,-1.326831,0.238304,0.04927,0
2.087881,1.967837,-0.507562,0.040359,-0.808135,0.10219,0.176478,-0.831598,0.743691,0.646619,-0.096494,-0.481752,0
-3.166757,-1.119852,-1.552792,-2.946833,-0.584894,1.47952,0.009276,0.888601,-0.215184,0.316351,-1.647834,-1.595868,0
2.241394,-1.03692,1.028209,-0.386134,-2.069029,0.364182,0.023729,-0.361396,-0.017051,0.11262,0.300636,-0.468426,0
0.921597,-0.986641,0.06506,1.141345,0.920057,-0.675046,0.265515,-0.027805,0.179658,-0.082059,0.01107,-0.745546,1
-3.457243,1.180202,-3.183966,-1.701746,0.754662,-0.452576,-0.405971,0.692957,0.620535,0.133474,0.912723,0.421764,1
0.501382,0.477454,-0.962131,0.936979,1.184051,0.891421,0.384345,0.884681,0.260051,-0.096828,-0.403236,-0.116606,1
2.099036,1.903925,1.941289,0.036612,0.414189,0.499218,1.138422,-0.649964,1.179457,-1.719267,0.706509,-1.104663,0
-4.043076,2.492026,0.657293,2.357233,-2.322471,-0.082274,0.003284,1.250334,1.113311,0.128241,2.095618,1.369941,0
2.882819,1.826173,-0.449632,0.160183,-1.036819,0.274194,-0.193343,-0.052579,-0.726395,0.665563,-0.253436,0.333124,0
1.621507,-2.546722,0.134682,0.868284,0.987096,-2.083141,-0.724165,1.68416,-0.320107,-0.354321,0.200481,0.252605,0
0.20057,-0.715527,-0.760165,-0.156021,1.503983,-0.490857,-1.018047,0.849286,0.444779,0.176617,-0.341226,0.046803,1
-1.470404,-2.165592,0.62372,-0.275897,-1.128587,1.329386,0.279064,1.026995,0.646857,0.469194,0.224855,0.018185,1
0.632171,1.831856,-0.520915,0.27163,-1.147909,0.574089,0.234999,-0.118803,0.306487,-1.31784,0.767853,0.229853,1
0.00315,-1.096366,-1.105079,-0.431881,0.746979,-1.072895,-0.664395,1.379646,-1.374049,-0.590729,0.391507,1.225239,0
0.456694,-1.828764,-0.28014,0.100909,0.434519,-1.830536,-0.748536,1.638123,-0.67821,-1.510229,0.242285,0.576629,0
-1.956071,-1.68925,0.671356,-0.109713,0.488393,-0.232702,0.828991,-0.766428,-0.119724,-0.50417,-0.724086,0.411236,0
-0.035201,-3.984072,0.891894,-2.195713,-0.937957,2.140938,-1.14346,0.733424,-0.613249,-0.189236,0.126657,0.446857,0
2.323956,-1.730279,1.10244,1.214284,0.055611,-1.926881,-0.953235,0.730991,-0.247954,-0.246339,0.151536,-0.084866,0
-1.460143,-3.980816,1.440436,-1.228273,-1.565331,3.000741,0.746991,1.124862,0.5661,0.988152,-0.206999,0.065946,0
-0.284398,-3.30651,-0.140605,-1.760179,-0.553645,1.114574,-0.043892,0.931828,0.344184,0.47633,0.162103,0.118649,0
1.101503,0.678979,-0.064405,1.314546,1.31498,1.354045,-1.153828,0.404613,0.366945,-0.004121,0.10031,-0.161038,0
2.792047,1.922801,-0.20177,-0.003083,-0.891975,0.2035,-0.133308,-0.064712,-0.699353,0.690061,-0.384463,0.310487,0
2.77574,-1.589348,0.717939,0.773069,-0.391759,-2.509486,-0.886048,0.602488,-0.250137,0.413321,0.126387,-0.057294,0
2.198262,1.863028,-0.04901,0.097077,-0.778768,0.429622,0.176026,-0.221013,-0.306558,-0.249293,-0.199597,0.256821,0
1.287489,-2.288872,0.107794,0.927704,1.251539,-1.814518,-0.342968,0.872586,-0.599241,-0.028502,-0.007071,0.067474,0
-1.597183,1.730417,2.201752,0.179742,3.578484,3.516029,-10.014821,-2.085356,1.143288,-0.90236,0.198185,0.001643,1
-1.406168,0.204922,-1.868414,-0.83329,1.030765,-0.494883,-0.081943,0.517571,0.983734,-0.181739,-0.575572,-0.755173,0
2.769385,1.895324,-0.309035,0.139669,-1.015778,0.259018,-0.175984,0.00063,-0.720809,0.682219,-0.221623,0.369166,0
1.320712,0.34221,-0.799961,1.222501,1.310416,0.713155,0.265833,0.959616,0.308923,0.806376,-0.310226,-0.221346,0
