@relation mydataframe
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
0,3,0,1,1,2,1,0,0,1,0,0,1,'1'
0,9,14,9,5,0.642857,295,2,0.76,0.285714,0,35.625,5,'1'
0,1,3,1,1,2,221,0,0,0.333333,0,72.666667,1,'0'
0,3,1,3,1,2,24,0,0.833333,0.666667,1,11,1,'0'
0,4,0,3,4,0,35,0,0,0.583333,0,7.5,1,'1'
7,15,24,8,11,0.555556,137,1,0.911765,0.230769,5,9.307692,2,'1'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,2,0,1,0,2,0,0,0,0,0,0,0,'0'
0,8,18,8,9,0.5625,84,1,0.93578,0.333333,2,8.111111,2,'1'
0,14,56,13,7,0.666667,327,0,0.388889,0.309524,3,23.923077,7,'0'
0,7,3,6,3,2,31,0,0.965517,0.555556,0,9.333333,1,'1'
0,6,24,5,22,0.571429,401,0,0,0.373913,0,15.416667,2,'0'
0,4,3,4,2,2,23,0,0.958333,0.5,2,6.666667,1,'0'
0,8,3,8,1,2,50,0,0.928571,0.666667,2,15.666667,1,'0'
0,3,0,2,3,0.5,29,0,0,0.666667,0,8,1,'0'
0,3,0,0,1,2,1,0,0,1,0,0,1,'0'
0,6,0,5,2,0,32,1,0,0.666667,0,14.5,1,'0'
2,11,30,9,4,0.5625,195,0,0,0.265625,0,20.444444,10,'0'
0,1,0,0,1,2,1,0,0,1,0,0,1,'0'
0,11,37,8,11,0.980952,485,0,0,0.214815,0,30.333333,3,'1'
0,24,22,3,6,0.571429,176,1,0,0.25,0,20.875,1,'0'
0,4,3,4,3,2,20,0,0,0.833333,0,5.666667,1,'0'
0,19,47,17,11,0.9,82,0,0.62963,0.181818,1,6.090909,1,'0'
0,14,0,7,6,0.571429,69,1,0.65,0.3,1,7.375,2,'0'
0,13,85,13,14,0.839286,141,0,0.548387,0.177778,1,8.133333,3,'0'
0,4,3,3,7,0.5,73,1,0.951456,0.357143,2,9.142857,3,'1'
1,2,9,1,7,0.666667,40,0,0.333333,0.642857,0,4.428571,2,'0'
10,15,9,4,5,0.777778,68,1,0.94898,0.5,5,8.285714,3,'1'
0,5,0,4,1,0,42,0,0.954545,0.6,1,19.5,3,'0'
1,7,0,6,7,0.25,66,1,0.65,0.388889,1,6.222222,1,'1'
11,63,4361,53,86,0.967742,1012,3,0,0.067131,0,9.712766,2,'1'
0,4,1,4,1,2,17,0,0.958333,0.666667,1,7.5,1,'0'
0,7,4,6,2,0.5,47,1,0.918919,0.4,4,8.2,1,'0'
0,10,2,9,1,0.5,71,0,0,0.375,0,16.25,2,'0'
0,4,2,1,5,0.75,36,1,0,0.36,0,5.4,1,'1'
0,8,3,8,4,0.666667,151,1,0.814815,0.305556,1,23.666667,1,'0'
0,9,0,4,4,0,41,1,0.875,0.4375,0,9,1,'1'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,32,112,26,11,0.770833,213,2,0.813333,0.229167,3,11.352941,5,'0'
0,4,0,3,5,0.333333,68,2,0.777778,0.36,5,12,3,'1'
0,4,35,4,10,0.2,62,0,0.71875,0.590909,5,4.545455,1,'1'
0,2,0,1,1,2,7,0,1,1,0,5,0,'0'
0,2,0,1,2,0,20,0,0.944444,0.75,0,8.5,1,'1'
0,1,0,1,3,0.833333,47,0,0.894737,0.5,0,10.25,2,'1'
0,272,210,4,21,2,21,0,0,0.196429,0,0,1,'1'
0,4,1,0,2,2,2,0,0,1,0,0,1,'1'
0,3,6,3,4,2,14,0,0.96875,0.625,4,2.5,1,'1'
0,4,8,3,4,0.25,34,0,0.571429,0.4,2,5.6,2,'0'
0,111,253,10,23,2,23,0,0,0.202899,0,0,1,'1'
0,3,1,2,2,2,7,0,0,0.75,0,2.5,1,'1'
0,14,0,6,4,0,36,0,0.923077,0.5,1,7.75,1,'0'
0,5,1,4,5,0.666667,160,2,0,0.36,0,25.166667,14,'1'
0,8,22,7,5,0.8,126,3,0,0.3125,0,12.444444,3,'0'
3,3,0,0,4,0.333333,31,0,0,0.625,0,6.5,1,'0'
2,8,4,6,3,0.625,52,1,0.884615,0.5,0,9,2,'0'
0,9,38,9,8,0.611111,260,2,0.71875,0.305556,3,18.769231,3,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,9,0,8,9,0.25,92,2,0.25,0.416667,0,9,1,'0'
0,7,0,7,8,0.142857,86,0,0.962264,0.291667,2,9.625,1,'1'
0,14,66,13,11,2,74,0,0,0.444444,0,5.166667,1,'1'
