@relation mydataframe
@attribute noc numeric
@attribute cbo numeric
@attribute lcom numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
1,3,3,2,4,0.96,240,0,0.9375,0.611111,3,38.166667,3,'1'
0,5,0,5,1,0.666667,60,0,0.952381,0.5,7,13.5,2,'1'
0,2,136,2,17,2,123,0,0.854545,0.317647,0,6.235294,3,'0'
0,2,21,2,7,2,39,0,0.94,0.428571,0,4.571429,1,'0'
0,6,0,4,1,0.625,120,0,0.5,0.388889,2,12,2,'0'
0,15,0,14,24,0.813725,2714,3,0.194444,0.188889,4,86,5,'0'
0,3,10,3,5,2,28,0,0.953488,0.6,4,4.6,1,'0'
0,0,3,0,2,2,25,0,0,0.333333,0,7.333333,1,'0'
0,10,0,2,29,0.816697,1224,2,0,0.333333,0,39.166667,6,'1'
1,4,0,2,4,0.25,264,1,0,0.44,0,50.6,22,'0'
0,6,0,6,1,0.666667,103,0,0.962025,0.5,11,24.25,4,'1'
0,2,4,2,2,0.666667,31,1,0.666667,0.5,0,6.5,1,'0'
0,1,6,1,4,2,39,0,0.8125,0.583333,0,8.75,1,'1'
0,0,15,0,6,2,6,0,0,0.75,0,0,1,'0'
0,2,3,2,3,2,19,0,0.979167,0.666667,0,5.333333,1,'0'
0,1,13,0,4,0.875,194,0,0,0.25,0,26.142857,4,'0'
0,7,25,7,5,2,760,0,0.545455,0.324675,9,68.090909,13,'1'
0,2,10,2,7,1.040816,223,0,0.588235,0.46875,1,25.125,6,'0'
1,0,55,0,10,2,99,0,0,0.246753,0,8,1,'1'
0,2,0,1,0,2,0,0,0,0,0,0,0,'0'
0,0,120,0,16,2,16,0,0,0.5,0,0,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,3,0,1,6,0.530303,332,0,0,0.35,0,26.166667,8,'0'
0,2,0,1,0,2,0,0,0,0,0,0,0,'0'
0,2,0,1,4,1.243808,1114,0,0,0.5,0,157.2,9,'1'
0,3,473,3,26,0.798942,2660,7,0,0.246465,0,47.109091,20,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,5,4.555556,1,'0'
0,0,0,0,1,2,5,0,1,1,0,4,0,'0'
0,0,153,0,18,2,40,0,0,0.285714,0,1.222222,1,'0'
0,5,0,5,1,0.666667,117,0,0.955224,0.5,9,27.75,7,'1'
0,0,55,0,11,2,11,0,0,0.515152,0,0,1,'0'
0,9,24,2,11,0.924242,827,0,0,0.291667,1,66.416667,26,'0'
2,9,18,2,5,0.904762,69,2,0.88,0.416667,3,7.25,2,'0'
0,5,1,1,3,0.5,16,0,0.8,0.666667,0,4,1,'0'
0,2,351,2,27,2,171,0,0.783333,0.37963,0,5.333333,3,'0'
0,0,4,0,11,0.733333,238,2,0,0.375,0,16.923077,4,'0'
0,39,4,3,2,0.982906,580,0,0.977778,0.555556,1,134.25,1,'0'
0,0,15,0,6,1.2,9,0,0,0.333333,0,0,1,'0'
0,6,89,5,12,0.703297,1528,4,0,0.232143,0,67.863636,24,'0'
1,3,22,3,6,0.928571,108,0,0,0.285714,0,12.25,1,'0'
0,1,0,0,0,2,0,0,0,0,0,0,0,'0'
0,36,6,0,4,2,4,0,0,0.75,0,0,1,'0'
0,8,17,7,6,0.791667,134,3,0.444444,0.333333,0,17.571429,1,'1'
0,4,0,0,0,2,14,0,0,1,0,3,0,'0'
0,8,1,8,1,2,145,0,0.75,0.571429,0,71.5,1,'0'
3,14,28,2,8,0.982143,116,2,0,0.288889,0,11.111111,3,'1'
0,0,15,0,6,2,6,0,0,0.611111,0,0,1,'0'
0,0,325,0,26,2,26,0,0,0.5,0,0,1,'0'
0,2,15,1,6,2,6,0,0,0.75,0,0,1,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,5,4.555556,1,'0'
0,0,10,0,5,2,5,0,0,0.7,0,0,1,'0'
0,2,6,1,4,2,4,0,0,0.75,0,0,1,'0'
0,9,45,6,6,0.666667,895,3,0.307692,0.214876,0,79,1,'0'
0,7,5,6,7,0.366667,1019,3,0,0.387755,0,143.857143,1,'0'
0,2,10,2,5,2,28,0,0.959184,0.6,0,4.6,1,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,0,276,0,24,1.043478,28,0,0,0.270833,0,0,1,'0'
0,5,0,5,1,0.666667,85,0,0.946429,0.5,7,19.75,1,'1'
0,6,10,0,5,2,107,0,0,0.35,0,20.4,3,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,2,3,2,3,2,19,0,0.979167,0.666667,0,5.333333,1,'0'
0,0,3,0,3,2,3,0,0,0.666667,0,0,1,'0'
0,0,21,0,7,2,7,0,0,0.428571,0,0,1,'0'
0,0,10,0,5,2,5,0,0,0.6,0,0,1,'0'
0,0,0,0,1,2,8,0,0,1,0,3,0,'0'
0,0,0,0,12,0.30303,178,0,0,0.4375,0,13.583333,2,'0'
0,0,0,0,24,0.08,723,0,0,0.528846,0,26.730769,5,'1'
0,6,0,6,1,0.666667,84,0,0.94,0.5,7,19.5,2,'1'
0,0,0,0,1,2,10,0,1,1,0,7,0,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,4,0,4,1,0.75,118,0,0.921569,0.466667,8,22.2,7,'1'
0,2,120,1,16,2,16,0,0,0.375,0,0,1,'0'
0,0,66,0,12,2,12,0,0,0.5,0,0,1,'0'
0,0,21,0,7,2,7,0,0,0.25,0,0,1,'0'
0,0,1,0,2,0.5,2145,0,0.974359,1,0,713.666667,1,'1'
0,4,4,4,3,0.666667,31,1,0.666667,0.444444,0,6.5,1,'0'
0,6,0,1,1,2,12,2,0,1,0,3,0,'0'
0,0,78,0,13,2,13,0,0,0.538462,0,0,1,'0'
0,3,10,3,5,2,28,0,0.953488,0.6,4,4.6,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
2,28,607,19,13,0.902047,2503,9,0,0.144231,0,62.25641,13,'0'
1,15,711,13,3,0.850863,3171,0,0,0.194286,0,61.64,55,'1'
1,10,608,8,41,0.9,1409,6,0.737143,0.131944,9,27.55102,3,'1'
0,5,0,3,1,0,55,1,0.666667,0.45,2,9.8,1,'0'
3,23,1936,8,36,0.971362,1158,1,0,0.118172,0,15.507246,31,'0'
0,6,0,6,1,0.666667,75,0,0.96,0.5,8,17.25,3,'1'
1,3,3,2,3,1.5,13,0,0.967742,0.555556,4,3,1,'0'
0,2,3,2,3,2,17,0,0.979167,0.666667,0,4.666667,1,'0'
0,6,1,0,2,2,9,0,1,0.75,0,3.5,0,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,2,28,1,8,2,8,0,0,0.5,0,0,1,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,4,4.555556,1,'0'
0,25,1294,22,48,0.890476,2565,1,0.60274,0.22623,10,40.704918,12,'1'
0,2,3,2,3,2,19,0,0.979167,0.666667,0,5.333333,1,'0'
0,0,231,0,22,2,22,0,0,0.281818,0,0,1,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,3,55,3,11,2,61,0,0.891304,0.545455,6,4.545455,1,'0'
0,3,10,2,5,2,76,0,0.985507,0.55,1,14.2,2,'0'
0,1,0,0,3,1,224,0,0,0.833333,0,72.666667,8,'0'
0,17,1133,16,23,0.924861,7189,15,0,0.147959,0,99.169014,3,'1'
0,0,190,0,20,2,20,0,0,0.75,0,0,1,'0'
1,4,4,0,5,0.5,56,0,0,0.55,0,9.6,2,'0'
0,0,127,0,20,0.698413,161,3,0,0.15035,0,6.181818,2,'0'
0,3,0,2,16,0.4625,403,0,0.515152,0.183007,15,22.411765,8,'0'
0,4,0,4,1,0.75,44,0,0.969231,0.555556,11,13,2,'1'
0,2,3,0,3,2,3,0,0,0.5,0,0,1,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,5,4.555556,1,'0'
0,2,3,2,3,2,17,0,0.979167,0.666667,0,4.666667,1,'0'
0,7,141,6,9,0.891641,1392,2,0.2,0.189815,0,75.277778,4,'0'
0,8,17,7,6,0.75,374,2,0.444444,0.333333,0,51.285714,1,'0'
0,0,45,0,10,2,10,0,0,0.75,0,0,1,'0'
0,2,3,2,3,2,17,0,0.979167,0.5,0,4.666667,1,'0'
0,7,0,5,2,0.375,147,1,0.533333,0.355556,2,15.111111,2,'0'
0,2,171,2,19,2,105,0,0.839286,0.394737,0,4.526316,1,'0'
0,4,683,4,27,0.838889,2103,2,0,0.137778,0,44.543478,19,'0'
0,0,0,0,1,2,17,0,0,1,0,0,1,'0'
0,3,105,2,15,2,195,0,0.87037,0.32,1,12,6,'0'
0,2,6,1,4,2,4,0,0,0.75,0,0,1,'0'
0,0,1,0,2,2,2,0,0,1,0,0,1,'0'
0,2,28,1,8,2,8,0,0,0.75,0,0,1,'0'
0,7,0,0,7,0.767857,284,0,0.5625,0.40625,2,33.5,2,'0'
0,8,0,6,5,0.5,34,2,0,0.4,0,5.4,1,'1'
0,3,0,1,4,1.203488,296,0,0,0.5,0,49.6,9,'1'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
1,6,47,1,18,0.720588,357,1,0,0.179012,0,18.388889,3,'0'
0,0,1,0,2,0.5,260,0,0.974359,1,0,85.333333,1,'0'
0,3,2,0,2,0.666667,427,0,0,0.5,0,105.25,1,'1'
0,3,1,2,0,1.166667,183,1,0,0.5,0,59,4,'0'
0,0,37,0,10,0.777778,64,0,0,0.375,0,5,1,'0'
0,10,0,2,6,0.133333,240,1,0,0.5,0,38.5,4,'0'
0,0,28,0,8,2,8,0,0,0.75,0,0,1,'0'
0,6,20,5,7,0.5,865,2,0.363636,0.301587,0,93.222222,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,0,120,0,16,2,16,0,0,0.6875,0,0,1,'0'
0,2,3,2,3,2,17,0,0.979167,0.666667,0,4.666667,1,'0'
0,1,0,0,5,0.142857,574,0,0,0.520833,0,70.375,8,'0'
9,16,866,11,2,0.995139,2172,20,0,0.1875,0,42.102041,24,'1'
3,10,864,7,37,0.778182,1899,4,0,0.135989,0,32.642857,13,'1'
0,1,149,0,11,0.96732,709,0,0,0.233333,0,35.421053,15,'0'
0,5,91,4,12,1,172,1,0.878505,0.357143,0,11.214286,4,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
1,4,9,2,6,0.9,46,0,0.915254,0.5,5,6.333333,2,'0'
0,13,0,7,6,0.666667,42,3,0,0.333333,0,5.5,1,'1'
3,0,0,0,6,0,54,0,0.85,0.555556,2,7.833333,3,'0'
1,25,729,20,42,0.874194,5748,6,0.678947,0.152074,18,89.761905,6,'1'
0,1,0,0,1,2,6,0,1,1,0,5,0,'0'
0,2,210,2,21,2,120,0,0.824561,0.52381,0,4.714286,1,'0'
0,2,105,2,15,2,126,0,0.87037,0.4,0,7.4,3,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,10,10,4,5,2,5,0,0,0.4,0,0,1,'0'
0,6,16,4,9,2,994,0,0.875,0.25,7,81.833333,30,'1'
0,2,21,2,7,2,43,0,0.94,0.571429,0,5.142857,1,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,8,33,7,7,0.857143,195,2,0.333333,0.244444,0,17.8,4,'1'
0,3,3,2,3,2,17,0,0.979167,0.666667,0,4.666667,1,'0'
0,13,41,12,7,0.779264,1675,7,0,0.307692,0,117,3,'0'
0,2,10,2,5,2,31,0,0.959184,0.45,2,5.2,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,0,253,0,23,2,23,0,0,0.347826,0,0,1,'0'
0,5,0,3,1,0.2,154,2,0.615385,0.416667,2,24.333333,1,'0'
0,2,6,1,4,2,4,0,0,0.75,0,0,1,'0'
1,0,0,0,1,2,11,0,1,1,0,7,0,'0'
0,0,300,0,25,1.041667,37,0,0,0.33,0,0,1,'0'
0,4,0,4,1,0.75,33,0,0.966102,0.555556,7,9.333333,1,'1'
0,0,3,0,3,2,3,0,0,0.555556,0,0,1,'0'
2,17,30,10,10,0.861111,498,4,0,0.2,0,35.923077,6,'1'
0,0,3,0,3,2,3,0,0,1,0,0,1,'1'
0,3,703,3,38,2,229,0,0.717557,0.294737,3,5.026316,3,'0'
0,3,300,3,25,2,142,0,0.773585,0.312,7,4.68,1,'0'
0,3,10,3,5,2,28,0,0.953488,0.6,4,4.6,1,'0'
0,5,253,5,23,0.954545,183,1,0.810345,0.246377,1,6.913043,3,'0'
0,2,190,1,20,2,20,0,0,0.375,0,0,1,'0'
0,3,0,2,6,0.619048,109,1,0.7,0.3,1,12.25,1,'1'
1,7,2,4,5,0.833333,52,1,0.951807,0.4,6,8.8,2,'0'
0,6,0,1,4,1.159091,205,0,0,0.5,0,35.6,9,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,0,1,0,2,0.5,923,0,0.974359,1,0,306.333333,1,'0'
2,18,2,11,4,0.791667,454,2,0,0.36,0,88.6,1,'1'
0,0,120,0,16,2,16,0,0,0.645833,0,0,1,'0'
1,4,15,2,7,0.916667,80,0,0.88,0.52381,4,9.857143,3,'0'
0,5,112,4,10,2,261,0,0.788732,0.21875,10,15.3125,6,'0'
0,6,0,1,4,0,73,1,0,0.55,0,16.5,2,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,0,15,0,6,2,6,0,0,0.5,0,0,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,3,10,3,5,2,52,0,0.959184,0.6,0,9.4,3,'0'
0,2,10,2,5,2,28,0,0.959184,0.45,0,4.6,1,'0'
0,2,28,1,8,2,8,0,0,0.75,0,0,1,'0'
0,6,4,3,8,0.653061,184,2,0,0.303571,0,21.125,2,'0'
0,2,36,2,9,2,52,0,0.921569,0.416667,0,4.777778,1,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,6,4.555556,1,'0'
0,2,153,1,18,2,18,0,0,0.75,0,0,1,'0'
0,0,66,0,12,2,12,0,0,0.638889,0,0,1,'0'
0,11,11,9,8,0.5,480,2,0.333333,0.284091,0,41.818182,4,'0'
0,6,190,6,19,1,284,1,0.831858,0.275,0,13.15,4,'0'
0,0,66,0,12,2,12,0,0,0.354167,0,0,1,'0'
0,11,28,5,8,2,8,0,0,0.363636,0,0,1,'0'
0,3,253,3,23,2,149,0,0.810345,0.295652,3,5.478261,3,'0'
0,8,1,8,1,2,140,0,0.75,0.571429,2,69,1,'0'
0,2,45,1,10,2,10,0,0,0.75,0,0,1,'0'
0,7,0,7,1,0.666667,176,0,0.947368,0.5,5,42.5,8,'1'
0,0,561,0,34,2,34,0,0,0.282353,0,0,1,'0'
0,0,406,0,29,2,29,0,0,0.37069,0,0,1,'0'
0,2,0,1,0,2,0,0,0,0,0,0,0,'0'
0,59,2425,55,55,0.944105,6959,41,0,0.085474,0,70.968421,17,'1'
0,2,3,2,3,2,20,0,0.979167,0.5,0,5.666667,1,'0'
0,7,20,6,8,0.333333,464,2,0,0.464286,0,56.25,1,'0'
0,0,45,0,10,1.111111,13,0,0,0.4,0,0,1,'0'
1,3,35,0,11,0.9,87,2,0,0.393939,0,6,1,'0'
2,2,10,0,5,2,20,0,0.944444,0.6,0,3,1,'0'
0,0,6,0,4,2,4,0,0,0.75,0,0,1,'0'
0,7,9,7,3,0,136,0,0.545455,0.433333,2,21.5,5,'0'
2,4,13,2,5,0.8,150,1,0,0.533333,0,23.833333,20,'1'
0,3,78,3,13,2,72,0,0.87234,0.538462,7,4.538462,1,'0'
16,19,10,2,5,1.25,13,0,0,0.533333,0,1.4,1,'1'
0,21,0,1,8,0.285714,64,0,0.818182,0.4375,0,6.75,1,'0'
6,10,234,9,0,1.023551,268,1,0,0.195652,0,9.166667,2,'0'
0,40,25,0,11,0.05,191,0,0,0.409091,1,16,7,'0'
0,0,1,0,2,2,2,0,0,1,0,0,1,'0'
0,31,1146,20,20,0.906177,6637,6,0,0.192308,1,123.603774,147,'0'
0,0,81,0,14,0.876923,75,0,0,0.392857,0,4,1,'0'
0,7,0,2,1,2,1,0,0,1,0,0,1,'0'
0,24,753,17,39,0.850198,2272,12,0,0.138249,0,35.177419,6,'0'
0,0,0,0,1,2,4,0,0,1,0,3,0,'0'
0,0,3,0,3,2,3,0,0,0.777778,0,0,1,'0'
0,7,15,6,6,0.75,380,1,0.444444,0.333333,1,52.142857,1,'0'
0,3,36,3,9,2,50,0,0.911111,0.555556,6,4.555556,1,'0'
0,5,0,5,11,0.716667,332,3,0,0.318182,0,28.636364,1,'0'
0,6,0,4,11,0.5,112,1,0,0.515152,0,9,2,'0'
0,3,210,3,21,2,118,0,0.803922,0.314286,7,4.619048,1,'0'
0,0,105,0,15,2,34,0,0,0.285714,0,1.266667,1,'0'
0,2,10,2,5,2,52,0,0.959184,0.6,0,9.4,3,'0'
0,6,3,3,3,2,3,0,0,0.666667,0,0,1,'0'
0,10,36,2,9,2,9,0,0,0.555556,0,0,1,'0'
0,0,231,0,22,2,22,0,0,0.75,0,0,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,3,6,3,4,1,32,1,0.969072,0.583333,0,6.75,2,'0'
0,2,78,2,13,2,103,0,0.886792,0.403846,0,6.923077,3,'0'
0,0,6,0,4,2,4,0,0,1,0,0,1,'0'
0,5,26,4,7,0.714286,49,1,0.4,0.285714,0,5,1,'0'
0,0,3,0,3,2,3,0,0,0.666667,0,0,1,'0'
0,0,0,0,0,2,0,0,0,0,0,0,0,'0'
0,19,0,1,8,0.285714,64,0,0.818182,0.4375,0,6.75,1,'0'
0,2,3,2,3,2,17,0,0.979167,0.5,0,4.666667,1,'0'
0,0,120,0,16,2,16,0,0,0.375,0,0,1,'0'
0,9,3,0,3,2,3,0,0,0.666667,0,0,1,'0'
0,2,28,1,8,2,8,0,0,0.75,0,0,1,'0'
0,3,153,3,18,0.941176,102,1,0.846847,0.481481,0,4.611111,2,'0'
35,39,55,4,7,2,93,0,0.878049,0.436364,3,7.454545,3,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,9,52,6,7,0.690909,959,3,0.285714,0.194444,0,77.666667,1,'0'
0,2,10,2,5,2,28,0,0.959184,0.6,0,4.6,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,3,171,3,19,2,107,0,0.82,0.394737,6,4.631579,1,'0'
0,1,0,0,0,0,28,0,0,0.625,0,5.75,2,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,4,1,3,1,2,76,0,0.75,0.625,2,37,11,'0'
0,0,28,0,8,0.375,106,0,0.8,0.466667,0,10.333333,1,'0'
0,0,1,0,2,0.5,247,0,0.974359,1,0,81,1,'0'
0,3,21,3,7,2,39,0,0.931818,0.571429,6,4.571429,1,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,0,6,0,4,2,4,0,0,0.75,0,0,1,'0'
0,2,8,1,6,0.666667,112,1,0.76,0.375,1,12.625,1,'1'
0,0,78,0,13,2,13,0,0,0.461538,0,0,1,'0'
1,0,52,0,8,0.878788,275,0,0,0.454545,0,21.416667,10,'0'
0,4,0,0,2,0,13,0,0.944444,0.666667,0,5,1,'0'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,7,141,6,10,0.845588,1924,2,0.2,0.189815,0,105,4,'0'
0,10,0,1,4,1.17,206,0,0,0.5,0,35.2,9,'0'
0,3,375,1,29,0.780488,2006,0,0,0.226481,0,46.47619,33,'1'
0,0,15,0,6,2,6,0,0,0.375,0,0,1,'0'
0,2,10,2,5,2,30,0,0.959184,0.45,0,5,1,'0'
0,1,8,1,9,0.6875,380,4,0,0.307692,0,27.615385,11,'0'
0,0,1,0,2,2,2,0,0,0.75,0,0,1,'0'
0,3,78,3,13,2,72,0,0.87234,0.538462,4,4.538462,1,'0'
0,24,19,20,7,0.733333,875,0,0,0.25,0,86,4,'1'
0,4,0,4,1,0.75,40,0,0.960784,0.555556,7,11.666667,1,'1'
0,0,0,0,1,2,1,0,0,1,0,0,1,'0'
0,0,3,0,3,2,3,0,0,0.666667,0,0,1,'0'
0,2,1,1,2,2,2,0,0,0.75,0,0,1,'0'
0,3,105,3,15,2,84,0,0.854167,0.4,4,4.6,1,'0'
0,3,10,3,5,2,28,0,0.953488,0.6,4,4.6,1,'0'
2,16,0,14,20,0.565625,3041,2,0.184211,0.174479,3,90.848485,2,'0'
0,10,5,0,8,0.908497,7825,0,0,0.25,0,779.8,9,'0'
0,5,1,0,0,0.5,42,0,0,0.5,0,11.666667,2,'0'
