@relation mydataframe
@attribute dit numeric
@attribute noc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute bug {'1','0'}
@data
1,0,217,34,16,18,370,1,3,0,0.108571,0,12.807692,8,'1'
7,0,49,3,14,3,864,1,3,0.98048,0.285714,1,59.428571,12,'1'
1,0,3,29,0,3,4,0,0,0,0.833333,0,0,1,'0'
4,0,0,17,0,1,5,0,0,1,1,0,4,0,'0'
1,0,48,4,5,11,300,1,1,0,0.305556,0,22,8,'1'
2,0,1,1,6,1,36,0,0,0.947368,0.625,1,17,1,'0'
2,0,0,2,2,5,62,1,0,0.583333,0.444444,0,8.833333,1,'0'
5,0,119,26,16,11,618,0.857143,3,0.973174,0.203008,18,30.789474,6,'1'
2,0,4,1,4,2,108,0,0,0.769231,0.4,0,25.5,3,'0'
1,0,40,15,6,13,268,1,3,0,0.338462,0,19.230769,5,'1'
2,0,4,1,6,2,155,0,0,0.818182,0.366667,0,29.8,10,'0'
6,0,3,7,5,3,248,0.333333,0,0.994483,0.342857,2,38.833333,10,'0'
2,0,0,4,5,7,176,0,0,0.615385,0.35,2,13.583333,4,'0'
1,0,66,7,4,12,957,0.428571,0,0,0.239583,0,78.166667,27,'1'
6,0,1,1,3,3,302,1,1,0.996988,1,4,95.333333,2,'0'
1,0,0,2,1,3,269,1,0,0,0.6,0,51.2,10,'0'
1,0,38,69,1,7,437,0.571429,0,0,0.178571,0,31.538462,7,'0'
3,3,43,53,1,11,154,0,1,0.566667,0.577778,2,9.133333,3,'1'
1,0,3,7,2,8,226,1,1,0,0.35,0,21.2,5,'0'
2,0,25,3,7,9,185,1,0,0.615385,0.386364,2,15.636364,3,'0'
6,0,25,3,6,1,333,1,0,0.985119,0.5,5,28.727273,6,'0'
2,0,1,2,5,2,22,0,0,0.947368,0.625,1,9.5,1,'0'
2,0,10,1,3,5,88,0,0,0.84,0.52,3,16.6,2,'0'
3,0,2,6,0,5,36,1,0,0.809524,0.466667,1,5.4,1,'0'
2,0,15,3,14,1,283,0,0,0.782609,0.611111,0,45,1,'0'
1,0,43,4,10,9,747,1,0,0,0.104575,0,40.055556,17,'1'
2,0,1,3,1,1,10,0,0,0.947368,0.75,0,3.5,1,'0'
2,0,98,1,11,8,1115,1,5,0.448276,0.264706,2,63.058824,35,'1'
3,0,3,0,3,3,33,0,0,1,0.75,0,10,0,'0'
6,0,24,3,5,8,74,1,2,0.989264,0.625,1,8,1,'1'
1,2,9,2,3,6,140,1,0,0,0.52381,0,18.857143,9,'0'
1,0,21,4,8,7,1529,0.5,2,0,0.2875,0,149.3,32,'1'
2,0,0,2,5,6,179,1,0,0.695652,0.40625,2,21.25,2,'0'
1,2,33,16,1,8,90,0,0,0,0.386364,0,6.818182,1,'1'
1,0,0,5,1,2,52,0,3,0,0.625,0,14.5,1,'1'
4,0,1059,13,15,47,1085,0.677419,4,0.924177,0.103009,25,18.518519,7,'1'
2,0,3,4,7,2,79,0,0,0.9,0.533333,1,25.333333,1,'0'
6,0,18,4,7,1,205,1,1,0.98806,0.5,12,21.333333,2,'0'
1,0,23,22,6,8,240,1,1,0,0.16,0,20.363636,5,'0'
1,0,100,2,0,16,679,0.8,0,0,0.323529,0,38.352941,12,'1'
6,0,1,1,3,3,230,1,1,0.996988,1,4,73,3,'1'
6,0,20,5,4,1,119,0.666667,1,0.991018,0.5,12,13.5,1,'0'
2,0,6,3,7,2,171,0,0,0.857143,0.583333,1,41.75,1,'0'
2,0,1,2,2,2,8,0,0,0.875,0.625,0,3,1,'0'
8,0,1,3,13,2,120,0,0,0.998836,0.75,4,59,8,'0'
1,0,35,1,2,11,52,1,1,0,0.424242,0,3.636364,1,'0'
2,0,1,1,2,2,65,0,0,0.875,0.625,0,31.5,5,'0'
2,0,5,1,6,7,146,1,0,0.7,0.392857,1,18.857143,2,'0'
1,0,27,6,10,5,1598,1,2,0,0.155556,0,87.388889,33,'1'
1,0,0,5,11,3,298,0.333333,2,0,0.357143,0,72.75,2,'0'
1,0,2,1,1,6,236,1,0,0,1,0,24.444444,5,'0'
3,0,0,6,1,3,71,0.133333,0,0.85,0.5,1,13,1,'0'
2,0,1,3,8,1,65,0,0,0.947368,0.625,0,31.5,1,'0'
1,0,10,1,0,5,206,0,0,0,0.3,0,40.2,6,'0'
1,0,91,6,15,9,1245,0.75,1,0,0.274854,0,64.105263,5,'0'
8,0,0,2,4,1,79,0,0,1,1,0,78,0,'0'
1,0,0,18,1,10,386,0.125,1,0,0.342857,0,26,6,'0'
1,3,15,3,1,6,49,0,0,0,0.416667,0,7.166667,2,'0'
7,0,28,4,11,2,1013,0.888889,1,0.983434,0.214286,0,81.916667,9,'0'
1,0,78,7,0,13,13,0,0,0,0.430769,0,0,1,'0'
1,0,0,6,0,0,21,0,1,0,1,0,15,0,'1'
3,0,4,1,1,5,213,1,0,0.987988,0.7,5,40.6,2,'0'
6,0,38,5,11,1,306,1,1,0.983655,0.25,12,24.083333,3,'0'
7,0,9,3,8,3,299,1,0,0.992401,0.388889,0,48.333333,1,'0'
5,0,7,5,7,2,397,1,3,0.993056,0.3,0,64.5,2,'1'
7,6,0,7,3,1,95,0,0,1,1,0,94,0,'0'
1,0,13,5,0,6,64,1,0,0,0.166667,0,7.857143,4,'0'
1,0,4,1,3,3,62,1,0,0,0.333333,0,14.25,4,'1'
5,0,108,3,15,3,539,1,3,0.974277,0.228758,4,30.411765,15,'1'
4,0,0,2,1,1,5,0,0,1,1,0,4,0,'0'
1,0,1,4,1,2,2,0,0,0,0.625,0,0,1,'0'
4,0,23,2,2,10,504,0.333333,1,0.764706,0.272727,4,44.272727,14,'0'
1,0,3,5,0,2,23,0,2,0,0.5,0,4,2,'0'
2,0,3655,0,8,84,686,0,0,0.105263,0.056202,0,6.976744,3,'0'
3,0,1,1,4,2,10,0,0,0.857143,0.75,0,4,1,'0'
2,0,0,1,7,3,559,0.636364,2,0.454545,0.265306,0,77.285714,5,'0'
1,0,102,11,15,8,528,1,3,0,0.238095,0,23.52381,5,'1'
2,0,0,1,3,0,77,1,0,0.777778,0.444444,2,24,5,'0'
1,0,1,3,1,2,2,0,0,0,1,0,0,1,'0'
1,0,0,1,1,3,59,1,0,0,0.666667,0,13.25,3,'0'
4,0,33,14,5,11,141,0,0,0.764706,0.363636,2,11.636364,2,'0'
1,0,0,2,1,3,251,1,0,0,0.6,0,47.6,10,'0'
2,0,28,1,17,1,269,0,0,0.72,0.363636,1,32.625,1,'0'
2,0,1,1,11,1,89,0,0,0.947368,0.625,1,43.5,1,'0'
2,0,0,4,2,3,34,1,0,0.714286,0.666667,1,10,1,'0'
2,0,1,2,6,1,19,0,0,0.947368,0.666667,0,8,1,'0'
1,0,0,1,9,1,563,1,2,0,0.416667,0,107.8,1,'1'
1,0,0,3,3,5,96,0,1,0,0.533333,0,16.6,2,'0'
2,0,1,1,9,1,36,0,0,0.947368,0.625,1,16,1,'0'
2,0,3,1,10,1,273,0,0,0.9,0.533333,1,89.666667,1,'0'
7,0,3,3,4,3,180,0,0,0.996947,0.555556,0,59,1,'0'
1,0,0,12,1,12,112,1,0,0,0.384615,0,7.461538,2,'1'
1,0,3,1,6,1,103,0,0,0,0.555556,0,33.333333,14,'1'
7,0,9,3,5,4,214,1,1,0.993812,0.3,13,28.714286,8,'0'
1,0,5427,157,59,79,5109,1,8,0,0.05177,0,43.570175,68,'1'
2,0,1,1,11,1,138,0.625,4,0.947368,0.625,1,64,1,'0'
2,0,19,8,8,6,52,0,0,0.75,0.457143,1,6.285714,1,'0'
2,0,13,1,3,5,150,0.8,0,0.807692,0.541667,3,23.166667,4,'1'
1,0,0,2,9,3,201,0.833333,3,0,0.666667,0,47.75,9,'0'
2,0,14,4,18,2,352,1,4,0.384615,0.234568,1,37.444444,11,'0'
1,0,0,2,3,0,176,1,0,0,0.583333,0,28.166667,3,'0'
2,0,21,2,4,5,63,0,0,0.888889,0.4,0,8,2,'0'
2,1,71,9,10,16,466,1,2,0.15,0.208333,0,24.5,14,'0'
1,0,4,0,6,3,118,1,0,0,0.3,0,28,5,'0'
1,0,0,1,47,83,23683,0.8,8,0,0.183866,0,57.127764,28,'0'
1,0,55,2,1,9,456,0,0,0,0.363636,0,40.454545,6,'0'
3,0,4,1,0,4,83,0,0,0.857143,0.35,2,18.75,1,'0'
1,0,44,4,10,6,488,1,0,0,0.180556,0,36.153846,6,'1'
2,0,1,1,6,1,30,0,0,0.947368,0.625,1,14,1,'0'
6,0,0,4,4,3,196,1,1,0.990868,0.285714,0,26.285714,2,'0'
7,0,2,1,8,4,362,1,1,0.993912,0.466667,0,70.4,4,'0'
2,0,1,1,9,2,107,0,0,0.947368,0.625,2,52.5,1,'0'
2,0,11,4,4,10,232,0.75,1,0.7,0.425,3,19.727273,3,'0'
2,0,3,1,5,4,215,1,0,0.722222,0.722222,3,33.666667,7,'0'
1,0,1,2,0,2,2,0,0,0,0.625,0,0,1,'0'
1,0,0,1,2,3,239,1,0,0,0.5,0,46,6,'0'
2,0,1,1,3,1,6,0,0,0.9,0.75,0,2,1,'0'
1,0,660,64,10,33,1578,1,0,0,0.12285,0,41.621622,17,'1'
2,0,1,1,3,0,106,1,0,0.777778,0.444444,2,34,11,'0'
4,0,759,6,14,37,981,0.88,3,0.938953,0.121646,17,21.232558,31,'1'
2,0,6,1,11,1,279,0,0,0.857143,0.45,1,68.5,4,'0'
1,2,15,10,8,7,163,0,3,0,0.266667,0,15,3,'0'
2,0,1,1,11,1,186,0,0,0.947368,0.625,2,92,1,'0'
2,0,1,1,9,1,80,0,0,0.947368,0.625,1,38.5,1,'0'
6,0,113,8,22,6,844,1,0,0.977273,0.194444,6,45.333333,8,'0'
2,0,9,1,4,7,64,1,1,0.454545,0.357143,1,7.714286,1,'0'
6,0,258,4,8,8,530,1,3,0.967311,0.152727,1,19.76,8,'1'
2,0,3,5,9,2,63,0,0,0.9,0.6,1,20,1,'0'
1,0,802,74,23,35,1670,0.375,1,0,0.119643,0,39.536585,16,'1'
1,0,0,36,1,1,1,0,0,0,1,0,0,1,'0'
1,0,0,5,1,3,222,1,0,0,0.333333,0,52.75,60,'0'
7,0,52,1,7,10,284,1,2,0.983434,0.277778,0,22.25,3,'0'
5,0,53,17,20,12,781,1,5,0.973174,0.210526,1,39.789474,22,'1'
1,0,15,4,3,6,34,0,0,0,0.555556,0,4.666667,2,'0'
5,0,76,5,16,4,412,1,2,0.976084,0.341176,5,22.764706,9,'1'
7,0,77,3,7,4,359,0.888889,1,0.97901,0.283333,0,22.333333,3,'0'
2,0,6,2,0,3,83,0,0,0.842105,0.5625,11,19.75,3,'0'
1,0,139,10,21,17,853,1,3,0,0.227273,0,37.5,14,'1'
3,0,4,3,4,4,50,0.25,0,0.666667,0.5,1,8.2,1,'0'
2,0,3,1,10,1,102,0,0,0.9,0.444444,1,32.666667,6,'0'
1,0,14,6,7,11,485,1,3,0,0.230769,0,35.692308,11,'1'
1,4,54,27,3,12,49,1,0,0,0.3125,0,3,1,'1'
2,0,7,3,7,3,336,1,0,0.924242,0.305556,0,54.333333,12,'1'
1,0,0,13,0,0,617,0,0,0,0,0,496,0,'0'
2,0,1,1,3,0,71,1,0,0.777778,0.444444,2,22.333333,6,'0'
3,0,0,2,2,1,5,0,0,1,1,0,4,0,'0'
1,0,0,2,1,3,94,1,0,0,0.5,0,21.75,4,'0'
6,0,125,13,9,8,342,1,1,0.973094,0.203947,6,16.473684,3,'1'
1,0,0,8,9,3,351,0,1,0,0.375,0,41.5,1,'0'
2,0,0,1,3,0,151,0.5,0,0.777778,0.444444,2,48,18,'0'
6,0,2,3,6,1,202,1,2,0.993893,0.35,0,38.4,1,'0'
2,0,1,3,6,1,30,0,0,0.947368,0.666667,2,8,1,'0'
6,0,4,2,5,1,239,1,2,0.993994,0.5,4,45.4,4,'1'
8,0,1,3,14,2,133,0,0,0.998836,0.75,3,65.5,8,'0'
1,0,13,0,2,5,372,0,0,0,0.28,0,60.833333,11,'0'
2,0,1,0,1,2,14,0,0,0.923077,0.75,0,6,1,'0'
6,0,1,1,2,3,307,1,0,0.996988,1,4,98,5,'1'
1,3,22,9,5,6,121,1,0,0,0.208333,0,12.111111,3,'0'
1,0,17,10,3,8,296,1,0,0,0.35,0,28.1,10,'0'
2,0,0,1,3,0,300,1,1,0.538462,0.333333,3,41.285714,16,'0'
1,0,9,1,3,5,135,1,3,0,0.333333,0,20,6,'0'
2,0,3,8,8,5,93,1,0,0.782609,0.444444,0,14,1,'0'
2,0,0,1,4,0,206,1,0,0.7,0.35,3,39.8,11,'0'
2,0,2,2,8,3,173,0.333333,0,0.857143,0.5,1,41.5,1,'0'
2,0,0,2,7,6,163,1,0,0.695652,0.40625,2,19.25,2,'0'
1,0,0,1,1,3,62,1,0,0,0.666667,0,13.75,3,'0'
1,0,15,4,1,6,6,0,0,0,1,0,0,1,'0'
3,0,0,2,2,1,5,0,0,1,1,0,4,0,'1'
1,2,30,10,2,7,31,1,1,0,0.266667,0,2.333333,1,'0'
2,0,10,2,13,1,159,0,0,0.818182,0.72,0,29.4,1,'0'
5,0,1652,26,37,27,1871,0.878788,5,0.910739,0.115385,12,27.276923,12,'1'
6,0,6,2,5,3,206,1,1,0.993994,1,4,39.4,2,'0'
2,0,24,3,2,7,253,0.666667,0,0.592593,0.395833,2,19.833333,4,'0'
1,0,1019,45,21,45,1472,0.117647,5,0,0.134434,0,25.944444,33,'0'
5,0,122,11,14,11,797,1,3,0.964549,0.195556,4,30.32,12,'1'
6,0,1,1,3,1,159,1,1,0.996988,1,3,50,1,'1'
2,0,37,4,4,11,304,1,1,0.824324,0.22449,0,20.071429,8,'1'
3,0,0,7,2,1,5,0,0,1,1,0,4,0,'0'
5,20,29,21,2,8,285,1,0,0.986405,0.5,0,27.1,2,'0'
1,13,12,13,2,0,65,1,2,0,0.354167,0,6.75,3,'0'
4,0,0,1,1,3,195,1,0,0.995378,0.375,3,46.25,2,'0'
2,0,11,2,13,3,1460,0.333333,3,0.333333,0.236364,0,129.818182,19,'0'
1,0,312,7,21,22,721,1,2,0,0.114478,0,24.464286,8,'1'
1,0,6,4,1,4,4,0,0,0,0.916667,0,0,1,'0'
6,0,3,1,2,3,50,0,0,0.996988,1,4,15.666667,1,'0'
6,0,3,5,2,1,67,0,0,0.997382,0.444444,0,21.333333,2,'0'
1,5,6,9,0,4,11,0,0,0,0.75,0,1.75,1,'0'
1,0,0,2,0,0,186,0,0,0,0,0,148,0,'0'
1,0,228,10,29,30,1520,1,2,0,0.136364,0,44.757576,27,'1'
1,0,3,1,4,6,6336,0.166667,1,0,0.5,0,125.24,84,'0'
1,0,0,1,1,3,59,1,0,0,0.666667,0,13.25,3,'0'
1,0,0,11,0,4,28,1,0,0,0.5,0,5.25,1,'1'
1,0,0,7,1,2,64,1,1,0,0.428571,0,7.571429,2,'0'
2,1,1019,16,25,26,2553,0.461538,2,0.148936,0.230072,2,53.042553,11,'0'
3,0,0,1,2,1,5,0,0,1,1,0,4,0,'0'
2,0,3,1,3,0,288,0,0,0.636364,0.285714,2,44.333333,25,'0'
3,0,8,0,4,5,173,1,2,0.818182,0.366667,3,32.4,7,'0'
2,0,36,1,7,8,492,1,4,0.541667,0.319444,3,38.083333,13,'0'
3,0,0,3,2,1,5,0,0,1,1,0,4,0,'0'
1,0,25,3,0,21,1278,0.705882,0,0,0.296296,0,45.703704,7,'0'
2,0,4,1,3,0,55,1,0,0.7,0.375,2,12.25,6,'0'
1,1,1259,37,18,38,1694,0.809524,4,0,0.110988,0,29.981481,6,'0'
6,0,206,16,6,15,614,1,1,0.970588,0.219388,7,20.678571,12,'1'
1,0,0,4,0,6,66,1,0,0,0.75,0,9.666667,2,'0'
1,0,0,3,2,9,111,1,0,0,0.259259,0,11.111111,3,'0'
1,0,0,2,1,0,212,1,0,0,0.395833,0,16.25,3,'0'
1,0,311,7,3,23,177,1,1,0,0.16,0,5.576923,3,'0'
1,0,1,2,0,0,16,0,0,0,0.75,0,6,0,'0'
1,0,6,5,0,4,4,0,0,0,1,0,0,1,'0'
2,0,0,2,3,0,127,1,0,0.636364,0.3,2,24,4,'0'
7,0,6,3,4,3,214,1,0,0.993912,0.3,6,41.4,1,'0'
3,0,8,0,4,5,173,1,2,0.818182,0.366667,3,32.4,7,'0'
2,0,35,1,1,7,163,0.666667,0,0.64,0.30303,3,13.545455,4,'0'
6,0,3,3,4,3,203,1,1,0.994994,0.32,11,31.833333,8,'0'
1,0,1,3,2,2,2,0,0,0,1,0,0,1,'0'
1,0,898,36,5,28,1473,0.5,2,0,0.083333,0,31.644444,12,'0'
1,0,666,12,15,14,1583,0,0,0,0.153846,0,41.783784,28,'0'
1,0,0,2,0,8,388,1,0,0,0.44,0,37.4,6,'0'
1,0,0,1,0,0,6,0,0,0,1,0,3,0,'0'
1,0,107,13,5,9,648,0.8125,5,0,0.166667,0,27.727273,12,'0'
1,0,1,3,0,2,3,0,0,0,1,0,0,1,'0'
7,0,98,3,4,4,629,1,0,0.977545,0.1875,3,35.352941,5,'0'
2,0,1,2,10,2,132,0,2,0.9,0.555556,3,41.666667,1,'0'
6,17,3,20,3,3,43,1,1,0.996937,0.5,0,13,1,'0'
1,7,91,7,2,14,38,0,0,0,0.414286,0,1.714286,1,'0'
3,0,4,4,4,4,47,0.333333,0,0.666667,0.5,1,7.8,1,'0'
7,0,20,2,6,3,293,1,0,0.989394,0.375,6,35,5,'0'
1,0,11,17,1,9,170,1,0,0,0.1,0,13.636364,3,'0'
2,0,6,1,10,1,204,0,0,0.818182,0.433333,1,39.4,1,'0'
2,0,1,1,8,1,28,0,0,0.947368,0.625,1,12.5,1,'0'
5,0,230,17,17,20,697,0.642857,5,0.961708,0.206349,0,23.392857,11,'1'
2,0,1,5,5,1,30,0,0,0.947368,0.625,0,14,1,'0'
1,0,0,4,8,0,158,0,0,0,0.466667,0,30,5,'1'
5,0,0,4,1,8,418,1,0,0.989394,0.625,0,50.875,12,'0'
6,0,1,2,3,2,54,1,1,0.997382,0.4,1,16.666667,1,'0'
6,0,34,3,9,1,448,1,0,0.983655,0.5,5,35.666667,8,'1'
3,0,1,7,0,2,9,0,0,1,0.75,0,3.5,0,'0'
2,0,31,1,5,7,222,1,1,0.565217,0.333333,3,18.454545,8,'0'
8,0,1,2,8,2,126,0,0,0.998836,0.75,4,62,9,'0'
7,0,48,5,17,7,530,1,1,0.981955,0.241758,7,39.230769,10,'1'
2,0,1,1,6,1,28,0,0,0.947368,0.625,1,13,1,'0'
5,0,0,2,5,1,112,1,0,0.995427,0.416667,0,26.25,1,'1'
1,0,0,1,0,0,6,0,0,0,1,0,3,0,'0'
2,0,210,5,9,20,760,0.5,0,0.512195,0.380952,3,35.095238,16,'0'
6,0,0,2,3,3,404,1,0,0.993994,0.5,5,77,5,'0'
7,0,55,2,12,4,660,1,0,0.98048,0.214286,0,45.285714,6,'0'
1,35,147,46,7,19,239,0.5,4,0,0.233083,0,11.263158,4,'0'
3,0,0,1,2,1,5,0,0,1,1,0,4,0,'0'
2,0,1,2,8,1,40,0,0,0.947368,0.6,2,18.5,1,'0'
1,0,1,5,1,2,2,0,0,0,1,0,0,1,'0'
1,0,152,7,4,20,212,1,5,0,0.155,0,8.95,3,'1'
6,0,4,5,7,2,142,1,2,0.993837,0.5,1,26.8,1,'0'
6,0,11,4,6,0,137,1,3,0.990868,0.285714,0,18.142857,1,'0'
1,0,49,2,1,11,50,1,1,0,0.454545,0,3.363636,1,'0'
3,0,5,9,5,5,87,0.153846,1,0.6,0.4,1,11.333333,1,'0'
1,0,10,8,1,5,5,0,0,0,0.6,0,0,1,'0'
1,0,1,2,1,2,2,0,0,0,0.75,0,0,1,'0'
1,0,0,8,2,0,82,1,0,0,0.466667,0,15.2,4,'1'
3,0,15,2,0,4,183,0,0,0.85,0.5,1,28.666667,14,'0'
1,0,0,38,2,11,135,1,0,0,0.484848,0,11.181818,2,'0'
5,0,55,10,16,8,361,0.833333,1,0.98048,0.257143,12,24.357143,10,'1'
2,0,15,3,13,6,279,0,0,0.782609,0.229167,1,45.5,1,'0'
